"ID";"Case Number";"How Received";"Date Opened";"Violations[Regulation]";"Resolution Action";;;;
1115810;"2020-18888";"Complaints";"01/20/2021";"36-Physical Plant- General requirements - [19a-79-7a(c)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] 42-Physical Plant- Outdoor play space - [19a-79-7a(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1115810;"2021-405";"Complaints";"07/07/2021";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 10-Administration-Notification of changes - [19a-79-3a(c)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 22-Staffing- Ratios - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 36-Physical Plant- General requirements - [19a-79-7a(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1609789;"2019-704";"Self-Reported";"08/06/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016816;"2019-904";"Self-Reported";"09/17/2019";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1376537;"2021-4";"Complaints";"01/05/2021";"03-Unlicensed - [19a-87b-3(a)] 04-Terms of the Registration- Non-transferability - [19a-87b-5(c)] 09-Terms of the Registration- Notification of change - [19a-87b-5(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1069342;"2022-409";"Complaints";"06/15/2022";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1590306;"2019-1135";"Complaints";"12/02/2019";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1590306;"2019-1189";"Complaints";"12/31/2019";"36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1590306;"2020-221";"Complaints";"05/07/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] 45-Educational Requirements- Plan - [19a-79-8a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1590306;"2020-240";"Complaints";"06/05/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 37-Physical Plant- Basic requirements - [19a-79-7a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1590306;"2021-322";"Self-Reported";"05/26/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 15-Administration- Access - [19a-79-3a(h)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] 42-Physical Plant- Outdoor play space - [19a-79-7a(h)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1590306;"2021-597";"Complaints";"09/14/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1590306;"2021-720";"Complaints";"10/06/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1590306;"2021-781";"Self-Reported";"11/02/2021";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 23-Staffing- Group size - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1590306;"2021-818";"Self-Reported";"11/12/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1671837;"2021-412";"Self-Reported";"07/08/2021";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 10-Administration-Notification of changes - [19a-79-3a(c)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] 26-Staffing- First aid/CPR - [19a-79-4a(e)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 33-Health & Safety- First aid kit - [19a-79-6a(c)] 39-Physical Plant- Plans for new construction, expansion, renovation or conversion - [19a-79-7a(b)] 51-Administration of Medications-Order from an authorized prescriber/parent's permission - [19a-79-9a(b)] 53-Administration of Medications- Medications other than nonprescription topical -Storage & labeling - [19a-79-9a(b)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1017146;"2021-749";"Self-Reported";"10/21/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1416753;"2020-4";"Complaints";"01/03/2020";"26-Physical Environment- Fire safety - [19a-87b-9(d)] 39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] 40-Responsibilities of Provider & Substitute- Parental written permission - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1416753;"2021-42";"Self-Reported";"01/26/2021";"13-Qualifications of the Provider- Personal qualities - [19a-87b-6(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1013315;"2020-512";"Complaints";"12/10/2020";"24-Physical Environment- Freedom from hazards - [19a-87b-9(b)] 39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1183522;"2021-38";"Complaints";"01/25/2021";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1183522;"2021-748";"Self-Reported";"10/19/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1680671;"2020-421";"Self-Reported";"10/05/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1085515;"2021-795";"Complaints";"11/05/2021";"062-Meeting the Child's Needs - [19a-87b-10(c)] 081-Supervision-At All Times, Indoors/Outdoors - [19a-87b-10(i)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1665157;"2021-264";"Complaints";"05/05/2021";"011-Notification of Change - 19a-87b-5(j) 018-Household Environment - [19a-87b-7(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015213;"2020-149";"Complaints";"02/26/2020";"19-Members of the household- Household environment - [19a-87b-7(e)] 27-Physical Environment- Safe storage of guns, ammunition & other weapons - [19a-87b-9(e)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1015213;"2022-61";"Complaints";"02/02/2022";"019-Substitute/Assistant - [19a-87b-8, 19a-87b-8(d) and/or 19a-87b-8(e)] 037-Auxilliary Heating System - [19a-87b-9(d)(9)] 081-Supervision-At All Times, Indoors/Outdoors - [19a-87b-10(i)] 093-Access - [19a-87b-13] [Reference regulation link above.]";"Corrective Action Plan";;;;
1591474;"2022-107";"Complaints";"02/25/2022";"011-Notification of Change - 19a-87b-5(j) 021-Background Check - [19a-87b-8a] 051-Pets - [19a-87b-9(o)] 054-Child Health Record - [19a-87b-10(b)(2)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1056885;"2020-481";"Complaints";"11/18/2020";"03-Unlicensed - [19a-87b-3(a)] 04-Terms of the Registration- Non-transferability - [19a-87b-5(c)] 09-Terms of the Registration- Notification of change - [19a-87b-5(j)] 13-Qualifications of the Provider- Personal qualities - [19a-87b-6(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1181995;"2019-950";"Complaints";"09/26/2019";"23-Staffing- Group size - [19a-79-4a(c)] 36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017744;"2021-375";"Complaints";"06/24/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 52-Administration of Medications- Medications other than nonprescription topical -Required records - [19a-79-9a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017744;"2021-416";"Self-Reported";"07/08/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017744;"2021-81";"Complaints";"02/16/2021";"03b-Licensure procedures - [19a-79-2a] 04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017744;"2021-916";"Complaints";"12/29/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017744;"2022-348";"Self-Reported";"05/24/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016915;"2019-853";"Self-Reported";"08/28/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2148409;"2021-759";"Self-Reported";"10/25/2021";"36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1671597;"2021-477";"Self-Reported";"07/30/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015600;"2021-486";"Complaints";"08/03/2021";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015600;"2021-853";"Complaints";"11/26/2021";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015473;"2020-460";"Complaints";"10/29/2020";"20-Qualifications of Staff- Substitute/Assistant - Staffing - [19a-87b-8] 26-Physical Environment- Fire safety - [19a-87b-9(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015473;"2021-544";"Complaints";"08/25/2021";"004-Capacity - [19a-87b-10(a)] 023-Freedom of Hazards - [19a-87b-9(b)] 029-Safe Exits - [19a-87b-9(d)(4)] 053-Enrollment Form - [19a-87b-10(b)(1)] 054-Child Health Record - [19a-87b-10(b)(2)] 083-Full Attention-Distractions/Employment/Socialization - [19a-87b-10(i)(2)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017347;"2022-75";"Self-Reported";"02/14/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017802;"2021-79";"Complaints";"02/16/2021";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1655790;"2021-475";"Complaints";"07/29/2021";"022-Clean/Sanitary Environment - [19a-87b-9(a)] 051-Pets - [19a-87b-9(o)] 054-Child Health Record - [19a-87b-10(b)(2)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2255488;"2022-360";"Complaints";"05/27/2022";"003-Unlicensed - [19a-87b-3(a)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1014181;"2019-846";"Complaints";"08/27/2019";"13-Qualifications of the Provider- Personal qualities - [19a-87b-6(e)] 47-Responsibilities of Provider & Substitute- Appropriate discipline practices - [19a-87b-10(i)] 48-Responsibilities of Provider & Substitute- Child protection - [19a-87b-10(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017557;"2019-1011";"Complaints";"10/18/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017557;"2019-994";"Self-Reported";"10/15/2019";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017557;"2021-723";"Self-Reported";"10/06/2021";"44-Physical Plant- Weapons - [19a-79-7a(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1239852;"2021-354";"Self-Reported";"06/15/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1532505;"2019-909";"Complaints";"09/18/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1532505;"2019-932";"Self-Reported";"09/23/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1532505;"2020-338";"Complaints";"08/19/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017940;"2020-20";"Complaints";"01/08/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1655390;"2021-511";"Complaints";"08/16/2021";"019-Substitute/Assistant - [19a-87b-8, 19a-87b-8(d) and/or 19a-87b-8(e)] 053-Enrollment Form - [19a-87b-10(b)(1)] 054-Child Health Record - [19a-87b-10(b)(2)] 068-Proper Rest Provisions/Safe Cribs - [19a-87b-10(c)(5)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017400;"2021-270";"Complaints";"05/06/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017582;"2019-1036";"Self-Reported";"10/25/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016978;"2019-1091";"Self-Reported";"11/15/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016978;"2019-942";"Self-Reported";"09/25/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016978;"2022-300";"Self-Reported";"05/04/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1355284;"2021-311";"Self-Reported";"05/20/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017472;"2022-161";"Self-Reported";"03/15/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1055911;"2020-46";"Self-Reported";"01/15/2020";"24-Staffing- Supervision - [19a-79-4a(c)] 62-Under Three Endorsement- Toys & other objects - [19a-79-10(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016698;"2021-101";"Complaints";"02/25/2021";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016698;"2022-72";"Complaints";"02/10/2022";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1168215;"2019-692";"Complaints";"08/02/2019";"24-Physical Environment- Freedom from hazards - [19a-87b-9(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1013742;"2021-27";"Complaints";"01/19/2021";"39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] 46-Responsibilities of Provider & Substitute- Supervision - [19a-87b-10(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017906;"2019-915";"Self-Reported";"09/19/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1619772;"2020-246";"Complaints";"06/10/2020";"46-Responsibilities of Provider & Substitute- Supervision - [19a-87b-10(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2065067;"2022-291";"Complaints";"05/02/2022";"004-Capacity - [19a-87b-10(a)] 016-Judgment - [19a-87b-6(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2188852;"2022-68";"Complaints";"02/09/2022";"054-Child Health Record - [19a-87b-10(b)(2)] 062-Meeting the Child's Needs - [19a-87b-10(c)] 069-Individual Plan of Care - [19a-87b-10(d)(3)] 099-Documented Med Trained Staff - [19a-87b-17(b)(1) and/or 19a-87b-17(b)(2) ] [Reference regulation link above.]";"Corrective Action Plan";;;;
1598674;"2020-373";"Complaints";"09/04/2020";"39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017209;"2021-807";"Complaints";"11/09/2021";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1366097;"2021-282";"Complaints";"05/10/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 22-Staffing- Ratios - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2008301;"2021-526";"Complaints";"08/19/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 65-Under Three Endorsement- Foods & liquids - [19a-79-10(k)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2008301;"2021-789";"Complaints";"11/04/2021";"19-Staffing- Staff file on premise - [19a-79-4a(a)] 20-Staffing- Staff records - [19a-79-4a(b)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Referred to Legal Division";;;;
2008301;"2021-798";"Complaints";"11/08/2021";"24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Referred to Legal Division";;;;
2008301;"2022-333";"Complaints";"05/16/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1327262;"2019-1029";"Self-Reported";"10/24/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017283;"2020-68";"Self-Reported";"01/27/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017283;"2021-522";"Complaints";"08/18/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 10-Administration-Notification of changes - [19a-79-3a(c)] 11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017283;"2021-562";"Self-Reported";"09/01/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017283;"2022-57";"Complaints";"02/01/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017283;"2022-67";"Complaints";"02/08/2022";"63-Under Three Endorsement- Health consultants - [19a-79-10(i)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1520947;"2021-850";"Self-Reported";"11/24/2021";"068-Proper Rest Provisions/Safe Cribs - [19a-87b-10(c)(5)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017762;"2020-290";"Complaints";"07/22/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1451096;"2019-881";"Complaints";"09/06/2019";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1451096;"2020-164";"Complaints";"03/03/2020";"38-Physical Plant- Environmental requirements - [19a-79-7a(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1451096;"2021-859";"Complaints";"12/01/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1177410;"2020-296";"Complaints";"07/27/2020";"39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1205226;"2021-672";"Complaints";"09/24/2021";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1994930;"2021-520";"Complaints";"08/18/2021";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 25-Staffing- Requirements of staff - [19a-79-4a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1604211;"2019-957";"Complaints";"09/30/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1604211;"2020-101";"Complaints";"02/05/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1604211;"2020-157";"Self-Reported";"02/28/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1604211;"2021-184";"Self-Reported";"04/05/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1604211;"2021-424";"Self-Reported";"07/13/2021";"24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1604211;"2021-918";"Self-Reported";"12/30/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017064;"2019-1154";"Complaints";"12/10/2019";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1011028;"2019-1121";"Complaints";"11/26/2019";"64-Under Three Endorsement- Bottle feeding - [19a-79-10(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2032878;"2020-472";"Complaints";"11/10/2020";"21-Staffing- Adequate staff - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2032878;"2021-480";"Complaints";"08/02/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2032878;"2021-769";"Complaints";"10/28/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 20-Staffing- Staff records - [19a-79-4a(b)] 24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2032878;"2022-23";"Self-Reported";"01/13/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2032878;"2022-236";"Complaints";"04/13/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2032878;"2022-250";"Complaints";"04/20/2022";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2032878;"2022-271";"Complaints";"04/27/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"No Action Taken";;;;
1010923;"2021-661";"Complaints";"09/22/2021";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1016983;"2019-1122";"Self-Reported";"11/26/2019";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017733;"2019-925";"Complaints";"09/23/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016962;"2022-34";"Self-Reported";"01/20/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1120174;"2019-722";"Self-Reported";"08/12/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1128644;"2019-946";"Complaints";"09/25/2019";"41-Responsibilities of Provider & Substitute- Meeting children's physical needs - [19a-87b-10(c)] 43-Responsibilities of Provider & Substitute- Planning for special needs of infants - [19a-87b-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017043;"2019-1027";"Self-Reported";"10/23/2019";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017043;"2019-696";"Self-Reported";"08/05/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017043;"2022-127";"Self-Reported";"03/04/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017512;"2020-371";"Complaints";"09/03/2020";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017512;"2020-379";"Self-Reported";"09/09/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017512;"2020-519";"Self-Reported";"12/15/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
