Id;Letter Grade;Name;School Type;Street;City;State;Zip;Phone;Email;Mon;Tue;Wed;Thu;Fri;Website;Twitter;Facebook;District Name;Principal;License Type;License Number;Transportation;Before Care;After Care;CCAP;Star Rating;Grades Available;Enrollment;Capacity;Academic Offerings;Music Art;Opportunities & Clubs;Sports
10054;C;Richard W. Vincent Elementary School;Traditional public school;1634 Beglis Parkway;Sulphur;LA;70663;337-217-4690;;;;;;;http://www.cpsb.org/Domain/179;http://www.twitter.com/CPSBschools;http://www.facebook.com/CPSBschools/;Calcasieu Parish;Kristin Brooks;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;327;;;Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations;Tennis
101023;;Louisiana State Penitentiary;Traditional public school;17544 Tunica Trace;Angola;LA;70712;225-655-2973;;;;;;;;;;Special School District;N/A;;;;;;;;Grade 10, Grade 11, Grade 12;;;;;;
10064;A;Westlake High School;Traditional public school;1000 Garden Drive;Westlake;LA;70669;337-217-4950;;;;;;;http://www.cpsb.org/Domain/189;http://www.twitter.com/CPSBschools;http://www.facebook.com/westlakehighrams/;Calcasieu Parish;Bryan Trahan;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;505;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, Peer Tutoring or Mentoring, Business Interest, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other;Volleyball, Swimming, Football, Indoor Track and Field, Basketball, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Tennis
10068;B;Gillis Elementary School;Traditional public school;916 Topsy Road;Lake Charles;LA;70611;337-217-4550;;;;;;;http://www.cpsb.org/Domain/150;http://www.twitter.com/CPSBschools;http://www.facebook.com/CPSBschools/;Calcasieu Parish;Timothy J Savoy;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;790;;World language immersion;Art;Clubs, Drama, Theater and Dance, Music, Visual Arts, STEM, Affinity Associations, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Games and Gaming, Other;
10055;C;Vinton Elementary School;Traditional public school;1610 Hampton Street;Vinton;LA;70668;337-217-4520;;;;;;;http://www.cpsb.org/Domain/180;http://www.twitter.com/VESCubs;http://www.facebook.com/Vinton-Elementary-School-382838121894351/;Calcasieu Parish;Lori Young;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;447;;;Music, Art;Clubs, Music, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, School Community Organizations, Career Focus;
10081;C;DeQuincy Elementary School;Traditional public school;1605 West Fourth Street;DeQuincy;LA;70633;337-217-4650;;;;;;;http://www.cpsb.org/Domain/143;http://www.twitter.com/CPSBschools;http://www.facebook.com/CPSBschools/;Calcasieu Parish;Theresa Harlow;;;;;;;;Grade 3, Grade 4, Grade 5;253;;;Music, Art;Clubs, STEM, School Community Organizations, Career Focus;
101017;;David Wade Correctional Center;Traditional public school;670 Bell Hill Road;Homer;LA;71040;318-927-0400;;;;;;;;;;Special School District;N/A;;;;;;;;Grade 10, Grade 11, Grade 12;;;;;;
1015;B;Iota Middle School;Traditional public school;426 South Fifth Street;Iota;LA;70543;337-779-2536;;;;;;;http://www.acadia.k12.la.us/IMS/;;;Acadia Parish;Lee Wall;;;;;;;;Grade 6, Grade 7, Grade 8;294;;Gifted programs;Band Details, Music;Athletics, Clubs, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other;Volleyball, Football, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
10067;F;Ralph F. Wilson Elementary School;Traditional public school;1400 Opelousas Street;Lake Charles;LA;70601;337-217-4750;;;;;;;http://www.cpsb.org/Domain/192;http://www.twitter.com/CPSBschools;http://www.facebook.com/CPSBschools/;Calcasieu Parish;erica guillory;;;;;;;;Grade 3, Grade 4, Grade 5;206;;;Art;;
1016;B;Mermentau Elementary School;Traditional public school;405 Church Street;Mermentau;LA;70556;337-824-1943;;;;;;;http://www.mermentau.k12.la.us;;;Acadia Parish;Christina Reagan;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7;154;;;Band Details, Music, Art;Athletics, Clubs, Peer Tutoring or Mentoring, Honor Society;Basketball
1009;C;Crowley Kindergarten School;Traditional public school;1119 North Parkerson Avenue;Crowley;LA;70526;337-783-4670;;;;;;;http://www.acadia.k12.la.us/CK;;;Acadia Parish;Ida Yeager;;;;;;;;PK (ages 3-4), Kindergarten;238;;;Art;;
10071;;Jake Drost School for Exceptional Children;Traditional public school;1100 North Crocker Street;Sulphur;LA;70663;337-217-4510;;;;;;;http://htpswww.cpsb.org/Domain/161;http://www.twitter.com/CPSBschools;http://www.facebook.com/jakedrostheadstart/;Calcasieu Parish;N/A;;;;;Yes;;;Toddler (ages 1-2), PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;44;;;;;
101010;;Pinecrest Supports & Services Center;Traditional public school;5191 Pinecrest Dr. OPC/Dental claim Bldg;Pineville;LA;71360;318-487-5694;;;;;;;;;;Special School District;N/A;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;52;;;;;
1025;C;South Rayne Elementary School;Traditional public school;101 East Branche Street;Rayne;LA;70578;337-334-3610;;;;;;;http://acadia.k12.la.us/SRE/;;;Acadia Parish;Donna Duhon;;;;;;;;PK (ages 3-4), Grade 4, Grade 5, Grade 6;267;;;Art;Clubs, Literature and the Humanities, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Career Focus;
1010;C;North Crowley Elementary School;Traditional public school;820 West Fifteenth Street;Crowley;LA;70526;337-783-8755;;;;;;;http://www.acadia.k12.la.us/nces/;;;Acadia Parish;Pamela Dequeant;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;321;;Gifted programs;Art;;
101020;;Louisiana Correctional Institute for Women;Traditional public school;7205 Hwy. 74;St. Gabriel;LA;70776;225-319-2351;;;;;;;;;;Special School District;N/A;;;;;;;;Grade 10, Grade 11, Grade 12;;;;;;
1013;A;Evangeline Elementary School;Traditional public school;1448 Old Evangeline Highway;Evangeline;LA;70537;337-824-1368;;;;;;;http://www.acadia.k12.la.us/EvES/;;;Acadia Parish;Chad Latiolais;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;229;;;Art;Athletics, Clubs, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, School Community Organizations, Other;Volleyball, Football, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
1017;A;Midland High School;Traditional public school;735 South Crocker;Midland;LA;70559;337-783-3310;;;;;;;http://www.acadia.k12.la.us/MHS/;;;Acadia Parish;Todd Briley;;;;;;;;Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;296;;Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Music, Art;;
101037;;River Oaks Hospital;Traditional public school;1525 River Oaks Road West;Harahan;LA;70123;504-734-1740;;;;;;;;;;Special School District;N/A;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;4;;;;;
11;;Caldwell Parish;;;;;;;;;;;;;;;;Caldwell Parish;;;;;;;;;;;;;;;
101025;;Dixon Correctional Institute;Traditional public school;5568 Hwy. 68;Jackson;LA;70748;225-634-1200;;;;;;;;;;Special School District;N/A;;;;;;;;Grade 10, Grade 11, Grade 12;;;;;;
1034;A;Iota High School;Traditional public school;456 South Fifth Street;Iota;LA;70543;337-779-2534;;;;;;;;;;Acadia Parish;Cynthia Abshire;;;;;;;;Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;574;;Dual enrollment (college credit) Details, Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, Peer Tutoring or Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus;Volleyball, Football, Basketball, Powerlifting, Softball, Outdoor Track and Field, Baseball, Spirit, Tennis
101036;;Methodist Home for Children of Greater New Orleans;Traditional public school;23515 Hwy 190-Quail Lane;Mandeville;LA;70448;985-626-6521;;;;;;;;;;Special School District;N/A;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;18;;;;;
101027;;Raymond Laborde Correctional Center;Traditional public school;1630 Prison Road;Cottonport;LA;71327;318-876-2891;;;;;;;;;;Special School District;N/A;;;;;;;;Grade 10, Grade 11, Grade 12;;;;;;
1020;C;Martin Petitjean Elementary School;Traditional public school;4039 Crowley-Rayne Highway;Rayne;LA;70578;337-334-9501;;;;;;;http://www.acadia.k12.la.us/MPES/;;https://www.facebook.com/Martin-Petitjean-PTO-523575701177869/;Acadia Parish;Kimberly Cummins;;;;;;;;PK (ages 3-4), Grade 1, Grade 2, Grade 3;373;;Gifted programs;Art;Clubs, Drama, Theater and Dance, Visual Arts, Literature and the Humanities, STEM, School Community Organizations, Speech and Debate, Career Focus, Other;
1024;C;South Crowley Elementary School;Traditional public school;1102 South Parkerson Avenue;Crowley;LA;70526;337-783-1300;;;;;;;http://www.acadia.k12.la.us/SCES/;;;Acadia Parish;Scott Roy;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;292;;Gifted programs;Art;Clubs, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Career Focus;
1011;A;Egan Elementary School;Traditional public school;2166 Egan Highway;Egan;LA;70531;337-783-4148;;;;;;;http://www.acadia.k12.la.us/egan;;;Acadia Parish;Neal Young;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;244;;;Art;Athletics, Clubs, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, School Community Organizations;Volleyball, Football, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
11001;A;Caldwell Parish High School;Traditional public school;163 Spartan Drive;Columbia;LA;71418;318-649-2750;;;;;;;http://cphs.caldwelledu.org/;;https://www.facebook.com/CaldwellParishHS/;Caldwell Parish;James Wells;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;421;;Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Speech and Debate, Career Focus;Cross-Country, Football, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit, Tennis
101038;;Northlake Youth Academy;Traditional public school;23515 Hwy 190-Quail Lane;Mandeville;LA;70470;985-626-6521;;;;;;;;;;Special School District;N/A;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;8;;;;;
11002;D;Caldwell Parish Junior High School;Traditional public school;114 Trojan Drive;Columbia;LA;71418;318-649-2340;;;;;;;http://cpjh.caldwelledu.org/;;https://www.facebook.com/caldwellparishjuniorhigh/;Caldwell Parish;Troy Bell;;;;;;;;Grade 6, Grade 7, Grade 8;379;;;Band Details, Music, Art;Athletics, Clubs, Music, Literature and the Humanities, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Football, Basketball, Softball, Outdoor Track and Field, Spirit
1018;B;Mire Elementary School;Traditional public school;5484 Mire Highway;Rayne;LA;70578;337-873-6602;;;;;;;http://www.acadia.k12.la.us/MiES/;;;Acadia Parish;Samuel Babineaux;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;605;;Gifted programs;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, STEM, Peer Tutoring or Mentoring, Affinity Associations, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Volleyball, Basketball, Outdoor Track and Field, Spirit
101031;;Renaissance Home for Youth;Traditional public school;1501 Vandenburg Dr.;Alexandria;LA;71303;318-448-8592;;;;;;;;;;Special School District;N/A;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;24;;;;;
1031;;Ap Rayne Head Start Center;Traditional public school;600 WEST JEFF DAVIS STREET;RAYNE;LA;70578;337-334-4909;JWALKER@ACADIA.K12.LA.US;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;;;;Acadia Parish;Tracy Batiste;III;3964;YES;;;;3;Toddler (ages 1-2), PK (ages 3-4);;119;;;;
1035;;AP- Estherwood Head Start Center;Traditional public school;214 Jefferson Avenue;Estherwood;LA;70534;337-783-6884;JWALKER@ACADIA.K12.LA.US;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;;;;;Acadia Parish;Mrs. Karen Marx;III;4580;YES;;;;3;Toddler (ages 1-2), PK (ages 3-4);;34;;;;
1019;B;Morse Elementary School;Traditional public school;200 Wisconsin Street;Morse;LA;70559;337-783-5391;;;;;;;http://www.acadia.k12.la.us/moes/;;;Acadia Parish;April Mixon;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7;195;;Gifted programs;Band Details, Music, Art;Athletics, Clubs, Music, Literature and the Humanities, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Basketball, Spirit
15004;D;Ferriday Lower Elementary School;Traditional public school;110 Bateman Drive;Ferriday;LA;71334;318-757-3293;;;;;;;http://fle.cpsbla.us;;;Concordia Parish;Sandra Burton;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2;326;;;;Clubs, Peer Tutoring or Mentoring;
1012;B;Estherwood Elementary School;Traditional public school;214 Jefferson Avenue;Estherwood;LA;70534;337-783-6788;;;;;;;;;;Acadia Parish;Stanley Baggett;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7;244;;Gifted programs;Band Details, Music, Art;Athletics, Clubs, Music, Literature and the Humanities, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Basketball, Spirit
12;;Cameron Parish;;;;;;;;;;;;;;;;Cameron Parish;;;;;;;;;;;;;;;
1022;B;Richard Elementary School;Traditional public school;1616 Charlene Highway;Church Point;LA;70525;337-684-3339;;;;;;;http://www.acadia.k12.la.us/RES/;;;Acadia Parish;April Briscoe;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;478;;Gifted programs;Art;Athletics, Clubs, National or Statewide Leadership Associations, Career Focus;Volleyball, Basketball, Outdoor Track and Field, Spirit
1014;B;Iota Elementary School;Traditional public school;470 West Kennedy Street;Iota;LA;70543;337-779-2581;;;;;;;http://acadia.k12.la.us/ies;;;Acadia Parish;Charles Barbier;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;591;;Gifted programs;Art;Clubs, Affinity Associations, Career Focus;
12005;B;Johnson Bayou High School;Traditional public school;6304 Gulf Beach Highway;Cameron;LA;70631;337-569-2138;;;;;;;http://jbhs.camsch.org;;;Cameron Parish;Brenda R Sanders;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;86;;Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Music, Art;Athletics, Clubs, Peer Tutoring or Mentoring, Business Interest, National or Statewide Leadership Associations, School Community Organizations, Career Focus;Cross-Country, Indoor Track and Field, Basketball, Outdoor Track and Field, Baseball
11003;D;Union Central Elementary School;Traditional public school;649 Highway 849;Columbia;LA;71418;318-649-2569;;;;;;;http://uces.caldwelledu.org/;;https://www.facebook.com/pages/Union-Central-Elementary-School/329149213938730;Caldwell Parish;Kim Adams;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;221;;;Music, Art;Athletics, Clubs, School Community Organizations, Career Focus;Football, Basketball
1023;D;Ross Elementary School;Traditional public school;1809 West Hutchinson Avenue;Crowley;LA;70526;337-783-0927;;;;;;;http://www.acadia.k12.la.us/RoES/;;;Acadia Parish;Paula Cutrer;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6;314;;Gifted programs;Art;Clubs, Literature and the Humanities, Adult Mentoring, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus;
15008;B;Vidalia High School;Traditional public school;2201 Murray Drive;Vidalia;LA;71373;318-336-6231;;;;;;;http://vhs.cpsbla.us;;;Concordia Parish;Bernie Cooley;;;;;;;;Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;406;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Art;Athletics, Clubs, Affinity Associations, Business Interest, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other;Cross-Country, Football, Soccer, Basketball, Softball, Outdoor Track and Field, Baseball, Tennis
