"License Number";"Provider Name";"County";"Address";"City";"State";"Zip";"Contact Name";"Telephone";"Program Type";"Class Code";"Night Time Care";"Transportation";"Monday";"Tuesday";"Wednsday";"Thirsday";"Friday";"Saturday";"Sunday";"Subprograms";"NAEYC Accreditation";"Star Rating";"ID";"DetailsURL"
1877;"Boothville-Venice High School Head Start";"Plaquemines";"#1 Oiler Drive";"Boothville";"LA";70038;"Songya Jones, Director DesigneeDesiree Cota, Director";"504-595-6456";"Child Day Care";"Class A";"No";"Yes";"8:00a - 3:15p";"8:00a - 3:15p";"8:00a - 3:15p";"8:00a - 3:15p";"8:00a - 3:15p";"Closed";"Closed";"Child Care";"No";"1 Star";1877;"http://carefacility.doe.louisiana.gov/view.aspx?id=1877"
429;"Boutte Christian Academy";"St. Charles";"13271 Highway 90";"Boutte";"LA";70039;"Trina Dorris, Director";"985-785-2456";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";429;"http://carefacility.doe.louisiana.gov/view.aspx?id=429"
16224;"Phoenix Head Start";"Plaquemines";"12700 Highway 39";"Braithwaite";"LA";70040;"Desiree Cota, DirectorNatasha Gabriel, Director Designee";"504-595-6458";"Child Day Care";"Class A";"No";"Yes";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"Closed";"Closed";"Child Care";"No";"1 Star";16224;"http://carefacility.doe.louisiana.gov/view.aspx?id=16224"
15989;"South Plaquemines Children's Center";"Plaquemines";"34121 Highway 23";"Buras";"LA";70041;"Aloma Bergeron, Director";"504-595-6073";"Child Day Care";"Class B";"No";"No";"6:50a - 4:30p";"6:50a - 4:30p";"6:50a - 4:30p";"6:50a - 4:00p";"6:50a - 4:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15989;"http://carefacility.doe.louisiana.gov/view.aspx?id=15989"
16259;"Bright Beginnings Learning Center";"St. Bernard";"3225 LaPlace Street";"Chalmette";"LA";70043;"Deborah Rareshide, Director DesigneeLeslie Christoffer, Director";"504-278-1348";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16259;"http://carefacility.doe.louisiana.gov/view.aspx?id=16259"
13812;"Children's Palace Daycare & Preschool, Inc.";"St. Bernard";"3624 Jackson Boulevard";"Chalmette";"LA";70043;"Catherine DeGrasse, DirectorJean Peterson, Director Designee";"504-271-1514";"Child Day Care";"Class A";"No";"Yes";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";13812;"http://carefacility.doe.louisiana.gov/view.aspx?id=13812"
50051;"First Baptist Church of Chalmette";"St. Bernard";"305 E. St Bernard Highway";"Chalmette";"LA";70043;"John Dee Jefferies, Director";"504-277-2939";"Child Day Care";"Class B";"No";"No";"9:00a - 3:00p";"9:00a - 3:00p";"9:00a - 3:00p";"9:00a - 3:00p";"9:00a - 3:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50051;"http://carefacility.doe.louisiana.gov/view.aspx?id=50051"
16139;"Gethsemane Preschool";"St. Bernard";"2825 Paris Road";"Chalmette";"LA";70043;"Peggy Seago, Director";"504-279-1917";"Child Day Care";"Class B";"No";"No";"9:00a - 12:00p";"9:00a - 12:00p";"9:00a - 12:00p";"9:00a - 12:00p";"9:00a - 12:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16139;"http://carefacility.doe.louisiana.gov/view.aspx?id=16139"
13466;"Heart of Learning Child Development Center";"St. Bernard";"2301 Paris Road";"Chalmette";"LA";70043;"Angela Lopez, DirectorRhonda Lopez, Director";"504-304-9733";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"5 Stars";13466;"http://carefacility.doe.louisiana.gov/view.aspx?id=13466"
14087;"Heart of Learning Child Development Center II";"St. Bernard";"2319 Paris Road";"Chalmette";"LA";70043;"Billie Lopez, DirectorAngela Lopez, Director Designee";"504-302-9934";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"5 Stars";14087;"http://carefacility.doe.louisiana.gov/view.aspx?id=14087"
15671;"Huff n Puff & Me LLC";"St. Bernard";"3601 Paris Road";"Chalmette";"LA";70043;"Kathleen Huff, Director";"504-570-6344";"Child Day Care";"Class A";"No";"No";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";15671;"http://carefacility.doe.louisiana.gov/view.aspx?id=15671"
14982;"Kerri's Early Education & Development Center, LLC";"St. Bernard";"2001 Charles Drive";"Chalmette";"LA";70043;"Beverly Bailey, Director DesigneeKerri Lambert, Director";"504-304-3821";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";14982;"http://carefacility.doe.louisiana.gov/view.aspx?id=14982"
1999;"Kids Kampus Learning Center";"St. Bernard";"117 E. Genie Street";"Chalmette";"LA";70043;"Dawn Asevado, Director DesigneeMary Potter, DirectorBrenda Peralta, Director";"504-271-9294";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";1999;"http://carefacility.doe.louisiana.gov/view.aspx?id=1999"
13582;"Milestones Child Development Center, LLC";"St. Bernard";"8332 Lafitte Court";"Chalmette";"LA";70043;"Serena Grabert, DirectorAnna Persica, Director Designee";"504-279-5454";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";13582;"http://carefacility.doe.louisiana.gov/view.aspx?id=13582"
15041;"St. Bernard Parish School Board-Arabi Elementary";"St. Bernard";"7200 Alexander Ave";"Arabi";"LA";70043;"Therasa Curtis, Director DesigneeDeborah Seibert, Director";"504-218-5058";"Child Day Care";"Class A";"No";"Yes";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15041;"http://carefacility.doe.louisiana.gov/view.aspx?id=15041"
14685;"Stay and Play Learning Center";"St. Bernard";"1004 East Judge Perez Drive";"Chalmette";"LA";70043;"Amy Corca, Director";"504-324-8268";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14685;"http://carefacility.doe.louisiana.gov/view.aspx?id=14685"
13916;"Sugar & Spice Preschool & Day Care Center, Inc.";"St. Bernard";"34 Old Hickory";"Chalmette";"LA";70043;"Joy Jackson, DirectorApril Melerine, Director Designee";"504-277-7003";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13916;"http://carefacility.doe.louisiana.gov/view.aspx?id=13916"
9991;"East Bank Head Start Center, St. Charles Parish Public Schools";"St. Charles";"13292 River Road";"Destrehan";"LA";70047;"Diane Landry, Director DesigneeTanesha Abdin, Director";"985-764-7535";"Child Day Care";"Class A";"No";"Yes";"8:50a - 3:45p";"8:50a - 3:45p";"8:50a - 3:45p";"8:50a - 3:45p";"8:50a - 3:45p";"Closed";"Closed";"Child Care";"No";"1 Star";9991;"http://carefacility.doe.louisiana.gov/view.aspx?id=9991"
15927;"Kidz At Work of Destrehan";"St. Charles";"14078 River Road";"Destrehan";"LA";70047;"Claudia Smith, Director Designee";"985-764-7700";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15927;"http://carefacility.doe.louisiana.gov/view.aspx?id=15927"
1524;"Linda's Early Childhood Development and Preschool, Inc";"St. Charles";"319 Amelia Street";"Destrehan";"LA";70047;"Linda White, Director";"985-764-6805";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1524;"http://carefacility.doe.louisiana.gov/view.aspx?id=1524"
9053;"Pierre F. Friloux Early Childhood Center";"St. Charles";"13396 River Road";"Destrehan";"LA";70047;"Mary Schmidt, DirectorAndrea Lambert, Director";"985-764-9232";"Child Day Care";"Class B";"No";"Field Trip Only";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";9053;"http://carefacility.doe.louisiana.gov/view.aspx?id=9053"
8351;"Riverbend Preschool";"St. Charles";"163 Longview Drive";"Destrehan";"LA";70047;"Joanne Newchurch, Director";"985-764-1572";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";8351;"http://carefacility.doe.louisiana.gov/view.aspx?id=8351"
1597;"Small World Day Care and Learning Center, Inc.";"St. Charles";"13 Storehouse Lane";"Destrehan";"LA";70047;"Opal B. Legendre, DirectorGlenda Bergeron, Director Designee";"985-764-3988";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";1597;"http://carefacility.doe.louisiana.gov/view.aspx?id=1597"
15965;"Brighter Horizon Learning Center";"St. John";"115 Castle Drive";"Edgard";"LA";70049;"Ursula Markey, Director";"985-497-5551";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"1 Star";15965;"http://carefacility.doe.louisiana.gov/view.aspx?id=15965"
5491;"St. John Child Development Center";"St. John";"117 Stebbins Street";"Garyville";"LA";70051;"Alice Washington , DirectorDaerolyn Lumar, Director Designee";"985-535-3917";"Child Day Care";"Class A";"No";"Yes";"8:00a - 2:00p";"8:00a - 2:00p";"8:00a - 2:00p";"8:00a - 2:00p";"8:00a - 2:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";5491;"http://carefacility.doe.louisiana.gov/view.aspx?id=5491"
14111;"Woods Learning Academy Inc.";"St. James";"1571 East Second Street";"Gramercy";"LA";70052;"Barbara Woods, Director";"225-869-9549";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 5:15p";"6:00a - 5:15p";"6:00a - 5:15p";"6:00a - 5:15p";"6:00a - 5:15p";"Closed";"Closed";"Child Care";"No";"2 Stars";14111;"http://carefacility.doe.louisiana.gov/view.aspx?id=14111"
12096;"Academy A-Ward DayCare And Learning Center";"Jefferson";"1733 Franklin Street";"Gretna";"LA";70053;"Gail Ward, Director";"504-361-0019";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";12096;"http://carefacility.doe.louisiana.gov/view.aspx?id=12096"
16199;"Agape Angels Academy Child Development Center";"Jefferson";"72 Westbank Expressway";"Gretna";"LA";70053;"Zondra King, Director";"504-367-4099";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"1 Star";16199;"http://carefacility.doe.louisiana.gov/view.aspx?id=16199"
15168;"Creative Kids Academy LLC";"Jefferson";"2100 Huey P. Long Avenue";"Gretna";"LA";70053;"Michelle Eddington, Director";"504-366-5878";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15168;"http://carefacility.doe.louisiana.gov/view.aspx?id=15168"
15082;"Humming Bird Child Development Center";"Jefferson";"1211 Romain Street";"Gretna";"LA";70053;"Jennifer Edwards, DirectorSibyl Lagarde, Director";"504-366-5347";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"1 Star";15082;"http://carefacility.doe.louisiana.gov/view.aspx?id=15082"
12039;"Kennedy's Child Care Academy";"Jefferson";"715 Franklin Street";"Gretna";"LA";70053;"Anita Kennedy, Director";"504-309-8671";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"3 Stars";12039;"http://carefacility.doe.louisiana.gov/view.aspx?id=12039"
15127;"Kids First Family Childcare";"Jefferson";"634 Amelia Street";"Gretna";"LA";70053;"Beulah George, Director";"504-365-0333";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15127;"http://carefacility.doe.louisiana.gov/view.aspx?id=15127"
14264;"Kids House of Learning";"Jefferson";"711 Derbigny Street";"Gretna";"LA";70053;"Shirley Fikes, DirectorCarla Robinson, Director";"504-366-2933";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14264;"http://carefacility.doe.louisiana.gov/view.aspx?id=14264"
13101;"Little Saints University, LLC";"Jefferson";"310 Hamilton Street";"Gretna";"LA";70053;"Tracy Brown, Director";"504-367-3885";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13101;"http://carefacility.doe.louisiana.gov/view.aspx?id=13101"
7787;"Small World Christian Academy";"Jefferson";"1101 Franklin Street";"Gretna";"LA";70053;"Doris Green, Director DesigneeShelita Edgerson, Director";"504-361-5972";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"3 Stars";7787;"http://carefacility.doe.louisiana.gov/view.aspx?id=7787"
5439;"Tic Tot Nursery School";"Jefferson";"425 Amelia Street";"Gretna";"LA";70053;"Carol Williams, Director DesigneeVenesia Stewart, Director";"504-364-1220";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";5439;"http://carefacility.doe.louisiana.gov/view.aspx?id=5439"
15026;"Tiny Tots Academy Daycare & Learning Center, LLC";"Jefferson";"737 Lafayette Street";"Gretna";"LA";70053;"Liz Casimir, Director";"504-302-9483";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15026;"http://carefacility.doe.louisiana.gov/view.aspx?id=15026"
15462;"Vision of Love Christian Academy";"Jefferson";"1301 Franklin Street";"Gretna";"LA";70053;"Thais Wilson, Director";"504-361-1599";"Child Day Care";"Class A";"No";"No";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"1 Star";15462;"http://carefacility.doe.louisiana.gov/view.aspx?id=15462"
13190;"Academy 1 Preschool";"Jefferson";"555 Holmes Boulevard";"Gretna";"LA";70056;"Jocelyn Johnson, DirectorKimberlyn Jackson, Director Designee";"504-363-3315";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 5:30a";"6:30a - 5:30a";"6:30a - 5:30a";"6:30a - 5:30a";"6:30a - 5:30a";"Closed";"Closed";"Child Care";"No";"3 Stars";13190;"http://carefacility.doe.louisiana.gov/view.aspx?id=13190"
994;"Arden Cahill Academy Infant Center";"Jefferson";"3101 Wall Boulevard";"Gretna";"LA";70056;"Beth Zegar, DirectorTammy Tapia, Director";"504-392-0902";"Child Day Care";"Class B";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";994;"http://carefacility.doe.louisiana.gov/view.aspx?id=994"
14623;"Carlie Care Kids";"Jefferson";"2032 Carol Sue Ave";"Terrytown";"LA";70056;"Monique Rouege, Director";"504-391-3446";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";14623;"http://carefacility.doe.louisiana.gov/view.aspx?id=14623"
13826;"Children's World Learning Center (Terrytown)";"Jefferson";"126 Terry Parkway";"Gretna";"LA";70056;"DeYonko Cola, DirectorLinda Veal, Director Designee";"504-363-5400";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13826;"http://carefacility.doe.louisiana.gov/view.aspx?id=13826"
50;"Gretna United Methodist Preschool";"Jefferson";"1309 Whitney Avenue";"Gretna";"LA";70056;"Kandie Hinyub, Director";"504-367-5841";"Child Day Care";"Class B";"No";"No";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50;"http://carefacility.doe.louisiana.gov/view.aspx?id=50"
6018;"Mary's Child Care";"Jefferson";"2100 Carol Sue Avenue";"Gretna";"LA";70056;"Therese Creppel, DirectorKelly Ortego, Director Designee";"504-393-6580";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";6018;"http://carefacility.doe.louisiana.gov/view.aspx?id=6018"
14508;"Stellar Academy L.L.C.";"Jefferson";"2716 Peter St";"Gretna";"LA";70056;"Kim Sentmore-Washington, Director";"504-218-7503";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30a";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";14508;"http://carefacility.doe.louisiana.gov/view.aspx?id=14508"
13271;"Terry Parkway Learning Center";"Jefferson";"559 Terry Parkway";"Gretna";"LA";70056;"Ann Bernard, Director DesigneeDiana Holcomb, Director DesigneeHeather Bernard, Director";"504-366-1962";"Child Day Care";"Class A";"No";"No";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";13271;"http://carefacility.doe.louisiana.gov/view.aspx?id=13271"
8831;"George Washington Carver Early Learning Center";"St. Charles";"337 Gum Street";"Hahnville";"LA";70057;"Janice Johnson, DirectorStephanie Dunmiles, Director Designee";"985-783-6617";"Child Day Care";"Class A";"No";"Yes";"7:45a - 3:45p";"7:45a - 3:45p";"7:45a - 3:45p";"7:45a - 3:45p";"7:45a - 3:45p";"Closed";"Closed";"Child Care";"No";"1 Star";8831;"http://carefacility.doe.louisiana.gov/view.aspx?id=8831"
15683;"4 Kids Learning Center";"Jefferson";"437 Fos Ave";"Harvey";"LA";70058;"Jonell Bolds, Director";"504-324-4814";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15683;"http://carefacility.doe.louisiana.gov/view.aspx?id=15683"
15809;"Big Bird Academy of Woodmere";"Jefferson";"2025 Woodmere Blvd";"Harvey";"LA";70058;"Kristina Vu, Director";"504-371-3761";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15809;"http://carefacility.doe.louisiana.gov/view.aspx?id=15809"
598;"Faith Presbyterian Preschool";"Jefferson";"2525 Apollo Avenue";"Harvey";"LA";70058;"Gay Lynn Scaffidi, Director";"504-368-2525";"Child Day Care";"Class B";"No";"No";"9:00a - 3:00p";"9:00a - 3:00p";"9:00a - 3:00p";"9:00a - 3:00p";"9:00a - 3:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";598;"http://carefacility.doe.louisiana.gov/view.aspx?id=598"
16156;"Hawks' Haven";"Jefferson";"616 2nd Avenue";"Harvey";"LA";70058;"Mary Wenzel, Director";"504-341-4342";"Child Day Care";"Class B";"No";"No";"7:20a - 6:00p";"7:20a - 6:00p";"7:20a - 6:00p";"7:20a - 6:00p";"7:20a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16156;"http://carefacility.doe.louisiana.gov/view.aspx?id=16156"
15342;"Jutland Head Start";"Jefferson";"1821 Jutland Drive";"Harvey";"LA";70058;"Linda Morris, DirectorJeanette Brown, Director Designee";"504-349-5500";"Child Day Care";"Class A";"No";"No";"8:15a - 2:30p";"8:15a - 2:30p";"8:15a - 2:30p";"8:15a - 2:30p";"8:15a - 2:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";15342;"http://carefacility.doe.louisiana.gov/view.aspx?id=15342"
15279;"Lil' Toddler Academy dba A Child's World Learning Center And Daycare";"Jefferson";"3425 Westbank Expressway";"Harvey";"LA";70058;"Halette Goodson, Director";"504-340-6774";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"Closed";"Closed";"Child Care";"No";"5 Stars";15279;"http://carefacility.doe.louisiana.gov/view.aspx?id=15279"
13498;"Terrytown-Gretna Head Start";"Jefferson";"2315 Park Place";"Gretna";"LA";70058;"Gloria McKenzie, Director DesigneeChanel Davis, DirectorTaisha Muse, Director Designee";"504-392-9890";"Child Day Care";"Class A";"No";"No";"8:15a - 2:30p";"8:15a - 2:30p";"8:15a - 2:30p";"8:15a - 2:30p";"8:15a - 2:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";13498;"http://carefacility.doe.louisiana.gov/view.aspx?id=13498"
