"ID";"Corrective Action Plan Start";"Corrective Action Plan End";"Non Compliance Code";"Outcome Code";"Issue Completed Date"
30238667;"11/2/2020";"4/7/2021";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Not Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"8.4.f. Prior to receiving the CIB and FBI reports, staff works under direct supervision";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"8.6.e. Center documents orientation training";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"13.1.d. In good repair and are regularly inspected";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"13.1.e. Regularly cleaned and disinfected";"Not Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"13.5.h.4. Plastic bags, latex gloves and Styrofoam objects are not accessible to the child under 4 years of age";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"16.11.d.   Until a child is able to hold a bottle securely, a staff member";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"16.11.e.2.   Have the parent clearly label each bottle with the child's name,";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"19.5.  Emergency File.";"Not Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"20.3.e.  Staff are trained in correct use and dangers of microwaves.";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"20.4.b.2.A.  Loose fill to a depth of  (6) inches, increasing with height";"Not Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"20.4.c.2.  Outdoor environment is clear of hazards";"Pending";
30238667;"11/2/2020";"4/7/2021";"8.5.h. Employee health assessment be updated every two years and put in file";"Not Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"8.6.f.1. CPR and First Aid.";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"8.6.f.2. Abuse Recognition and Prevention";"Not Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"15.1.a. Child's immunizations or a plan for completion on file within 30 days.";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"13.1.f. Evaluated at regular intervals to ensure their ongoing appropriateness";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"15.2.a. A health assessment is on file within 30 days of admission";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"16.9.b.   Write changes on posted menus";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"16.11.e.3.   Have the parent clearly label each bottle of breast milk";"Not Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"16.11.f.1.   Making water accessible to children over 13 months at all times";"Achieved";"4/7/2021"
30238667;"11/2/2020";"4/7/2021";"19.6.g.5.  Diagram of  routes to reach safe location";"Achieved";"4/8/2021"
30238667;"11/2/2020";"4/7/2021";"19.10.b.    The First Aid Kit is readily available at all times";"Not Achieved";"4/7/2021"
30238667;"4/8/2021";"6/1/2021";"8.3.b.2. New employees evaluated initially, at  3-months, 6-months, and 12-months";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"8.3.d.1. Current job description:";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"8.6.f.2. Abuse Recognition and Prevention";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"16.11.e.3.   Have the parent clearly label each bottle of breast milk";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"16.11.e.12.D.   A center shall use fresh refrigerated breast milk within 48 hours";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"19.5.  Emergency File.";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"19.10.b.    The First Aid Kit is readily available at all times";"Achieved";"6/1/2021"
30238667;"4/8/2021";"6/1/2021";"20.4.b.2.A.  Loose fill to a depth of  (6) inches, increasing with height";"Achieved";"6/1/2021"
30238667;"6/22/2022";;"7.6.  Center has developed a plan for exchange of information with parents";"Pending";
30238667;"6/22/2022";;"10.5.a. All children 12 years of age and under are counted in ratios";"Pending";
30238667;"6/22/2022";;"12.1. Center does not exceed licensed capacity";"Pending";
30238667;"6/22/2022";;"19.4.a.  Center has written, daily roster that includes names of each child used during field trips";"Pending";
30238667;"3/15/2022";;"7.4.e. Child's health insurance coverage and policy number";"Pending";
30238667;"3/15/2022";;"8.3.d. Center personnel files includes";"Pending";
30238667;"3/15/2022";;"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Pending";
30238667;"3/15/2022";;"8.6.d. Center provides orientation to the staff member";"Pending";
30238667;"3/15/2022";;"8.6.f.1. CPR and First Aid.";"Pending";
30238667;"3/15/2022";;"8.7.c. Qualified staff complete the approved training to keep the credential current";"Pending";
30238667;"3/15/2022";;"13.6.e.1. Outdoor equipment is installed";"Achieved";"6/14/2022"
30242573;"11/13/2020";;"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Pending";
30242573;"11/13/2020";;"8.5.h. Employee health assessment be updated every two years and put in file";"Pending";
30242573;"11/13/2020";;"8.6.f.1. CPR and First Aid.";"Pending";
30242573;"11/13/2020";;"10.2.e. During arriving and departing, and short periods";"Pending";
30242573;"11/13/2020";;"17.2.c.   Floor area adjacent to diaper changing area has non-absorbent";"Achieved";
30242573;"12/3/2021";"8/23/2022";"8.3.d. Center personnel files includes";"Achieved";"8/23/2022"
30242573;"12/3/2021";"8/23/2022";"10.1.a. Children have adequate supervision";"Achieved";"8/23/2022"
30242573;"12/3/2021";"8/23/2022";"11.2.d. Supervise with kindness, understanding and firmness";"Achieved";"8/23/2022"
30242573;"12/3/2021";"8/23/2022";"17.1.c.   Diapering and Toileting.";"Achieved";"8/23/2022"
30242573;"8/23/2022";;"8.3.d.2. Two written references (3 for Director);";"Pending";
30242573;"8/23/2022";;"8.3.d.3. Records of employment and  performance evaluations";"Pending";
30242573;"8/23/2022";;"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Pending";
30242573;"8/23/2022";;"8.5.g.2. Health assessment includes physical exam, vision and hearing screening,";"Pending";
30242573;"8/23/2022";;"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Pending";
30242573;"8/23/2022";;"15.2.b. A center shall provide parents with a West Virginia Health Check periodicity chart";"Pending";
30242573;"8/23/2022";;"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Pending";
30242573;"8/23/2022";;"20.3.b.2. Center has on file a material safety data sheet";"Pending";
30242573;"12/3/2021";"8/23/2022";"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Achieved";"8/23/2022"
30242573;"12/3/2021";"8/23/2022";"20.4.a.1. A center ensures that the outdoor activity under school age";"Achieved";"8/23/2022"
30249171;"3/17/2021";;"8.6.d. Center provides orientation to the staff member";"Pending";
30249171;"3/17/2021";;"4.2.a. Applicant shall submit a completed application";"Pending";
30249171;"3/17/2021";;"4.4.b.6. Positive Dept. of Health Inspections for Child Care & Food Establishments";"Pending";
30249171;"3/17/2021";;"7.4.e. Child's health insurance coverage and policy number";"Pending";
30249171;"3/17/2021";;"8.3.d. Center personnel files includes";"Pending";
30249171;"3/17/2021";;"8.3.d.2. Two written references (3 for Director);";"Pending";
30249171;"3/17/2021";;"8.4.c. A criminal background investigation (CIB) check or FBI check on staff and volunteers";"Pending";
30249171;"3/17/2021";;"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Pending";
30249171;"3/17/2021";;"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Pending";
30249171;"3/17/2021";;"8.5.g.4. Health assessment includes TB risk assessment";"Pending";
30249171;"3/17/2021";;"8.6.f.1. CPR and First Aid.";"Pending";
30249171;"3/17/2021";;"8.6.f.2. Abuse Recognition and Prevention";"Pending";
30249171;"3/17/2021";;"11.6.c. Statement posted that center reports suspected child abuse";"Pending";
30249171;"3/17/2021";;"14.1.d. Is posted in clear view.";"Achieved";"4/6/2021"
30249171;"3/17/2021";;"19.10.a.   Equipped with band aids, a non mercury thermometer, gauze, and pencil and paper";"Achieved";"4/6/2021"
30249171;"3/17/2021";;"8.7.c. Qualified staff complete the approved training to keep the credential current";"Pending";
30043238;"3/23/2021";"2/17/2022";"13.6.e.1. Outdoor equipment is installed";"Achieved";"2/17/2022"
30043238;"3/23/2021";"2/17/2022";"14.1.d. Is posted in clear view.";"Achieved";"5/14/2021"
30043238;"3/23/2021";"2/17/2022";"19.4.a.  Center has written, daily roster that includes names of each child used during field trips";"Achieved";"2/17/2022"
30043238;"3/23/2021";"2/17/2022";"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Achieved";"2/17/2022"
30043238;"3/23/2021";"2/17/2022";"20.4.b.2.  Surface of play area in an equipment use zone is composed of:";"Achieved";"2/17/2022"
30043238;"3/23/2021";"2/17/2022";"8.3.d.2. Two written references (3 for Director);";"Not Achieved";"4/21/2021"
30043238;"3/23/2021";"2/17/2022";"8.4.c. A criminal background investigation (CIB) check or FBI check on staff and volunteers";"Not Achieved";"4/21/2021"
30043238;"3/23/2021";"2/17/2022";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Not Achieved";"4/21/2021"
30043238;"3/23/2021";"2/17/2022";"8.6.d. Center provides orientation to the staff member";"Not Achieved";"4/21/2021"
30043238;"3/23/2021";"2/17/2022";"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Not Achieved";"4/21/2021"
30043238;"2/17/2022";"7/19/2022";"4.4.b.6. Positive Dept. of Health Inspections for Child Care & Food Establishments";"Achieved";"3/25/2022"
30043238;"2/17/2022";"7/19/2022";"4.4.b.7. Menu review & certificate of approval";"Achieved";"3/25/2022"
30043238;"2/17/2022";"7/19/2022";"7.4.m. Scheduled days and hours of attendance";"Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"8.3.d.2. Two written references (3 for Director);";"Not Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"8.6.d. Center provides orientation to the staff member";"Not Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Not Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"13.7.d. Separate storage areas for each child's personal belongings.";"Not Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"19.4.a.  Center has written, daily roster that includes names of each child used during field trips";"Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"4.2. Application for License Approval";"Not Achieved";"7/19/2022"
30043238;"2/17/2022";"7/19/2022";"4.4.b.5. Positive Fire Safety Inspection by State Fire Marshal";"Not Achieved";"7/19/2022"
30043238;"7/19/2022";;"4.2.a. Applicant shall submit a completed application";"Achieved";"10/26/2022"
30043238;"7/19/2022";;"4.4.b.5. Positive Fire Safety Inspection by State Fire Marshal";"Achieved";"10/26/2022"
30043238;"7/19/2022";;"8.3.d.2. Two written references (3 for Director);";"Pending";
30043238;"7/19/2022";;"8.4.c.1. Statement of Criminal record on file";"Pending";
30043238;"7/19/2022";;"8.4.c.3. FBI check for any employee who live outside WV";"Pending";
30043238;"7/19/2022";;"8.5.g. Employee and some volunteers have a recent health assessment on file within 30 days";"Pending";
30043238;"7/19/2022";;"8.5.g.4. Health assessment includes TB risk assessment";"Pending";
30043238;"7/19/2022";;"8.6.d. Center provides orientation to the staff member";"Pending";
30043238;"7/19/2022";;"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Pending";
30043238;"7/19/2022";;"13.7.d. Separate storage areas for each child's personal belongings.";"Pending";
30043238;"7/19/2022";;"19.7.b.  Center documents at least 2 fire drills a month";"Pending";
30053541;"2/17/2022";"3/12/2022";"4.1.d. Current license posted in conspicuous place.";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"7.1.b.  Parents have access to a copy of rule";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"8.3.d. Center personnel files includes";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"8.6.f.1. CPR and First Aid.";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"8.6.f.2. Abuse Recognition and Prevention";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"8.7.b. Qualified staff apply for WV STARS Career Pathway";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"13.1.c. Durable and safe";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"13.1.d. In good repair and are regularly inspected";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"13.1.f. Evaluated at regular intervals to ensure their ongoing appropriateness";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"16.1.   Dietary Guidelines for children beginning at age 2.";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"16.9.a.   Posted one week in advance";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"16.11.e.2.   Have the parent clearly label each bottle with the child's name,";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"16.11.e.4.   Cap bottles of formula or breast milk during storage";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"16.11.e.12.D.   A center shall use fresh refrigerated breast milk within 48 hours";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"19.4.a.  Center has written, daily roster that includes names of each child used during field trips";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"20.1. Center has taken all necessary precautions to ensure an accident-free and smoke-free environment for the children";"Achieved";"3/12/2022"
30053541;"2/17/2022";"3/12/2022";"20.2.a.  Premises, furnishings, equipment and supplies are in good repair";"Achieved";"3/12/2022"
30200618;"10/19/2021";"12/1/2021";"8.4.d. Completed, signed, and dated Authorization and Release for Protective Service Record Check on file";"Achieved";"12/1/2021"
30200618;"10/19/2021";"12/1/2021";"8.6.d. Center provides orientation to the staff member";"Achieved";"12/1/2021"
30200618;"10/19/2021";"12/1/2021";"8.6.f.1. CPR and First Aid.";"Achieved";"12/1/2021"
30200618;"10/19/2021";"12/1/2021";"13.6.e.1. Outdoor equipment is installed";"Achieved";"12/1/2021"
30200618;"10/19/2021";"12/1/2021";"19.4.b.  Periodically, staff checks roster to ensure children are present";"Achieved";"12/1/2021"
30200618;"10/19/2021";"12/1/2021";"19.4.c.  Roster is readily available in case of emergencies";"Achieved";"12/1/2021"
30200618;"10/19/2021";"12/1/2021";"19.10.b.    The First Aid Kit is readily available at all times";"Achieved";"12/1/2021"
30003570;"8/24/2021";"11/2/2021";"6.1.b.3. Four meetings in a twelve month period documented in minutes";"Achieved";"11/2/2021"
