"Faciliy Num";"Visit Date";"Visit_Description"
25588;"04/10/2023";"The following persons shall apply to the Identification Bureau of the Arkansas State Police for a nationwide criminal record check, to be conducted by the Federal Bureau of Investigation (FBI), which shall include a fingerprint check: (The individual is responsible for the cost of a nationwide check. Each request must be accompanied by a check or money order made out to the Arkansas State Police.) Fingerprints submitted will be used to check the criminal history records of the FBI. Individuals with results showing a prohibited offense shall be advised to contact the Licensing Unit for procedures to obtain the results and for procedures to update or make corrections to the record of their individual history.Direct care staff or staff with routine contact with children Prior to employment and every five (5) years thereafter"
31285;"05/24/2023";"No Violations Cited"
31285;"04/11/2023";"No Violations Cited"
31285;"02/17/2023";"No Violations Cited"
31285;"12/16/2022";"Staff shall not release a child to anyone who is not immediately recognized as the child’s parent or as someone on the authorized pick-up list unless:The person in charge can match the ID to the individual named on the child’s data sheet."
31285;"10/31/2022";"No Violations Cited"
14955;"09/25/2023";"No Violations Cited"
14955;"04/03/2023";"No Violations Cited"
29771;"09/07/2023";"No Violations Cited"
29771;"03/15/2023";"No Violations Cited"
29771;"11/14/2022";"No Violations Cited"
29771;"10/12/2022";"No Violations Cited"
28543;"04/18/2023";"No Violations Cited"
28543;"11/28/2022";"No Violations Cited"
28543;"11/18/2022";"No Violations Cited"
29488;"08/22/2023";"No Violations Cited"
29488;"04/06/2023";"No Violations Cited"
29488;"03/08/2023";"No Violations Cited"
29488;"12/13/2022";"No Violations Cited"
29488;"12/02/2022";"No Violations Cited"
29488;"12/02/2022";"No Violations Cited"
7173;"09/28/2023";"No Violations Cited"
7173;"08/17/2023";"No Violations Cited"
7173;"03/10/2023";"All participants shall be adequately supervised at all times. Though participants are generally required to be within the sight or hearing of staff, Out-of-School Time (OST) participants, second grade and above, may be provided opportunities to take part in short-term activities not within the sight and hearing of OST staff. Such short-term activities include but are not limited to going to a restroom, transitioning to other activities, returning to a classroom within a school building, etc. In order to minimize the risks associated with such short-term activities, the following provisions must be adhered to:The appropriateness of the degree of direct staff supervision required shall be based on an individual participant’s ability to handle such responsibility. Only participants able to handle such responsibility shall be provided it;"
7173;"03/10/2023";"No Violations Cited"
6019;"08/18/2023";"No Violations Cited"
6019;"04/19/2023";"No Violations Cited"
6019;"03/08/2023";"No Violations Cited"
6019;"12/13/2022";"No Violations Cited"
25380;"03/30/2023";"No Violations Cited"
25380;"11/29/2022";"No Violations Cited"
24505;"10/03/2023";"No Violations Cited"
24505;"03/02/2023";"No Violations Cited"
24505;"12/19/2022";"No Violations Cited"
24505;"12/01/2022";"No Violations Cited"
46118;"09/26/2023";"No Violations Cited"
46118;"08/21/2023";"No Violations Cited"
46118;"05/17/2023";"No Violations Cited"
46118;"04/19/2023";"No Violations Cited"
46118;"03/30/2023";"No Violations Cited"
46118;"02/27/2023";"No Violations Cited"
46118;"01/17/2023";"No Violations Cited"
46118;"11/18/2022";"No Violations Cited"
45218;"09/27/2023";"No Violations Cited"
45218;"03/03/2023";"No Violations Cited"
45218;"12/16/2022";"No Violations Cited"
31031;"10/09/2023";"No Violations Cited"
31031;"08/31/2023";"No Violations Cited"
31031;"08/14/2023";"No Violations Cited"
31031;"07/10/2023";"No Violations Cited"
31031;"06/29/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
31031;"06/29/2023";"No Violations Cited"
31031;"05/22/2023";"No Violations Cited"
31031;"03/23/2023";"No Violations Cited"
31031;"03/13/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 4 years Number of Staff: 1 Number of Children: 15"
