"Faciliy #";"Facility Name";"Address";"City";"State";"Zip";"County";"Site Phone";"Facility_Type";"Website Address";"Contact Persons";"Voucher Participant";"ABC Program";"Head Start";"Better Beginnings";"DCCECE Assigned Staff";"DCCECE Office Address";"DCCECE Office City";"DCCECE Office Zip";"DCCECE Office Phone";"DCCECE Email Address";"Months of Operation";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Facility Rates for Ages Served";"Capacity Infant/Toddler";"Capacity Preschool";"Capacity School Age";"Capacity Sick Care";"DetailsRef"
25225;"COTTER ABC PRESCHOOL";"210 Lucille Street";"Cotter";"AR";72626;"Baxter";"(870) 302-3100";"Child Care Center";"-";"Amber King";"Yes";"Yes";"No";5;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | August | September | October | November | December
July";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";;;;;24;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NTPAA2&language=en_US"
30274;"Ozark Opportunities Inc Early Head Start Mountain Home";"605 W 6th St";"Mountain Home";"AR";"72653-3411";"Baxter";"(870) 424-0260";"Child Care Center";"-";"Carrie Ragland";"Yes";"No";"Yes";4;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";;;;30;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NcIAAU&language=en_US"
27306;"MTN HOME ABC PRESCHOOL";"1310 Post Oak Rd";"Mountain Home";"AR";"72653-5514";"Baxter";"(870) 302-3100";"Child Care Center";"-";"Jessie Camp";"Yes";"Yes";"No";4;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | August | September | October | November | December
July";"7:30:00 AM-2:30:00 PM";"7:30:00 AM-2:30:00 PM";"7:30:00 AM-2:30:00 PM";"7:30:00 AM-2:30:00 PM";"7:30:00 AM-2:30:00 PM";;;;;25;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NVwAAM&language=en_US"
16230;"NOAH'S ARK PRESCHOOL";"202 Springwood Avenue";"Mountain Home";"AR";72653;"Baxter";"(870) 425-6204";"Child Care Center";"openarmslearning.com";"Mercedes Smith";"Yes";"Yes";"No";3;"Michelle Siemiller";;;;"-";"michelle.siemiller@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$20.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$32.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$20.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$26.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$80.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$20.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$32.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$20.00 per Day (Less than 7 Hours)";77;68;22;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NOsAAM&language=en_US"
21753;"MOUNTAIN HOME PRESCHOOL";"1410 Post Oak Road";"Mountain Home";"AR";72653;"Baxter";"(870) 302-3100";"Child Care Center";"-";"Lanna Bullington";"Yes";"No";"No";3;"Michelle Siemiller";;;;"-";"michelle.siemiller@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:45:00 AM-3:30:00 PM";"7:45:00 AM-3:30:00 PM";"7:45:00 AM-3:30:00 PM";"7:45:00 AM-3:30:00 PM";"7:45:00 AM-3:30:00 PM";;;"
Preschool 30 to 72 Months-$8.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$13.00 per Day (7 Hours or More)";;37;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NPmAAM&language=en_US"
30825;"Little Bombers Academy";"1310 Post Oak Rd";"Mountain Home";"AR";"72653-5514";"Baxter";"(870) 425-1256";"Child Care Center";"-";"Laura Beth Baker";"No";"No";"No";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";;;"
Preschool 30 to 72 Months-$9.00 per Day (7 Hours or More)";;101;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009Ne8AAE&language=en_US"
16074;"SMALL WORLD PRESCHOOL";"609 Gentry Street";"Mountain Home";"AR";72653;"Baxter";"(870) 425-2090";"Child Care Center";"-";"Lindsey Sanders";"Yes";"Yes";"No";2;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"5:45:00 AM-5:45:00 PM";"5:45:00 AM-5:45:00 PM";"5:45:00 AM-5:45:00 PM";"5:45:00 AM-5:45:00 PM";"5:45:00 AM-5:45:00 PM";;;"
Infant 0 to 18 Months-$26.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$22.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$12.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$22.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$25.00 per Day (7 Hours or More)";16;97;54;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NOjAAM&language=en_US"
27678;"KIDSPIRATION PEDIATRIC THERAPY SERVICES INC";"1310 Bradley Dr";"Mountain Home";"AR";72653;"Baxter";"(870) 424-4021";"Early Intervention Day Treatment (EIDT)";"-";"Leah Coleman";"No";"No";"No";2;"Chasity Mathis";"1600 Browns Lane Access Rd";" Jonesboro";72403;"(870) 910-8519";"chasity.mathis@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";;;"
Infant 0 to 18 Months-$21.05 per Day (7 Hours or More)";31;94;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OadAAE&language=en_US"
26772;"BRIGHT START LEARNING CENTER";"59 Cranfield Road";"Mountain Home";"AR";72653;"Baxter";"(870) 492-5437";"Child Care Center";"-";"Lilly Masotto";"Yes";"No";"No";2;"Michelle Siemiller";;;;"-";"michelle.siemiller@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$31.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$10.50 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$31.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$9.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$31.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$9.00 per Day (Less than 7 Hours)";12;24;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NVKAA2&language=en_US"
25959;"CREATIVE ACADEMY";"731 Justis Street";"Mountain Home";"AR";72653;"Baxter";"(870) 425-1141";"Child Care Center";"-";"Brooke Young";"No";"No";"No";1;"Michelle Siemiller";;;;"-";"michelle.siemiller@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$34.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$32.00 per Day (7 Hours or More)";48;83;52;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NUJAA2&language=en_US"
12115;"MTN HOME MONTESSORI";"1143 South College";"Mountain Home";"AR";72653;"Baxter";"(870) 425-0882";"Child Care Center";"-";"Teresa Poush- for Preschool";"No";"No";"No";0;"Michelle Siemiller";;;;"-";"michelle.siemiller@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$30.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)";51;80;29;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NMeAAM&language=en_US"
21957;"CELEBRATION FIRST BAPTIST CHURCH";"1205 SPRING STREET";"Mountain Home";"AR";72653;"Baxter";"(870) 425-5421";"Out of School Time";"-";"Julie Merriman";"No";"No";"No";0;"Michelle Siemiller";;;;"-";"michelle.siemiller@dhs.arkansas.gov";"June | July
January | February | March | April | May | August | September | October | November | December";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
School Age 60 to 156 Months-$22.00 per Day (Less than 7 Hours)";;;275;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NPwAAM&language=en_US"
25382;"MOUNTAIN HOME CHRISTIAN ACADEMY";"1989 Glenbriar Dr";"Mountain Home";"AR";"72653-9332";"Baxter";"(870) 424-6622";"Child Care Center";"www.mountainhomechristianacademy.com";"Cheryl Britt";"No";"No";"No";0;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"8:00:00 AM-3:40:00 PM";"8:00:00 AM-3:40:00 PM";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:40:00 PM";;;;"
Preschool 30 to 72 Months-$18.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$3.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$3.00 per Day (Less than 7 Hours)";;81;90;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NTmAAM&language=en_US"
16390;"Bright Beginnings";"308 S. WRIGHT ST";"SILOAM SPRINGS";"AR";72761;"Benton";"(479) 427-8110";"Licensed Child Care Family Home";"siloampreschool.com";"Debbie Mays";"Yes";"No";"No";6;"Lisa Velasco";"4201 N Shiloh Drive Ste 110";" Fayetteville";72703;"-";"lisa.velasco@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";;;"
Infant 0 to 18 Months-$30.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$40.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$40.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$30.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$35.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NP0AAM&language=en_US"
30821;"In His Care Children’s Center";"18460 MARSHALL ST";"GARFIELD";"AR";72732;"Benton";"(479) 360-9453";"Licensed Child Care Family Home";"inhiscarechildrencenter.com";"Michelle Mendoza";"Yes";"No";"No";6;"Lynn Reed";"900 SE 13th Ct";" Bentonville";72712;"-";"lynn.reed@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$36.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$40.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$32.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$40.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$10.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$34.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009Ne6AAE&language=en_US"
28773;"IDC & Nursery School";"708 JEFFERSON ST";"BENTONVILLE";"AR";72712;"Benton";"(479) 464-8083";"Licensed Child Care Family Home";"idcandns@gmail.com";"Keith Line";"Yes";"No";"No";6;"Ainslee Brown";"900 SE 13th CT";" Bentonville";72712;"(479) 286-6176";"ainslee.brown@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$52.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$60.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$50.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$45.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$30.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$35.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$48.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$55.00 per Day (Less than 7 Hours)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NYPAA2&language=en_US"
29057;"Bentonville Head Start";"2109 SE J ST";"BENTONVILLE";"AR";72712;"Benton";"(479) 636-7317";"Child Care Center";"-";"Pamela Boese";"Yes";"No";"Yes";6;"Ainslee Brown";"900 SE 13th CT";" Bentonville";72712;"(479) 286-6176";"ainslee.brown@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";;;;;42;40;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NZIAA2&language=en_US"
26617;"Tucker Pre-K Center";"121 School Ave";"Lowell";"AR";"72745-9611";"Benton";"(479) 631-3571";"Child Care Center";"-";"Brandi Brooks";"Yes";"Yes";"No";5;"Lynn Reed";"900 SE 13th Ct";" Bentonville";72712;"-";"lynn.reed@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";;;;;221;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NVBAA2&language=en_US"
25588;"Tennie Russell Primary School";"1110 Bella Vista Rd";"Bentonville";"AR";"72712-4253";"Benton";"(479) 696-3775";"Child Care Center";"-";"Lori Passmore";"Yes";"Yes";"No";5;"Ainslee Brown";"900 SE 13th CT";" Bentonville";72712;"(479) 286-6176";"ainslee.brown@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";;;"
Preschool 30 to 72 Months-$11.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$26.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$26.00 per Day (7 Hours or More)";;259;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NTvAAM&language=en_US"
31285;"Building Bridges Pre-K";"1701 NE WILDCAT WAY";"BENTONVILLE";"AR";"72712-5561";"Benton";"(479) 254-5040";"Child Care Center";"-";"Deb Kee";"Yes";"No";"No";4;"Ainslee Brown";"900 SE 13th CT";" Bentonville";72712;"(479) 286-6176";"ainslee.brown@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:15:00 AM-5:30:00 PM";"7:15:00 AM-5:30:00 PM";"7:15:00 AM-5:30:00 PM";"7:15:00 AM-5:30:00 PM";"7:15:00 AM-5:30:00 PM";;;"
Preschool 30 to 72 Months-$24.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$12.00 per Day (Less than 7 Hours)";;96;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NfvAAE&language=en_US"
14955;"Building Bridges at BHS";"1901 SE J ST";"BENTONVILLE";"AR";72712;"Benton";"(479) 254-5128";"Child Care Center";"-";"Deb Kee";"Yes";"No";"No";4;"Ainslee Brown";"900 SE 13th CT";" Bentonville";72712;"(479) 286-6176";"ainslee.brown@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$36.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$27.90 per Day (7 Hours or More)
Toddler 18 to 36 Months-$33.00 per Day (7 Hours or More)";22;12;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NNsAAM&language=en_US"
29771;"J. B. Hunt Elementary Pre-K";"3511 SILENT GROVE RD";"SPRINGDALE";"AR";72762;"Benton";"(479) 750-8775";"Child Care Center";"www.sdale.org";"Darla Trolinger";"Yes";"Yes";"No";4;"Hanna Holbert";"4201 N Shiloh Dr";" Fayetteville";72703;"-";"hanna.holbert@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";;;"
Preschool 30 to 72 Months-$40.00 per Day (7 Hours or More)";;40;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NatAAE&language=en_US"
28543;"The After School Program at Shaw Elementary";"4337 GRIMSLEY RD";"SPRINGDALE";"AR";72762;"Benton";"(479) 750-8898";"Child Care Center";"www.afterschoolprog.com";"Jordan Woods";"Yes";"No";"No";4;"Hanna Holbert";"4201 N Shiloh Dr";" Fayetteville";72703;"-";"hanna.holbert@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"2:30:00 PM-6:00:00 PM";"2:30:00 PM-6:00:00 PM";"2:30:00 PM-6:00:00 PM";"2:30:00 PM-6:00:00 PM";"2:30:00 PM-6:00:00 PM";;;"
Preschool 30 to 72 Months-$13.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$26.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$27.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$13.00 per Day (Less than 7 Hours)";;46;74;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NXuAAM&language=en_US"
29488;"Kindergrove";"696 S 28TH ST";"ROGERS";"AR";72758;"Benton";"(479) 633-8585";"Child Care Center";"www.kindergrove.org";"Assistant Director: Cristal Varner";"Yes";"No";"No";4;"Ainslee Brown";"900 SE 13th CT";" Bentonville";72712;"(479) 286-6176";"ainslee.brown@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$67.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$62.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$56.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$67.00 per Day (7 Hours or More)";57;79;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NaFAAU&language=en_US"
7173;"Adventure Club at Thomas Jefferson Elementary";"810 BELLA VISTA RD";"BENTONVILLE";"AR";72712;"Benton";"(479) 254-5860";"Out of School Time";"-";"Wendy Forrest";"Yes";"No";"No";4;"Ainslee Brown";"900 SE 13th CT";" Bentonville";72712;"(479) 286-6176";"ainslee.brown@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-7:35:00 AM";"6:00:00 AM-7:35:00 AM";"6:00:00 AM-7:35:00 AM";"6:00:00 AM-7:35:00 AM";"6:00:00 AM-7:35:00 AM";;;"
School Age 60 to 156 Months-$24.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$12.00 per Day (Less than 7 Hours)";;;550;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NKMAA2&language=en_US"
6019;"Rogers Activity Center";"315 W OLIVE ST";"ROGERS";"AR";72756;"Benton";"(479) 631-0336";"Out of School Time";"www.rogersrecreation.com";"Coleta Paris";"Yes";"No";"No";4;"Lynn Reed";"900 SE 13th Ct";" Bentonville";72712;"-";"lynn.reed@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-6:30:00 PM";"6:30:00 AM-6:30:00 PM";"6:30:00 AM-6:30:00 PM";"6:30:00 AM-6:30:00 PM";"6:30:00 AM-6:30:00 PM";;;"
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$10.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$15.00 per Day (7 Hours or More)";;;432;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NJQAA2&language=en_US"
