id;name;facility_type;address;email;state;zip;phone;capacity;accepts_vouchers;food_program;serves_infant;serves_toddler;serves_preschool;serves_school_age;capital_quality_designation;accreditation_type;accreditation_expires;service_schedule;schedule_monday;schedule_tuesday;schedule_wednesday;schedule_thursday;schedule_friday;schedule_saturday;schedule_sunday;ages_served;license_type;license_type_definition;current_license_begin_date;current_license_expiration_date;facility_type_short;contact;languages_spoken;accreditation;mission_statement;original_license_issuance_date;url;lat;lng;region;capital_quality_participant;nontraditional;montessori;PreK_enhancement;early_childhood_education;home_provider;expanded_home_provider;faith_based;charter_school;before_and_after_program;employer_supported;quality_improved_network;early_head_start;head_start;federal_government_facility;dc_government_facility;private_school;private_elementary_and_middle_school;dcps;homeless;play_based_nursery_school
1761;ARE Celebration In Learning Inc;Child Development Center;45 P ST;tholloman@areinc.org;DC;20001;(202) 483-9424;100;1;1;No;Yes;Yes;Yes;Quality;NAEYC;December 01, 2020;All Year;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 25, 2017;October 28, 2020;CDC;Talya Holloman;English;;To promote the well-being of children, youth and families, of the District of Columbia, and to help them achieve success in education, employment, family, community, and civic roles.;February 24, 1989;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1761;38.9098853;-77.0105578;NW;1;;;1;1;;;;;;;;;1;;;;;;;
2247;Arnold & Porter LLP Children Center;Child Development Center;601 Massachusetts AVE;sally.ditalia@arnoldporter.com;DC;20001;(202) 942-5437;62;;;Yes;Yes;Yes;Yes;Not Participating;NAEYC;August 31, 2023;All Year;08:00 AM-09:30 PM;08:00 AM-09:30 PM;08:00 AM-09:30 PM;08:00 AM-09:30 PM;08:00 AM-09:30 PM;08:00 AM-09:30 PM;08:00 AM-09:30 PM;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 07, 2020;October 31, 2023;CDC;Sally Ditalia;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 08, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2247;38.9018723;-77.0202041;NW;;;;;;;;;;;1;;;;;;;;;;
2292;Artimitia J. Mitchell;Child Development Home;3341 Dubois PL;georgesampson40@yahoo.com;DC;20019;(202) 582-4226;6;1;1;Yes;Yes;Yes;No;Quality;;;All Year;07:00 AM-05:00 AM;07:00 AM-05:00 AM;07:00 AM-05:00 AM;07:00 AM-05:00 AM;07:00 AM-05:00 AM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 13, 2017;November 28, 2020;CDH;Artimita Mitchell;English;None;The mission of the program is to provide the highest curriculum standards while maintaining a warm, loving, nurturing, and safe and secure developmentally appropriate environment. We strive to encourage each child social/emotional skills, cognitive abilities, and physical development. The educational experiences promote children to become confident and independent learners who will develop a strong sense of self-worth enabling positive life choices.Our goal is to support children desire to be life-long learners.;September 06, 1996;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2292;38.8850347;-76.9583758;SE;1;1;;;;;;;;;;;;;;;;;;;
2004;Assembly Of The Saints CDC;Child Development Center;4605 Kane PL;kaneplace4605@aol.com;DC;20019;(202) 399-5091;39;1;1;No;Yes;Yes;Yes;Progressing;NAEYC;October 01, 2017;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 05, 2018;February 28, 2021;CDC;Stefani Costen;English;;This facility has no mission statement at this time.;April 08, 2010;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2004;38.9034803;-76.9356682;NE;1;;;;;;;1;;;;;;;;;;;;;
1837;Auguste Montessori School;Child Development Center;3600 Everett ST;vqoconnor@gmail.com;DC;20008;(202) 237-1788;30;;;No;Yes;Yes;Yes;Not Participating;;;School Year;08:00 AM-03:30 PM;08:00 AM-03:30 PM;08:00 AM-03:30 PM;08:00 AM-03:30 PM;08:00 AM-03:30 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 09, 2018;November 30, 2020;CDC;Valerie O'Connor;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 08, 1997;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1837;;;NW;;;1;;;;;;;;;;;;;;;;;;
2633;Baby Einstein II Child Development Center;Child Development Center;1816 Benning RD;rsnead2720@gmail.com;DC;20002;(240) 882-4727;18;1;;No;Yes;Yes;No;Developing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 21, 2018;February 28, 2021;CDC;Regina Snead;English;None;We at Baby Einstein Child Development Center provide children from 1year to 3 years of age with a safe and nurturing environment. We are passionate about encouraging the physical, emotional, creative and cognitive development of each child. At Baby Einstein that means a commitment to educational quality and the Nations elevated standards of care. We also provide extensive support to our parents, families and community.;February 21, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2633;38.8992169;-76.9768978;NE;1;;;;;;;;;;;;;;;;;;;;
2179;Baby Einstein Child Development Center;Child Development Center;1225 Good Hope RD;rs2720@yahoo.com;DC;20020;(240) 882-4727;52;1;1;Yes;Yes;Yes;Yes;Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 07, 2017;October 28, 2020;CDC;Regina Snead;English;None;This facility has no mission statement at this time.;February 10, 2014;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2179;38.867014;-76.9878507;SE;1;;;;1;;;;;;;;;;;;;;;;
2658;Bambini Play & Learn at Federal Triangle LLC;Child Development Center;1300 Pennsylvania AVE;info@bambinicdc.com;DC;20004;(202) 289-0984;116;;;Yes;Yes;Yes;No;Not Participating;;;All Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 25, 2018;April 30, 2021;CDC;Silvina Hopkins;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;April 20, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2658;38.8949399;-77.0302118;NW;;;;;;;;;;;;;;;1;;;;;;
2783;Bambini Play & Day Care Center LLC;Child Development Center;1026 6th ST;shopkins@bambinicdc.com;DC;20001;(202) 737-5454;97;;;Yes;Yes;Yes;Yes;Not Participating;;;All Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 14, 2020;September 30, 2023;CDC;Silvina Hopkins;Spanish;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 14, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2783;38.9039634;-77.0201798;NW;;;;;;;;;;;;;;;;;;;;;
2747;Bambini Play and Learn @ Golden Triangle, LLC;Child Development Center;2001 M ST, Suite 200;info@bambinicdc.com;DC;20036;(202) 467-8149;102;;;Yes;Yes;Yes;No;Not Participating;;;All Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 29, 2019;August 31, 2022;CDC;Silvina Hopkins;Spanish;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 29, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2747;38.9061681;-77.0452509;NW;;;;;;;;;;;;;;;;;;;;;
2571;Bambino Kids Daycare Inc.;Child Development Center;3919 14th ST;bambinokidsdc6@gmail.com;DC;20011;(202) 600-1711;14;;;Yes;Yes;No;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 11, 2018;December 31, 2020;CDC;Ursula Cabanillas;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;December 20, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2571;38.9392069;-77.0324529;NW;;;;;;;;;;;;;;;;;;;;;
2259;Barbara Chamber Children's Center #3 @Dance Institute;Child Development Center;3400 14th ST;dcoelho@barbarachambers.org;DC;20010;(202) 518-0466;73;1;1;Yes;Yes;Yes;No;Quality;NAEYC;December 01, 2023;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 30, 2020;July 31, 2023;CDC;Dorys Coelho;English;;"Mission Statement in English The mission of Barbara Chambers Children’s Center is to provide a safe, healthy family environment for children and parents without distinction of race, religion or place of origin. We provide quality services to children between the ages of 2 months to 5 years old; with a diversity of cultures: Hispanics, African Americans, Europeans and Africans’. Our endeavor is to build strong skills or abilities in different areas of their development, stimulating the skills of each child and respecting them as unique beings. Barbara Chambers Children’s Center #3 is a fully bilingual center, where we provide information to parents or representatives in both English and Spanish in a warm, integral and healthy environment for all our families. Misión en Español La Misión de Bárbara Chambers Children’s Center #3 es proveer un ambiente seguro, saludable y familiar para niños y padres sin distinción de raza, religión o lugar de origen. Prestamos un servicio de calidad a niños con edades comprendidas entre los dos meses a cinco años de edad, con diversidad de culturas: hispana, afroamericana, europeo y africana. Ayudándolos en las diferentes etapas de desarrollo, estimulando las destrezas de cada niño, respetándolos como seres únicos que son. Bárbara Chambers Children’s Center #3 también se destaca por ser un centro completamente bilingüe, donde proveemos información a padres o representantes de manera oral y escrita en Inglés y Español; en un ambiente cálido, integral y saludable para todas nuestras familias.";March 08, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2259;38.9316061;-77.0329583;NW;1;;;;1;;;;;;;;;;;;;;;;
2205;Barbara Chambers Children Center #2;Child Development Center;1734 7th ST;marese@barbarachambers.org;DC;20001;(202) 518-0456;36;1;1;Yes;Yes;No;No;Quality;NAEYC;December 01, 2023;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 27, 2018;February 28, 2021;CDC;Maria Arese;English;;Mission Statement Barbara Chambers infants and toddlers program offers early childhood programs to children from six weeks to thirty months and their families in a warm and nurturing multicultural environment. Our center is committed to provide meaningful and high quality programs through our Creative Curriculum for Infants Toddlers and Two that enriches students emotionally, socially, intellectually to become independent thinkers. We believe parents are their children’s first and most important teachers, we seek to continue this tradition by strengthening the relationship between home and center. El programa de bebés y niños pequeños de Barbara Chambers ofrece programas de primera infancia a niños de seis semanas a treinta meses y a sus familias en un ambiente multicultural, cálido y nutritivo. Nuestro centro está comprometido a proveer programas significativos y de alta calidad a través de nuestro Currículo Creativo para bebés y niños pequeños. El cual enriquece a los niños emocionalmente, social e intelectualmente para convertirse en pensadores independientes. Creemos que los padres son los primeros y más importantes maestros de sus hijos, por eso buscamos continuar esta tradición fortaleciendo la relación entre el hogar y el centro.;January 16, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2205;38.9136649;-77.0221855;NW;1;;;;1;;;;;;;;;;;;;;;;
2000;Barbara Chambers Children's Center;Child Development Center;1470 Irving ST;info@barbarachambers.org;DC;20010;(202) 387-6755 x118;242;1;1;Yes;Yes;Yes;Yes;High-Quality;NAEYC;December 01, 2023;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 30, 2020;July 31, 2023;CDC;Maribel Torres;Spanish;;"Barbara Chambers Children’s Center (BCCC) is dedicated to provide bilingual educational enrichment in English and Spanish to the children and families residing in the District of Columbia. Our focus is low–income and immigrant children and their families from 2 months to 5 years old; we provide: high –quality early childhood education, supportive services for multi-cultural families in a warm, inclusive, and diverse environment. BCCC strives to inspire our children and adults and equip them for success in their educational and professional careers.";August 26, 2009;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2000;38.9284434;-77.0354426;NW;1;;;1;;;;;;;;;;;;;;;;;
2377;Barbara P. Joaquin;Child Development Home;1519 25th ST;barbarajoaquin57@gmail.com;DC;20020;(202) 248-9727;6;1;;Yes;Yes;Yes;No;Developing;None;January 01, 0001;All Year;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 13, 2017;November 28, 2020;CDH;Barbara Joaquin;English;;Our mission is to provide safe, affordable, high quality child care for the children in my community. In doing so, we support families in their efforts to reach their goals providing a cognitively based program for all children. We provide a home like environment where children are encouraged to develop at their own pace. We are committed to the families we serve, providing support and encouragement.;July 01, 2008;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2377;38.8721748;-76.9711861;SE;1;1;;;1;;;;;;;;;;;;;;;;
1741;Beauvoir Nursery School;Child Development Center;3500 Woodley RD;cwilliams@cathedral.org;DC;20016;(202) 537-6485;178;;;Yes;Yes;Yes;No;Not Participating;AIMS;September 06, 2026;School Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 16, 2018;January 31, 2021;CDC;Colleen Williams;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;January 30, 1984;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1741;38.9301276;-77.0678701;NW;;;;;;;;;;;;;;;;;1;;;;
