"provider_id";"date";"deficiency_code";"deficiency_description";"resolution_date";"allegation_type"
1762;"09-27-2018";130.4;"Failure of a Licensee to maintain and provide to OSSE upon request, for each enrolled child, the initial and annual health record documentation and information, including: (a) Full name, gender, date of birth, and home address of the child; (b) Parent(s) or guardian(s) name(s), an emergency phone number for the parent(s) or guardian(s), the name and number of an emergency contact if the parent(s) or guardian(s) are unavailable; (c) Health insurance coverage and primary care provider; (d) Dates of most recent physical and oral health examinations; (e) Child&#39;s height and weight at the time of the most recent physical health examination; (f) Each licensed health care practitioner’s clinical findings, health concerns, referrals, treatments, and recommendations; (g) Child’s significant health history, including allergies, health conditions, communicable illnesses, and restrictions; (h) Specific immunizations received by month, day, and year; (i) Results of tuberculosis exposure risk assessment and Tuberculin Skin Test (TST) if indicated, in accordance with American Association of Pediatrics Guidelines for all children over six (6) months of age; (j) Results of lead exposure testing, if applicable; (k) Identification of long-term medications and special health care requirements or accommodations; (l) Name, address, phone number, and signature of the licensed examining health care practitioner; (m) Description of developmental delays, impairment(s), behavioral problems or other disabilities to be considered in the child care setting; (n) Specific diet restrictions, if applicable; and (o) Special family considerations.";"10-15-2018";"Administrative"
1762;"09-27-2018";131.5;"Failure of a Licensee to maintain in the form provided by or approved by OSSE, and provide to OSSE upon request, a record for each staff member, including paid employees and volunteers whose activities involve the care or supervision of children at a Facility or unsupervised access to children who are cared for or supervised at a Facility, which shall include the following: (a) Documentation of a pre-employment physical examination by a licensed health care practitioner, conducted not more than twelve (12) months prior to the start of employment or volunteer work; (b) Documentation of an annual physical examination by a licensed health care practitioner ; (c) Written and signed documentation from the examining licensed health care practitioner, at the time of his or her examination, that the staff member or volunteer was free from tuberculosis and apparent communicable diseases as defined in 22-B DCMR § 201. (d) Written and signed documentation from the examining licensed health care practitioner that the staff member or volunteer, if noted to have an identified medical problem, is capable of fulfilling the essential functions of caring for children in a licensed Child Development Facility; (e) Current health insurance information; and (f) The names and phone numbers of the staff member’s primary licensed health care practitioner and of an emergency contact person.";"10-15-2018";"Administrative"
1762;"07-18-2018";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"08-07-2018";"Administrative"
1762;"06-01-2018";166.1;"Failure of a Licensee to ensure that an Assistant Teacher in a Child Development Center is at least eighteen (18) years of age and shall either: (a) Have earned an associate’s or more advanced degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation; (b) Have earned a high school diploma or its equivalent, and have a current CDA credential, which specifies that the individual is qualified to serve as an Assistant Teacher for the age classification with whom he or she will work; (c) Have earned a high school diploma or its equivalent, and certification of training and competence in the field of early childhood education or early childhood development from a duly authorized vocational high school; provided that he or she earns a CDA credential within two (2) years of the effective date of these regulations; (d) Have earned a high school diploma or its equivalent and have at least one (1) year of supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; provided that he or she earns a CDA credential within two (2) years of the effective date of these regulations; or (e) For a Montessori school Assistant Teacher, have earned a minimum of twenty (20) hours of Montessori specific training, completed an orientation program specific to the school, and works under the supervision of a Montessori credentialed lead teacher.";"06-07-2018";"Administrative"
2257;"09-11-2018";127.1;"Failure of a Licensee to establish and maintain respectful and professional communication with the parent(s) or guardian(s) of children enrolled.";"09-13-2018";"Administrative"
2257;"09-11-2018";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"09-13-2018";"Administrative"
2257;"05-04-2018";141.4;"Failure of a Licensee to ensure that positive behavior support or discipline shall not include any of the following methods of discipline and the use of any of them by the Licensee, and the staff members, is prohibited: (a) Physical harm, including but not limited to, punching, pinching, shaking, shoving, pushing, spanking, striking, kicking, biting, yanking, strangling, kneeing, poking, or plucking; (b) Fear, shaming, intimidation, or humiliation; (c) Derogatory remarks or profane language; (d) Confinement in a locked room or an enclosed area where a child cannot be seen or supervised by Facility staff; (e) Force feeding against a child’s will; (f) Withholding of food, water, rest, toilet use, outdoor activities, or outdoor play; or (g) Physical or chemical restraints.";"05-14-2018";"General Health and Safety"
2091;"11-05-2019";"121.3(a)";"Failure of a licensed Child Development Facility (“Licensee”) to maintain the adult-to-child ratios and group sizes as specified herein: (a) For Child Development Centers serving infants, toddlers, and/or preschoolers:";"11-06-2019";"General Health and Safety"
2220;"07-12-2018";130.1;"Failure of the Licensee to maintain a record for each enrolled child, in the form provided by or approved by OSSE, in one central location at the Facility, and shall retain the record for three (3) years following the termination of that child’s enrollment. The record shall be maintained in a confidential manner in compliance with Federal and District of Columbia laws and regulations, but should be immediately available to the child’s caregivers and/or teachers, the child’s parents or guardians, and OSSE upon request.";"07-13-2018";"Administrative"
1843;"07-12-2019";165.1;"Failure of a Licensee to ensure that a Teacher in a Child Development Center is at least eighteen (18) years of age and shall either: (a) Have earned, an associate’s or more advanced degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, with a major in early childhood education, early childhood development, child and family studies, or a closely related field; (b) Have earned an associate’s or more advanced degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, with a major in a field other than early childhood education, early childhood development, or child and family studies, earned at least twenty-four (24) semester credit hours, or its recognized equivalent, from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation in early childhood education, early childhood development, child and family studies, or a closely related field, and have at least one (1) year of supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; (c) Have earned at least forty-eight (48) semester credit hours, or its recognized equivalent, from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, of which fifteen (15) semester hours, or its recognized equivalent, shall be in early childhood education, early childhood development, or child and family studies, and has at least at least two (2) years of supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; provided that he or she earns an associate’s degree as described in (a) or (b) within four (4) years of the effective date of these regulations; (d) Have earned a high school diploma or its equivalent and a current Child Development Associate (CDA) credential, which specifies that the individual is qualified for the assigned age classification; provided that he or she earns an associate’s degree in compliance with (a) or (b) within four (4) years of the effective date of these regulations; or (e) For a Montessori school teacher, have earned an associate’s degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, and a Montessori certificate issued by the National Center for Montessori Education, American Montessori Society, or the Association Montessori International, or a program accredited by the Montessori Accreditation Commission for Teacher Education.";"09-12-2019";"Administrative"
1843;"01-05-2018";124.2;"Failure of a Licensee to ensure that the temperature within each room of program space shall be maintained at between sixty-eight degrees Fahrenheit (68°F) and seventy-five degrees Fahrenheit (75°F) from October through March, and between sixty-eight degrees Fahrenheit (68°F) and eighty-two degrees Fahrenheit (82°F) from April through September.";"01-08-2018";"General Health and Safety"
1843;"11-02-2017";127.2;"Failure of a Licensee to provide parent(s) and guardian(s) with access to their child(ren) at all times while at the Facility.";"11-03-2017";"Administrative"
1969;"02-07-2019";127.1;"Failure of a Licensee to establish and maintain respectful and professional communication with the parent(s) or guardian(s) of children enrolled.";"02-08-2019";"Administrative"
1969;"02-07-2019";127.1;"Failure of a Licensee to establish and maintain respectful and professional communication with the parent(s) or guardian(s) of children enrolled.";"02-08-2019";"Administrative"
1969;"02-07-2019";120.4;"Children shall not be left alone in any room, outdoors, or in vehicles, even momentarily, without staff present";"02-08-2019";"General Health and Safety"
1969;"12-29-2017";124.2;"Failure of a Licensee to ensure that the temperature within each room of program space shall be maintained at between sixty-eight degrees Fahrenheit (68°F) and seventy-five degrees Fahrenheit (75°F) from October through March, and between sixty-eight degrees Fahrenheit (68°F) and eighty-two degrees Fahrenheit (82°F) from April through September.";"01-08-2018";"Environmental"
2656;"06-05-2019";120.1;"Failure to supervise children while at the Facility by responsible staff and volunteers who can see and hear the children supervised at all times including but not limited to when they are napping or sleeping, on the playground, on field trips, on vehicular and non-vehicular excursions, and during all water activities and water play activities";"07-25-2019";"General Health and Safety"
2043;"04-02-2019";120.4;"Children shall not be left alone in any room, outdoors, or in vehicles, even momentarily, without staff present";"04-04-2019";"General Health and Safety"
2045;"11-06-2018";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"02-04-2019";"Administrative"
2045;"11-06-2018";126.17;"Failure of a Licensee to comply with the following additional requirements for cots: (a) Cots shall be used only for children over twelve (12) months of age who can walk; (b) Cots shall have coverings that are easy to clean and nonabsorbent; and (c) Seasonally appropriate beddings, such as sheets or blankets, sufficient to maintain adequate warmth, shall be available and provided to children as applicable and as needed.";"02-04-2019";"General Health and Safety"
2215;"07-31-2018";122.13;"Failure of a Licensee to ensure that the Facility is free of moisture, mold, and mildew, including but not limited to, moisture resulting from water leakage or seepage";"09-04-2018";"Environmental"
