"FacilityId";"Name";"Type";"Address";"City";"State";"Zip";"Phone";"Capacity";"Accepts Vouchers";"CACFP";"Infant";"Toddler";"Pre-School";"School Age";"Quality Rating";"Accreditation Type";"Expiration Date";"Schedule";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Other Hours";"License Type";"License Definition";"License Begin Date";"License Expiration Date"
1929;"Northeast Stars Montessori Learning";"CDC (Child Development Center)";"1325 Maryland AVE, NE";"Washington";"D.C.";20002;"(202) 399-2208";29;;;"No";"Yes";"Yes";"No";"N/A";"N/A";;"All Year";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 07, 2018";"Feb 28, 2021"
1835;"Pilgrim Baptist Church CDC";"CDC (Child Development Center)";"700 I ST, NE";"Washington";"D.C.";20002;"(202) 547-1815";72;1;1;"No";"No";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 25, 2018";"Jan 31, 2021"
2414;"Rhonda Ayers";"CDH (Child Development Home)";"1208 Orren ST, NE";"Washington";"D.C.";20002;"(202) 388-1439";6;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 13, 2017";"Jun 30, 2020"
2548;"Sprouts Town Child Care Development Center";"CDC (Child Development Center)";"1605 Montello AVE, NE";"Washington";"D.C.";20002;"(202) 450-4426";25;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 14, 2017";"Jul 31, 2020"
2220;"Thurgood Marshall Child Development Center";"CDC (Child Development Center)";"1 Columbus CIR, NE";"Washington";"D.C.";20002;"(202) 502-2475";70;;;"Yes";"Yes";"Yes";"No";"N/A";"NAEYC";"Oct 01, 2020";"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 16, 2017";"May 31, 2020"
2644;"Tita Gashaw Beza";"CDX (Child Development Home Expanded)";"511- A Florida AVE, NE";"Washington ";"D.C.";20002;"(202) 733-2954";9;;;"Yes";"Yes";"Yes";"No";"N/A";;;;"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 05, 2018";"Mar 31, 2021"
2436;"Trina Walker";"CDH (Child Development Home)";"212 Randolph PL, NE";"Washington";"D.C.";20002;"(202) 258-7354";6;1;1;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 21, 2019";"Apr 30, 2021"
2128;"UPO @ Azeeze Bates";"CDC (Child Development Center)";"444 16th ST, NE";"Washington";"D.C.";20002;"(202) 388-7960";65;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Mar 01, 2021";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 21, 2017";"Dec 31, 2020"
2288;"Yvonne Stewart Delancey";"CDH (Child Development Home)";"639 Maryland AVE, NE";"Washington";"D.C.";20002;"(202) 544-0767";6;;1;"Yes";"Yes";"Yes";"No";"Preliminary";"NAFCC";"Apr 15, 2016";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 01, 2018";"Oct 31, 2020"
1896;"Board Of Child Care";"CDC (Child Development Center)";"308 15th ST, SE";"Washington";"D.C.";20003;"(202) 291-3330";128;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Jul 01, 2021";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 22, 2018";"Feb 28, 2020"
2556;"Capitol Hill Cooperative Nursery School";"CDC (Child Development Center)";"421 Seward Square, SE";"Washinton ";"D.C.";20003;"(202) 494-5365";16;;;"No";"No";"Yes";"No";"N/A";;;"School Year";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 13, 2017";"Sep 30, 2020"
2153;"DC Childcare, LLC";"CDC (Child Development Center)";"501 E ST, SE";"Washington";"D.C.";20003;"(202) 590-6914";32;;;"Yes";"Yes";"No";"No";"N/A";"None";;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 23, 2017";"Aug 31, 2020"
2559;"District Montessori";"CDC (Child Development Center)";"201 4th ST, SE";"Washington ";"D.C.";20003;"(202) 415-8402";14;;;"No";"Yes";"Yes";"No";"N/A";;;"School Year";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"CLOSED";"CLOSED";"9:00 AM - 12:00 PM";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 20, 2017";"Aug 31, 2020"
2672;"District Montessori";"CDC (Child Development Center)";"301 A ST, SE";"Washington";"D.C.";20003;"(202) 415-8402";29;;;"No";"Yes";"Yes";"No";"N/A";;;"School Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 14, 2018";"Aug 31, 2021"
2238;"Eagle Academy Public Charter School #2";"CDC (Child Development Center)";"1017 New Jersey AVE, SE";"Washington";"D.C.";20003;"(202) 459-6825";100;1;;"No";"No";"Yes";"Yes";"Quality";"None";;"All Year";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 28, 2018";"Jan 31, 2021"
1934;"Friendship Public Charter School @ Chamberlain";"CDC (Child Development Center)";"1345 Potomac AVE, SE";"Washington";"D.C.";20003;"(202) 281-1714";200;1;;"No";"No";"No";"Yes";"Quality";"NAEYC";"Oct 01, 2020";"All Year";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 09, 2017";"Mar 31, 2020"
1981;"Jenkins Hill Child Development Center";"CDC (Child Development Center)";"1527 Pennsylvania AVE, SE";"Washington";"D.C.";20003;"(202) 543-4664";8;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 15, 2017";"Aug 31, 2020"
1985;"Jenkins Hill Child Development Center";"CDC (Child Development Center)";"1529 Pennsylvania AVE, SE";"Washington";"D.C.";20003;"(202) 543-4664";6;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 15, 2017";"Aug 31, 2020"
1909;"River Park Nursery School";"CDC (Child Development Center)";"212 East Capitol ST, NE";"Washington";"D.C.";20003;"(202) 546-7767";15;;;"No";"No";"Yes";"No";"N/A";;;"School Year";"9:00AM - 1:00PM";"9:00AM - 1:00PM";"9:00AM - 1:00PM";"9:00AM - 1:00PM";"9:00AM - 1:00PM";"CLOSED";"CLOSED";"Half Day Program summer only";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 24, 2017";"Oct 31, 2020"
2507;"Shirley Washington";"CDH (Child Development Home)";"1736 Independence AVE, SE";"Washington";"D.C.";20003;"(202) 415-5612";6;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 21, 2017";"Jul 31, 2020"
2673;"STEM Preschool, LLC";"CDC (Child Development Center)";"700 Pennsylvania AVE, Suite #770";"Washington ";"D.C.";20003;"(202) 900-3390";47;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 09, 2018";"Jul 31, 2021"
2677;"The Hill Havurah - Gan Shalom Cooperative Preschool";"CDC (Child Development Center)";"212-East Capitol ST, NE";"Washington ";"D.C.";20003;"(202) 729-3515";20;;;"No";"Yes";"Yes";"No";"N/A";;;"School Year";"8:30AM - 1:30AM";"8:30AM - 1:30AM";"8:30AM - 1:30AM";"8:30AM - 1:30AM";"8:30AM - 1:30AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 07, 2018";"Sep 30, 2021"
1750;"The Hill Preschool";"CDC (Child Development Center)";"337 North Carolina AVE, SE";"Washington";"D.C.";20003;"(202) 543-5372";54;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 22, 2017";"Jun 30, 2020"
2621;"Toddlers On The Hill";"CDC (Child Development Center)";"1000 5th ST, SE";"Washington";"D.C.";20003;"(202) 748-5930";56;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 30, 2019";"Aug 31, 2020"
2658;"Bambini Play & Learn at Federal Triangle LLC";"CDC (Child Development Center)";"1300 Pennsylvania AVE, NW, Suite C-0003";"Washington ";"D.C.";20004;"(202) 289-0984";116;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 25, 2018";"Apr 30, 2021"
1947;"Bright Horizon Children's Center";"CDC (Child Development Center)";"1111 Pennsylvania AVE, NW";"Washington";"D.C.";20004;"(202) 628-8680";144;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"7:30AM - 7:30PM";"7:30AM - 7:30PM";"7:30AM - 7:30PM";"7:30AM - 7:30PM";"7:30AM - 7:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 01, 2017";"Oct 31, 2020"
1771;"Hogan Lovells Emergency Child Care";"CDC (Child Development Center)";"555 13th ST, NW";"Washington";"D.C.";20004;"(202) 637-8650";32;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 07, 2017";"Jun 30, 2020"
1791;"Just Us Kids Inc";"CDC (Child Development Center)";"625 Indiana AVE, NW";"Washington";"D.C.";20004;"(202) 353-3300";85;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"6:45AM - 6:30PM";"6:45AM - 6:30PM";"6:45AM - 6:30PM";"6:45AM - 6:30PM";"6:45AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 09, 2018";"Jan 31, 2021"
2646;"KinderCare Learning Center @ 9th Street";"CDC (Child Development Center)";"401 9th ST, NW";"Washington ";"D.C.";20004;"(202) 637-3269";96;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 20, 2019";"Apr 30, 2021"
2604;"Angelique Speight /Ms. P's Unique Daycare";"CDX (Child Development Home Expanded)";"1103 M ST, NW";"Washington ";"D.C.";20005;"(202) 270-3098";7;1;;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 30, 2018";"May 31, 2021"
1778;"Bright Horizons @ Metro Square";"CDC (Child Development Center)";"655 15th ST, NW";"Washington";"D.C.";20005;"(202) 638-5222";48;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 12, 2019";"Nov 30, 2020"
1764;"Kingman Boys- Club, Inc.";"CDC (Child Development Center)";"1529 Kingman PL, NW";"Washington";"D.C.";20005;"(202) 483-1210";100;1;;"No";"No";"No";"Yes";"Quality";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 13, 2017";"Oct 31, 2020"
2721;"Skadkids By Bright Horizons";"CDC (Child Development Center)";"1440 New York AVE, NW";"Washington";"D.C.";20005;"(202) 719-7772";16;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"8:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 01, 2019";"May 31, 2022"
2715;"Bright Horizons at Alexander Court";"CDC (Child Development Center)";"2001 K ST, NW , Suite 104 North";"Washington";"D.C.";20006;"(202) 774-6532";24;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 6:30PM";"8:00AM - 6:30PM";"8:00AM - 6:30PM";"8:00AM - 6:30PM";"8:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 26, 2019";"Apr 30, 2022"
1880;"Children First Inc. Of Washington DC";"CDC (Child Development Center)";"1725 I ST, NW";"Washington";"D.C.";20006;"(202) 466-6088";39;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 11, 2017";"Aug 31, 2020"
1811;"Finding Dreams In Children";"CDC (Child Development Center)";"1776 F ST, NW";"Washington";"D.C.";20006;"(202) 898-7067";80;;;"Yes";"Yes";"Yes";"No";"N/A";;"Sep 01, 2019";"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 14, 2018";"Dec 31, 2020"
1898;"Wilmer, Cutler, Pickering, Hale";"CDC (Child Development Center)";"1899 Pennsylvania AVE, NW";"Washington";"D.C.";20006;"(202) 247-3135";18;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 10:30PM";"8:00AM - 10:30PM";"8:00AM - 10:30PM";"8:00AM - 10:30PM";"8:00AM - 10:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 23, 2017";"Mar 31, 2020"
2562;"YMCA @ Goodwill Excel Center";"CDC (Child Development Center)";"1776 G ST, NW";"Washington ";"D.C.";20006;"(202) 839-3679";30;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"8:30AM - 8:00PM";"8:30AM - 8:00PM";"8:30AM - 8:00PM";"8:30AM - 8:00PM";"8:30AM - 8:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 23, 2017";"Aug 31, 2020"
2184;"Bright Horizons At Georgetown, DC";"CDC (Child Development Center)";"1010 Wisconsin AVE, NW";"Washington";"D.C.";20007;"(202) 333-4931";116;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 29, 2017";"Dec 31, 2020"
2564;"British School of Washington";"CDC (Child Development Center)";"2001 Wisconsin AVE, NW";"Washington";"D.C.";20007;"(202) 282-3700";24;;;"No";"Yes";"Yes";"Yes";"N/A";;;"School Year";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 19, 2017";"Aug 31, 2020"
2574;"Early Steps Bilingual Preschool of Georgetown";"CDC (Child Development Center)";"3222 O ST, NW";"Washington";"D.C.";20007;"(202) 944-4424";36;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 01, 2018";"Dec 31, 2020"
