"ProviderID";"Name";"Type";"PTQ Level";"State";"County";"City";"ZIP";"Address";"Status";"License Start Date";"License End Date";"License Status";"Child Care Ages";"Capacity";"Accreditations";"Programs";"Applicants";"Phone";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday"
167830;"MiMi's Magical Memories";"Licensed Home";1;"IN";"VANDERBURGH";;47714;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Tammie Bivens";"812-499-2933";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
514709;"Little Lane Daycare";"Licensed Home";;"IN";"VANDERBURGH";;47714;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Amber Lane";"765-541-9753";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
459606;"EVSC Early Learning Center - McCutchanville";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47725;"10701 Petersburg Road";"Open";"4/1/2021";"3/31/2022";"Regular";"Infant-35 Months; Two-Six";45;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Terry Green";"812-435-8483";;"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";
169647;"Family Child Care Services LLC";"Licensed Home";4;"IN";"VANDERBURGH";;47714;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";16;"National Association for Family Child Care (NAFCC)";"CCDF Provider; On My Way Pre-K";"Katreesa Sullivan";"812-475-1837";;"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";
166934;"The ARK Inc. DBA ARK Crisis Child Care Center";"Licensed Center";3;"IN";"VANDERBURGH";"Evansville";47713;"415 Lincoln Avenue";"Open";"7/1/2020";"6/30/2022";"Regular";"Infant; Toddler; Two-Six";53;;;"Sharonaka Anderson";"812-423-9425";;"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";"7:30 AM-5:00 PM";
512291;"Redeemer Christian Preschool";"Unlicensed Registered Ministry";;"IN";"VANDERBURGH";"Evansville";47714;"1811 Lincoln Avenue";"Open";"10/1/2020";"9/30/2022";"Registration";;;;;"Our Redeemer Lutheran Church";"812-476-9991";;"8:30 AM-12:00 PM";"8:30 AM-12:00 PM";"8:30 AM-12:00 PM";"8:30 AM-12:00 PM";"8:30 AM-12:00 PM";
168840;"CAPE Place Head Start";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47713;"301 Lincoln Avenue";"Open";"1/1/2020";"12/31/2021";"Regular";"Three-Twelve";120;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Jenny Patterson";"812-492-3953";;"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";
516990;"CAPE Annex Head Start";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47713;"301A Lincoln Ave";"Open";"4/1/2021";"3/31/2023";"Regular";"Three-Five";15;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Jenny Patterson";"812-492-3953";;"8:00 AM-1:45 PM";"8:00 AM-1:45 PM";"8:00 AM-1:45 PM";"8:00 AM-1:45 PM";"8:00 AM-1:45 PM";
167283;"A Child's Paradise";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47713;"253 Lincoln Avenue";"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Three";30;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Jenny Patterson";"812-425-5291";;"7:30 AM-4:30 PM";"7:30 AM-4:30 PM";"7:30 AM-4:30 PM";"7:30 AM-4:30 PM";"7:30 AM-4:30 PM";
167175;"Carver Day Care and Preschool";"Licensed Center";3;"IN";"VANDERBURGH";"Evansville";47713;"400 S.E. 8th Street";"Open";"4/1/2021";"3/31/2023";"Regular";"6 Weeks-15 Months; 16 Months-30 Months; Two 1/2-Twelve";130;;"CCDF Provider; On My Way Pre-K";"Deiona Clayton";"812-423-2612";;"6:00 AM-11:59 PM";"6:00 AM-11:59 PM";"6:00 AM-11:59 PM";"6:00 AM-11:59 PM";"6:00 AM-11:59 PM";
166010;"Methodist Temple Children's Center";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47714;"2109 Lincoln Avenue";"Open";"7/1/2020";"6/30/2022";"Regular";"Infant; Toddler; Two-Six";174;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Debbie Gilham";"812-476-4671";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
614410;"Carver Community Summer Camp";"Unlicensed CCDF Certified Center/School";;"IN";"VANDERBURGH";"Evansville";47713;"504 SE 8th Street";"Open";"5/24/2021";"5/23/2022";"CCDF Certified";;;;"CCDF Provider";;"812-402-3170";;"9:00 AM-5:30 AM";"9:00 AM-5:30 AM";"9:00 AM-5:30 AM";"9:00 AM-5:30 AM";"9:00 AM-5:30 AM";
169611;"KIDZ CLUB DAYCARE II";"Licensed Home";1;"IN";"VANDERBURGH";;47714;;"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Debra  Toole";"812-604-6778";;"5:30 AM-11:55 PM";"5:30 AM-11:55 PM";"5:30 AM-11:55 PM";"5:30 AM-11:55 PM";"5:30 AM-11:55 PM";
607455;"Agape Christian Academy";"Unlicensed Registered Ministry";2;"IN";"VANDERBURGH";"Evansville";47713;"617 Bellemeade Ave.";"Open";"7/8/2021";"3/31/2022";"Registration";;;;"CCDF Provider";;"812-708-0147";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
168438;"ABC's and 123's Child Care";"Licensed Home";1;"IN";"VANDERBURGH";;47715;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Amie Stewart";"812-401-2227";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
170071;"Kindergate of Evansville";"Licensed Center";3;"IN";"VANDERBURGH";"Evansville";47713;"623 Gum Street";"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Two; Three-Twelve";162;;"CCDF Provider; On My Way Pre-K";"Dena Ashenbremer";"812-422-6307";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
167064;"Dawn Z Dusk Child Care";"Licensed Home";;"IN";"VANDERBURGH";;47713;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Doris Hooper";"812-303-3688";;"5:30 AM-8:30 PM";"5:30 AM-8:30 PM";"5:30 AM-8:30 PM";"5:30 AM-8:30 PM";"5:30 AM-8:30 PM";
167693;"KIDZ CLUB DAY CARE";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"4/1/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"DEBRA TOOLE";"812-402-6317";;"5:30 AM-11:30 PM";"5:30 AM-11:30 PM";"5:30 AM-11:30 PM";"5:30 AM-11:30 PM";"5:30 AM-11:30 PM";
170041;"EVSC Infant Toddler Center at Bosse";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47714;"1300 Washington Ave";"Open";"7/1/2020";"3/31/2022";"Regular";"Infant-Three";16;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Terry Green";"812-435-8483";;"8:00 AM-3:30 PM";"7:00 AM-3:30 PM";"7:00 AM-3:30 PM";"7:00 AM-3:30 PM";"7:00 AM-3:30 PM";
541000;"Star Pupil Quality Childcare/Learning Center #2";"Licensed Home";1;"IN";"VANDERBURGH";;47714;;"Open";"8/1/2020";"12/31/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Tanesha Dodson";"812-549-6627";"7:00 AM-7:00 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"7:00 AM-5:00 PM";"7:00 AM-7:00 PM"
576033;"Star Pupil Learning Center";"Licensed Home";3;"IN";"VANDERBURGH";;47714;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider; On My Way Pre-K";"Tanesha Dodson";"812-549-6627";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM"
487403;"Creative Learning Hands";"Licensed Center";3;"IN";"VANDERBURGH";"Evansville";47714;"1357 Washington Ave";"Open";"5/31/2020";"3/31/2022";"Regular";"30 Months-Three; Three-Six";25;;"CCDF Provider; On My Way Pre-K";"Brittany Wells";"812-470-0274";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
167864;"Kiddie Kare Ministry & Preschool";"Unlicensed Registered Ministry";3;"IN";"VANDERBURGH";"Evansville";47713;"913 SE 8th Street, Suite B";"Open";"7/1/2020";"6/30/2022";"Registration";;;;"CCDF Provider; On My Way Pre-K";"Kiddie Kare Ministry & Preschool Inc.";"812-423-5219";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
170133;"LORRAINE'S DAYCARE";"Licensed Home";;"IN";"VANDERBURGH";;47713;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"LORRAINE CRIDER";"812-431-7397";"3:30 AM-11:00 PM";"3:30 AM-11:00 PM";"3:30 AM-11:00 PM";"3:30 AM-11:00 PM";"3:30 AM-11:00 PM";"3:30 AM-11:00 PM";"3:30 AM-11:00 PM"
402529;"Kids of Hope Child Care";"Unlicensed Registered Ministry";;"IN";"VANDERBURGH";"Evansville";47713;"808 SE Third Street";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Center of Hope Church";"812-402-5106";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
551439;"Yulonda Cobb";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"10/1/2020";"12/31/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Yulonda Cobb";"812-773-1528";;"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";
168346;"St. Mark's Preschool";"Unlicensed Registered Ministry";3;"IN";"VANDERBURGH";"Evansville";47714;"2300 Washington Avenue";"Open";"7/1/2020";"6/30/2022";"Registration";;;;"CCDF Provider; On My Way Pre-K";"St. Mark's Lutheran Church, ELCA";"812-476-3018";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
421486;"Annunciation Catholic School at Christ the King";"Unlicensed CCDF Certified Center/School";4;"IN";"VANDERBURGH";"Evansville";47714;"3101 Bayard Park Drive";"Open";"6/3/2021";"6/30/2022";"CCDF Certified";;;"Cognia";"CCDF Provider; On My Way Pre-K";"Matt Moore";"812-476-1792";;"7:30 AM-2:45 PM";"7:30 AM-2:45 PM";"7:30 AM-2:45 PM";"7:30 AM-2:45 PM";"7:30 AM-2:45 PM";
168413;"2nd to Best Childcare";"Licensed Home";3;"IN";"VANDERBURGH";;47713;;"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Rachelle Collins";"812-760-1864";;"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";
167333;"HEAVENLY CARE DAYCARE CENTER";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"STEPHANIE Shamell";"812-303-2273";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
428685;"Deaconess Children's Enrichment Center - East";"Licensed Center";3;"IN";"VANDERBURGH";"Evansville";47715;"1220 North Tutor Lane";"Open";"8/10/2020";"3/31/2022";"Regular";"6 Weeks-30 Months; 30 Months-Six";161;;"CCDF Provider";"Andrea L Snyder";"812-450-5437";;"5:30 AM-7:30 PM";"5:30 AM-7:30 PM";"5:30 AM-7:30 PM";"5:30 AM-7:30 PM";"5:30 AM-7:30 PM";
169056;"EVSC Preschool at Dexter";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47714;"917 S Dexter Ave";"Open";"7/1/2020";"3/31/2022";"Regular";"Three-Six";20;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Terry Green";"812-435-8483";;"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";
168731;"Mary's Child Care";"Licensed Home";3;"IN";"VANDERBURGH";;47714;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider; On My Way Pre-K";"Mary Cundiff";"812-760-2031";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
167683;"Dexter Extended Day Center";"Unlicensed CCDF Certified Center/School";;"IN";"VANDERBURGH";"Evansville";47714;"917 S. Dexter Ave (A)";"Open";"10/15/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider";"Evansville-Vanderburgh School Corporation";"812-474-0131";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
366031;"Nature Explorer Classroom";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Twelve";12;;"CCDF Provider";"Ann Robinson";"812-491-8390";;"6:00 AM-8:30 PM";"6:00 AM-8:30 PM";"6:00 AM-8:30 PM";"6:00 AM-8:30 PM";"6:00 AM-8:30 PM";
167449;"Beautiful Creations II";"Licensed Home";4;"IN";"VANDERBURGH";;47713;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";12;"National Association for Family Child Care (NAFCC)";"CCDF Provider; On My Way Pre-K";"Joni Lowery";"812-303-2069";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM"
167350;"Nana's Playhouse";"Licensed Home";4;"IN";"VANDERBURGH";;47713;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Eleven";16;;"CCDF Provider";"Annie Robinson";"812-491-8390";"8:00 AM-8:30 PM";"5:00 AM-8:30 PM";"5:00 AM-8:30 PM";"5:00 AM-8:30 PM";"5:00 AM-8:30 PM";"5:00 AM-8:30 PM";"8:00 AM-8:30 PM"
167260;"Doodle Bug Child Care";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"5/31/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Jerolyn Thomas";"812-746-6032";;"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";
168192;"Culver Family Learning Center";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47713;"1301 Judson St";"Open";"5/31/2020";"3/31/2022";"Regular";"6 Weeks-35 Months; Three-Six";245;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Terry Green";"812-435-8483";;"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";"8:30 AM-1:30 PM";
458674;"EVSC Early Learning Center - Hebron";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47714;"4400 Bellemeade Ave";"Open";"4/1/2021";"3/31/2022";"Regular";"Infant-35 Months; Two-Six";45;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Terry Green";"812-435-8483";;"5:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
168005;"Hebron Ed Center";"Unlicensed CCDF Certified Center/School";;"IN";"VANDERBURGH";"Evansville";47714;"4400 Bellemeade Ave (A)";"Open";"10/16/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider";"Evansville-Vanderburgh School Corporation";"812-474-6914";;"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";
169472;"St. Mary's/LaPetite";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47714;"800 St. Mary's Drive";"Open";"7/1/2020";"6/30/2022";"Regular";"Infant; Toddler; Two-Twelve";110;"National Early Childhood Program Accreditation (NECPA)";"CCDF Provider; On My Way Pre-K";"Laura Spillman";"812-485-7512";;"5:45 AM-6:30 PM";"5:45 AM-6:30 PM";"5:45 AM-6:30 PM";"5:45 AM-6:30 PM";"5:45 AM-6:30 PM";
169291;"Casa Maria's Creative Learning Zone";"Licensed Home";4;"IN";"VANDERBURGH";;47715;;"Open";"1/1/2020";"12/31/2021";"Regular";"Two-Twelve";12;"National Association for Family Child Care (NAFCC)";"CCDF Provider; On My Way Pre-K";"Maria Wynne";"812-471-4317";;"7:30 AM-5:30 PM";"7:30 AM-4:30 PM";"6:30 AM-5:30 PM";"7:30 AM-5:30 PM";"6:30 AM-5:30 PM";
170153;"Watch Me Grow Childcare";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Erica Horne";"812-604-8344";;"7:00 AM-11:00 PM";"7:00 AM-11:00 PM";"7:00 AM-11:00 PM";"7:00 AM-11:00 PM";"7:00 AM-11:00 PM";"8:00 AM-6:00 PM"
167079;"Comfortable Kids Home Daycare";"Licensed Home";3;"IN";"VANDERBURGH";;47714;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Danielle Clayton";"812-437-8973";;"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";
165938;"COOKIE'S DAYCARE";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Twelve";10;;"CCDF Provider";"STELLA HOUSTON";"812-909-0423";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM"
166973;"Clouds of Joy Preschool &  Learning Center";"Licensed Center";3;"IN";"VANDERBURGH";"Evansville";47715;"5017 Bellemeade Avenue";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant; Toddler; Two-Twelve";133;;"CCDF Provider; On My Way Pre-K";"Jackie Hedgepeth";"812-402-0422";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
170306;"Just Kid'n Around";"Licensed Home";;"IN";"VANDERBURGH";;47714;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Stephanie White";"812-499-7406";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
167722;"P.K.'s Kidz Daycare";"Licensed Home";3;"IN";"VANDERBURGH";;47714;;"Open";"4/1/2020";"9/30/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Pamela Stewart";"812-266-7118";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM"
169896;"Easter Seals Milestones Child Development Center";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47715;"621 South Cullen Avenue";"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Toddler; Two-Twelve";170;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Ann Feldhaus";"812-474-2244";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
167710;"All My Children";"Licensed Home";1;"IN";"VANDERBURGH";;47713;;"Open";"5/31/2020";"3/31/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Mary Turpin";"812-421-9600";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM"
168694;"Beautiful Creations";"Licensed Home";3;"IN";"VANDERBURGH";;47713;;"Open";"5/31/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider; On My Way Pre-K";"Joni Lowery";"812-303-2069";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM"
366384;"Gabriel's Garden Preschool (Annunciation at Holy Spirit)";"Unlicensed CCDF Certified Center/School";1;"IN";"VANDERBURGH";"Evansville";47714;"1760 South Lodge Ave";"Open";"9/23/2020";"9/30/2021";"CCDF Certified";;;"Cognia";"CCDF Provider; On My Way Pre-K";"Parish of the Annunciation of the Lord";"812-477-9082";;"7:15 AM-5:15 PM";"7:15 AM-5:15 PM";"7:15 AM-5:15 PM";"7:15 AM-5:15 PM";"7:15 AM-5:15 PM";
170271;"MICHELLE'S DAY CARE";"Licensed Home";;"IN";"VANDERBURGH";;47714;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";10;;"CCDF Provider";"MICHELLE Austin";"812-568-7414";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
167862;"Okey-Dokey Child Care";"Licensed Home";1;"IN";"VANDERBURGH";;47714;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Lori Banks-McNary";"812-401-0786";;"7:00 AM-11:00 PM";"7:00 AM-11:00 AM";"7:00 AM-11:00 PM";"7:00 AM-11:00 PM";"7:00 AM-11:00 PM";"7:00 AM-11:00 PM"
166222;"CHERYL'S DAYCARE";"Licensed Home";;"IN";"VANDERBURGH";;47714;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"CHERYL HOBBS";"812-401-4762";;"5:00 AM-5:30 PM";"5:00 AM-5:30 PM";"5:00 AM-5:30 PM";"5:00 AM-5:30 PM";"5:00 AM-5:30 PM";
166470;"Tekoppel Ed Center";"Unlicensed CCDF Certified Center/School";;"IN";"VANDERBURGH";"Evansville";47712;"111 N Tekoppel Rd";"Open";"11/5/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider";"Evansville-Vanderburgh School Corporation";"812-435-8336";;"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";
366232;"BMC Academy";"Licensed Home";3;"IN";"VANDERBURGH";;47714;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Barbara Eseco";"414-678-8883";"5:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"5:00 AM-11:59 PM"
603354;"Mary Cundiff";"Licensed Home";1;"IN";"VANDERBURGH";;47714;;"Open";"2/11/2021";"8/31/2021";"Provisional";"Infant-Twelve";12;;"CCDF Provider";"Mary Cundiff";"812-760-2031";;"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";
366446;"Caldwell Head Start";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47713;"626 Cross Street";"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Five";23;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Jenny Patterson";"812-492-3953";;"8:00 AM-1:30 PM";"8:00 AM-1:30 PM";"8:00 AM-1:30 PM";"8:00 AM-1:30 PM";;
166669;"Lodge Ed Center";"Unlicensed CCDF Certified Center/School";;"IN";"VANDERBURGH";"Evansville";47714;"2000 Lodge Ave";"Open";"10/15/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider";"Evansville-Vanderburgh School Corporation";"812-474-6929";;"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";
168023;"Jelly Bean Junction";"Licensed Home";3;"IN";"VANDERBURGH";;47712;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Cathy Condi";"812-480-8171";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
366357;"World Harvest Ministries, Inc.";"Unlicensed Registered Ministry";3;"IN";"VANDERBURGH";"Evansville";47714;"1111 South Green River Road";"Open";"7/1/2020";"6/30/2022";"Registration";;;;"CCDF Provider; On My Way Pre-K";"World Harvest Ministries, Inc.";"812-760-6901";;"6:45 AM-6:00 PM";"6:45 AM-6:00 PM";"6:45 AM-6:00 PM";"6:45 AM-6:00 PM";"6:45 AM-6:00 PM";
165807;"Fairlawn Children's Center";"Licensed Center";3;"IN";"VANDERBURGH";"Evansville";47714;"2000 South Alvord Boulevard";"Open";"4/1/2021";"3/31/2023";"Regular";"Toddler; Two-Ten";85;;"CCDF Provider; On My Way Pre-K";"Evangeline Lancaster";"812-477-4803";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
456782;"EVSC Early Learning Center - Fairlawn";"Licensed Center";4;"IN";"VANDERBURGH";"Evansville";47714;"2021 S Alvord Blvd";"Open";"4/1/2021";"3/31/2022";"Regular";"Infant-Two; Two-Six";74;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Terry Green";"812-435-8483";;"6:30 AM-4:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-6:30 PM";
