"ServiceType";"ProviderName";"Building";"Street1";"Street2";"City";"State";"ZipCode";"Building(Mailing)";"Street1(Mailing)";"Street2(Mailing)";"City(Mailing)";"State(Mailing)";"ZipCode(Mailing)";"ContactPerson";"Phone";"LicenseNo";"LicenseName";"Capacity";"MinimumAge";"MaximumAge";"ExpirationDate";"Island";"Area"
"BAS";"TRINITY CHRISTIAN CHURCH";;"875 AULOA RD";;"KAILUA";"HI";"96734";;"875 AULOA RD";;"KAILUA";"HI";"96734";"IRENE KANO";"808-262-8501(EXT 110)";"13637";"TRINITY CHRISTIAN SCHOOL BEFORE & AFTER SCHOOL PROGRAM";40;"5 years";"9 years";"20211130";"Oahu";"Maunawili"
"BAS";"ST PATRICK SCHOOL";;"3320 HARDING AVE";;"HONOLULU";"HI";"96816";;"3320 HARDING AVE";;"HONOLULU";"HI";"96816";"SR. ANNE CLARE DECOSTA";"808-734-8979";"13590";"ST PATRICK MORNING CARE/AFTER SCHOOL PROGRAM";120;"4 years 8 months";"14 years";"20220228";"Oahu";"Kaimuki"
"BAS";"FOUR SEASONS CAMP KOHOLA AT THE HIDEAWAY";;"92-1001 OLANI ST";;"KAPOLEI";"HI";"96707";;"92-1001 OLANI ST";;"KAPOLEI";"HI";"96707";;;"17820";"CAMP MANITOU AT FOUR SEASONS KO OLINA";25;"5 years";"13 years";"20210204";"Oahu";"Kapolei"
"BAS";"LAIOPUA ENRICHMENT PROGRAM";;"81901 ONOULI ROAD";;"KEALAKEKUA";"HI";"96750";;"PO BOX 1764";;"KAILUA-KONA";"HI";"96740";"MICHELLE ROMO";"808-355-3273";"17733";"LAIOPUA ENRICHMENT PROGRAM-KONAWAENA CAMPUS";150;"4 years 8 months";"15 years";"20201231";"Hawaii";"Kealakekua"
"BAS";"KIDZ KARE ENTERPRISES";;"1860 KOMO MAI DRIVE";;"PEARL CITY";"HI";"96782";;"94-432 PAWA WAY";;"MILILANI TOWN";"HI";"96789";"MERLE MORIKAWA";"808-623-9077";"17862";"KIDZ KARE-LEEWARD COMMUNITY CHURCH";0;;;"0";;
"BAS";"PUNAHOU SCHOOL";;"1601 PUNAHOU ST";;"HONOLULU";"HI";"96822";;"1601 PUNAHOU ST";;"HONOLULU";"HI";"96822";"JANA ITAGAKI";"808-943-3283";"13508";"PUNAHOU SCHOOL AFTER SCHOOL CARE";335;"5 years";"11 years";"20210331";"Oahu";"Oahu"
"BAS";"HANAHAUOLI SCHOOL";;"1922 MAKIKI ST";;"HONOLULU";"HI";"96822";;"1922 MAKIKI ST";;"HONOLULU";"HI";"96822";"SCHOOL";"808-949-6461";"13129";"HANAHAUOLI SCHOOL AFTER SCHOOL CARE";90;"4 years 8 months";"13 years";"20201031";"Oahu";"Makiki"
"BAS";"KE KULA O NAWAHIOKALANIOPUU IKI LPCS";;"16-120 OPUKAHAIA ST.";;"KEAAU";"HI";"96749";;"16-120 OPUKAHAIA ST.";;"KEAAU";"HI";"96749";"PUAWEHIWA KIMOKEO";"808-982-4260";"17357";"KULA AUINALA AFTERSCHOOL PROGRAM";85;"5 years";"12 years";"20201120";"Hawaii";"Keaau"
"BAS";"KIDZ KARE ENTERPRISES";;"1419 WAIMANO HOME RD";;"PEARL CITY";"HI";"96782";;"94-432 PAWA WAY";;"MILILANI TOWN";"HI";"96789";"MERLE MORIKAWA";"808-453-6470EXT. 232";"15464";"KIDZ KARE - PEARL CITY HIGHLANDS ELEMENTARY SCHOOL";60;"4 years 8 months";"12 years";"20210127";"Oahu";"Pearl City"
"BAS";"KIDZ KARE ENTERPRISES";;"1090 WAIMANO HOME RD";;"PEARL CITY";"HI";"96782";;"94-432 PAWA WAY";;"MILILANI TOWN";"HI";"96789";"MERLE MORIKAWA";"808-453-6450";"14789";"KIDZ KARE - PEARL CITY ELEMENTARY SCHOOL";300;"4 years 8 months";"12 years";"20211231";"Oahu";"Pearl City"
"BAS";"KIDZ KARE ENTERPRISES";;"2130 HOOKIEKIE ST";;"PEARL CITY";"HI";"96782";;"94-432 PAWA WAY";;"MILILANI TOWN";"HI";"96789";"MERLE MORIKAWA";"808-453-6450";"14788";"KIDZ KARE - MOMILANI ELEMENTARY SCHOOL";100;"4 years 8 months";"12 years";"20211231";"Oahu";"Pearl City"
"BAS";"MANOA JAPANESE LANGUAGE SCHOOL";;"2804 EAST MANOA RD";;"HONOLULU";"HI";"96822";;"2804 EAST MANOA RD";;"HONOLULU";"HI";"96822";"AKIRA HIRAYAMA";"808-988-2602";"13328";"MANOA JAPANESE LANGUAGE SCHOOL AFTER SCHOOL CARE PROGRAM";92;"5 years";"12 years";"20220131";"Oahu";"Manoa"
"BAS";"MAUNA KEA RESORT, LLC";"HAPUNA BEACH RESORT";"62-100 KAUNA'OA DRIVE";;"KAMUELA";"HI";"96743";"HAPUNA BEACH RESORT";"62-100 KAUNA'OA DRIVE";;"KAMUELA";"HI";"96743";"GRAYDEN HAI-KELLY";"808-882-5774";"17690";"WESTIN FAMILY KIDS CLUB";27;"5 years";"13 years";"20201018";"Hawaii";"Kamuela"
"BAS";"DHL MAHI OPCO, LLC-MAUNA LANI RESORT";;"68-1400 MAUNA LANI DRIVE";;"KAMUELA";"HI";"96743";;"68-1400 MAUNA LANI DRIVE";;"KAMUELA";"HI";"96743";"MONICA HURLEY";"808-936-1988";"17817";"MAUNA LANI RESORT";23;"4 years 8 months";"13 years";"20210109";"Hawaii";"Kamuela"
"BAS";"ST ANTHONY SCHOOL";;;;;;"0";;;;;;"0";"TIMOTHY CULLEN";"808-244-4190ext 221";"17730";"ST ANTHONY SCHOOL-AFTERSCHOOL PROGRAM";30;"5 years";"13 years";"20210131";"Maui";"Wailuku"
"BAS";"LAIOPUA ENRICHMENT PROGRAM";;"745118 KEALAKAA STREET";;"KAILUA-KONA";"HI";"96740";;"PO BOX 1764";;"KAILUA-KONA";"HI";"96740";"MICHELLE ROMO";"808-327-1221";"17732";"LAIOPUA ENRICHMENT PROGRAM-KEALAKEHE ELEMENTARY CAMPUS";150;"4 years 8 months";"15 years";"20210228";"Hawaii";"Kailua-Kona"
"BAS";"HOLY NATIVITY SCHOOL";;"5286 KALANIANAOLE HWY";;"HONOLULU";"HI";"96821";;"5286 KALANIANAOLE HWY";;"HONOLULU";"HI";"96821";"TIM SPURRIER";"808-373-3232";"15722";"HOLY NATIVITY SCHOOL BEFORE AND AFTER SCHOOL PROGRAM";41;"4 years 8 months";"13 years";"20210131";"Oahu";"Aina Haina"
"BAS";"CARDEN ACADEMY OF MAUI";;"55 MAKAENA PLACE";;"PUKALANI";"HI";"96788";;"55 MAKAENA PLACE";;"PUKALANI";"HI";"96788";"KRISTI BENDON";"808-573-6651";"17694";"CARDEN ACADEMY OF MAUI AFTER SCHOOL CARE";50;"4 years 8 months";"13 years";"20210930";"Maui";"Pukalani"
"BAS";"WINDWARD ADVENTIST SCHOOL";;"160 MOOKUA ST";;"KAILUA";"HI";"96734";;"160 MOOKUA ST";;"KAILUA";"HI";"96734";"HILDA SCOTT";"808-261-0565";"13665";"HAWAIIAN MISSION ACADEMY WINDWARD CAMPUS BAS CARE";20;"4 years 8 months";"15 years";"20210331";"Oahu";"Kailua Town"
"BAS";"MALAMALAMA WALDORF SCHOOL";;"15-1834 MAKUU DRIVE";;"KEAAU";"HI";"96749";;"HC 3 BOX 13068";;"KEAAU";"HI";"96749";"ALLYSON ANTHONY";"808-982-7701";"14749";"MALAMALAMA WALDORF AFTER SCHOOL & SUMMER PROGRAM";20;"5 years";"13 years";"20210228";"Hawaii";"Keaau"
"FCC";"CRIVELLO, TARITA S";;;;;;;;;;;;;;"808-262-6133";"13065";"TARITA AND ROWELL CRIVELLO";6;"6 weeks";"13 years";"20210531";"Oahu";"Kailua Town"
"FCC";"DAVIS, LOVENA U";;;;;;;;;;;;;;"808-247-3401";"13763";"LOVENA AND CHARLES DAVIS";6;"1 day";"6 years";"20210930";"Oahu";"Kaneohe"
"FCC";"GOMES, PAMELA M";;;;;;;;;;;;;;"808-262-2157";"13114";"PAMELA AND KEVIN GOMES";4;"1 day";"14 years";"20210731";"Oahu";"Kailua Town"
"FCC";"CAMPBELL, SHAROLYN N";;;;;;;;;;;;;;"808-247-3794";"13813";"SHAROLYN & ADAM CAMPBELL";6;"1 day";"12 years";"20210630";"Oahu";"Kaneohe"
"FCC";"KAAHUI, CHRISTINE M";;;;;;;;;;;;;;"808-990-7531";"14395";"CHRISTINE KAAHUI";6;"2 months";"13 years";"20210630";"Maui";"Kihei"
"FCC";"PAA, KELLY J";;;;;;;;;;;;;;"808-573-5923";"14795";"KELLY & EDWARD PAA";6;"1 year";"6 years";"20220930";"Maui";"Haiku"
"FCC";"MORITA, CHERYL R";;;;;;;;;;;;;;"808-423-8881";"13379";"CHERYL & MIKE MORITA";6;"1 day";"5 years";"20201231";"Oahu";"Foster Village"
"FCC";"LEASAU, CLARA M";;;;;;;;"PO BOX 1173";;"KOLOA";"HI";"96756";;"808-634-0701";"14265";"MELEKE & CLARA LEASAU";6;"1 year";"12 years";"20201014";"Kauai";"Omao"
"FCC";"LEE, JOYCE S";;;;;;;;;;;;;;"808-685-1416";"13918";"JOYCE & GARY LEE";5;"6 weeks";"5 years";"20201123";"Oahu";"Ewa Beach"
"FCC";"LINDSAY, JEANETTE J";;;;;;;;;;;;;;"808-262-7988";"13308";"JEANETTE  LINDSAY";6;"1 day";"13 years";"20211231";"Oahu";"Aikahi"
"FCC";"SUWAL MAHARJAN, SURYA L";;;;;;;;;;;;;;"808-536-7197";"13605";"SURYA SUWAL MAHARJAN & RAJU MAHARJAN SHRESTHA";6;"2 months";"12 years";"20210618";"Oahu";"Ala Moana"
"FCC";"THAPA, SAROJ";;;;;;;;;;;;;;"808-944-9871";"13613";"SAROJ AND YADAB THAPA";6;"1 month";"12 years";"20211031";"Oahu";"Moiliili"
"FCC";"QUITEVIS, REMY N";;;;;;;;;;;;;;"808-625-2210";"14100";"REMY & KENNETH QUITEVIS";6;"3 months";"8 years";"20220302";"Oahu";"Mililani Town"
"FCC";"RAMOS, ANN M";;;;;;;;;;;;;;"808-262-3253";"13519";"ANN RAMOS";6;"2 years 6 months";"7 years";"20201231";"Oahu";"Kailua Town"
"FCC";"REDDY, LATHA";;;;;;;;;;;;;;"808-395-0096";"13522";"LATHA & MANOHAR REDDY";6;"5 months";"6 years";"20210831";"Oahu";"Hawaii Kai"
"FCC";"DEREGO-IGNACIO, KATHY A";;;;;;;;;;;;;;"808-969-9427";"11328";"KATHY AND DAVID IGNACIO";6;"6 weeks";"11 years";"20220203";"Hawaii";"Hilo"
"FCC";"MONIZ, YONNE ANN L";;;;;;;;"PO BOX 1292";;"KEAAU";"HI";"96749";;"808-966-9213";"11945";"YONNE AND RANDY MONIZ";6;"1 month";"7 years";"20210228";"Hawaii";"Keaau"
"FCC";"PAIO, NATASHA L";;;;;;;;;;;;;;"808-355-8077";"14985";"NATASHA & MATTHEW PAIO, DBA MAKANA POMAI O' KAMALII";6;"1 day";"13 years";"20210624";"Hawaii";"Kailua-Kona"
"FCC";"KINEL, MERCEDITA B";;;;;;;;;;;;;;"808-941-8334";"15343";"MERCEDITA & RICHARD KINEL";6;"1 day";"4 years";"20210630";"Oahu";"Manoa"
"FCC";"FONTANILLA, JASMINE R";;;;;;;;;;;;;;"808-845-0377";"15331";"JASMINE FONTANILLA";6;"1 year";"12 years";"20210710";"Oahu";"Kapalama"
"FCC";"SHIM, SUSAN E";;;;;;;;;;;;;;"808-396-0549";"13562";"SUSAN SHIM";6;"1 day";"5 years";"20210331";"Oahu";"Kuliouou"
"FCC";"VILLON, STACEY L";;;;;;;;;;;;;;"808-871-9776";"16286";"STACEY AND SHERWIN VILLON";6;"3 months";"6 years";"20220831";"Maui";"Kahului"
"FCC";"LUM, JOANNA K";;;;;;;;"PO BOX 477";;"KAPAA";"HI";"96746";;"808-821-1862";"14942";"CORNEL SR & JOANNA LUM";6;"1 year";"12 years";"20210513";"Kauai";"Kapa'a"
"FCC";"MURAOKA, LANI M";;;;;;;;;;;;;;"808-626-8715";"15860";"LANI AND STEVEN MURAOKA";6;"2 months";"6 years";"20210328";"Oahu";"Mililani Mauka"
"FCC";"RIVERA, JOAN N";;;;;;;;;;;;;;"808-621-1047";"15058";"JOAN & BUDDY RIVERA";6;"1 day";"5 years";"20211105";"Oahu";"Wahiawa Town"
"FCC";"HUNTER, MARNI R";;;;;;;;"PO BOX 2042";;"KEALAKEKUA";"HI";"96750";;"808-323-2362";"15302";"MARNI HUNTER AND EMAILE QUINTAL DBA KID'S RULE CHILD CARE";6;"1 year 1 month";"13 years";"20201128";"Hawaii";"Captain Cook"
"FCC";"PARKER, LISA GAYE L";;;;;;;;;;;;;;"808-261-4420";"15247";"LISAGAYE & DAVID PARKER";6;"1 year";"13 years";"20201031";"Oahu";"Kailua Town"
"FCC";"STREADBECK, TARA-LYN K";;;;;;;;"PO BOX 60478";;"EWA BEACH";"HI";"96706";;"808-681-0212";"15098";"TARA-LYN AND LINCOLN STREADBECK";6;"6 weeks";"13 years";"20220122";"Oahu";"Ewa"
"FCC";"SILVA, INDRIKA P";;;;;;;;;;;;;;"808-947-9373";"15163";"INDRIKA AND ASOKA SILVA";6;"4 weeks";"14 years";"20201231";"Oahu";"McCully"
"FCC";"MADAMBA, LORELYN C";;;;;;;;;;;;;;"808-935-1301";"15266";"LORELYN MADAMBA";6;"1 year";"10 years";"20210903";"Hawaii";"Hilo"
"FCC";"MARTIN-KING, SARAH R";;;;;;;;;;;;;;"808-937-0265";"15189";"SARAH AND JONATHAN KING";6;"6 weeks";"6 years";"20220110";"Hawaii";"Hilo"
"FCC";"MARTIN, SARAHANNE M";;;;;;;;;;;;;;"808-269-5290";"15704";"SARAH & BEN MARTIN";6;"6 weeks";"13 years";"20210630";"Maui";"Kahului"
"FCC";"BANAS, LESLIE D";;;;;;;;;;;;;;"808-729-4239";"15925";"LESLIE AND WILFREDO BANAS";6;"2 months";"7 years";"20201115";"Oahu";"Pearl City"
"FCC";"KALUAHINE, DESIREE L";;;;;;;;;;;;;;"808-651-4129";"15814";"CLYDE AND DESIREE KALUAHINE";6;"2 weeks";"12 years";"20201107";"Kauai";"Hanama'ulu"
"FCC";"KANAKANUIASPILI, ANDRINA K";;;;;;;;;;;;;;"808-306-6022";"15726";"ANDRINA KANAKANUI-ASPILI AND WALTER ASPILI";6;"1 month";"12 years";"20210202";"Oahu";"Mililani Town"
"FCC";"SMITH, TRACIE I";;;;;;;;;;;;;;"808-368-8124";"15811";"TRACIE & MATTHEW SMITH";6;"6 weeks";"6 years";"20201031";"Oahu";"Aina Haina"
"FCC";"VIERRA, ALANNA M";;;;;;;;"HC 2 BOX 6889";;"KEAAU";"HI";"96749";;"808-966-5920";"15970";"ALANNA AND DANIEL VIERRA, SR.";6;"1 day";"12 years";"20201218";"Hawaii";"Keaau"
"FCC";"YOSHIZAWA, MONICA F";;;;;;;;;;;;;;"808-959-2440";"15783";"GLENN AND MONICA YOSHIZAWA";6;"6 weeks";"6 years";"20211112";"Hawaii";"Hilo"
"FCC";"AHPUCK, CAROL";;;;;;;;;;;;;;"808-661-7018";"14326";"CAROL & EDMUND AH PUCK";6;"1 day";"11 years";"20220930";"Maui";"Lahaina"
"FCC";"PYLE, KUNIKO N";;;;;;;;;;;;;;"808-269-2941";"15903";"KUNIKO AND DAVID PYLE";6;"1 day";"6 years";"20210331";"Maui";"Waikapu"
"FCC";"RESPICIO, SHANESSA K";;;;;;;;;;;;;;"808-959-0040";"15794";"REX AND SHANESSA RESPICIO";6;"1 day";"12 years";"20220116";"Hawaii";"Hilo"
"FCC";"SOARES, MISTY L";;;;;;;;"PO BOX 824";;"KALAHEO";"HI";"96741";;"808-635-8459";"15538";"DAVID & MISTY SOARES";6;"1 year";"12 years";"20220201";"Kauai";"Kalaheo"
"FCC";"LONG, SAMMY L";;;;;;;;;;;;;;"808-224-2997";"15429";"SAMMY LONG";5;"6 weeks";"5 years";"20220331";"Oahu";"Puunui"
"FCC";"BARCAI, VERNA M";;;;;;;;;;;;;;"808-243-9458";"14356";"VERNA BARCAI";6;"6 weeks";"6 years";"20210331";"Maui";"Wailuku"
"FCC";"CAMACHO, MARYJANE";;;;;;;;"PO BOX 243";;"PAAUILO";"HI";"96776";;"808-776-1245";"10707";"MARY JANE CAMACHO";6;"4 weeks";"6 years";"20220331";"Hawaii";"Paauilo"
"FCC";"FIGEROA, JOYCELYN F";;;;;;;;;;;;"96793";;"808-242-5096";"15146";"JOYCELYN & ANDREW FIGEROA";6;"1 day";"13 years";"20220531";"Maui";"Wailuku"
"FCC";"TANICALA, LORI A";;;;;;;;;;;;"96768";;"808-572-3843";"14494";"LORI & CRAWFORD TANICALA";6;"1 year";"7 years";"20210930";"Maui";"Makawao"
"FCC";"TURNER, JACQUELINE L";;;;;;;;;;;;"96793";;"808-250-5935";"14496";"JACQUELINE & PATRICK TURNER";6;"6 weeks";"5 years";"20220131";"Maui";"Wailuku"
"FCC";"CARTER, COLLEEN L";;;;;;;;;;;;"96789";;"808-397-1820";"14608";"COLLEEN & DALLAS CARTER";6;"6 months";"13 years";"20201231";"Oahu";"Mililani Town"
"FCC";"LAU, GIGI S";;;;;;;;;;;;"96816";;"808-732-6130";"15126";"GIGI AND FRANKLYN LAU";6;"4 weeks";"12 years";"20201130";"Oahu";"Palolo"
"FCC";"MILAR-OKINAKA, DESIREE P";;;;;;;;;;;;"96720";;"808-959-7759";"15244";"DESIREE MILAR-OKINAKA AND IVAN OKINAKA";6;"2 months";"6 years";"20220909";"Hawaii";"Hilo"
"FCC";"AMASOL, SOPHIA M";;;;;;;;;;;;"96707";;"808-381-6863";"15015";"SOPHIA & RUDOLPH AMASOL";6;"6 weeks";"12 years";"20210805";"Oahu";"Kapolei"
"FCC";"GAUTAM, KHIMA K";;;;;;;;;;;;"96816";;"808-343-0105";"13107";"KHIMA KUMARI GAUTAM";6;"2 months";"14 years";"20210831";"Oahu";"Kaimuki"
"FCC";"GURULUWANA, RAMYALATHA G";;;;;;;;;;;;"96816";;"808-734-0458";"13123";"RAMYALATHA AND JOSEPH GURULUWANA";6;"1 month";"13 years";"20211031";"Oahu";"Palolo"
"FCC";"MEDEIROS, MAUDLYN K";;;;;;;;;;;;"96720";;"808-981-2483";"15615";"ROBERT AND MAUDLYN MEDEIROS";4;"5 months";"6 years";"20210823";"Hawaii";"Hilo"
"FCC";"MAYEDA, HAROLDYNE P";;;;;;;;;;;;"96816";;"808-732-1547";"13345";"HAROLDYNE & MAX MAYEDA";6;"6 weeks";"12 years";"20201128";"Oahu";"Palolo"
"FCC";"NUNES, GLORIA A";;;;;;;;;;;;"96789";;"808-623-0563";"13993";"GLORIA & ALFREDO NUNES";6;"6 weeks";"13 years";"20210815";"Oahu";"Mililani Town"
"FCC";"PAJIMOLA, DEBRA A";;;;;;;;;;;;"96818";;"808-486-6489";"14069";"DEBRA & RYAN PAJIMOLA";6;"6 weeks";"13 years";"20210510";"Oahu";"Foster Village"
"FCC";"PURCELL, MEAFOU L";;;;;;;;;;;;"96706";;"808-685-5310";"14098";"MEAFOU & ELLIOTT PURCELL";6;"1 year 6 months";"11 years";"20210306";"Oahu";"Ewa"
"FCC";"SILVER, ANNA L";;;;;;;;;;;;"96706";;"808-683-3987";"14143";"ANNA AND JACK SILVER";6;"1 day";"6 years";"20210105";"Oahu";"Ewa Beach"
"FCC";"HORNOS, CHARLENE A";;;;;;;;;;;;"96706";;"808-381-4071";"15100";"CHARLENE AND MAURICE HORNOS JR";6;"6 weeks";"8 years";"20211121";"Oahu";"Ewa Beach"
"FCC";"FARLEY, TIMENA M";;;;;;;;;;;;"96731";;"808-679-8831";"14860";"TIMENA AND KAEO FARLEY";6;"6 weeks";"13 years";"20201229";"Oahu";"Kahuku"
"FCC";"CHUN, LORIE L";;;;;;;;;;;;"96789";;"808-753-1622";"14994";"LORIE & MARSHALL CHUN";6;"7 weeks";"8 years";"20211123";"Oahu";"Mililani Town"
"FCC";"REMIGIO, BELINDA M";;;;;;;;;;;;"96819";;"808-383-6644";"15420";"BELINDA AND STEVEN REMIGIO";6;"4 weeks";"10 years";"20210731";"Oahu";"Fort Shafter"
"FCC";"FREITAS, MELISSA M";;;;;;;;"PO BOX 56";;"KALAHEO";"HI";"96741";;"808-639-3340";"15008";"BYRON AND MELISSA FREITAS";6;"1 month";"12 years";"20210826";"Kauai";"Kalaheo"
"FCC";"LOUGHLIN, SHARENE K";;;;;;;;;;;;;;"808-228-6045";"16639";"SHARENE AND JASON LOUGHLIN";6;"2 months";"12 years";"20220111";"Oahu";"Mililani Town"
"FCC";"FREITAS, LIANA A";;;;;;;;;;;;;;"808-357-1110";"16535";"LIANA & KAMAKA FREITAS";6;"1 day";"6 years";"20201031";"Maui";"Makawao"
"FCC";"GLAVOR, VENUS A";;;;;;;;;;;;;;"808-879-9251";"14334";"VENUS & THOMAS GLAVOR";6;"6 weeks";"11 years";"20210331";"Maui";"Kihei"
"FCC";"KAPELIELA, CHRISTINE A";;;;;;;;;;;;;;"808-277-9111";"16240";"CHRISTINE AND SHAWN KAPELIELA";6;"2 months";"13 years";"20210113";"Oahu";"Ewa"
"FCC";"BALTERO, JACQUELINE H";;;;;;;;;;;;;;"808-375-6559";"16454";"JACQUELINE AND GABBY BALTERO";6;"1 month";"13 years";"20210630";"Oahu";"Kapolei"
"FCC";"MAFUA, LEAHMARIE M";;;;;;;;;;;;;;"808-722-5860";"16223";"LEAHMARIE AND FILOSOFIA MAFUA";6;"6 weeks";"8 years";"20210817";"Oahu";"Ewa"
"FCC";"DAVIES, JENNIFER L";;;;;;;;"HCR 2, BOX 6221";;"KEAAU";"HI";"96749";;"808-982-6383";"10849";"JENNIFER AND CLARENCE DAVIES";6;"1 day";"12 years";"20220731";"Hawaii";"Keaau"
"FCC";"ROMERO, ZOILA";;;;;;;;;;;;;;"808-623-6734";"16489";"ZOILA AND HIRAM ROMERO";6;"6 weeks";"10 years";"20210616";"Oahu";"Mililani Town"
"FCC";"ABE, VICTORIA P";;;;;;;;;;;;;;"808-372-7528";"16546";"VICTORIA ABE";6;"6 weeks";"13 years";"20210331";"Oahu";"Aiea Heights"
"FCC";"MIIKE, CHOON O";;;;;;;;;;;;;;"808-358-7342";"16638";"CHOON AND LANCE MIIKE";6;"6 weeks";"8 years";"20220103";"Oahu";"Mililani Mauka"
"FCC";"LINDSEY, MELISSA K";;;;;;;;;;;;;;"808-769-4804";"16532";"MELISSA AND JOSEPH LINDSEY";6;"1 week";"11 years";"20210504";"Hawaii";"Waikoloa"
"FCC";"ALO, ROCHELLE C";;;;;;;;;;;;;;"808-572-0262";"16583";"ROCHELLE AND MARK ALO";6;"1 year";"13 years";"20211031";"Maui";"Haiku"
"FCC";"NEUPANE, MITRA";;;;;;;;;;;;;;"808-735-1212";"13394";"MITRA & KABI RAJ NEUPANE";6;"6 weeks";"12 years";"20220121";"Oahu";"St. Louis Heights"
"FCC";"YOUNT, DAWN L";;;;;;;;;;;;;;"808-396-8922";"15403";"DAWN AND JOHN YOUNT";6;"2 months";"11 years";"20220228";"Oahu";"Hawaii Kai"
"FCC";"PRIETO, DANIELLE L";;;;;;;;;;;;;;"808-707-0350";"16436";"DANIELLE AND ROLAND PRIETO";6;"1 day";"7 years";"20210430";"Maui";"Kahului"
"FCC";"GRACE, LORELEI N";;;;;;;;;;;;;;"808-345-1780";"14661";"LORELEI AND RYAN GRACE, DBA ABC'S & 123'S CHILD CARE";6;"6 weeks";"13 years";"20210521";"Hawaii";"Kailua-Kona"
"FCC";"AMARAL, MELBA S";;;;;;;;;;;;;;"808-888-7690";"15616";"MELBA AND EDMUND AMARAL JR";6;"1 month";"13 years";"20210430";"Oahu";"Kalihi"
"FCC";"CHANG, PERRI L";;;;;;;;;;;;;;"808-842-5522";"15825";"PERRI AND RUSSELL CHANG";6;"6 weeks";"13 years";"20210430";"Oahu";"Kalihi"
"FCC";"PACHECO, MARJORIE L";;;;;;;;;;;;;;"808-261-6476";"14999";"MARJORIE & RANDAL PACHECO";6;"1 day";"13 years";"20211028";"Oahu";"Kailua Town"
"FCC";"OKAMURA, BETH M";;;;;;;;;;;;;;"808-263-2397";"13448";"BETH & CLEVE OKAMURA";6;"1 day";"13 years";"20220131";"Oahu";"Aikahi"
"FCC";"MAKANE'OLE, DONI-MAE";;;;;;;;"P O BOX 711456";;"MOUNTAINVIEW";"HI";"96771";;"808-968-7672";"15909";"DONI-MAE MAKANE'OLE";6;"1 year";"5 years";"20210520";"Hawaii";"Mountain View"
"FCC";"CHIN, ROSALIND L";;;;;;;;;;;;;;"808-244-3543";"15960";"ROSALIND & LARRY CHIN";6;"1 day";"7 years";"20220331";"Maui";"Waikapu"
"FCC";"BALKOVEKVIERNES, COURTNEY N";;;;;;;;;;;;;;"808-344-5276";"16107";"COURTNEY BALKOVEK VIERNES & VIRGILIO VIERNES";6;"1 year";"13 years";"20201130";"Maui";"Wailuku"
"FCC";"KAINOA, KUUIPO L";;;;;;;;;;;;;;"808-885-4603";"15660";"KUUIPO AND GODFREY KAINOA JR.";6;"2 months";"8 years";"20210611";"Hawaii";"Kamuela"
"FCC";"VILLAFANIA, DIAHNN F";;;;;;;;;;;;;;"808-355-8662";"15354";"DIAHNN & JEFFREY VILLAFANIA";6;"1 week";"11 years";"20210127";"Hawaii";"Kailua-Kona"
"FCC";"BRAUN, DOROTHY D";;;;;;;;;;;;;;"808-635-2594";"14259";"NORMAN & DOROTHY BRAUN";6;"1 year";"12 years";"20210528";"Kauai";"Lihu'e"
"FCC";"BALLESTEROS, BRENDA A";;;;;;;;;;;;;;"808-626-8753";"15479";"BRENDA AND HAPHIL BALLESTEROS";6;"6 weeks";"13 years";"20210925";"Oahu";"Mililani Mauka"
"FCC";"HEE, PRISCILLA Y";;;;;;;;;;;;;;"808-386-6228";"16529";"PRISCILLA & BRADLEY HEE";6;"1 month";"13 years";"20201231";"Oahu";"Puunui"
"FCC";"DOLE, SHYAMA R";;;;;;;;;;;;;;"808-214-6989";"16660";"SHYAMA AND TUAN DOLE";6;"1 day";"13 years";"20220131";"Maui";"Kahului"
"FCC";"KALER, FLORENCE M";;;;;;;;"P.O. BOX 711642";;"MOUNTAINVIEW";"HI";"96771";;"808-937-2786";"16667";"FLORENCE MAE KALER";6;"2 years 6 months";"12 years";"20210411";"Hawaii";"Mountain View"
"FCC";"KALILI, KRYSTAL L";;;;;;;;;;;;;;"808-960-3759";"16441";"KRYSTAL AND KEOLAOKALANI  KALILI";6;"2 months";"13 years";"20210205";"Hawaii";"Hilo"
"FCC";"VIDINHA, CHERYL K";;;;;;;;;;;;;;"808-652-6304";"16128";"TOBY & CHERYL VIDINHA";6;"1 day";"12 years";"20220224";"Kauai";"Kalaheo"
"FCC";"BECK, MARAU K";;;;;;;;"PO BOX 371";;"HANALEI";"HI";"96714";;"808-635-4960";"16189";"HOBEY AND MARAU BECK";6;"2 years";"6 years";"20210601";"Kauai";"Hanalei"
"FCC";"LAGUNDINO, FE G";;;;;;;;;;;;;;"808-668-2499";"16243";"FE AND NESTOR LAGUNDINO";6;"6 weeks";"6 years";"20220728";"Oahu";"Nanakuli"
"FCC";"EWING, HEIDI";;;;;;;;"PO BOX 760515";;"PAAUILO";"HI";"96776";;"808-756-5249";"16244";"HEIDI EWING AND THEODORE MERRELL";6;"1 day";"16 years";"20220725";"Hawaii";"Paauilo"
"FCC";"FREITAS, KITTY L";;;;;;;;;;;;;;"808-482-1289";"16242";"KITTY FREITAS";6;"1 month";"12 years";"20210701";"Kauai";"Puhi"
"FCC";"JOHNSON, PRISCILLA G";;;;;;;;;;;;;;"808-674-1427";"16251";"PRISCILLA GAYLE JOHNSON";6;"2 months";"5 years";"20210917";"Oahu";"Kapolei"
