ServiceType;ProviderName;Building;Street1;Street2;City;State;ZipCode;Building(Mailing);Street1(Mailing);Street2(Mailing);City(Mailing);State(Mailing);ZipCode(Mailing);ContactPerson;Phone;LicenseNo;LicenseName;Capacity;MinimumAge;MaximumAge;LicensePeriodStart;LicensePeriodEnd
GCC;KAHULUI UNION CHURCH;;101 W KAMEHAMEHA AVE;;KAHULUI;HI;96732;;101 W KAMEHAMEHA AVE;;KAHULUI;HI;96732;CHARLENE DOI;808-871-6955;14403;KAHULUI UNION CHURCH PRESCHOOL;32;2 years 6 months;6 years;05/01/2018;04/30/2020
GCC;KAILUA METHODIST PRESCHOOL;;1110 KAILUA RD;;KAILUA;HI;96734;;1110 KAILUA RD;;KAILUA;HI;96734;JADE SANTOS;808-262-7674;13205;KAILUA METHODIST PRESCHOOL;49;2 years;6 years;02/01/2017;01/31/2019
GCC;KAIMUKI CHRISTIAN SCHOOL;;1117 KOKO HEAD AVE;;HONOLULU;HI;96816;;1117 KOKO HEAD AVE;;HONOLULU;HI;96816;MARK GALLAGHER;808-732-1781;13208;KAIMUKI CHRISTIAN SCHOOL;90;2 years;12 years;12/01/2016;11/30/2018
GCC;KALAHEO MISSIONARY PRESCHOOL;;4480 HOKUA RD;;KALAHEO;HI;96741;;PO BOX 395;;KALAHEO;HI;96741;CORINNE BARCELONA;808-332-5550;14281;KALAHEO MISSIONARY PRESCHOOL;16;3 years 7 months;6 years;01/19/2017;01/18/2019
GCC;KAMAAINA CARE INC;ROOMS 1, 2, 3, 4, & 5;539 KAPAHULU AVE;;HONOLULU;HI;96815;;156 HAMAKUA DR;C;KAILUA;HI;96734;LESLIE COLBY;808-734-6112;13229;KAMAAINA KIDS ST MARKS CHILDRENS ;103;2 years;6 years;12/01/2016;11/30/2018
GCC;KAMAAINA CARE INC;;4857 BOUGAINVILLE DR;;HONOLULU;HI;96818;;156C HAMAKUA DRIVE;;KAILUA;HI;96734;CHANELLE MATTOS;808-422-9491;13861;KAMAAINA KIDS - MOANALUA;89;2 years;6 years;06/16/2018;06/15/2020
GCC;KAMAAINA CARE INC;;784 KAMEHAMEHA HWY;;PEARL CITY;HI;96782;;156 HAMAKUA DR;C;KAILUA;HI;96734;CHANELLE MATTOS;808-455-3330;13862;KAMAAINA KIDS - PEARL CITY ;54;2 years;6 years;01/29/2017;01/28/2019
GCC;KAMAAINA CARE INC;;91-1841 FT WEAVER RD;;EWA BEACH;HI;96706;;156 HAMAKUA DR;C;KAILUA;HI;96734;ERNESTINE MIRANDA;808-681-1503;14728;KAMAAINA KIDS @ CFS EWA PRESCHOOL;47;2 years;6 years;08/16/2017;08/15/2018
GCC;KAMAAINA CARE INC;;38 KANEOHE BAY DR;;KAILUA;HI;96734;;156 HAMAKUA DR;C;KAILUA;HI;96734;NICOLE SHODAHL;808-254-5402;13220;KAMAAINA KIDS AIKAHI;59;2 years;6 years;06/01/2017;05/31/2019
GCC;HAWAII BAPTIST ACADEMY;;21 BATES ST;;HONOLULU;HI;96817;;21 BATES ST;;HONOLULU;HI;96817;CHERYL HIGA;808-545-4485;13134;HAWAII BAPTIST ACADEMY SUMMER ;45;4 years;6 years;06/01/2017;05/31/2019
GCC;HAWAII KAI BAPTIST CHURCH;;265 LUNALILO HOME RD;;HONOLULU;HI;96825;;265 LUNALILO HOME RD;;HONOLULU;HI;96825;CHARLENE SATO;808-395-7854;13136;HAWAII KAI CHURCH EARLY LEARNING ;80;2 years 8 months;6 years;05/01/2018;04/30/2020
GCC;HOLY FAMILY CATHOLIC ACADEMY;;830 MAIN STREEET;;HONOLULU;HI;96818;;830 MAIN STREET;;HONOLULU;HI;96818;ALLEN AKIONA;808-421-1265;13831;HOLY FAMILY EARLY LEARNING CENTER;108;2 years 8 months;8 years;07/09/2017;07/08/2019
GCC;HOLY INNOCENTS EPISCOPAL CHURCH;;561 FRONT ST;;LAHAINA;HI;96761;;561 FRONT ST;;LAHAINA;HI;96761;CYNTHIA SHIBAO;808-667-9058;14342;HOLY INNOCENTS PRESCHOOL;34;3 years;7 years;05/01/2017;04/30/2019
GCC;HOLY NATIVITY SCHOOL;;5286 KALANIANAOLE HWY;;HONOLULU;HI;96821;;5286 KALANIANAOLE HW;;HONOLULU;HI;96821;DEDEE WONG;808-373-3232;13158;HOLY NATIVITY SCHOOL;46;2 years;6 years;09/01/2016;08/31/2018
GCC;HONOLULU CHRISTIAN CHURCH;;2207 OAHU AVE;;HONOLULU;HI;96822;;2207 OAHU AVE;;HONOLULU;HI;96822;SUZANNE HERDER;808-973-4340;13622;THE HONOLULU CHRISTIAN PRESCHOOL;49;2.5 years;6 years;02/01/2017;01/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;94-1170 WAIPAHU ST;ROOM 1-3A;WAIPAHU;HI;96797;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;MARGIE HIGA;808-686-7292;13996;HCAP HEAD START AUGUST AHRENS ;24;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;45-259 WAIKALUA RD;A6;KANEOHE;HI;96744;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;KATHLEEN H MINAMI;808-235-4172;13998;HCAP HEAD START BEN PARKER ;20;3 years;6 years;06/01/2018;05/31/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;54-046 KAMEHAMEHA HWY;RM C15;HAUULA;HI;96717;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;PATTY WILLIAMS;808-293-1934;14002;HCAP HEAD START HAUULA ;20;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;94-827 KUHAULUA ST;;WAIPAHU;HI;96797;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;SUZIE UYEDA;808-847-2400;14008;HCAP HEAD START JACK HALL;21;3 years;6 years;12/01/2017;11/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;47-280 WAIHEE RD;RM A6;KANEOHE;HI;96744;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;LYNN SAKAMOTO;808-847-2400;14009;HCAP HEAD START KAHALUU;20;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;45-495 KAMEHAMEHA HWY;A1;KANEOHE;HI;96744;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;GRANT KOGAMI;808-843-4323;14011;HCAP HEAD START KANEOHE ;20;3 years;6 years;04/01/2017;03/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;95-076 KIPAPA DR;RM P4;MILILANI TOWN;HI;96789;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;RICHELLE KIMURA-GONZALES;808-625-7193;14012;HCAP HEAD START KIPAPA ELEMENTARY;22;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;92-1750 KUNIA DR;ROOMS 1 & 2;KUNIA;HI;96759;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;BARBARA OFFERMAN;808-621-5099;14833;HCAP HEAD START KUNIA;40;3 years;6 years;12/01/2017;11/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;ROOMS P1 & P2;55-109 KULANUI ST;;LAIE;HI;96762;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;GWYNNE HAIOLA-FOSSEK;808-293-9410;14017;HCAP HEAD START LAIE ELEMENTARY;40;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;91-750 FT WEAVER RD;C-4;EWA BEACH;HI;96706;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;SHANNON ANCHETA;808-689-3575;14030;HCAP HEAD START POHAKEA ;25;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;87-169 HELELUA ST;;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;KAREN NOA;808-668-8033;14031;HCAP HEAD START PUU HELEAKALA;17;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;85-555B FARRINGTON HWY;;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;ROXANNE BELL;808-696-4815;14038;HCAP HEAD START 442;49;3 years;5 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;94-465 WAIPAHU ST;P-14;WAIPAHU;HI;96797;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;MICHIELLE FONG;808-675-0161;14040;HCAP HEAD START WAIPAHU ;24;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;1929 KAMEHAMEHA IV RD;RM. G-29;HONOLULU;HI;96819;;33 SOUTH KING ST;300;HONOLULU;HI;96813;<NO NAME>;808-841-1005;13412;HCAP HEAD START KAEWAI ELEMENTARY;20;3 years;6 years;03/01/2017;02/28/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;41133 HULI ST;RM B106;WAIMANALO;HI;96795;;1132 BISHOP STREET;SUITE 100;HONOLULU;HI;96813;PAULA HASEGAWA;808-259-7760;13438;POPE HEAD START;20;3 years;6 years;04/24/2018;04/23/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;324 KAPAHULU AVE;N101  N102;HONOLULU;HI;96815;;1132 BISHOP STREET;SUITE 100;HONOLULU;HI;96813;KIMBERLY ITAGAKI;808-847-2400;13410;JEFFERSON II HEAD START;20;3 years;6 years;10/01/2016;09/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;165 KAIHOLU ST;F13;KAILUA;HI;96734;;1132 BISHOP ST;100;HONOLULU;HI;96813;KIMBERLY ITAGAKI;808-847-2400;13415;KAINALU ELEMENTARY HEAD START;20;3 years;6 years;10/01/2017;09/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;783 NORTH KING ST;C24 & C25;HONOLULU;HI;96817;;1132 BISHOP STREET;100;HONOLULU;HI;96813;MELANIE HO;808-847-2400;13416;KAIULANI I & II HEAD START;40;3 years;6 years;09/01/2017;08/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;402 KAULUWELA PL;;HONOLULU;HI;96817;;1132 BISHOP STREET;100;HONOLULU;HI;96813;KIM ITAGAKI;808-847-2400;13422;KAULUWELA HEAD START;20;3 years;6 years;05/01/2018;04/30/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;579, MARINE CORPS HAWAII;257 REED RD;3;KAILUA;HI;96734;;1132 BISHOP STREET;100;HONOLULU;HI;96813;KIM ITAGAKI;808-847-2400;15053;KMCBH HEAD START;18;3 years;6 years;02/01/2018;01/31/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;717 N KUAKINI ST;B3;HONOLULU;HI;96817;;1132 BISHOP ST;100;HONOLULU;HI;96813;KIMBERLY ITAGAKI;808-847-2400;13428;LANAKILA ELEMENTARY HEAD START;20;3 years;6 years;10/01/2017;09/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;1701 LANAKILA AVE;;HONOLULU;HI;96817;;1132 BISHOP STREET;SUITE 100;HONOLULU;HI;96813;<NO NAME>;808-521-4531;13429;HCAP LANAKILA CDC 1 HEAD START;20;3 years;6 years;04/27/2017;04/26/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;1465 ULUPII ST;A12;KAILUA;HI;96734;;1132 BISHOP ST;100;HONOLULU;HI;96813;GRANT KOGAMI;808-847-2400;13433;MAUNAWILI ELEMENTARY HEAD START;20;3 years;6 years;11/01/2017;10/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;46-202 HAIKU RD;E6;KANEOHE;HI;96744;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;CLASSROOM;808-247-1049;14819;HCAP HEAD START HEEIA;20;3 years;6 years;02/01/2018;01/31/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;91-1028 KAUNOLU ST;RM P-13;EWA BEACH;HI;96706;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;JENNIFER TANELE;808-689-1300X282;14820;HCAP HEAD START KAIMILOA ;21;3 years;6 years;12/01/2017;11/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;1402 GLEN AVE;;WAHIAWA;HI;96786;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;STEPHANIE PAZ;808-622-5370;14834;HCAP HEAD START WAHIAWA ;20;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;67-174 FARRINGTON HWY;;WAIALUA;HI;96791;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;KAUI BLOOMFIELD;808-637-4488;14850;HCAP HEAD START WAIALUA;24;3 years;6 years;12/01/2017;11/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;324 KAPAHULU AVENUE;;HONOLULU;HI;96815;;1132 BISHOP STREET;100;HONOLULU;HI;96813;KIM ITAGAKI;808-847-2400;15263;JEFFERSON PRE-PLUS HEAD START;20;3 years;6 years;04/01/2018;03/31/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;130 CALIFORNIA AVE;;WAHIAWA;HI;96786;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;MARK MENDOZA;808-622-5368;14916;HCAP HEAD START KAALA ELEMENTARY ;20;3 years;6 years;12/01/2017;01/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;1131 ALA LILIKOI ST;;HONOLULU;HI;96818;;1132 BISHOP ST;100;HONOLULU;HI;96813;DONA VER;808-837-8068;14919;HCAP HEAD START SALT LAKE ;20;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;99-370 MOANALUA RD;;AIEA;HI;96701;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;SAMMI RAFAEL;808-485-0904;14920;HCAP HEAD START AIEA ELEMENTARY ;20;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;PORTABLE;98-450 HOOKANIKE ST;;PEARL CITY;HI;96782;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;MAXINE IGARASHI;808-454-8829;14921;HCAP HEADSTART WAIAU ELEMENTARY ;20;3 years;6 years;12/01/2017;11/30/2019
GCC;HONOLULU COMMUNITY COLLEGE;;874 DILLINGHAM BLVD;;HONOLULU;HI;96817;;874 DILLINGHAM BLVD;;HONOLULU;HI;96817;LISA YOGI;808-845-9466;13160;HONOLULU COMMUNITY COLLEGE KEIKI ;20;2 years 6 months;6 years;11/01/2017;10/31/2019
GCC;HONOLULU WALDORF SCHOOL;;350 ULUA ST;;HONOLULU;HI;96821;;350 ULUA ST;;HONOLULU;HI;96821;JOCELYN ROMERO DEMIRBAG;808-373-5492;13167;HONOLULU WALDORF SCHOOL;90;2 years;7 years;03/01/2018;02/29/2020
GCC;IAO CONGREGATIONAL CHURCH;;2371 WEST VINEYARD ST;;WAILUKU;HI;96793;;2371 WEST VINEYARD ST;;WAILUKU;HI;96793;"FLERIDA ""FLEY"" INIBA";808-242-1995;14346;IAO PRESCHOOL;40;2 years 6 months;7 years;09/01/2007;06/30/2019
GCC;KAMAAINA CARE INC;;345 KAHELU AVE;;MILILANI TOWN;HI;96789;;156C HAMAKUA DR;;KAILUA;HI;96734;KALEI LENCHANKO;808-623-1322;13859;KAMAAINA KIDS - MILILANI TECH PARK ;100;2 years;7 years;06/16/2017;06/15/2019
GCC;MENEHUNE SCHOOL;;55428 KUHIO HWY;;HANALEI;HI;96714;;PO BOX 191;;HANALEI;HI;96714;DIANE DANIELLS;808-826-6133;14314;MENEHUNE SCHOOL;16;2 years;6 years;03/18/2018;03/17/2019
GCC;MEO INC MAUI HEADSTART;;816 NIHEU ST;;LAHAINA;HI;96761;;99 MAHALANI ST;;WAILUKU;HI;96793;DEBORAH AMARAL;808-249-2988;14547;LAHAINA HEAD START;20;3 years;6 years;06/01/2017;05/31/2019
GCC;MEO INC MAUI HEADSTART;;670 WAIALE DRIVE;;WAILUKU;HI;96793;;99 MAHALANI ST;;WAILUKU;HI;96793;"DEBORAH ""DEBBI"" AMARAL";808-249-2988;14549;WAILUKU A HEAD START;20;3 years;6 years;04/01/2017;03/31/2019
GCC;MEO INC MAUI HEADSTART;;355 SOUTH HIGH ST;;WAILUKU;HI;96793;;99 MAHALANI ST;;WAILUKU;HI;96793;DEBORAH AMARAL;808-249-2988;14550;WAILUKU B HEAD START;20;3 years;6 years;12/01/2016;11/30/2018
GCC;MEO INC MAUI HEADSTART;;615 WEST PAPA AVENUE;;KAHULUI;HI;96732;;PO BOX 2122;;KAHULUI;HI;96733;DEBORAH AMARAL;808-249-2988;14579;KAHULUI A&B HEAD START;40;3 years;6 years;04/01/2018;03/31/2020
GCC;MEO INC MAUI HEADSTART;;97 PAUWELA RD;;HAIKU;HI;96708;;99 MAHALANI STREET;;WAILUKU;HI;96793;DEBORAH AMARAL;808-249-2988;14571;HAIKU HEAD START;20;2 years 8 months;6 years;01/01/2017;12/31/2018
GCC;MEO INC MAUI HEADSTART;;387 KOLAPA PL;;KAUNAKAKAI;HI;96748;;99 MAHALANI ST;;WAILUKU;HI;96793;DEBORAH AMARAL;808-249-2988;14575;KAUNAKAKAI HEAD START A;20;3 years;6 years;01/01/2017;12/31/2018
GCC;MEO INC MAUI HEADSTART;;250 EAST LIPOA ST;;KIHEI;HI;96753;;99 MAHALANI STREET;;WAILUKU;HI;96793;DEBBIE AMARAL;808-249-2988;14577;KIHEI A HEAD START;20;2 years 8 months;6 years;12/01/2017;11/30/2019
GCC;MEO INC MAUI HEADSTART;;931B MAKAWAO AVENUE;;MAKAWAO;HI;96768;;PO BOX 2122;;KAHULUI;HI;96733;DEBORAH AMARAL;808-249-2988;14582;MAKAWAO A & B HEAD START;40;3 years;6 years;01/01/2017;12/31/2018
GCC;MEO INC MAUI HEADSTART;;310 KAAHUMANU AVE;;KAHULUI;HI;96732;;PO BOX 2122;;KAHULUI;HI;96733;DEBORAH AMARAL;808-249-2988;15102;UH MAUI COLLEGE HEAD START;20;3 years;6 years;10/01/2017;09/30/2019
GCC;MILILANI BAPTIST CHURCH;;94-293 ANANIA DR;;MILILANI TOWN;HI;96789;;94-293 ANANIA DR;;MILILANI TOWN;HI;96789;CARMEL HALL;808-625-7499;13958;MILILANI BAPTIST PRESCHOOL;90;2 years 8 months;6 years;05/18/2017;05/17/2019
GCC;EXCEL CHURCH;;95-801 KIPAPA DR;;MILILANI TOWN;HI;96789;;95-801 KIPAPA DR;;MILILANI TOWN;HI;96789;DALE FAULKER;808-625-7571;13960;EXCEL CHURCH PRESCHOOL;53;2 years 9 months;12 years;05/01/2017;04/30/2019
GCC;MILILANI PRESBYTERIAN CHURCH;;95-410 KUAHELANI AVE;;MILILANI TOWN;HI;96789;;95-410 KUAHELANI AVE;;MILILANI TOWN;HI;96789;KRYSTINA YADAO;808-623-6663;13961;MILILANI PRESBYTERIAN PRESCHOOL;145;2 years;7 years;03/01/2017;02/28/2019
GCC;MOLOKAI CHRISTIAN ACADEMY;;495 PUUPEELUA AVE;;HOOLEHUA;HI;96729;;PO BOX 555;;HOOLEHUA;HI;96729;AMBER KAAHANUI;808-567-6693;14987;ALL GOD'S CHILDREN PRESCHOOL;24;3 years;6 years;03/01/2018;02/29/2020
GCC;MONTESSORI HALE O KEIKI INC;;100 KULANIHAKOI ST;;KIHEI;HI;96753;;PO BOX 2348;;KIHEI;HI;96753;LARA GAUTHIER;808-874-7441;14724;MONTESSORI HALE O KEIKI;48;2 years 8 months;10 years;03/01/2017;02/28/2019
GCC;MONTESSORI SCHOOL OF MAUI INC;;2933 BALDWIN AVE;;MAKAWAO;HI;96768;;2933 BALDWIN AVE;;MAKAWAO;HI;96768;CHERYL KAUPALOLO;808-573-0374;14446;MONTESSORI SCHOOL OF MAUI;123;2 years;7 years;12/01/2016;11/30/2018
GCC;KAMEHAMEHA SCHOOLS;;66-279A HALEIWA RD;;HALEIWA;HI;96712;;46-430 KAHUHIPA STREET;;KANEOHE;HI;96744;ANDREA WAIA'U;808-534-8742;13870;KAMEHAMEHA PRESCHOOL - HALEIWA I ;36;3 years;6 years;05/01/2017;04/30/2019
GCC;KAMEHAMEHA SCHOOLS;;87-115 WAIOLU ST;;WAIANAE;HI;96792;;87-115 WAIOLU ST;;WAIANAE;HI;96792;DARLENE PANG;808-668-1196;13873;KAMEHAMEHA PRESCHOOL - HOALIKU ;112;3 years;6 years;02/01/2018;01/31/2020
GCC;KAMEHAMEHA SCHOOLS;;45-253 WAIHEE RD;;KANEOHE;HI;96744;;41-235 ILAUHOLE ST;;WAIMANALO;HI;96795;LANI RAE LAVE;808-239-4073;13874;KAMEHAMEHA PRESCHOOL KAHALUU;20;3 years;6 years;06/01/2017;05/31/2019
GCC;KAMEHAMEHA SCHOOLS;;56-117 PUALALEA ST;#17;KAHUKU;HI;96731;;41-235 ILAUHOLE ST;;WAIMANALO;HI;96795;LANI RAE LAVE;808-293-9666;13875;KAMEHAMEHA PRESCHOOL KAHUKU;20;3 years;6 years;06/01/2018;05/31/2020
GCC;KAMEHAMEHA SCHOOLS;;1850 MAKUAKANE ST;;HONOLULU;HI;96817;;1850 MAKUAKANE ST;;HONOLULU;HI;96817;DEBBIE SUYAT;808-842-8461;13232;KAMEHAMEHA PRESCHOOL KALIHI-;144;3 years;6 years;05/01/2017;04/30/2019
GCC;KAMEHAMEHA SCHOOLS;;41235 ILAUHOLE ST;;WAIMANALO;HI;96795;;41-235 ILAUHOLE STREET;;WAIMANALO;HI;96795;SUZANNE RAMOS;808-842-8887;13235;KAMEHAMEHA PRESCHOOL WAIMANALO;80;3 years;6 years;05/01/2018;04/30/2020
GCC;KAMEHAMEHA SCHOOLS;MOKUAIKAUA CHURCH;75-5713 ALII DRIVE;;KAILUA-KONA;HI;96740;;PO BOX 1659;;KAILUA-KONA;HI;96745;WALLIE KIMURA-NOBRIGA;808-334-0599EXT 223;14641;KAMEHAMEHA SCHOOLS, KAILUA-KONA ;48;2 years;5 years;02/08/2017;02/07/2019
GCC;KAMEHAMEHA SCHOOLS;;551999 KOHALA MOUNTAIN RD;;HAWI;HI;96719;C/O KAM PRESCHOOL WAIMEA;64780 MAMALAHOA HWY;;KAMUELA;HI;96743;TRICIA TOM;;14647;KAMEHAMEHA SCHOOLS - KOHALA ;40;2 years;7 years;05/16/2018;05/15/2020
GCC;KAMEHAMEHA SCHOOLS;;64780 MAMALAHOA HWY;;KAMUELA;HI;96743;;64780 MAMALAHOA HWY;;KAMUELA;HI;96743;KAREN TOMITA;808-982-0952;14644;KAMEHAMEHA SCHOOLS - WAIMEA ;80;2 years;6 years;04/22/2018;04/21/2020
GCC;KAMEHAMEHA SCHOOLS;;374 WAIANUENUE AVENUE;;HILO;HI;96720;;101 AUPUNI STREET;STE 227;HILO;HI;96720;DARISSA KEKUAWELA;808-935-2165;14697;KAMEHAMEHA PRESCHOOL-;40;3 years;6 years;07/15/2017;07/14/2019
GCC;KAMEHAMEHA SCHOOLS;;162 BAKER AVENUE;;HILO;HI;96720;;101 AUPUNI ST;SUITE 227;HILO;HI;96720;KAREN TOMITA;808-935-2165;14830;KAMEHAMEHA PRESCHOOL - KEAUKAHA;76;2 years 6 months;6 years;01/27/2017;01/26/2019
GCC;KAMEHAMEHA SCHOOLS;;300 W. LANIKAULA STREET;;HILO;HI;96720;;101 AUPUNI STREET;STE 227;HILO;HI;96720;DARISSA KEKUAWELA;808-935-2165;15323;KAMEHAMEHA PRESCHOOL-HILO;40;3 years;6 years;08/07/2017;06/06/2019
GCC;KAMEHAMEHA SCHOOLS;CHURCH OF THE NAZARENE;74-5100 PALANI RD;;KAILUA-KONA;HI;96740;;P.O. BOX 1659;;KAILUA-KONA;HI;96745;WALLIE KIMURA-NOBRIGA;808-334-0599EXT 223;14849;KAMEHAMEHA SCHOOLS - KONA ;60;3 years;6 years;05/01/2017;04/30/2019
GCC;KAMEHAMEHA SCHOOLS;;85-179 ALA HEMA ST;;WAIANAE;HI;96792;;87-115 WAIOLU ST;;WAIANAE;HI;96792;DARLENE PANG;808-696-0152;15107;KAMEHAMEHA PRESCHOOL - PUU KAHEA;80;3 years;6 years;02/01/2018;01/31/2020
GCC;KANEOHE CHURCH OF THE NAZARENE;;45-232 PUAAE RD;;KANEOHE;HI;96744;;P O BOX  1633;;KANEOHE;HI;96744;KAY HISHINUMA;808-235-8787;14617;WINDWARD NAZARENE ACADEMY ;94;2 years;6 years;12/01/2017;11/30/2019
GCC;KAWAIAHAO CHURCH CORPORATION;;872 MISSION LN;;HONOLULU;HI;96813;;872 MISSION LN;;HONOLULU;HI;96813;SHARI MARTIN;808-585-0622;13245;KAWAIAHAO CHURCH SCHOOL;127;2 years;7 years;02/01/2018;01/31/2020
GCC;KCAA PRESCHOOLS OF HAWAII;;410 ONEAWA ST;;KAILUA;HI;96734;;2707 SOUTH KING ST;;HONOLULU;HI;96826;CHRISTINA COX;808-261-8333;13249;KCAA ATHERTON PRESCHOOL;90;2 years;6 years;04/01/2018;03/31/2020
GCC;KCAA PRESCHOOLS OF HAWAII;;6774 HAWAII KAI DR;;HONOLULU;HI;96825;;2707 S KING ST;;HONOLULU;HI;96826;LORELEI TAGAMI;808-395-7345;13250;KCAA KUAPA PRESCHOOL;150;2 years;6 years;02/01/2018;01/31/2020
GCC;KCAA PRESCHOOLS OF HAWAII;;2707 SOUTH KING ST;;HONOLULU;HI;96826;;2707 SO KING ST;;HONOLULU;HI;96826;TERRY KANDA;808-946-4072;13253;KCAA MOTHER RICE PRESCHOOL;210;2 years;6 years;04/01/2017;03/31/2019
GCC;KCAA PRESCHOOLS OF HAWAII;;1045 KAWAIAHAO ST;;HONOLULU;HI;96814;;2707 SO KING ST;;HONOLULU;HI;96826;KELLY MCNALLY;808-593-0567;13254;KCAA MURIEL PRESCHOOL;161;2 years;6 years;04/05/2017;04/04/2019
GCC;KCAA PRESCHOOLS OF HAWAII;;2511 ROSE ST;;HONOLULU;HI;96819;;2707 SO KING ST;;HONOLULU;HI;96826;KELLY KURAKAKE;808-845-4115;13256;KCAA NA LEI PRESCHOOL;114;2 years;6 years;04/21/2018;04/20/2020
GCC;KCAA PRESCHOOLS OF HAWAII;;1261 PUEO ST;;HONOLULU;HI;96816;;2707 SO KING ST;;HONOLULU;HI;96826;CHRISTINA COX;808-732-1755;13257;KCAA WAI KAHALA PRESCHOOL;125;2 years;6 years;07/01/2017;06/30/2019
GCC;KIDS INC;;2140 KANAKANUI RD;;KIHEI;HI;96753;;2140 KANAKANUI RD;;KIHEI;HI;96753;BARBARA GREEN;808-879-8786;14495;CHILDREN'S GARDEN;41;2 years;6 years;02/01/2017;01/31/2019
GCC;KILOHANA UNITED METHODIST CHURCH PRESCHOOL INC;;5829 MAHIMAHI ST;;HONOLULU;HI;96821;;5829 MAHIMAHI ST;;HONOLULU;HI;96821;ARLENE KOEGLER;808-373-4434;13273;KILOHANA UNITED METHODIST CHURCH ;68;2 years;7 years;04/01/2017;03/31/2019
GCC;PRESCHOOL AT KAPALUA;;5960 L HONOAPIILANI HWY;;LAHAINA;HI;96761;;5960 L HONOAPIILANI HWY;;LAHAINA;HI;96761;RONDILYN FRANZ;808-669-5577;14462;PRESCHOOL AT KAPALUA, THE;31;3 years;7 years;12/01/2016;11/30/2018
