"Facility";"Telephone";"ID";"Status";"Official";"Daytime Hours";"Nighttime Hours";"Daytime Ages";"Nighttime Ages";"Mailing Address";"Address";"City";"State";"Zip";"Licensee";"Mailing Address State";"Mailing Address City";"Mailing Address Zip";"DetailsURL";"Type of Care";"Star Rating";"Rating Expiration";"Accr Code";"Accreditations";"Accr Exp Date";"County"
"FIRST BAPTIST CHURCH";"(251)964-5700";1857;"Exempt";"LISA WEAVER - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 114";"1050 NORTH ALABAMA STREET";"LOXLEY";"AL";36551;"FIRST BAPTIST CHURCH";"AL";"LOXLEY";36551;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1857";"Day Care Centers";;;;;;"Baldwin"
"FIRST BAPTIST CHURCH - ROBERTSDALE";"(251)978-5324";1870;"Exempt";"MANDY MOORE - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"18200 HIGHWAY 104 WEST";"18200 HIGHWAY 104 WEST";"ROBERTSDALE";"AL";36567;"FIRST BAPTIST CHURCH - ROBERTSDALE";"AL";"ROBERTSDALE";36567;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1870";"Day Care Centers";;;;;;"Baldwin"
"FIRST BAPTIST CHURCH OF BAY MINETTE";"(251)937-3744";1856;"Exempt";"CATHRYN REYNOLDS - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 1628";"1201 HAND AVENUE";"BAY MINETTE";"AL";36507;"FIRST BAPTIST CHURCH OF BAY MINETTE";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1856";"Day Care Centers";;;;;;"Baldwin"
"FIRST BAPTIST CHURCH OF GULF SHORES";"(251)968-8124";1863;"Exempt";"DONNA HAVARD - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"2200 WEST FIRST STREET";"2200 WEST FIRST STREET";"GULF SHORES";"AL";36547;"FIRST BAPTIST CHURCH OF GULF SHORES";"AL";"GULF SHORES";36547;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1863";"Day Care Centers";;;;;;"Baldwin"
"GENESIS CHURCH";"(251)623-1792";1876;"Exempt";"KATHLEEN THRIFT - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"541 COTTON CREEK DRIVE";"541 COTTON CREEK DRIVE";"GULF SHORES";"AL";36542;"GENESIS CHURCH";"AL";"GULF SHORES";36542;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1876";"Day Care Centers";;;;;;"Baldwin"
"GOOD SHEPHERD LUTHERAN SCH. ASSN.";"(251)987-1966";1860;"Exempt";"SHELLY STOCKWELL - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"13220-A NORTH MAIN STREET";"13220-A N. MAIN STREET";"ELBERTA";"AL";36530;"GOOD SHEPHERD LUTHERAN SCH. ASSN.";"AL";"ELBERTA";36530;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1860";"Day Care Centers";;;;;;"Baldwin"
"GRACE FELLOWSHIP";"(251)968-5302";1875;"Exempt";"VICTORIA SEAVALL - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"1740 S. JUNIPER STREET";"1740 S. JUNIPER STREET";"FOLEY";"AL";36535;"GRACE FELLOWSHIP";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1875";"Day Care Centers";;;;;;"Baldwin"
"GRACE GOSPEL CHURCH";"(251)970-5437";1691;"Exempt";"HEATHER KEITH - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"230 W. LAUREL AVE.";"230 W. LAUREL AVE.";"FOLEY";"AL";36535;"GRACE GOSPEL CHURCH";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1691";"Day Care Centers";;;;;;"Baldwin"
"GRACEPORT CHURCH";"(251)626-7505";1874;"Exempt";"KATARINA BURDICK - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"980 MAIN STREET";"980 MAIN STREET";"DAPHNE";"AL";36526;"GRACEPORT CHURCH";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1874";"Day Care Centers";;;;;;"Baldwin"
"GULF SHORES UNITED METHODIST CHURCH";"(251)968-2411";1861;"Exempt";"LANA CRAWFORD - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 374";"1900 GULF SHORES PARKWAY";"GULF SHORES";"AL";36547;"GULF SHORES UNITED METHODIST CHURCH";"AL";"GULF SHORES";36547;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1861";"Day Care Centers";;;;;;"Baldwin"
"HEAVENLY SENT LEARNING CENTER INC.";"(251)970-3324";141;"Licensed";"ARLENE TROTTER - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 14 YRS";"6 WKS Through 14 YRS";"12710 COUNTY ROAD 65";"12710 COUNTY ROAD 65";"FOLEY";"AL";36535;"ARLENE F. TROTTER";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=141";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Baldwin"
"HOLY SPIRIT EPISCOPAL CHURCH";"(251)968-5219";1878;"Exempt";"DIANE WHEELER - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"616 FORT MORGAN ROAD";"616 FORT MORGAN ROAD";"GULF SHORES";"AL";36542;"HOLY SPIRIT EPISCOPAL CHURCH";"AL";"GULF SHORES";36542;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1878";"Day Care Centers";;;;;;"Baldwin"
"JUBILEE BAPTIST CHURCH";"(251)621-3977";1859;"Exempt";"MEIGHAN STERNBERG - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"9264 PLEASANT ROAD";"9264 PLEASANT ROAD";"DAPHNE";"AL";36526;"JUBILEE BAPTIST CHURCH";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1859";"Day Care Centers";;;;;;"Baldwin"
"JUBILEE EARLY CHILD DEV CENTER";"(251)625-1234";1371;"Licensed";"HEATHER BANKESTER - Director";"06:45 AM - 07:00 PM";"07:00 PM - 11:00 PM";"6 WKS Through 10 YRS";"6 WKS Through 10 YRS";"8930 SPANISH FORT BLVD";"8930 SPANISH FORT BLVD";"SPANISH FORT";"AL";36527;"JUBILEE EARLY CHILD DEV CENTER L.L.C.";"AL";"SPANISH FORT";36527;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1371";"Day Care Centers";;;;;;"Baldwin"
"JUBILEE EARLY HEAD START/HEAD START CTR.";"(251)517-5034";1274;"Licensed";"MONICA BYRD - Director";"07:00 AM - 04:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"24044 U S HIGHWAY 98";"24044 U S HIGHWAY 98";"FAIRHOPE";"AL";36532;"GULF REGIONAL CHILDHOOD SERVICES";"AL";"FAIRHOPE";36532;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1274";"Day Care Centers";;;;;;"Baldwin"
"KID PLUS CHILD DEV CENTER";"(251)970-1566";1353;"Licensed";"CONSTANCE JACKSON - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 16 YRS";"N/A";"900 S. BAY STREET";"900 S BAY STREET";"FOLEY";"AL";36535;"KID PLUS CHILD DEV CENTERS INC";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1353";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Baldwin"
"KIDS' KABIN DAY CARE";"(251)375-0152";1568;"Licensed";"KELLY LEE - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"10 WKS Through 6 YRS";"N/A";"27730 MAIN STREET";"27730 MAIN STREET";"DAPHNE";"AL";36526;"KELLY'S KREATIONS LLC";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1568";"Day Care Centers";1;"Daytime Hours: 07:00 AM - 05:30 PM";;;;"Baldwin"
"KIDZ LEARNING CENTER";"(251)964-4200";1620;"Licensed";"STACEY BAIN - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1074 NORTH HICKORY STREET";"1074 NORTH HICKORY STREET";"LOXLEY";"AL";36551;"TYLERPAIGE INC.";"AL";"LOXLEY";36551;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1620";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Baldwin"
"KINDER~KASTLE LLC";"(251)752-3929";1637;"Licensed";"LYNN SMITH - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 16 YRS";"N/A";"115 N DOBSON AVENUE";"115 N DOBSON AVENUE";"BAY MINETTE";"AL";36507;"LYNN SMITH";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1637";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Baldwin"
"KINDERKIDS LEARNING CENTER, INC.";"(251)626-1855";1686;"Licensed";"WANDA BURROUGHS - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 18 YRS";"N/A";"10142 COUNTY RD 64";"10142 COUNTY RD 64";"DAPHNE";"AL";36526;"KINDERKIDS LEARNING CENTER, INC.";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1686";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Baldwin"
"LIGHTHOUSE ACADEMY OF EXC. & ACHIEVEMENT";"(251)327-8600";1214;"Licensed";"TEJUANIA NELSON - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1829 U. S. HIGHWAY 31";"1829 U. S. HIGHWAY 31";"BAY MINETTE";"AL";36507;"LIGHTHOUSE CH. OF THE APOSTOLIC FAITH";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1214";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Baldwin"
"LITTLE CRUSADERS";"(251)621-6363";235;"Licensed";"RIVERS CALVERT - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"9023 LAWSON RD";"9023 LAWSON RD";"DAPHNE";"AL";36526;"LITTLE CRUSADERS, L.L.C";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=235";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Baldwin"
"LITTLE LEARNERS MINISTRIES";"(251)923-7602";1872;"Exempt";"TIA SMITH - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"708 WEST LAUREL AVENUE";"708 WEST LAUREL AVENUE";"FOLEY";"AL";36535;"LITTLE LEARNERS MINISTRIES";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1872";"Day Care Centers";;;;;;"Baldwin"
"LITTLE TYKES DAYCARE";"(251)213-7460";316;"Licensed";"ALYSSA YOHN - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"18 MOS Through 5 YRS";"N/A";"103-C HIGHWAY 59";"103-C HIGHWAY 59";"SUMMERDALE";"AL";36567;"ELIZABETH YOHN";"AL";"SUMMERDALE";36567;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=316";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Baldwin"
"MILESTONES CHILD CARE CENTER";"(251)960-1616";1619;"Licensed";"JOHN MELENDEZ - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1074 CYPRESS STREET";"1074 CYPRESS STREET";"LOXLEY";"AL";36551;"TYLERPAIGE, INC.";"AL";"LOXLEY";36551;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1619";"Day Care Centers";;;;;;"Baldwin"
"NEW FELLOWSHIP LEARNING CENTER";"(251)943-1168";823;"Licensed";"LINDA MCGOWIN-ENGLISH - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"P.O. BOX 1285";"17535 LITTLE ROCK RD";"FOLEY";"AL";36535;"NEW FELLOWSHIP LEARNING CENTER";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=823";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Baldwin"
"ORANGE BEACH UNITED METHODIST CHURCH";"(251)981-6751";1865;"Exempt";"PAM KREAMER - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"28751 CANAL ROAD";"28751 CANAL ROAD";"ORANGE BEACH";"AL";36561;"ORANGE BEACH UNITED METHODIST CHURCH";"AL";"ORANGE BEACH";36561;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1865";"Day Care Centers";;;;;;"Baldwin"
"OUR LITTLE SPROUTS DAYCARE - PRESCHOOL";"(251)300-9822";1797;"Licensed";"AMMY ELEDGE - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"28848 NORTH MAIN STREET";"28848 NORTH MAIN STREET";"DAPHNE";"AL";36526;"GARY BRIGHTBILL";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1797";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Baldwin"
"PRECIOUS MOMENTS LEARNING CENTER";"(251)943-4399";1462;"Licensed";"MONICA PIERCE - Director";"06:00 AM - 07:00 PM";"N/A - N/A";"2 WKS Through 15 YRS";"N/A";"1900 S. OAK STREET";"1900 S. OAK STREET";"FOLEY";"AL";36535;"MONICA PIERCE";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1462";"Day Care Centers";;;;;;"Baldwin"
"RESTORATION PLACE CHURCH";"(251)626-5120";1854;"Exempt";"TERRY EADY - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 401";"616 WHISPERING PINES ROAD";"DAPHNE";"AL";36526;"RESTORATION PLACE CHURCH";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1854";"Day Care Centers";;;;;;"Baldwin"
"RESURRECTION CHURCH";"(251)626-2287";1862;"Exempt";"LEE SCIONEAUX - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"2401 MAIN STREET";"2401 MAIN STREET";"DAPHNE";"AL";36526;"RESURRECTION CHURCH";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1862";"Day Care Centers";;;;;;"Baldwin"
"RFM LEARNING ACADEMY";"(251)459-0178";1541;"Licensed";"ILENA ROWE - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"9585 MILTON JONES RD";"9585 MILTON JONES RD";"DAPHNE";"AL";36526;"RESTORATION FELLOWSHIP MINISTRIES, INC";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1541";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Baldwin"
"SAINT BENEDICT CATHOLIC SCHOOL";"(251)986-8143";1883;"Exempt";"KELLY ROHE - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"12786 ILLINOIS STREET";"12786 ILLINOIS STREET";"ELBERTA";"AL";36530;"SAINT BENEDICT CATHOLIC SCHOOL";"AL";"ELBERTA";36530;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1883";"Day Care Centers";;;;;;"Baldwin"
"SON AND STARS EARLY LEARNING ACADEMY LLC";"(251)304-9714";1815;"Licensed";"AUTUMN ZELLNER - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"2 1/2 YRS Through 6 YRS";"N/A";"P.O. BOX 1216";"25270 COUNTY ROAD 54";"DAPHNE";"AL";36526;"SON AND STARS EARLY LEARNING ACADEMY LLC";"AL";"FAIRHOPE";36533;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1815";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Baldwin"
"SOUTH BALDWIN CHRISTIAN ACADEMY";"(251)968-1230";1879;"Exempt";"AUDRY BEDFORD - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"6900 HWY 59";"6900 HWY 59";"GULF SHORES";"AL";36542;"SOUTH BALDWIN CHRISTIAN ACADEMY";"AL";"GULF SHORES";36542;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1879";"Day Care Centers";;;;;;"Baldwin"
"SPANISH FORT PRESBYTERIAN CHURCH";"(251)626-7137";1868;"Exempt";"LAURA ROBERTS - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 7386";"6620 SPANISH FORT BLVD.";"SPANISH FORT";"AL";36577;"SPANISH FORT PRESBYTERIAN CHURCH";"AL";"SPANISH FORT";36577;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1868";"Day Care Centers";;;;;;"Baldwin"
"ST. JAMES EPISCOPAL CHURCH";"(251)928-2912";1873;"Exempt";"DENSON FREEMAN, JR. - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"860 NORTH SECTION STREET";"860 NORTH SECTION STREET";"FAIRHOPE";"AL";36532;"ST. JAMES EPISCOPAL CHURCH";"AL";"FAIRHOPE";36532;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1873";"Day Care Centers";;;;;;"Baldwin"
"ST. PATRICK'S CATHOLIC SCHOOL";"(251)947-5054";1869;"Exempt";"MARGARET HARTE - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"P.O. BOX 609";"23070 HIGHWAY 59, NORTH";"ROBERTSDALE";"AL";36567;"ST. PATRICK'S CATHOLIC SCHOOL";"AL";"ROBERTSDALE";36567;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1869";"Day Care Centers";;;;;;"Baldwin"
"ST. PAUL'S EPISCOPAL CHURCH";"(251)626-2774";1880;"Exempt";"ELIZABETH FAUST - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"28788 N. MAIN STREET";"28788 N. MAIN STREET";"DAPHNE";"AL";36526;"ST. PAUL'S EPISCOPAL CHURCH";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1880";"Day Care Centers";;;;;;"Baldwin"
"STARS EARLY LEARNING ACADEMY LLC";"(770)309-6528";1750;"Licensed";"AUTUMN ZELLNER - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 13 YRS";"N/A";"P O BOX 1216";"8209 GAYFER ROAD EXT.";"FAIRHOPE";"AL";36532;"STARS EARLY LEARNING ACADEMY LLC";"AL";"FAIRHOPE";36532;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1750";"Day Care Centers";;;;;;"Baldwin"
"SWIFT PRESBYTERIAN CHURCH";"(251)943-8367";1864;"Exempt";"ABBY SIKES - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"23208 SWIFT CHURCH ROAD";"23208 SWIFT CHURCH ROAD";"FOLEY";"AL";36535;"SWIFT PRESBYTERIAN CHURCH";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1864";"Day Care Centers";;;;;;"Baldwin"
"THE NEIGHBORHOOD SCHOOL";"(251)626-0074";1851;"Licensed";"CARRIANN TOOMBS - Director";"06:30 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 14 YRS";"6 WKS Through 14 YRS";"26481 KENSINGTON PLACE";"26481 KENSINGTON PLACE";"DAPHNE";"AL";36526;"THE NEIGHBORHOOD SCHOOL, INC";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1851";"Day Care Centers";;;;;;"Baldwin"
"TINY TOROS LEARNING ACADEMY";"(251)621-6655";1816;"Licensed";"ALANNA JADE COOPER - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"8 WKS Through 5 YRS";"N/A";"11065B HWY 31";"11065B HWY 31";"SPANISH FORT";"AL";36527;"JADE COOPER/TINY TOROS LEARNING ACADEMY";"AL";"SPANISH FORT";36527;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1816";"Day Care Centers";;;;;;"Baldwin"
"TINY TOTS ACADEMY";"(251)625-6625";222;"Licensed";"KATIE TURNAGE - Director";"06:30 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 14 YRS";"N/A";"25478 FRIENDSHIP ROAD SUITE A";"25478 FRIENDSHIP ROAD # A";"DAPHNE";"AL";36526;"ROBERT & CINDY TURNAGE/ROBIN GRUBER";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=222";"Day Care Centers";;;;;;"Baldwin"
"TLC LEARNING CENTER";"(251)952-8521";1752;"Licensed";"TANEKA CLAUSELL - Director";"06:00 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"8360 HIGHWAY 59";"8360 HIGHWAY 59";"FOLEY";"AL";36535;"TANEKA CLAUSELL";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1752";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Baldwin"
"VISIONS OF N. BALDWIN CHILD DEV CENTER";"(251)580-4209";58;"Licensed";"KYLIE THOMPSON - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"3 WKS Through 15 YRS";"N/A";"801 W. 14TH STREET";"801 W. 14TH STREET";"BAY MINETTE";"AL";36507;"VISIONS OF N. BALDWIN CHILD DEV. CTR,LLC";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=58";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Baldwin"
"WEINACKER'S MONTESSORI SCHOOL-LF";"(251)259-5037";1288;"Licensed";"LORETTA HURST - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"06 WKS Through 12 YRS";"N/A";"28765 N. MAIN ST.";"28765 N. MAIN ST.";"DAPHNE";"AL";36526;"WEINACKER'S MONTESSORI SCHOOL, INC.";"AL";"DAPHNE";36526;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1288";"Day Care Centers";;;;;;"Baldwin"
"ANGELA'S HOME DAYCARE";"(251)947-2779";598;"Licensed";"ANGELA JOHNSON - Director";"07:00 AM - 04:30 PM";"N/A - N/A";"2 WKS Through 12 YRS";"N/A";"24938 NEWPORT ROAD";"24938 NEWPORT ROAD";"ROBERTSDALE";"AL";36567;"ANGELA W BROWN";"AL";"ROBERTSDALE";36567;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=598";"Family Child Care Homes";;;;;;"Baldwin"
"B'S DAY CARE HOME";"(251)604-1614";449;"Licensed";"BELINDA DOUGLAS - Director";"07:00 AM - 04:30 PM";"N/A - N/A";"6 WKS Through 4 YRS";"N/A";"407 VOLANTA AVE";"407 VOLANTA AVE";"FAIRHOPE";"AL";36532;"BELINDA DOUGLAS";"AL";"FAIRHOPE";36532;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=449";"Family Child Care Homes";;;;;;"Baldwin"
"B'S LITTLE MUNCHKINS";"(251)509-5705";702;"Licensed";"BRIDGET PEAK - Director";"06:30 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"11329 VINSON ROAD";"11329 VINSON ROAD";"BAY MINETTE";"AL";36507;"BRIDGET PEAK";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=702";"Family Child Care Homes";;;;;;"Baldwin"
"CIRCLE OF FRIENDS";"(251)943-2638";375;"Licensed";"LISA ALEXANDER - Director";"07:00 AM - 04:30 PM";"N/A - N/A";"6 WKS Through 8 YRS";"N/A";"10887 SWIFT CHURCH RD N";"10887 SWIFT CHURCH RD N";"FOLEY";"AL";36535;"LISA ALEXANDER";"AL";"FOLEY";36535;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=375";"Family Child Care Homes";;;;;;"Baldwin"
"DARLENE TAYLOR";"(251)580-5275";641;"Licensed";"DARLENE TAYLOR - Director";"06:30 AM - 04:30 PM";"N/A - N/A";"6 WKS Through 18 YRS";"N/A";"P.O BOX 43";"831 BRADY ROAD";"BAY MINETTE";"AL";36507;"DARLENE TAYLOR";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=641";"Family Child Care Homes";1;"Daytime Hours: 06:30 AM - 04:30 PM";;;;"Baldwin"
"ITTY BITTIES";"(251)752-4594";460;"Licensed";"STACIE BOYINGTON - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"11527 WHITEHOUSE FORK RD";"11527 WHITEHOUSE FORK RD";"BAY MINETTE";"AL";36507;"STACIE BOYINGTON";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=460";"Family Child Care Homes";;;;;;"Baldwin"
"KARLA BOYSE";"(334)704-3560";596;"Licensed";"KARLA BOYSE - Director";"07:00 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 13 YRS";"N/A";"9622 COUNTY ROAD 24";"9622 COUNTY ROAD 24";"FAIRHOPE";"AL";36532;"KARLA BOYSE";"AL";"FAIRHOPE";36532;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=596";"Family Child Care Homes";;;;;;"Baldwin"
"KATHY WILES' DAY CARE";"(251)928-8518";613;"Licensed";"KATHY WILES - Director";"07:00 AM - 04:00 PM";"N/A - N/A";"6 WKS Through 4 YRS";"N/A";"302 GAYFER CT";"302 GAYFER CT";"FAIRHOPE";"AL";36532;"KATHY WILES";"AL";"FAIRHOPE";36532;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=613";"Family Child Care Homes";;;;;;"Baldwin"
"KID COUNTRY DAYCARE";"(251)214-1475";440;"Licensed";"MARY MILLER - Director";"07:00 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"9750 COUNTY ROAD 24";"9750 COUNTY ROAD 24";"FAIRHOPE";"AL";36532;"MARY KATE MILLER";"AL";"FAIRHOPE";36532;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=440";"Family Child Care Homes";;;;;;"Baldwin"
"KIMBERLY KILLINGS";"(251)656-6633";168;"Licensed";"KIMBERLY KILLINGS - Director";"07:30 AM - 04:30 PM";"N/A - N/A";"6 WKS Through 16 YRS";"N/A";"12771 JOE CARTER RD";"12771 JOE CARTER RD";"BAY MINETTE";"AL";36507;"KIMBERLY COX KILLINGS";"AL";"BAY MINETTE";36507;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=168";"Family Child Care Homes";;;;;;"Baldwin"
"LOVE'S TENDER CARE";"(251)621-5642";1665;"Licensed";"WENDY LOVE - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"30830 JOSEPH DRIVE";"30830 JOSEPH DR";"SPANISH FORT";"AL";36527;"WENDY D. LOVE";"AL";"SPANISH FORT";36527;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1665";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Baldwin"
