"id";"name";"address";"city";"state";"zip";"county";"phone";"location website";"email";"details";"main url";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour"
1170991;"MUSLIM COMMUNITY CENTER OF TUCSON";"5100 NORTH KEVY PLACE";"TUCSON";"AZ";85704;"PIMA";"(520)241-9299";;;;;;;;;;;;;;;;;;;;;;
1170992;"N.A.C.O.G. - BEAVER CREEK HEAD START";"4810 EAST BEAVER CREEK ROAD";"RIMROCK";"AZ";86335;"YAVAPAI";"(928)774-9504";;;;;;;;;;;;;;;;;;;;;;
1170994;"NEXT GENERATION EARLY CHILD CARE AND LEARNING CENTER, L.L.C.";"474 SOUTH MAIN STREET";"CAMP VERDE";"AZ";86322;"YAVAPAI";"(928)274-0939";;;;;;;;;;;;;;;;;;;;;;
1170995;"NINA'S FAMILY CHILDCARE AT PARK LEE";"4710 NORTH 15TH DRIVE";"PHOENIX";"AZ";85015;"MARICOPA";"(602)266-1768";;;;;;;;;;;;;;;;;;;;;;
1170996;"PAIDEIA PRESCHOOL SOUTH MOUNTAIN, LLC";"1535 EAST BASELINE ROAD";"PHOENIX";"AZ";85042;"MARICOPA";"(602)343-3043";;;;;;;;;;;;;;;;;;;;;;
1170997;"PRIMROSE SCHOOL OF GILBERT AT SANTAN";"4050 SOUTH VAL VISTA DRIVE";"GILBERT";"AZ";85297;"MARICOPA";"(480)255-4375";;;;;;;;;;;;;;;;;;;;;;
1170998;"SAN PEDRO VALLEY DAYCARE AND PRESCHOOL";"1275 EAST BARNEY LANE";"BENSON";"AZ";85602;"COCHISE";"(520)586-4314";;;;;;;;;;;;;;;;;;;;;;
1170999;"SARRC COMMUNITY SCHOOL - TEMPE CAMPUS";"975 EAST WARNER ROAD";"TEMPE";"AZ";85284;"MARICOPA";"(602)501-6711";;;;;;;;;;;;;;;;;;;;;;
1171000;"SHELLIE'S EARLY START LEARNING CENTER #2";"1923 EAST BROADWAY ROAD";"PHOENIX";"AZ";85040;"MARICOPA";"(602)268-3774";;;;;;;;;;;;;;;;;;;;;;
1171001;"ST. FRANCIS OF ASSISI SCHOOL";"700 WEST 18TH STREET";"YUMA";"AZ";85364;"YUMA";"(928)782-1539";;;;;;;;;;;;;;;;;;;;;;
1171002;"ST. MARK LITTLE TOTS CHILDREN CENTER";"2727 WEST TANGERINE ROAD";"TUCSON";"AZ";85742;"PIMA";"(520)469-7835";;;;;;;;;;;;;;;;;;;;;;
1171003;"SUNRISE PRESCHOOLS #129";"13201 WEST THOMAS ROAD";"GOODYEAR";"AZ";85395;"MARICOPA";"(623)536-1020";;;;;;;;;;;;;;;;;;;;;;
1171004;"SUNRISE PRESCHOOLS #130";"11090 NORTH FRANK LLOYD WRIGHT BLVD";"SCOTTSDALE";"AZ";85259;"MARICOPA";"(480)314-1071";;;;;;;;;;;;;;;;;;;;;;
1171005;"SUNRISE PRESCHOOLS #132";"1628 EAST BROADWAY ROAD";"TEMPE";"AZ";85282;"MARICOPA";"(480)820-1861";;;;;;;;;;;;;;;;;;;;;;
1171006;"SUNRISE PRESCHOOLS #134";"102 NORTH LINDSAY ROAD";"MESA";"AZ";85213;"MARICOPA";"(480)830-5500";;;;;;;;;;;;;;;;;;;;;;
1171007;"SUNRISE PRESCHOOLS #137";"1415 EAST BELL ROAD";"PHOENIX";"AZ";85022;"MARICOPA";"(623)780-2007";;;;;;;;;;;;;;;;;;;;;;
1171008;"SUNRISE PRESCHOOLS #140";"3270 EAST RAY ROAD";"GILBERT";"AZ";85296;"MARICOPA";"(480)279-0400";;;;;;;;;;;;;;;;;;;;;;
1171009;"SUNRISE PRESCHOOLS #142";"1365 SOUTH GILBERT ROAD";"MESA";"AZ";85204;"MARICOPA";"(480)218-5577";;;;;;;;;;;;;;;;;;;;;;
1171011;"SUNRISE PRESCHOOLS #216";"10633 EAST APACHE TRAIL #103";"APACHE JUNCTION";"AZ";85120;"PINAL";"(480)357-4990";;;;;;;;;;;;;;;;;;;;;;
1171012;"SUNRISE PRESCHOOLS #282";"641 WEST SOUTHERN AVENUE";"MESA";"AZ";85210;"MARICOPA";"(480)833-0353";;;;;;;;;;;;;;;;;;;;;;
1171013;"SUNRISE PRESCHOOLS #295";"2217 NORTH POWER ROAD #1001";"MESA";"AZ";85215;"MARICOPA";"(480)219-8407";;;;;;;;;;;;;;;;;;;;;;
1171014;"TOTSPOT PRESCHOOL TOO, LLC";"1075 EAST RIGGS ROAD #4";"CHANDLER";"AZ";85249;"MARICOPA";"(480)895-0206";;;;;;;;;;;;;;;;;;;;;;
1171015;"TREE OF LIFE PRESCHOOL ACADEMY, L.L.C.";"6900 SOUTH 24TH STREET";"PHOENIX";"AZ";85042;"MARICOPA";"(602)309-4698";;;;;;;;;;;;;;;;;;;;;;
1171016;"TWINKLE LITTLE ANGELS CHILD CARE";"6203 EAST BEVERLY STREET";"TUCSON";"AZ";85711;"PIMA";"(520)207-9388";;;;;;;;;;;;;;;;;;;;;;
1171017;"U3 ACADEMY CHILDCARE CENTER L.L.C.";"128 NORTH 7TH STREET";"SIERRA VISTA";"AZ";85635;"COCHISE";"(520)686-7877";;;;;;;;;;;;;;;;;;;;;;
1171018;"VAL VISTA ACADEMY";"4120 SOUTH VAL VISTA DRIVE";"GILBERT";"AZ";85297;"MARICOPA";"(480)656-5555";;;;;;;;;;;;;;;;;;;;;;
1171019;"W.A.C.O.G. - PECAN GROVE HEAD START";"600 SOUTH 21ST AVENUE";"YUMA";"AZ";85364;"YUMA";"(928)502-8050";;;;;;;;;;;;;;;;;;;;;;
1171020;"WHIZ KIDZ PRESCHOOL - SCOTTSDALE";"7214 EAST JENAN DRIVE";"SCOTTSDALE";"AZ";85260;"MARICOPA";"(480)999-0944";;;;;;;;;;;;;;;;;;;;;;
1171021;"WIGGLES AND GIGGLES, L.L.C.";"9009 WEST LAKE PLEASANT PARKWAY";"PEORIA";"AZ";85382;"MARICOPA";"(623)297-5746";;;;;;;;;;;;;;;;;;;;;;
1171022;"Y.M.C.A. AT DESERT CHRISTIAN ELEMENTARY";"9415 EAST WRIGHTSTOWN ROAD";"TUCSON";"AZ";85715;"PIMA";"(520)885-4800";;;;;;;;;;;;;;;;;;;;;;
1171023;"A.E.S.D. #68 - CORDOVA MIDDLE SCHOOL";"5631 NORTH 35TH AVENUE";"PHOENIX";"AZ";85017;"MARICOPA";"(602)841-0704";;;;;;;;;;;;;;;;;;;;;;
1171024;"B.U.S.D.#9 - BOBCAT CITIZEN PRESCHOOL";"200 WEST UNION STREET";"BENSON";"AZ";85602;"COCHISE";"(520)720-6750";;;;;;;;;;;;;;;;;;;;;;
1171025;"C.S.D.#83 - CARTWRIGHT EARLY CHILDHOOD CENTER";"5480 WEST CAMPBELL AVENUE";"PHOENIX";"AZ";85031;"MARICOPA";"(623)691-5700";;;;;;;;;;;;;;;;;;;;;;
1171026;"C.U.S.D. #24 - CANYON DE CHELLY";"HWY 191";"CHINLE";"AZ";86503;"APACHE";"(928)674-9200";;;;;;;;;;;;;;;;;;;;;;
1171027;"F.U.S.D.#1 - SAN TAN HEIGHTS HAWKS";"2500 WEST SAN TAN HEIGHTS BLVD";"QUEEN CREEK";"AZ";85142;"MARICOPA";"(480)888-2930";;;;;;;;;;;;;;;;;;;;;;
1171028;"G.E.S.D. #40 - COYOTE RIDGE EXTENDED DAY";"7677 WEST BETHANY HOME ROAD";"GLENDALE";"AZ";85303;"MARICOPA";"(623)237-5586";;;;;;;;;;;;;;;;;;;;;;
1171030;"K.E.S.D.#28 - C.I. WAGGONER ELEMENTARY";"1050 EAST CARVER ROAD";"TEMPE";"AZ";85284;"MARICOPA";"(480)541-5600";;;;;;;;;;;;;;;;;;;;;;
1171031;"L.E.S.D.#59 - PASEO POINT KIDS KLUB";"8800 SOUTH 55TH AVENUE";"LAVEEN";"AZ";85339;"MARICOPA";"(602)237-7058";;;;;;;;;;;;;;;;;;;;;;
1171032;"M.S.D.#18 - WILDKITTEN DEN";"301 PLAZA DRIVE";"MORENCI";"AZ";85540;"GREENLEE";"(928)865-0632";;;;;;;;;;;;;;;;;;;;;;
1171033;"M.U.S.D.#6 - GLADDEN FARMS L.E.A.P./ PRESCHOOL";"11745 WEST GLADDEN FARMS DRIVE";"MARANA";"AZ";85653;"PIMA";"(520)682-1180";;;;;;;;;;;;;;;;;;;;;;
1171034;"MAINE CONSOLIDATED SCHOOL DISTRICT #10";"10 NORTH VALLEY ROAD";"FLAGSTAFF";"AZ";86018;"COCONINO";"(928)635-2115";;;;;;;;;;;;;;;;;;;;;;
1171035;"P.U.S.D.#11 - PIONEER ECCEL";"6315 WEST PORT AU PRINCE LANE";"GLENDALE";"AZ";85306;"MARICOPA";"(623)773-6675";;;;;;;;;;;;;;;;;;;;;;
1171036;"P.U.S.D.#11 - SAHUARO RANCH KIDZONE";"10401 NORTH 63RD AVENUE";"GLENDALE";"AZ";85302;"MARICOPA";"(623)773-6680";;;;;;;;;;;;;;;;;;;;;;
1171037;"RIVERSIDE ELEMENTARY SCHOOL DISTRICT #2";"1414 SOUTH 51ST AVENUE";"PHOENIX";"AZ";85043;"MARICOPA";"(602)477-8900";;;;;;;;;;;;;;;;;;;;;;
1171038;"S.O.C.U.S.D. - SEDONA INTEGRATED PRESCHOOL";"25 SADDLEHORN ROAD";"SEDONA";"AZ";86351;"COCONINO";"(928)204-6560";;;;;;;;;;;;;;;;;;;;;;
1171039;"T.U.S.D.#1 - BANKS PRESCHOOL PROGRAM";"3200 SOUTH LEAD FLOWER AVENUE";"TUCSON";"AZ";85735;"PIMA";"(520)908-5700";;;;;;;;;;;;;;;;;;;;;;
1171040;"T.U.S.D.#1 - BLOOM PRESCHOOL PROGRAM";"8310 EAST PIMA STREET";"TUCSON";"AZ";85715;"PIMA";"(520)731-3700";;;;;;;;;;;;;;;;;;;;;;
1171041;"T.U.S.D.#1 - HOLLADAY PRESCHOOL PROGRAM";"1110 EAST 33RD STREET";"TUCSON";"AZ";85713;"PIMA";"(580)225-1600";;;;;;;;;;;;;;;;;;;;;;
1171042;"V.U.S.D.#20 - COPPER RIDGE ENRICHMENT PROGRAM";"17650 SOUTH CANYON RIDGE TRAIL";"VAIL";"AZ";85641;"PIMA";"(520)879-3960";;;;;;;;;;;;;;;;;;;;;;
1171972;"4CS CLOVERDALE PRESCHOOL";"330 N. WASHINGTON STREET";"CLOVERDALE";"CA";95425;"SONOMA";"(707) 894-9011";;;;;;;;;;;;;;;;;;;;;;
1171975;"A PLACE TO GROW";"4115 JACKSOL DRIVE BUILDING 2";"SAN JOSE";"CA";95124;"SANTA CLARA";"(408) 265-2594";;;;;;;;;;;;;;;;;;;;;;
1171976;"ABC KIDS PRESCHOOL & CHILDCARE";"808 RIVER STREET";"FILLMORE";"CA";93015;"VENTURA";"(805) 524-1222";;;;;;;;;;;;;;;;;;;;;;
1171977;"ABC LEARNING MONTESSORI, LLC";"15345 CALLE ENRIQUE";"MORGAN HILL";"CA";95037;"SANTA CLARA";"(408) 532-6264";;;;;;;;;;;;;;;;;;;;;;
1171980;"ADVENTURE KIDS";"880 MANZANITA DRIVE RM 5";"LOS OSOS";"CA";93402;"SAN LUIS OBISPO";"(805) 534-9446";;;;;;;;;;;;;;;;;;;;;;
1171981;"ALCOTT PRESCHOOL";"4680 HIDALGO AVENUE";"SAN DIEGO";"CA";92117;"SAN DIEGO";"(858) 273-3415";;;;;;;;;;;;;;;;;;;;;;
1171982;"ALL ABOARD PRESCHOOL";"34570 MONTE VISTA DRIVE";"WILDOMAR";"CA";92595;"RIVERSIDE";"(951) 674-9381";;;;;;;;;;;;;;;;;;;;;;
1171983;"ALPINE CHILDREN'S ACADEMY";"2403 ALPINE BOULEVARD";"ALPINE";"CA";91901;"SAN DIEGO";"(619) 445-5462";;;;;;;;;;;;;;;;;;;;;;
1171984;"ALTURAS INTEGRATED STATE PRESCHOOL";"809 8TH STREET";"ALTURAS";"CA";96006;"MODOC";"(530) 299-3126";;;;;;;;;;;;;;;;;;;;;;
1171985;"AMERICAN MONTESSORI PRESCHOOL #3";"3315 VERDUGO RD";"LOS ANGELES";"CA";90065;"LOS ANGELES";"(323) 257-3709";;;;;;;;;;;;;;;;;;;;;;
1171986;"ANAHEIM DISCOVERY CHRISTIAN PRESCHOOL";"1275 E. BROADWAY AVE";"ANAHEIM";"CA";92805;"ORANGE";"(714) 535-2535";;;;;;;;;;;;;;;;;;;;;;
1171987;"ANAHEIM ELEMENTARY SCHOOL DISTRICT-PALM LANE";"1646 W. PALM LANE";"ANAHEIM";"CA";92802;"ORANGE";"(714) 517-8944";;;;;;;;;;;;;;;;;;;;;;
1171992;"APPLESEEDS ACADEMY";"1100 LYONS AVENUE";"SOUTH LAKE TAHOE";"CA";96150;"EL DORADO";"(530) 208-8216";;;;;;;;;;;;;;;;;;;;;;
1171993;"ATCAA JAMESTOWN EARLY HEAD START";"10550 SEVENTH STREET";"JAMESTOWN";"CA";95327;"TUOLUMNE";"(209) 533-0361";;;;;;;;;;;;;;;;;;;;;;
1171994;"ATCAA SONORA HEAD START";"830 GREENLEY ROAD";"SONORA";"CA";95370;"TUOLUMNE";"(209) 533-0361";;;;;;;;;;;;;;;;;;;;;;
1171995;"AUBURN'S HOUSE MONTESSORI SCHOOL";"1242 SIDDALL COURT";"SEASIDE";"CA";93955;"MONTEREY";"(831) 236-0220";;;;;;;;;;;;;;;;;;;;;;
1171997;"BARRY PRESCHOOL";"1255 BARRY ROAD";"YUBA CITY";"CA";95991;"SUTTER";"(530) 822-4366";;;;;;;;;;;;;;;;;;;;;;
1171998;"BCSD/HORT ELEMENTARY PRE-KINDERGARTEN";"2301 PARK DR";"BAKERSFIELD";"CA";93306;"KERN";"(559) 631-4936";;;;;;;;;;;;;;;;;;;;;;
1171999;"BEAMER STATE PRESCHOOL";"525 BEAMER STREET";"WOODLAND";"CA";95695;"YOLO";"(530) 662-1769";;;;;;;;;;;;;;;;;;;;;;
1172001;"BERGAMO MONTESSORI AT SERRANO";"4521 SERRANO PARKWAY";"EL DORADO HILLS";"CA";95762;"EL DORADO";"(916) 500-7021";;;;;;;;;;;;;;;;;;;;;;
1172003;"BORIS PRESCHOOL CUSD";"7071 E CLINTON AVE";"FRESNO";"CA";93727;"FRESNO";"(559) 327-9181";;;;;;;;;;;;;;;;;;;;;;
1172004;"BOYS & GIRLS CLUBS OF GARDEN GROVE EARLY CHILDHOO";"11150 SANTA ROSALIA STREET";"STANTON";"CA";90680;"ORANGE";"(714) 719-1648";;;;;;;;;;;;;;;;;;;;;;
1172007;"BRIDGEPORT ELEMENTARY PRESCHOOL";"231 KINGSLEY AVE";"BRIDGEPORT";"CA";93517;"MONO";"(760) 932-7441";;;;;;;;;;;;;;;;;;;;;;
1172009;"BRIGHT FUTURES CHILDREN CENTER (PRESCHOOL)";"1345 LIBERTY STREET";"REDDING";"CA";96001;"SHASTA";"(530) 276-0506";;;;;;;;;;;;;;;;;;;;;;
1172010;"BRIGHT HORIZONS @USC ALCAZAR CHILD DEV. CTR";"2215 E. ALCAZAR ST.";"LOS ANGELES";"CA";90033;"LOS ANGELES";"(323) 442-3333";;;;;;;;;;;;;;;;;;;;;;
1172011;"BRIGHT LITTLE MINDS PRESCHOOL & DAYCARE";"30 KIRK AVENUE";"SAN JOSE";"CA";95127;"SANTA CLARA";"(408) 216-7203";;;;;;;;;;;;;;;;;;;;;;
1172013;"BRIGHT SCHOLARS ACADEMY";"9400 S. WESTERN AVENUE";"LOS ANGELES";"CA";90047;"LOS ANGELES";"(424) 200-8506";;;;;;;;;;;;;;;;;;;;;;
1172015;"BRIGHTER DAYS MONTESSORI SCHOOL, LLC";"1903 SUMMERLAND STREET";"RANCHO PALOS VERDES";"CA";90275;"LOS ANGELES";"(310) 831-2600";;;;;;;;;;;;;;;;;;;;;;
1172016;"BUILDING BLOCKS PRESCHOOL";"1920 PARK AVE.";"RED BLUFF";"CA";96080;"TEHAMA";"(530) 209-3978";;;;;;;;;;;;;;;;;;;;;;
1172019;"BUSHNELL WAY ELEMENTARY";"5507 BUSHNELL WAY";"LOS ANGELES";"CA";90042;"LOS ANGELES";"(323) 255-6511";;;;;;;;;;;;;;;;;;;;;;
1172020;"BUTTERFLIES ACADEMY, INC";"14103 SARATOGA AVE.";"SARATOGA";"CA";95070;"SANTA CLARA";"(408) 867-3772";;;;;;;;;;;;;;;;;;;;;;
1172021;"CABRILLO MONTESSORI SCHOOL INC";"2495 CABRILLO AVENUE";"SANTA CLARA";"CA";95051;"SANTA CLARA";"(669) 243-6822";;;;;;;;;;;;;;;;;;;;;;
1172023;"CAMPUS DOWNTOWN, INC., THE";"123 NORTH SUTTER ST";"STOCKTON";"CA";95202;"SAN JOAQUIN";"(209) 597-1879";;;;;;;;;;;;;;;;;;;;;;
1172024;"CAMPUS PRESCHOOL, THE";"1345 N WILLOW, STE 140";"CLOVIS";"CA";93619;"FRESNO";"(559) 324-7946";;;;;;;;;;;;;;;;;;;;;;
1172025;"CAPC - BABY STEPS 2";"521 E. MINER";"STOCKTON";"CA";95202;"SAN JOAQUIN";"(209) 644-5311";;;;;;;;;;;;;;;;;;;;;;
1172026;"CAPC - NEW VISION";"4726 MCCUEN AVENUE";"STOCKTON";"CA";95206;"SAN JOAQUIN";"(209) 464-4524";;;;;;;;;;;;;;;;;;;;;;
1172027;"CAPC - NILE GARDEN";"5700 EAST NILE ROAD";"MANTECA";"CA";95337;"SAN JOAQUIN";"(209) 464-4524";;;;;;;;;;;;;;;;;;;;;;
1172028;"CAPE ALMOND CENTER";"1401 ALMOND AVE.";"LIVERMORE";"CA";94550;"ALAMEDA";"(925) 443-3434";;;;;;;;;;;;;;;;;;;;;;
1172031;"CAPSLO - RIVERVIEW MSHS";"234 CALLE CESAR E. CHAVEZ";"GUADALUPE";"CA";93434;"SANTA BARBARA";"(805) 441-4784";;;;;;;;;;;;;;;;;;;;;;
1172032;"CARDEN HALL";"1541 MONROVIA AVE";"NEWPORT BEACH";"CA";92663;"ORANGE";"(949) 645-1773";;;;;;;;;;;;;;;;;;;;;;
1172034;"CCFC - CLEO WALLACE CHILD DEVELOPMENT CENTER";"71 TURNER TERRACE";"SAN FRANCISCO";"CA";94107;"SAN FRANCISCO";"(415) 921-7019";;;;;;;;;;;;;;;;;;;;;;
1172037;"CCRC HEAD START- MELVIN";"7700 MELVIN AVENUE";"RESEDA";"CA";91335;"LOS ANGELES";"(818) 717-4515";;;;;;;;;;;;;;;;;;;;;;
1172038;"CDC - PLEASANT GROVE PRESCHOOL";"10160 PLEASANT GROVE RD";"ELK GROVE";"CA";95624;"SACRAMENTO";"(916) 686-1260";;;;;;;;;;;;;;;;;;;;;;
1172039;"CDR - OAK VIEW CENTER";"555 MAHONEY ST.";"OAK VIEW";"CA";93022;"VENTURA";"(805) 485-7878";;;;;;;;;;;;;;;;;;;;;;
1172040;"CDR - PLEASANT VALLEY HEAD START";"622 E. PLEASANT VALLEY ROAD";"PORT HUENEME";"CA";93041;"VENTURA";"(805) 485-7878";;;;;;;;;;;;;;;;;;;;;;
1172041;"CDR - SIMI HEAD START";"5455 KATHERINE ST.";"SIMI VALLEY";"CA";93063;"VENTURA";"(805) 485-7878";;;;;;;;;;;;;;;;;;;;;;
1172042;"CENTRO DE CUIDADO INFANTIL SEMILLAS DE AMOR";"6133 MISSION STREET";"DALY CITY";"CA";94014;"SAN MATEO";"(650) 290-1065";;;;;;;;;;;;;;;;;;;;;;
1172043;"CHAI PRESCHOOL";"137 NORTH SAN MATEO DRIVE";"SAN MATEO";"CA";94401;"SAN MATEO";"(650) 483-8350";;;;;;;;;;;;;;;;;;;;;;
1172044;"CHAI PRESCHOOL, INC.";"115 MONTE DIABLO";"SAN MATEO";"CA";94401;"SAN MATEO";"(650) 483-8350";;;;;;;;;;;;;;;;;;;;;;
1172045;"CHAMPIONS PRESCHOOL AT SANTA ROSA";"8655 SANTA ROSA ROAD";"ATASCADERO";"CA";93423;"SAN LUIS OBISPO";"(805) 712-9485";;;;;;;;;;;;;;;;;;;;;;
1172046;"CHAMPIONS PRESCHOOL HOOVER ELEMENTARY";"2220 SUMMIT DRIVE";"BURLINGAME";"CA";94010;"SAN MATEO";"(408) 348-1610";;;;;;;;;;;;;;;;;;;;;;
1172048;"CHILDREN'S CHOICE";"8824 COTTONWOOD AVE";"SANTEE";"CA";92071;"SAN DIEGO";"(619) 457-0381";;;;;;;;;;;;;;;;;;;;;;
1172049;"CHILDREN'S CHOICE ACADEMY";"12464 WOODSIDE AVENUE";"LAKESIDE";"CA";92040;"SAN DIEGO";"(619) 561-8880";;;;;;;;;;;;;;;;;;;;;;
1172050;"CHILDREN'S COLLECTIVE,INC. 56TH ST CHILD DEV, THE";"5615 S. WESTERN AVENUE";"LOS ANGELES";"CA";90062;"LOS ANGELES";"(323) 789-1873";;;;;;;;;;;;;;;;;;;;;;
1172051;"CHILDREN'S COLLECT.INC/VERMONT AVE CHILD DEV, THE";"10441 S. VERMONT AVENUE";"LOS ANGELES";"CA";90044;"LOS ANGELES";"(323) 789-1873";;;;;;;;;;;;;;;;;;;;;;
1172052;"CHILDREN'S PARADISE, INC. - PRESCHOOL";"2017A MISSION AVENUE";"OCEANSIDE";"CA";92058;"SAN DIEGO";"(760) 433-3800";;;;;;;;;;;;;;;;;;;;;;
1172053;"CHINATOWN COMMUNITY CHILDREN'S CENTER-NORTH BEACH";"715 CHESTNUT STREET";"SAN FRANCISCO";"CA";94133;"SAN FRANCISCO";"(415) 986-2528";;;;;;;;;;;;;;;;;;;;;;
1172055;"CLAIRE'S MONTESSORI INTL ACADEMY (PS)";"7224 BEECH AVE";"ORANGEVALE";"CA";95662;"SACRAMENTO";"(916) 812-8744";;;;;;;;;;;;;;;;;;;;;;
1172056;"CLOVIS CHRISTIAN SCHOOLS, LLC";"3105 LOCAN AVE";"CLOVIS";"CA";93619;"FRESNO";"(559) 291-6302";;;;;;;;;;;;;;;;;;;;;;
1172057;"COALICION DE LATINOS AMERICANOS, INC.";"3130 W. 139TH STREET";"HAWTHORNE";"CA";90250;"LOS ANGELES";"(562) 279-6330";;;;;;;;;;;;;;;;;;;;;;
1172059;"COLUSA PRESCHOOL LEARNING CENTER A AM/PM";"723 6TH STREET";"COLUSA";"CA";95932;"COLUSA";"(530) 458-3600";;;;;;;;;;;;;;;;;;;;;;
1172060;"COMMUNITY OF ALL NATIONS - SUSD HEAD START";"2172 DOCKERY COURT";"STOCKTON";"CA";95206;"SAN JOAQUIN";"(209) 466-0304";;;;;;;;;;;;;;;;;;;;;;
1172061;"COMMUNITY SEEDLINGS PRESCHOOL";"23802 AVE DE LA CARLOTA";"LAGUNA HILLS";"CA";92653;"ORANGE";"(949) 230-8829";;;;;;;;;;;;;;;;;;;;;;
1172062;"COUNTRY COTTAGE PRESCHOOL";"2075 JOHNSON AVENUE";"SAN LUIS OBISPO";"CA";93401;"SAN LUIS OBISPO";"(805) 235-2153";;;;;;;;;;;;;;;;;;;;;;
1172064;"CREATIVE CHILD CARE INC @ FOURTH STREET ECLC";"236 W. FOURTH STREET";"STOCKTON";"CA";95206;"SAN JOAQUIN";"(209) 941-9100";;;;;;;;;;;;;;;;;;;;;;
1172065;"CREATIVE CHILD CARE INC @ HUTCHINS STREET CDC";"701 S. HUTCHINS STREET";"LODI";"CA";95240;"SAN JOAQUIN";"(209) 941-9100";;;;;;;;;;;;;;;;;;;;;;
1172066;"CREATIVE CHILD CARE INC @ WIDMER CDC";"751 STONEBRIDGE LANE";"LATHROP";"CA";95330;"SAN JOAQUIN";"(209) 941-9100";;;;;;;;;;;;;;;;;;;;;;
1172069;"CREATIVE MIND LEARNING CENTER";"15089 MESA STREET";"HESPERIA";"CA";92345;"SAN BERNARDINO";"(760) 949-5300";;;;;;;;;;;;;;;;;;;;;;
1172070;"CREC PRESCHOOL IN UNION";"20900 STEVENS CREEK BLVD.";"CUPERTINO";"CA";95014;"SANTA CLARA";"(408) 777-8080";;;;;;;;;;;;;;;;;;;;;;
1172071;"CRESCITA EARLY EDUCATION CENTER";"1494 SCHILLING PLACE";"SALINAS";"CA";93901;"MONTEREY";"(831) 783-1679";;;;;;;;;;;;;;;;;;;;;;
1172075;"DANIEL WEBSTER ELEMENTARY";"425 EL DORADO";"DALY CITY";"CA";94015;"SAN MATEO";"(650) 991-1000";;;;;;;;;;;;;;;;;;;;;;
1172076;"DAR-UL-MADINAH";"4110 NORTH FREEWAY BLVD";"SACRAMENTO";"CA";95834;"SACRAMENTO";"(916) 779-2109";;;;;;;;;;;;;;;;;;;;;;
1172077;"DCCNS";"412 C STREET";"DAVIS";"CA";95616;"YOLO";"(530) 758-2940";;;;;;;;;;;;;;;;;;;;;;
1172078;"DELIBERATE CREATIONS CHILD DEV.CTR/HEAVENLYVISION";"255 W. 85TH ST.";"LOS ANGELES";"CA";90003;"LOS ANGELES";"(323) 834-8825";;;;;;;;;;;;;;;;;;;;;;
1172080;"DIAMOND COVE II - SUSD HEAD START";"5506 TAM O'SHANTER";"STOCKTON";"CA";95210;"SAN JOAQUIN";"(209) 474-9150";;;;;;;;;;;;;;;;;;;;;;
