"Provider Name";"Address";"City";"State";"Zip";"Telephone";"License Type";"License Number";"E-Mail";"Web Site";"Progamm Type";"Enrolled in Subsidized Child Care Program";"County";"ID";"DetailsURL"
"BH THARRINGTON PRESCHOOL";"315 CULBERT STREET";"MOUNT AIRY";"NC";27030;"(336) 789-9046";"Five Star Center License";86000232;"eniston@mtairy.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Surry";86000232;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000232"
"CENTRAL METHODIST CHILD CENTER";"1909 N MAIN STREET";"MOUNT AIRY";"NC";27030;"(336) 786-4416";"Three Star Center License";8652344;"mrsdickersoncmcc@gmail.com";"Not Available";"Child Care Center";"Yes";"Surry";8652344;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=8652344"
"FLAT ROCK ELEMENTARY PRE-K SCHOOL READY";"1539 E PINE STREET";"MOUNT AIRY";"NC";27030;"(336) 786-2910";"Five Star Center License";86000231;"normank@surry.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Surry";86000231;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000231"
"JERRIE'S DAY CARE, INC.";"1707 S MAIN ST /BANNERTOWN COM";"MOUNT AIRY";"NC";27030;"(336) 789-6578";"Two Star Center License";86000076;"jerriesdaycare@outlook.com";"Not Available";"Child Care Center";"No";"Surry";86000076;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000076"
"JONES HEAD START";"215 JONES SCHOOL RD";"MOUNT AIRY";"NC";27030;"(336) 786-6155";"Five Star Center License";86000048;"rwrenn@yvheadstart.com";"Not Available";"Child Care Center";"Yes";"Surry";86000048;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000048"
"KINDERCARE LEARNING CENTER";"760 RIVERSIDE DRIVE";"MOUNT AIRY";"NC";27030;"(336) 719-0298";"Three Star Center License";86000354;"sonja.conner@kindercare.com";"Not Available";"Child Care Center";"Yes";"Surry";86000354;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000354"
"KINDERCARE LEARNING CENTER";"203 PEIDMONT TRIAD WEST DRIVE";"MOUNT AIRY";"NC";27030;"(336) 786-1616";"Three Star Center License";86000355;"kayla.cassell@kindercare.com";"Not Available";"Child Care Center";"Yes";"Surry";86000355;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000355"
"KINDERCARE LEARNING CENTER";"401 S SOUTH STREET";"MOUNT AIRY";"NC";27030;"(336) 719-0500";"Three Star Center License";86000353;"brenda.fletcher@kindercare.com";"Not Available";"Child Care Center";"Yes";"Surry";86000353;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000353"
"LITTLE FOLKS DAY CARE";"159 MAHONE STREET";"MOUNT AIRY";"NC";27030;"(336) 648-3801";"Four Star Family CC Home License";86000147;"mscheryl@outlook.com";"Not Available";"Family Child Care Home";"Yes";"Surry";86000147;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000147"
"MAGICAL MOMENTS LEARNING ACADEMY";"122 WILLIAMSON AVE";"MOUNT AIRY";"NC";27030;"(336) 789-1332";"Three Star Center License";86000351;"sfganthony@gmail.com";"Not Available";"Child Care Center";"Yes";"Surry";86000351;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000351"
"PAYNETOWN HEAD START";"205 MARSHALL FARM ROAD";"MOUNT AIRY";"NC";27030;"(336) 786-7628";"Five Star Center License";8655015;"rwrenn@yvheadstart.com";"Not Available";"Child Care Center";"Yes";"Surry";8655015;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=8655015"
"RAINBOW CHILD CARE CENTER";"412 JUNCTION STREET";"MOUNT AIRY";"NC";27030;"(336) 786-5588";"Three Star Center License";86000358;"originalrainbow@yahoo.com";"Not Available";"Child Care Center";"Yes";"Surry";86000358;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000358"
"SOUTH MAIN CHILDREN'S CENTER";"338 EAST PINE STREET";"MOUNT AIRY";"NC";27030;"(336) 789-7030";"Three Star Center License";86000337;"southmainccinc@gmail.com";"Not Available";"Child Care Center";"Yes";"Surry";86000337;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000337"
"TWINKLE TOTS CHILD CARE HOME";"136 JOHNSON AVE";"MOUNT AIRY";"NC";27030;"(336) 755-3570";"Three Star Family CC Home License";86000365;"dazzlingpearl26@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Surry";86000365;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000365"
"WHITE PLAINS BAPTIST CHILD CARE";"631 OLD HIGHWAY 601";"MOUNT AIRY";"NC";27030;"(336) 786-9066";"GS 110-106";86000106;"kbtucker09@outlook.com";"Not Available";"Child Care Center";"Yes";"Surry";86000106;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000106"
"WHITE PLAINS PRE-K SCHOOL READY";"710 CADLE FORD ROAD";"MOUNT AIRY";"NC";27030;"(336) 320-3434";"Five Star Center License";86000304;"normank@surry.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Surry";86000304;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000304"
"MINERAL SPRINGS BAPTIST CHILD CARE";"5460 SKYLARK ROAD";"PFAFFTOWN";"NC";27040;"(336) 306-5439";"Five Star Center License";34001234;"msbaptistchildcare@gmail.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34001234;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001234"
"WANDA'S LITTLE WONDERS";"1915 LODGECREST LANE";"PFAFFTOWN";"NC";27040;"(336) 923-0040";"Five Star Family CC Home License";34000648;"wandaslittlewonders@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Forsyth";34000648;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000648"
"PILOT MTN. ELEMENTARY SCHOOL PRE-K SCHOOL READY";"218 FRIENDS STREET";"PILOT MOUNTAIN";"NC";27041;"(336) 444-8200";"Five Star Center License";86000364;"normank@surry.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Surry";86000364;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000364"
"WESTFIELD PRE-K SCHOOL READY";"273 JESSUP GROVE CHURCH ROAD";"PILOT MOUNTAIN";"NC";27041;"(336) 386-8211";"Five Star Center License";86000325;"normank@surry.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Surry";86000325;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000325"
"BILLIES CHEEKY MONKEYS CHILD CARE CENTER";"191 BUCKINGHAM ROAD";"PINNACLE";"NC";27043;"(336) 817-9635";"Three Star Family CC Home License";86000404;"bj20106@live.com";"Not Available";"Family Child Care Home";"Yes";"Stokes";86000404;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000404"
"MOUNT PILOT CHILD ENRICHMENT CENTER";"132 SHOALS ROAD";"PINNACLE";"NC";27043;"(336) 368-1020";"Four Star Center License";86000319;"mtpilotcec@yahoo.com";"Not Available";"Child Care Center";"Yes";"Stokes";86000319;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000319"
"PINNACLE ELEMENTARY PRESCHOOL";"1095 SURRY LINE ROAD";"PINNACLE";"NC";27043;"(336) 368-2990";"Five Star Center License";85000093;"tina.dalton@stokes.k12.nc.us";"Not Available";"Child Care Center";"No";"Stokes";85000093;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=85000093"
"SHOALS ELEMENTARY PRE-K SCHOOL READY";"1800 SHOALS ROAD";"PINNACLE";"NC";27043;"(336) 325-2518";"Five Star Center License";86000327;"normank@surry.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Stokes";86000327;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=86000327"
"SANDY RIDGE HEAD START";"1308 AMOSTOWN ROAD";"SANDY RIDGE";"NC";27046;"(336) 871-2551";"Five Star Center License";85000134;"rwrenn@yvheadstart.com";"Not Available";"Child Care Center";"No";"Stokes";85000134;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=85000134"
"KID'S WORLD OF STONEVILLE #2";"203 CHURCH STREET";"STONEVILLE";"NC";27048;"(336) 573-9810";"Four Star Center License";79000067;"debde619@gmail.com";"Not Available";"Child Care Center";"Yes";"Rockingham";79000067;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=79000067"
"STONEVILLE ELEMENTARY PRESCHOOL";"203 STONE STREET";"STONEVILLE";"NC";27048;"(336) 445-1999";"Five Star Center License";79000191;"enelson@rock.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Rockingham";79000191;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=79000191"
"STONEVILLE ELEMENTARY SCHOOL AGE CHILD CARE";"203 STONE STREET";"STONEVILLE";"NC";27048;"(336) 445-1999";"Four Star Center License";79000177;"hsouthern@rock.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Rockingham";79000177;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=79000177"
"STONEVILLE SCHOOL HEAD START";"203 STONE STREET";"STONEVILLE";"NC";27048;"(336) 573-1339";"Five Star Center License";79000304;"abarker@rock.k12.nc.us";"Not Available";"Child Care Center";"No";"Rockingham";79000304;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=79000304"
"CHURCH CHILD CARE CENTER, INC.";"4400 POINDEXTER STREET";"WALKERTOWN";"NC";27051;"(336) 595-4451";"Five Star Center License";34000844;"c3664@aol.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34000844;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000844"
"CHURCH CHILDCARE PLUS";"4421 POINDEXTER STREET";"WALKERTOWN";"NC";27051;"(336) 595-1001";"Five Star Center License";34001308;"c3664@aol.com";"Not Available";"Child Care Center";"No";"Forsyth";34001308;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001308"
"CUDDLE BUGS DAY CARE";"5886 SULLIVANTOWN RD";"WALKERTOWN";"NC";27051;"(336) 595-2142";"Five Star Family CC Home License";34000254;"cuddlebugs@twc.com";"Not Available";"Family Child Care Home";"Yes";"Forsyth";34000254;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000254"
"KIDDIE CARE DAY CARE HOME";"4949 LACASTA LN";"WALKERTOWN";"NC";27051;"(336) 749-0822";"Two Star Family CC Home License";3405334;"momssafehaven@aol.com";"Not Available";"Family Child Care Home";"No";"Forsyth";3405334;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3405334"
"MIDDLE FORK ELEMENTARY PRE-K PROGRAM";"3125 WILLISTON ROAD";"WALKERTOWN";"NC";27051;"(336) 748-4090";"Four Star Center License";34000874;"sscox@wsfcs.k12.nc.us";"Not Available";"Child Care Center";"No";"Forsyth";34000874;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000874"
"POOH BEAR'S HONEY POT";"5874 SULLIVANTOWN ROAD";"WALKERTOWN";"NC";27051;"(336) 423-6605";"Three Star Family CC Home License";34000679;"marymabe80@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Forsyth";34000679;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000679"
"TEDDY BEAR TENDER CARE";"4425 MECUM RD";"WALKERTOWN";"NC";27051;"(336) 595-5145";"Three Star Family CC Home License";34000549;"teddybeartendercare@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Forsyth";34000549;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000549"
"WALKERTOWN ELEMENTARY SCHOOL PRE-KINDERGARTEN";"2971 MAIN STREET";"WALKERTOWN";"NC";27051;"(336) 595-2311";"Five Star Center License";34001239;"TCBethea@wsfcs.k12.nc.us";"Not Available";"Child Care Center";"No";"Forsyth";34001239;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001239"
"HOPE CHILDCARE";"203 WEST 4TH STREET";"WALNUT COVE";"NC";27052;"(336) 999-3767";"Four Star Center License";85000119;"SStur32@aol.com";"Not Available";"Child Care Center";"Yes";"Stokes";85000119;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=85000119"
"LONDON PRESCHOOL";"609 SCHOOL STREET";"WALNUT COVE";"NC";27052;"(336) 414-9829";"Five Star Center License";85000118;"tina.dalton@stokes.k12.nc.us";"Not Available";"Child Care Center";"No";"Stokes";85000118;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=85000118"
"NEW LIFE CENTER";"415 SUMMIT STREET";"WALNUT COVE";"NC";27052;"(336) 591-3109";"Four Star Center License";85000032;"newlifecenterwc@gmail.com";"Not Available";"Child Care Center";"Yes";"Stokes";85000032;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=85000032"
"WALNUT COVE ELEMENTARY PRE-K";"1211 WALNUT COVE SCHOOL ROAD";"WALNUT COVE";"NC";27052;"(336) 591-4408";"Five Star Center License";85000083;"chris.bottoms@stokes.k12.nc.us";"Not Available";"Child Care Center";"No";"Stokes";85000083;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=85000083"
"CHILDREN'S CENTER, THE";"304 SOUTH STATE STREET";"YADKINVILLE";"NC";27055;"(336) 679-8336";"GS 110-106";9955002;"tnphillips24@yahoo.com";"Not Available";"Child Care Center";"Yes";"Yadkin";9955002;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=9955002"
"COURTNEY OUT-OF-SCHOOL-TIME PROGRAM";"2529 COURTNEY HUNTSVILLE ROAD";"YADKINVILLE";"NC";27055;"(336) 463-5962";"Five Star Center License";99000067;"linda.neese@yadkin.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Yadkin";99000067;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=99000067"
"COURTNEY PRESCHOOL AND DEVELOPMENTAL DAY";"2529 COURTNEY-HUNTSVILLE ROAD";"YADKINVILLE";"NC";27055;"(336) 551-1120";"Five Star Center License";99000122;"jill.logan@yadkin.k12.nc.us";"Not Available";"Child Care Center";"No";"Yadkin";99000122;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=99000122"
"RD'S LOVING CARE";"4803 E OLD HWY 421";"YADKINVILLE";"NC";27055;"(336) 817-0228";"Three Star Family CC Home License";99000042;"roxannasteelmanr@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Yadkin";99000042;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=99000042"
"REECIE'S DAY CARE";"213 HICKORY ST";"YADKINVILLE";"NC";27055;"(336) 679-2692";"One Star Family CC Home License";99000099;"gsevan9@gmail.com";"Not Available";"Family Child Care Home";"No";"Yadkin";99000099;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=99000099"
"SMALL FOLKS CHILD CARE CENTER, INC.";"117 WEST HEMLOCK ST";"YADKINVILLE";"NC";27055;"(336) 679-7108";"Three Star Center License";9955051;"crysraej@msn.com";"Not Available";"Child Care Center";"Yes";"Yadkin";9955051;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=9955051"
"YADKINVILLE HEAD START";"729 WEST MAIN STREET";"YADKINVILLE";"NC";27055;"(336) 367-4993";"Five Star Center License";99000132;"rwrenn@yvheadstart.com";"Not Available";"Child Care Center";"No";"Yadkin";99000132;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=99000132"
"YADKINVILLE OUT-OF-SCHOOL-TIME PROGRAM";"305 N STATE ST";"YADKINVILLE";"NC";27055;"(336) 679-7106";"Five Star Center License";99000064;"linda.neese@yadkin.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Yadkin";99000064;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=99000064"
"YADKINVILLE PRESCHOOL";"305 NORTH STATE STREET";"YADKINVILLE";"NC";27055;"(336) 679-8921";"Five Star Center License";99000121;"jill.logan@yadkin.k12.nc.us";"Not Available";"Child Care Center";"No";"Yadkin";99000121;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=99000121"
"BETHLEHEM COMMUNITY CHILD DEVELOPMENT CENTER";"520 CLEVELAND AVE";"WINSTON-SALEM";"NC";27101;"(336) 722-6264";"Five Star Center License";3451073;"deboforrest@yahoo.com";"Not Available";"Child Care Center";"Yes";"Forsyth";3451073;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3451073"
"CHILDREN'S CREATIVE MINDS & HANDS LEARNING CNTR";"5049 WRANGLER DRIVE";"WINSTON-SALEM";"NC";27101;"(336) 624-2746";"Three Star Family CC Home License";34001220;"shickman789@att.net";"Not Available";"Family Child Care Home";"Yes";"Forsyth";34001220;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001220"
"DIGGS-LATHAM ELEMENTARY SCHOOL PRE-KINDERGARTEN";"986 HUTTON STREET";"WINSTON-SALEM";"NC";27101;"(336) 703-4102";"Five Star Center License";34001238;"llobrien@wsfcs.k12.nc.us";"Not Available";"Child Care Center";"No";"Forsyth";34001238;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001238"
"EPHESUS LEARNING CENTER";"1225 NORTH CLEVELAND AVENUE";"WINSTON-SALEM";"NC";27101;"(336) 724-1997";"Four Star Center License";34000469;"reginmarshall@yahoo.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34000469;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000469"
"FAMILY SERVICES CHILD DEVELOPMENT CENTER AT WSSU";"601 S MARTIN LUTHER KING JR DR";"WINSTON-SALEM";"NC";27101;"(336) 750-2411";"Five Star Center License";34001155;"sebrahim@familyservicesforsyth.org";"Not Available";"Child Care Center";"Yes";"Forsyth";34001155;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001155"
"FAMILY SERVICES, INC. CHILD DEVELOPMENT DIVISION";"2050 BIG HOUSE GAINES BLVD";"WINSTON-SALEM";"NC";27101;"(336) 727-0617";"Five Star Center License";34000062;"dcasterlow@familyservicesforsyth.org";"www.ssifamily.org";"Child Care Center";"Yes";"Forsyth";34000062;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000062"
"FOUNDATIONS EARLY LEARNING CENTER";"300 NORTH POPLAR STREET";"WINSTON-SALEM";"NC";27101;"(336) 283-6961";"Five Star Center License";34001283;"center207@Foundationsel.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34001283;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001283"
"FOUNDATIONS EARLY LEARNING CENTER #212";"251 EAST 7TH STREET";"WINSTON-SALEM";"NC";27101;"(336) 223-3407";"Three Star Center License";34001306;"kvandenbulcke@sshouse.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34001306;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001306"
"FUTURE LEADERS LEARNING ACADEMY, INC.";"945 CLEVELAND AVENUE";"WINSTON-SALEM";"NC";27101;"(336) 448-1109";"Three Star Center License";34001193;"fllaoffice@gmail.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34001193;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001193"
"GOSPEL LIGHT CHRISTIAN SCHOOL";"4940 GOSPEL LIGHT CHURCH ROAD";"WINSTON-SALEM";"NC";27101;"(336) 722-6100";"GS 110-106";3459002;"peggy.hall@glcslions.org";"Not Available";"Child Care Center";"No";"Forsyth";3459002;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3459002"
"HAPPY DAYS CHILD CARE";"1480 HARVEST DRIVE";"WINSTON-SALEM";"NC";27101;"(336) 499-0960";"Five Star Center License";34000242;"ccooper39@triad.rr.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34000242;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000242"
"HY-TEC OF WINSTON-SALEM, INC.";"702 N CHERRY STREET";"WINSTON-SALEM";"NC";27101;"(336) 721-0105";"Four Star Center License";34000023;"johane@achildsworldnc.com";"Not Available";"Child Care Center";"Yes";"Forsyth";34000023;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000023"
"LITTLE RED SCHOOL HOUSE";"2842 OLD GREENSBORO ROAD";"WINSTON-SALEM";"NC";27101;"(336) 724-4449";"Four Star Center License";3455199;"jenhope2005@yahoo.com";"Not Available";"Child Care Center";"Yes";"Forsyth";3455199;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3455199"
"LOVING HEARTS CHILD CARE HOME";"4303 REIDSVILLE ROAD";"WINSTON-SALEM";"NC";27101;"(336) 602-3098";"Three Star Family CC Home License";34001188;"valcra2000j@netscape.net";"Not Available";"Family Child Care Home";"Yes";"Forsyth";34001188;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001188"
"MT. ZION CHILD DEVELOPMENT CENTER";"950 FILE STREET";"WINSTON-SALEM";"NC";27101;"(336) 727-0117";"Four Star Center License";3459020;"mzcdc@triad.twcbc.com";"Not Available";"Child Care Center";"Yes";"Forsyth";3459020;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3459020"
"MY LITTLE GENIUS'";"1004 E 4TH STREET";"WINSTON-SALEM";"NC";27101;"(336) 893-5105";"Three Star Center License";34001323;"bwilliams@mylittlegeniusnc.com";"www.MyLittleGeniusNC.com";"Child Care Center";"No";"Forsyth";34001323;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34001323"
"SALEM BAPTIST CHRISTIAN SCHOOL";"429 SOUTH BROAD STREET";"WINSTON-SALEM";"NC";27101;"(336) 725-6113";"GS 110-106";3459018;"ashleycombs@salemvikings.org";"Not Available";"Child Care Center";"No";"Forsyth";3459018;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3459018"
"BIG MAMA'S EDUCATIONAL CENTER";"121 CHELTENHAM DRIVE";"WINSTON-SALEM";"NC";27103;"(336) 760-9774";"Five Star Family CC Home License";34000871;"jeggooding@aol.com";"Not Available";"Family Child Care Home";"Yes";"Forsyth";34000871;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=34000871"
