ID;Title;Notice;Type;License_ID;Contact_Name;Street_Address;City;State;Zip;Lat;Lon;Phone;Url;Ages_Served;Monday_Hours;Tuesday_Hours;Wednesday_Hours;Thursday_Hours;Friday_Hours;Saturday_Hours;Sunday_Hours;Regulation;Total_Capacity;Licensed_Capacity;In_Operation;Total_Openings;Openings_As_Of;Staff_Languages_Offered;Environment;Meals;Program_Elements/Offerings;Provider_Primary_Language;Policies;Schedule;Year_Schedule;Extended_Hour_Care;Behavior_Related;Special_Needs;Special_Skills;Transportation;DHS_Subsidy;Spark_Rating
1527273;Mari's Place Community Outreach Inc;Accepting Children During COV19 Reopen;License Center;CC052560;;863 NW Reiman Avenue;Corvallis;OR;97330;44.5732281;-123.2622422;(541) 243-8037;;0 Years 1 Months - 4 Years 0 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Licensed Child Care Center;19;19;17 Years and 0 Months;0;9/18/2020;;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Preschool Curriculum;;Charges a Late Fee, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Rotating;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;Inclusion training, Domestic violence/abuse training;Near public transportation;Willing to accept DHS, DHS listed;C2Q
1527014;Small World School;Accepting Children During COV19 Reopen;License Center;CC001906;;1924 NW Division Street;Corvallis;OR;97330;44.5869515;-123.261569;(541) 752-2868;;0 Years 1 Months - 8 Years 12 Months;8:30am - 5:00pm;8:30am - 5:00pm;8:30am - 5:00pm;8:30am - 5:00pm;;;;Licensed Child Care Center;25;25;32 Years and 9 Months;3;8/18/2020;Spanish;Covered Outdoor Play, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Breastfeeding Supported, Parent Must Bring Meal;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Part-time, Before School, After School;Full Year;;Autism, ADD/ADHD;Communication Supports, Asthma;;Near public transportation;Willing to accept DHS, DHS listed;C2Q
1529165;Kristin;Accepting Children During COV19 Reopen;Licensed Home;RF533171;Kristin;;Corvallis;OR;97330;;;(541) 231-0948;;0 Years 1 Months - 6 Years 0 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Registered Family Child Care;10;10;3 Years and 0 Months;0;11/23/2020;;No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in;Full Year;;;;;;Willing to accept DHS, DHS listed;
1525323;Maria Bacelisa;Accepting Children During COV19 Reopen;Licensed Home;RF055783;Maria Bacelisa;;Corvallis;OR;97330;;;(541) 829-8691;;0 Years 2 Months - 9 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Registered Family Child Care;10;10;19 Years and 10 Months;5;6/19/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities;Spanish;Have References;Full-time, Part-time, Before School, Rotating, Open Holidays, After School;Full Year;Occasional evening, Occasional weekend, Flexible am, Flexible pm;No Experience/Willing To Learn;;;Near public transportation, Walking distance to school;Willing to accept DHS, DHS listed;
1531475;Boys & Girls Club of Corvallis;Accepting Children During COV19 Reopen;License Exempt Center;SA600585;;1112 NW Circle Boulevard;Corvallis;OR;97330;44.5878132;-123.2647343;(541) 757-1909;http://www.bgccorvallis.org;5 Years 0 Months - 13 Years 7 Months;7:30am - 6:00pm;7:30am - 6:00pm;7:30am - 6:00pm;7:30am - 6:00pm;7:30am - 6:00pm;;;Recorded Preschool Program;200;200;7 Years and 6 Months;50;5/1/2020;Spanish;Pets Separate From Children, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities;;Charges a Late Fee, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, Open Holidays, After School;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diabetes, Asthma, Socialization Supports;;Near public transportation;Willing to accept DHS;
1526226;Bright Beginnings Preschool;Accepting Children During COV19 Reopen;Licensed Home;CF000430;Patricia;;Corvallis;OR;97330;;;(541) 757-9884;http://www.preschoolbrightbeginnings.webs.com;2 Years 0 Months - 5 Years 12 Months;7:45am - 5:30pm;7:45am - 5:30pm;7:45am - 5:30pm;7:45am - 5:30pm;7:45am - 5:30pm;;;Certified Family Child Care;16;16;27 Years and 7 Months;6;11/24/2020;;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Organized Outdoor Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;;Vision Impaired, Asthma;;Near public transportation, Walking distance to school;NOT willing to accept DHS;
1529046;Casi's Kiddo Care;Accepting Children During COV19 Reopen;Licensed Home;RF524117;Casi;;Corvallis;OR;97330;;;(541) 602-5089;;0 Years 1 Months - 11 Years 12 Months;7:30am - 4:00pm;7:30am - 4:00pm;7:30am - 4:00pm;7:30am - 4:00pm;7:30am - 4:00pm;;;Registered Family Child Care;10;10;3 Years and 3 Months;0;10/7/2020;;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Breastfeeding Supported, Parent Must Bring Meal;Scheduled Activities, Preschool Curriculum;;Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Full-time, Part-time, Before School, After School;School Year Only;;No Experience/Willing To Learn;;;;Willing to accept DHS, DHS listed;
1526607;Corvallis Community Children's Centers - Lan;Accepting Children During COV19 Reopen;License Center;CC001519;;3285 NE Oxford Circle;Corvallis;OR;97330;44.6011119;-123.2415548;(541) 753-0191;http://www.corvallischildcare.org;0 Years 1 Months - 5 Years 12 Months;7:00am - 5:50pm;7:00am - 5:50pm;7:00am - 5:50pm;7:00am - 5:50pm;7:00am - 5:50pm;;;Licensed Child Care Center;68;68;27 Years and 3 Months;33;7/30/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Rotating;Full Year;;No Experience/Willing To Learn;;;Near public transportation;Willing to accept DHS, DHS listed;
1531273;Corvallis Early Learning LLC;Accepting Children During COV19 Reopen;Licensed Home;CF503615;Kaila;;Corvallis;OR;97330;;;(541) 234-4969;;0 Years 1 Months - 12 Years 0 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Certified Family Child Care;16;16;3 Months;2;11/23/2020;;;;;;;Full-time, Temp/Emergency;Full Year;;;;;;Willing to accept DHS, DHS listed;
1528394;G3 Sports & Fitness;Accepting Children During COV19 Reopen;Licensed Home;CF502222;Kiani;;Corvallis;OR;97330;;;(541) 740-5586;;0 Years 1 Months - 12 Years 0 Months;7:30am - 5:00pm;7:30am - 5:00pm;7:30am - 5:00pm;7:30am - 5:00pm;7:30am - 5:00pm;;;Certified Family Child Care;15;15;5 Years and 0 Months;2;9/16/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Parent Must Bring Meal;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring;;Near school bus;NOT willing to accept DHS;
1528090;Jenni Lewis Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF523334;Jenni;;Corvallis;OR;97330;;;(541) 231-1637;;1 Years 6 Months - 5 Years 12 Months;;;;;;;;Registered Family Child Care;10;10;6 Years and 1 Months;4;8/14/2020;;Outdoor Play Structure, No Cats, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Field Trips, Scheduled Activities, Preschool Curriculum;;Charges a Late Fee, Written Contract, Must Be Potty Trained, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;No Experience/Willing To Learn;;;Near public transportation, Walking distance to school;NOT willing to accept DHS;
1527196;Little Beavers Preschool;Accepting Children During COV19 Reopen;License Center;CC002225;;4940 NW Highway 99;Corvallis;OR;97330;44.5645659;-123.2620435;(541) 754-8899;http://www.littlebeaverspreschool.com;0 Years 2 Months - 9 Years 0 Months;8:00am - 5:00pm;8:00am - 5:00pm;8:00am - 5:00pm;8:00am - 5:00pm;8:00am - 5:00pm;;;Licensed Child Care Center;75;75;32 Years and 7 Months;20;7/2/2020;Spanish;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Parent Must Bring Meal;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Asthma, Hearing Impaired;Inclusion training, Diversity training;Transports to/from Sports/Activities, Near school bus;Willing to accept DHS, DHS listed;
1526867;Olivia's Daycare;Accepting Children During COV19 Reopen;License Exempt Home;;Olivia;;Corvallis;OR;97330;;;(541) 243-2392;;0 Years 3 Months - 7 Years 0 Months;7:45am - 5:00pm;7:45am - 5:00pm;7:45am - 5:00pm;7:45am - 5:00pm;7:45am - 5:00pm;;;;0;0;15 Years and 6 Months;0;11/24/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Completely Fenced Yard;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Preschool Curriculum;;Have References, Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;Occasional early morning, Occasional evening;Autism, No Experience/Willing To Learn;Asthma, Socialization Supports, Medication Monitoring;;Walking distance to school;Willing to accept DHS;
1527034;Peace Village Child Care;Accepting Children During COV19 Reopen;Licensed Home;CF501405;Josie;;Corvallis;OR;97330;;;(541) 231-5656;http://www.peacefulearthpreschool.com/program;2 Years 0 Months - 7 Years 0 Months;7:30am - 5:45pm;7:30am - 5:45pm;7:30am - 5:45pm;7:30am - 5:45pm;7:30am - 5:45pm;;;Certified Family Child Care;15;15;11 Years and 9 Months;3;10/5/2020;Spanish;Covered Outdoor Play, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;;Challenging Behavior Supervision/Supports;Socialization Supports, Medication Monitoring;Domestic violence/abuse training, Behavioral issues training, Diversity training;Near school bus;Willing to accept DHS, DHS listed;
1526378;Rugrats THCC;Accepting Children During COV19 Reopen;Licensed Home;CF501084;Delynn;;Corvallis;OR;97330;;;(541) 207-8754;http://www.rugratschildcare.com;1 Years 0 Months - 5 Years 6 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Certified Family Child Care;15;15;28 Years and 9 Months;2;9/16/2020;;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Rotating;Full Year;Occasional overnight, Occasional early morning, Occasional evening, Occasional weekend, Flexible am, Flexible pm;ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Asthma, Hearing Impaired, Socialization Supports;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;Near public transportation, Walking distance to school, Near school bus;NOT willing to accept DHS;
1526665;Susie Schwartz Child Care;Accepting Children During COV19 Reopen;Licensed Home;RF055831;Eugenie;;Corvallis;OR;97330;;;(541) 752-3224;;0 Years 1 Months - 17 Years 12 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Registered Family Child Care;10;10;27 Years and 9 Months;1;9/18/2020;;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, Open Holidays, After School;Full Year;Occasional early morning, Flexible am;Autism, ADD/ADHD;Vision Impaired;;Near public transportation, Near school bus;Willing to accept DHS, DHS listed;
1527682;The Magic Flute Bilingual Pre-School;Accepting Children During COV19 Reopen;License Center;CC502693;;2945 NW Circle Boulevard;Corvallis;OR;97330;44.5868646;-123.2847524;(541) 602-4140;;3 Years 0 Months - 5 Years 12 Months;8:00am - 4:00pm;8:00am - 4:00pm;8:00am - 4:00pm;8:00am - 4:00pm;8:00am - 4:00pm;;;Licensed Child Care Center;35;35;12 Years and 1 Months;10;6/29/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Additional Lessons, Dual Languages, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Asthma, Hearing Impaired;Inclusion training, Domestic violence/abuse training, Diversity training;Walking distance to school;Willing to accept DHS;
1526231;OSU Child Development Center;Accepting Children During COV19 Reopen;License Exempt Center;CC001239;;110 SW 26th Street;Corvallis;OR;97331;44.5673985;-123.2802296;(541) 737-8261;http://www.health.oregonstate.edu/child-development-center/preschool-program;3 Years 0 Months - 4 Years 12 Months;9:00am - 3:00pm;9:00am - 3:00pm;9:00am - 3:00pm;9:00am - 3:00pm;9:00am - 3:00pm;;;Licensed Child Care Center;63;63;32 Years and 5 Months;2;11/19/2020;Spanish;No Dogs, Covered Outdoor Play, Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Additional Lessons, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Part-time;School Year Only;;Autism, ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring;Inclusion training, Domestic violence/abuse training, Diversity training;;Willing to accept DHS;5 Star Program
1525657;Kidco Early Head Start Corvallis Program;Accepting Children During COV19 Reopen;License Center;CC501930;;1650 SW 45th Place;Corvallis;OR;97333;44.5492115;-123.3016685;(541) 451-1581;http://www.kidcoheadstart.org;0 Years 1 Months - 3 Years 0 Months;8:30am - 4:45pm;8:30am - 4:45pm;8:30am - 4:45pm;8:30am - 4:45pm;8:30am - 4:45pm;;;Licensed Child Care Center;8;8;10 Years and 8 Months;0;10/13/2020;Spanish;No Dogs, No Pets At All, No Cats, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided;Scheduled Activities;;;Full-time, Temp/Emergency, Part-time;School Year Only;;Autism, ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;;Near public transportation;;5 Star Program
