"License Number";"License Type";"Name of Program";"AddressLine1";"AddressLine2";"AddressLine3";"City";"State";"Zip";"County";"Phone";"License Status";"License Holder";"Capacity";"Type Of License";"Restrictions";"Services";"Licensing Authority";"Initial Effective Date";"Current Effective Date";"Expiration Date";"License Holder Lives Onsite"
800103;"Child Care Center";"Apple Tree Learning Center";"409 1st St N";" ";;"Virginia";"MN";55792;"St. Louis";"(218) 741-7441";"Active";"Iron Range Learning and Development Center";127;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/15/1982";"01/01/2020";"12/31/2020";"   "
1036683;"Child Care Center";"Apple Valley Head Start";"311 150th St W";;;"Apple Valley";"MN";55124;"Dakota";"(952) 953-2300";"Active";"Scott-Carver-Dakota Cap Agency Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/12/2005";"09/25/2020";"12/31/2020";"   "
1005117;"Child Care Center";"Appleseed Montessori School & Child Care Center, Inc.";"6601 Bloomington Ave S";;;"Richfield";"MN";55423;"Hennepin";"(612) 866-0038";"Active";"Appleseed Montessori School & Child Care Center, Inc.";103;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/05/2000";"01/01/2020";"12/31/2020";"   "
1077407;"Child Care Center";"Appletime Inc";"21051 John Milless Dr";;;"Rogers";"MN";55374;"Hennepin";"(763) 428-8462";"Active";"Appletime Child Care, Inc.";115;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/2016";"01/01/2020";"12/31/2020";"   "
1033610;"Child Care Center";"Ark of Angels Montessori Preschool";"213 Willard St East";;;"Stillwater";"MN";55082;"Washington";"(651) 379-1269";"Active";"St. Croix Catholic School";30;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/06/2005";"01/01/2020";"12/31/2020";"   "
1066510;"Child Care Center";"Arta Child Care Center";"3401 Chicago Ave S";;;"Minneapolis";"MN";55407;"Hennepin";"(612) 886-1312";"Active";"Arta Child Care Center Inc";41;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/24/2014";"01/01/2020";"12/31/2020";"   "
1009422;"Child Care Center";"Ascension Lutheran Preschool";"15870 46th Ave N";;;"Plymouth";"MN";55446;"Hennepin";"(763) 559-0579";"Active";"Ascension Lutheran Preschool";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/05/2001";"01/01/2020";"12/31/2020";"   "
1055400;"Child Care Center";"Ashby Head Start";"300 Birch Ave";;;"Ashby";"MN";56309;"Grant";"(218) 747-2257";"Active";"West Central MN Head Start";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/08/2009";"01/01/2020";"12/31/2020";"   "
800130;"Child Care Center";"Associated Preschool";"800 Havana Rd";" ";;"Owatonna";"MN";55060;"Steele";"(507) 451-0041";"Active";"Associated Preschool";24;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1963";"01/01/2020";"12/31/2020";"   "
1008457;"Child Care Center";"Atrebla Early Learning Center";"2101 E 35th St";" ";" ";"Minneapolis";"MN";"55407-2444";"Hennepin";"(612) 724-0788";"Active";"Atrebla Early Learning Center, Inc.";53;"Infants     Toddlers     Preschool     School-Age       Service: Night time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/16/2001";"01/02/2020";"12/31/2020";"   "
1081337;"Child Care Center";"Aubrey Della Early Childhood Family Development Center";"6415 Brooklyn Blvd";;;"Brooklyn Center";"MN";55429;"Hennepin";"(763) 535-7422";"Active";"Parents in Community Action, Inc.";84;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/21/2016";"01/02/2020";"12/31/2020";"   "
800136;"Child Care Center";"Audubon/Lake Park Headstart";"2002 2nd Street";;;"Lake Park";"MN";"56554-0000";"Becker";"(218) 396-9199";"Active";"Mahube Otwa Community Action Partnership Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/01/1981";"09/28/2020";"12/31/2020";"   "
1055397;"Child Care Center";"Augsburg Park Montessori School Ltd";"7121 Bloomington Ave S";;;"Richfield";"MN";55423;"Hennepin";"(612) 869-8155";"Active";"Augsburg Park Montessori School Ltd";24;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/2009";"04/15/2020";"12/31/2020";"   "
831149;"Child Care Center";"Augustana Preschool";"1400 S Robert St";" ";;"West St Paul";"MN";55118;"Dakota";"(651) 457-3373";"Active";"Augustana Lutheran Church";42;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/16/1999";"01/01/2020";"12/31/2020";"   "
1100425;"Child Care Center";"Auntys Child Care Center";"4801 COOKE ST";;;"Duluth";"MN";"55804-2461";"St. Louis";"(218) 391-5712";"Active";"Aunty's Child Care LLC";64;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/26/2019";"10/13/2020";"12/31/2020";"   "
1085770;"Child Care Center";"Aurora Child Care Inc";"1048 Aurora Ave";;;"Saint Paul";"MN";55104;"Ramsey";"(651) 348-2684";"Active";"Aurora Child Care Inc";108;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/30/2017";"01/01/2020";"12/31/2020";"   "
830563;"Child Care Center";"Aveda Child Care";"4000 Pheasant Ridge Dr.";;;"Blaine";"MN";55449;"Anoka";"(763) 783-4082";"Pending Reopening";"Aveda Corp.";40;;"None";"Child Care Center";"Minnesota Department of Human Services";"12/01/1997";"01/01/2020";"12/31/2020";"   "
1083467;"Child Care Center";"Avon Montessori School LLC";"200 1st St SW";;;"Avon";"MN";56310;"Stearns";"(320) 356-7570";"Active";"Avon Montessori School LLC";32;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/2017";"01/01/2020";"12/31/2020";"   "
1085776;"Child Care Center";"Ayah Child Care Center Inc";"508 40th Ave NE";;;"Columbia Heights";"MN";55421;"Anoka";"(763) 710-5050";"Active";"Ayah Child Care Center Inc";25;"Infants     Toddlers     Preschool       ";"Per City: Total capacity of license numbers 1086727 and 1085776 cannot exceed 41 children and at lease 75 square feet of outsi; Per Fire: The room with no exterior exit door is approved only for children at least 2 1/2 years old and approved for main lev";"Child Care Center";"Minnesota Department of Human Services";"02/20/2018";"01/01/2020";"12/31/2020";"   "
1086727;"Child Care Center";"Ayah Child Care Center Inc";"500 40th Ave NE";;;"Columbia Heights";"MN";55421;"Anoka";"(763) 710-5050";"Active";"Ayah Child Care Center Inc";16;"School-Age       ";"Per City: Total capacity of license numbers 1086727 and 1085776 cannot exceed 41 children & at least 75 square feet of outside; Per State Fire Marshall: Approved use main level only (except storm) Any change to classrooms will require a new inspection. 
";"Child Care Center";"Minnesota Department of Human Services";"02/20/2018";"01/01/2020";"12/31/2020";"   "
1084538;"Child Care Center";"Ayeeyo Childcare Center Inc";"1837 E Lake St";;;"Minneapolis";"MN";55407;"Hennepin";"(612) 208-1937";"Active";"Ayeeyo Childcare Center Inc";27;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/29/2017";"01/01/2020";"12/31/2020";"   "
1009585;"Child Care Center";"Babbitt Head Start 2142 Combination";"30 S Drive Room E 112, 113";;;"Babbitt";"MN";55706;"St. Louis";"(218) 827-3101";"Active";"Arrowhead Economic Opportunity Agency, Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/27/2000";"09/21/2020";"12/31/2020";"   "
1052586;"Child Care Center";"Baby Corner North";"621 N Springen";;;"Fergus Falls";"MN";56537;"Otter Tail";"(218) 998-3337";"Active";"Fergus Falls Community Child Care Center";16;"Infants     Toddlers       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/09/2009";"01/01/2020";"12/31/2020";"   "
1044125;"Child Care Center";"Babys Space";"2438 18th Ave S";;;"Minneapolis";"MN";55404;"Hennepin";"(612) 729-5171";"Active";"Baby's Space";99;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/01/2006";"01/01/2020";"12/31/2020";"   "
1005570;"Child Care Center";"Backus Central Cass Head Start & Early Head Start";"320 1st Ave E";;;"Backus";"MN";56435;"Cass";"(218) 947-4813";"Active";"Bi-County Community Action Programs, Inc.";34;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/10/2000";"01/01/2020";"12/31/2020";"   "
810959;"Child Care Center";"Bagley Head Start";"15 CLEARWATER AVE NW";;;"Bagley";"MN";"56621-0000";"Clearwater";"(218) 694-7000";"Active";"Inter County Community Council";15;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/10/1997";"10/06/2020";"12/31/2020";"   "
800157;"Child Care Center";"Barnesville Child Day Care Center";"405 2nd St SE";"PO Box 383";;"Barnesville";"MN";56514;"Clay";"(218) 354-7542";"Active";"Barnesville Child Day Care Center";62;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/03/1975";"01/01/2020";"12/31/2020";"   "
1006478;"Child Care Center";"Bassett Creek Montessori and Daycare Center";"6250 WAYZATA BLVD";;;"Golden Valley";"MN";"55416-1210";"Hennepin";"(952) 525-1500";"Active";"Rohan & Helen De Alwis";38;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/11/2000";"01/01/2020";"12/31/2020";"   "
810840;"Child Care Center";"Battle Creek Head Start";"2181 Suburban Ave";" ";;"Saint Paul";"MN";55119;"Ramsey";"(651) 730-1663";"Active";"Community Action Partnership of Ramsey and Washington Counties";120;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/21/1996";"02/20/2020";"12/31/2020";"   "
800163;"Child Care Center";"Beary Patch Preschool";"198 W Main";;;"Spring Grove";"MN";55974;"Houston";"(507) 498-5100";"Active";"Trinity Lutheran Church";18;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/11/1988";"01/01/2020";"12/31/2020";"   "
1000966;"Child Care Center";"Beautiful Savior Child Development Center";"5005 NORTHWEST BLVD";;;"Plymouth";"MN";"55442-3504";"Hennepin";"(763) 235-7626";"Active";"Beautiful Savior Lutheran Church";102;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/13/1999";"01/01/2020";"12/31/2020";"   "
1014830;"Child Care Center";"Becks Montessori Accelerated Learning Center";"4194 Pilot Knob Road";;;"Eagan";"MN";55123;"Dakota";"(651) 686-7984";"Active";"Minnesota Montessori Accelerated Learning Center, Inc.";121;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/19/2002";"01/01/2020";"12/31/2020";"   "
1080698;"Child Care Center";"BEGIN Program at St Marys";"311 Colorado Ave";;;"Morris";"MN";56267;"Stevens";"(320) 589-1704";"Active";"St Marys School";10;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/06/2016";"01/01/2020";"12/31/2020";"   "
1062585;"Child Care Center";"Belle Plaine LLC Memories & Milestones Academy";"900 E South St";;;"Belle Plaine";"MN";56011;"Scott";"(952) 873-3331";"Active";"Belle Plaine LLC Memories & Milestones Academy";62;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/11/2012";"01/01/2020";"12/31/2020";"   "
800179;"Child Care Center";"Bemidji Head Start";"1601 CONIFER AVE NW";;;"Bemidji";"MN";56601;"Beltrami";"(218) 751-4631";"Active";"Bi-County Community Action Programs, Inc.";130;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/08/1970";"01/01/2020";"12/31/2020";"   "
800182;"Child Care Center";"Benedictine Developmental Preschool";"935 Kenwood Ave";;;"Duluth";"MN";55811;"St. Louis";"(218) 529-5798";"Closed";"Benedictine Health Center";51;;"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1980";"01/01/2020";"12/31/2020";"   "
1065673;"Child Care Center";"Berea Lutheran Preschool";"9308 Rich Valley Blvd";;;"Inver Grove Heights";"MN";55077;"Dakota";"(651) 994-1074";"Active";"Berea Evangelical Lutheran Church";12;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/06/2013";"01/01/2020";"12/31/2020";"   "
800184;"Child Care Center";"Berean Education Center";"309 COUNTY ROAD 42 E";;;"Burnsville";"MN";"55306-4522";"Dakota";"(952) 223-1814";"Active";"Berean Baptist Church";101;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/01/1981";"09/08/2020";"12/31/2020";"   "
803886;"Child Care Center";"Bernie's Montessori School";"115 2nd Ave S";" ";;"Minneapolis";"MN";55401;"Hennepin";"(612) 333-5460";"Active";"Bernie's Montessori School Inc";49;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/04/1990";"09/16/2020";"12/31/2020";"   "
830852;"Child Care Center";"Bernie's Montessori School Inc";"1100 E 66TH ST";;;"Richfield";"MN";"55423-2638";"Hennepin";;"Active";"Bernie's Montessori School, Inc.";76;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/12/1998";"01/01/2020";"12/31/2020";"   "
1098741;"Child Care Center";"Berry Patch-Calvary (The)";"5300 FRANCE AVE S";;;"Edina";"MN";"55410-2020";"Hennepin";"(952) 836-1577";"Active";"Normandy Trail, LLC";134;"Toddlers     Preschool       ";"Per Building Inspector - Temporary building approved through 7/22/20";"Child Care Center";"Minnesota Department of Human Services";"02/05/2020";"06/24/2020";"12/31/2020";"   "
1098740;"Child Care Center";"Berry Patch-Colonial (The)";"6200 COLONIAL WAY";;;"Edina";"MN";"55436-1910";"Hennepin";"(952) 836-1577";"Active";"Normandy Trail, LLC";84;"Toddlers     Preschool       ";"Per Building Inspector - Temporary building approved through 7/22/20";"Child Care Center";"Minnesota Department of Human Services";"02/05/2020";"06/25/2020";"12/31/2020";"   "
800186;"Child Care Center";"Bertha Head Start/Bertha Family Center";"310 Central Ave South";"Po B 8";;"Bertha";"MN";56437;"Todd";"(218) 924-3277";"Active";"Tri County Community Action Partnership Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1984";"01/01/2020";"12/31/2020";"   "
1082562;"Child Care Center";"Best Child Care Center LLC";"1121 80TH AVE NE";;;"Spring Lake Park";"MN";"55432-2040";"Anoka";"(763) 784-7853";"Revoked";"Best Child Care Center Inc";40;;"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/2017";"01/01/2018";"12/31/2018";"   "
1090715;"Child Care Center";"Best Child Care Center LLC";"1121 80TH AVE NE";;;"Spring Lake Park";"MN";"55432-2040";"Anoka";"(763) 784-7853";"Active";"Best Child Care Center LLC";40;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/26/2018";"01/01/2020";"12/31/2020";"   "
1028873;"Child Care Center";"Bet Shalom Yeladim Preschool";"13613 Orchard Rd";;;"Minnetonka";"MN";55305;"Hennepin";"(952) 933-8525";"Active";"Bet Shalom Congregation";62;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/03/2004";"03/02/2020";"12/31/2020";"   "
1066499;"Child Care Center";"Bethel Child Care Center";"5232 Irvine Ave NW";;;"Bemidji";"MN";56601;"Beltrami";"(218) 444-4746";"Active";"Bethel Lutheran Church";62;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/18/2013";"03/25/2020";"12/31/2020";"   "
1036264;"Child Care Center";"Bethesda All Stars c/o Bethesda Lutheran Church";"401 40th Ave S";;;"Moorhead";"MN";56560;"Clay";"(701) 212-6637";"Active";"Bethesda All Stars c/o Bethesda Lutheran Church";43;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/2006";"01/01/2020";"12/31/2020";"   "
800194;"Child Care Center";"Bethlehem Child Care Center";"3141 43rd Ave S";" ";;"Minneapolis";"MN";"55406-2248";"Hennepin";"(612) 721-2290";"Active";"Bethlehem Evangelical Covenant Church";86;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/27/1982";"01/01/2020";"12/31/2020";"   "
