"Facility ID";"Name";"Programm Type";"City";"Phone";"County";"Zip";"Addess";"Addess1";"Email";"License Status"
"CCCB-05649";"Strafford YMCA Early Learning Center and SOP";"Center Based Program License";"Rochester";6033327334;"Strafford";"'03867";"35 Industrial Way, Suite 106";;;"Active"
"CCCB-04525";"Rochester Child Care Center East Rochester School ""UP"" Program";"Center Based Program License";"Rochester";6033329333;"Strafford";"'03868";"773 Portland Street";;;"Active"
"CCCB-06564";"Rochester Child Care Center Nancy Loud School ""UP"" Program";"Center Based Program License";"Rochester";6033329333;"Strafford";"'03868";"5 Cocheco Avenue";;;"Active"
"CCCB-04628";"Fun Time University";"Center Based Program License";"Rollinsford";6037434562;"Strafford";"'03869";"Rollinsford Grade School 487 Locust St.";;;"Active"
"CCCB-03049";"Rye Country Day School";"Center Based Program License";"Rye";6039644066;"Rockingham";"'03870";"1245 Washington Road";;;"Active"
"CCCB-00952";"Hazel MacBrien Nursery School";"Center Based Program License";"Sanbornville";6035226860;"Carroll";"'03872";"2718 Wakefield Road";;;"Active"
"CCCB-06696";"Learning With Love";"Center Based Program License";"Sanbornville";6034987157;"Carroll";"'03872";"16 Windy Hollow Road";;;"Active"
"CCCB-05479";"Pine River Pond Country Daycare";"Center Based Program License";"Sanbornville";6035229206;"Carroll";"'03872";"556 Pine River Pond Road";;;"Active"
"CCCB-06830";"Wakefield Child Care Early Learning Center";"Center Based Program License";"Sanbornville";6035203366;"Carroll";"'03872";"26 High Street";;;"Active"
"CCCB-02316";"Playmates Learning Center";"Center Based Program License";"Sandown";6038873128;"Rockingham";"'03873";"56 North Road";;;"Active"
"CCCB-06917";"YMCA @ Sandown Before and After School Program";"Center Based Program License";"Sandown";6033820641;"Rockingham";"'03873";"295 Main Street";;;"Permit Issued"
"CCCB-06951";"YMCA Before and After School @ Sandown North";"Center Based Program License";"Sandown";6032571541;"Rockingham";"'03873";"23 Stagecoach Road";;;"Permit Issued"
"CCFB-06548";"Miss Beth's Family Day Care";"Family Based Program License";"Seabrook";6034747990;"Rockingham";"'03874";"49 Belgian Drive";;;"Active"
"CCCB-04447";"Southern District YMCA School's Out - Seabrook";"Center Based Program License";"Seabrook";6036423361;"Rockingham";"'03874";"256 Walton Road";;;"Active"
"CCCB-06770";"Southern New Hampshire Services Seabrook Head Start";"Center Based Program License";"Seabrook";6034743507;"Rockingham";"'03874";"146 Lafayette Road";;;"Active"
"CCCB-06682";"Kid's Culture";"Center Based Program License";"Somersworth";6033375217;"Strafford";"'03878";"233 Rte 108";;;"Active"
"CCCB-06737";"Little Steps Early Learning Center";"Center Based Program License";"Somersworth";6036921845;"Strafford";"'03878";"7 Works Way";;;"Active"
"CCCB-06872";"Somersworth Early Learning Center";"Center Based Program License";"Somersworth";6036922081;"Strafford";"'03878";"35 Bartlett Avenue";;"dcollins@somersworthelc.org";"Active"
"CCCB-04308";"Strafford County Head Start - Somersworth Center";"Center Based Program License";"Somersworth";6038175458;"Strafford";"'03878";"43 Stackpole Rd.";;;"Active"
"CCCB-06041";"Wentworth Douglass Hospital Early Learning @ The Works";"Center Based Program License";"Somersworth";6037402675;"Strafford";"'03878";"23 Works Way";;;"Active"
"CCFB-05064";"JJ's Playland";"Family Based Program License";"Effingham";6035397922;"Carroll";"'03882";"846 Green Mountain Road";;;"Active"
"CCCB-06651";"Strafford Kinder Campus @ Strafford School";"Center Based Program License";"Strafford";6036649025;"Strafford";"'03884";"22 Roller Coaster Road";;;"Active"
"CCCB-06200";"Whitehouse Early Learning Center";"Center Based Program License";"Strafford";6036645025;"Strafford";"'03884";"352 Province Road";;;"Active"
"CCCB-02171";"Acorn School";"Center Based Program License";"Stratham";6037788285;"Rockingham";"'03885";"136 Winnicutt Road";;;"Active"
"CCCB-05444";"Bright Horizons at Timberland";"Center Based Program License";"Stratham";6037731260;"Rockingham";"'03885";"200 Domain Drive";;;"Active"
"CCCB-06665";"Little Sprouts";"Center Based Program License";"Stratham";6033194280;"Rockingham";"'03885";"One Portsmouth Avenue";;;"Active"
"CCCB-01668";"Richie McFarland Children's Center";"Center Based Program License";"Stratham";6037788193;"Rockingham";"'03885";"11 Sandy Point Road";;;"Active"
"CCCB-04259";"Southern District YMCA School's Out - Stratham";"Center Based Program License";"Stratham";6036423361;"Rockingham";"'03885";"39 Gifford Farm Road";;;"Active"
"CCCB-06000";"Stratham Circle Learning Center";"Center Based Program License";"Stratham";6037750311;"Rockingham";"'03885";"6 Emery Lane";;;"Active"
"CCCB-00872";"Bearcamp Valley School & Childrens Center";"Center Based Program License";"Tamworth";6033238300;"Carroll";"'03886";"27 Durrell Road";;;"Active"
"CCCB-05226";"Community Kids: Preschool And Child Care";"Center Based Program License";"Tamworth";6033238841;"Carroll";"'03886";"784 Tamworth Road";;;"Active"
"CCCB-00619";"Tamworth Area Head Start";"Center Based Program License";"Tamworth";6033230201;"Carroll";"'03886";"448 White Mountain Highway";;;"Active"
"CCFB-05994";"Country Kids Daycare";"Family Based Program License";"Union";6037553225;"Carroll";"'03887";"24 Silver Street";;;"Active"
"CCCB-06599";"Magic Moments Preschool";"Center Based Program License";"Wolfeboro";6035694362;"Carroll";"'03894";"396 South Main Street";;;"Active"
"CCCB-00977";"Wolfeboro Area Children's Center";"Center Based Program License";"Wolfeboro";6035691027;"Carroll";"'03894";"180 South Main Street";;;"Active"
"CCCB-01014";"Wolfeboro Cooperative Nursery School";"Center Based Program License";"Wolfeboro";6035151075;"Carroll";"'03894";"258 South Main Street";;;"Active"
