"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_MCODE";"N_LCODE";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
12/1/2020;"CHILD CARE CENTER";"85120";"APACHE JUNCTION HEAD START";"900 NORTH PLAZA DRIVE";"CDC-4974";6/1/2018;5/31/2021;"APACHE JUNCTION";"PINAL";"(480)982-4516";"(480)288-9050";48;"CDC4974";-111.550605;33.422854;;;;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"N/A";"Tera.Leigh@pgccs.org"
12/1/2020;"CHILD CARE CENTER";"85381";"APOSTLES LUTHERAN PRESCHOOL";"7020 WEST CACTUS ROAD";"CDC-5279";1/1/2019;12/31/2021;"PEORIA";"MARICOPA";"(623)979-3497";"(623)979-5778";59;"CDC5279";-112.209427;33.59622;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"preschool.apostles@phxcoxmail.com"
12/1/2020;"CHILD CARE CENTER";"85008";"ARCADIA MONTESSORI SCHOOL";"5115 EAST VIRGINIA AVENUE";"CDC-7039";6/1/2018;5/31/2021;"PHOENIX";"MARICOPA";"(602)840-2342";"(602)840-5065";171;"CDC7039";-111.970756;33.476304;;;;"C11";"AZ";"N/A";"61";"LICENSED";"LICENSED";"LICENSED";"teresa@arcadiamontessori.com"
12/1/2020;"CHILD CARE CENTER";"85601";"ARIVACA ACTION CENTER";"15925 W UNIVERSAL RANCH RD";"CDC-16179";11/1/2018;10/31/2021;"ARIVACA";"PIMA";"(520)591-0852";"(   )   -";29;"CDC16179";-111.302717;31.593957;;;;"C11";"AZ";"4";"4";"LICENSED";"LICENSED";"N/A";"nathaliedresang@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85374";"ARIZONA CHARTER ACADEMY";"16011 NORTH DYSART ROAD";"CDC-14186";10/1/2020;9/30/2023;"SURPRISE";"MARICOPA";"(623)974-4959";"(623)974-4840";59;"CDC14186";-112.34192;33.629416;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"lalvarez@azcharter.com"
12/1/2020;"CHILD CARE CENTER";"85225";"ARIZONA CHILDREN'S ACADEMY";"900 NORTH MCQUEEN ROAD";"CDC-17823";1/1/2020;12/31/2022;"CHANDLER";"MARICOPA";"(480)855-8777";"(480)505-3086";233;"CDC17823";;;;;;"C11";"AZ";"22";"29";"LICENSED";"LICENSED";"LICENSED";"vennila@cox.net"
12/1/2020;"CHILD CARE CENTER";"85042";"ARIZONA CULTURAL ACADEMY & COLLEGE PREP. MONTESSORI";"7810 SOUTH 42ND PLACE";"CDC-9228";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)454-1222";"(602)453-3222";28;"CDC9228";-111.992429;33.375204;;;;"C11";"AZ";"N/A";"12";"LICENSED";"LICENSED";"LICENSED";"christine.mcgee@azacademy.org"
12/1/2020;"CHILD CARE CENTER";"85353";"ARIZONA DESERT HEAD START";"8803 WEST VAN BUREN STREET";"CDC-17054";9/1/2020;8/31/2023;"TOLLESON";"MARICOPA";"(623)907-5260";"(623)907-5261";8;"CDC17054";;;;;;"C11";"AZ";"N/A";"8";"LICENSED";"N/A";"N/A";"vferguson@cc-az.org"
12/1/2020;"CHILD CARE CENTER";"85032";"ARIZONA SUNRAYS";"15801 NORTH 32ND STREET";"CDC-18040";11/1/2020;10/31/2023;"PHOENIX";"MARICOPA";"(602)992-5790";"(602)992-2420";59;"CDC18040";;;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"kenzie@arizonasunrays.com"
12/1/2020;"CHILD CARE CENTER";"85381";"ARROWHEAD MONTESSORI";"14801 NORTH 83RD AVENUE";"CDC-10010";9/1/2020;8/31/2023;"PEORIA";"MARICOPA";"(623)776-2322";"(623)776-7142";59;"CDC10010";-112.23732;33.62087;;;;"C11";"AZ";"N/A";"14";"LICENSED";"LICENSED";"LICENSED";"info@arrowheadmontessori.com"
12/1/2020;"CHILD CARE CENTER";"85705";"ARTS FOR ALL, INC";"2520 NORTH ORACLE ROAD";"CDC-9821";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)622-4100";"(   )   -";105;"CDC9821";-110.977823;32.25254;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"execdirector@artsforallinc.org"
12/1/2020;"CHILD CARE CENTER";"85704";"ASCENSION LUTHERAN PRESCHOOL";"1220 WEST MAGEE ROAD";"CDC-1414";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)742-6229";"(520)742-4781";193;"CDC1414";-110.991966;32.351937;;;;"C11";"AZ";"16";"49";"LICENSED";"LICENSED";"LICENSED";"e.clonts@alcs-az.org"
12/1/2020;"CHILD CARE CENTER";"85017";"AT TEACH AND PLAY";"5827 NORTH 35TH AVENUE";"CDC-3469";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)973-1405";"(602)973-8208";156;"CDC3469";-112.134083;33.522841;;;;"C11";"AZ";"N/A";"7";"LICENSED";"LICENSED";"LICENSED";"allaboardcharterschool@cox.net"
12/1/2020;"CHILD CARE CENTER";"85308";"ATONEMENT LUTHERAN PRESCHOOL";"4001 WEST BEARDSLEY ROAD";"CDC-1700";9/1/2020;8/31/2023;"GLENDALE";"MARICOPA";"(623)374-3019";"(623)587-8512";59;"CDC1700";-112.146143;33.669059;;;;"C11";"AZ";"N/A";"12";"LICENSED";"LICENSED";"LICENSED";"school@atonementlc.org"
12/1/2020;"CHILD CARE CENTER";"85323";"AVONDALE SOUTH HEAD START";"525 EAST HARRISON DRIVE";"CDC-10401";4/1/2018;3/31/2021;"AVONDALE";"MARICOPA";"(623)486-9868";"(623)486-9988";20;"CDC10401";-112.343378;33.427929;;;;"C11";"AZ";"N/A";"8";"LICENSED";"LICENSED";"N/A";"pthompson@cc-az.org"
12/1/2020;"CHILD CARE CENTER";"85042";"AWAKENING SEED SCHOOL";"6630 SOUTH 40TH STREET";"CDC-8422";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)454-2606";"(602)454-2773";201;"CDC8422";-111.995708;33.386721;;;;"C11";"AZ";"N/A";"16";"LICENSED";"LICENSED";"LICENSED";"dirseed@icloud.com"
12/1/2020;"CHILD CARE CENTER";"85366";"AZ WESTERN COLLEGE CHILD DEVELOPMENT LEARNING LAB";"9500 SOUTH AVENUE 8 E";"CDC-0366";3/1/2020;2/28/2023;"YUMA";"YUMA";"(928)344-7564";"(   )   -";92;"CDC0366";-114.495795;32.670114;;;;"C11";"AZ";"7";"11";"LICENSED";"LICENSED";"N/A";"alma.barrandey@azwestern.edu"
12/1/2020;"CHILD CARE CENTER";"85338";"BAMBINOS BILINGUAL MONTESSORI";"15450 GOODYEAR BLVD NORTH SUITE 135";"CDC-17988";10/1/2020;9/30/2023;"GOODYEAR";"MARICOPA";"(623)444-5652";"(   )   -";44;"CDC17988";;;;;;"C11";"AZ";"N/A";"15";"LICENSED";"LICENSED";"LICENSED";"bambinosbilibgualmontessori@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85310";"BAYER PRIVATE SCHOOL";"23555 N 67TH AVENUE";"CDC-17334";9/1/2018;8/31/2021;"GLENDALE";"MARICOPA";"(623)362-3700";"(   )   -";265;"CDC17334";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"smahaffy@bayerschool.com"
12/1/2020;"CHILD CARE CENTER";"85051";"BEACON LEARNING CENTER";"8801 NORTH 43RD AVENUE";"CDC-17575";7/1/2019;6/30/2022;"PHOENIX";"MARICOPA";"(623)934-3287";"(623)934-3298";136;"CDC17575";;;;;;"C11";"AZ";"13";"15";"LICENSED";"LICENSED";"LICENSED";"spavlisick@beaconlcaz.org"
12/1/2020;"CHILD CARE CENTER";"85210";"BEAUTIFUL OASIS CHILD CARE CENTER";"1010 WEST SOUTHERN AVENUE";"CDC-5982";4/1/2020;3/31/2023;"MESA";"MARICOPA";"(480)461-1638";"(480)926-8036";176;"CDC5982";-111.853085;33.393349;;;;"C11";"AZ";"20";"21";"LICENSED";"LICENSED";"LICENSED";"adansby.beautiful@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85741";"BEAUTIFUL SAVIOR ACADEMY";"7570 NORTH THORNYDALE";"CDC-4248";10/1/2019;9/30/2022;"TUCSON";"PIMA";"(520)579-1453";"(520)572-2068";88;"CDC4248";-111.04665;32.345698;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"rhondakar@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85024";"BEI BEI AMIGOS LANGUAGE PRESCHOOL L L C";"751 EAST UNION HILLS DRIVE - SUITE #19";"CDC-15053";10/1/2018;9/30/2021;"PHOENIX";"MARICOPA";"(602)996-4990";"(   )   -";59;"CDC15053";-112.063773;33.654716;;;;"C11";"AZ";"N/A";"30";"LICENSED";"LICENSED";"LICENSED";"sean@beibeiamigos.com"
12/1/2020;"CHILD CARE CENTER";"85395";"BEL ESPRIT DAY SCHOOL AT PALM VALLEY";"1375 NORTH LITCHFIELD ROAD STE 104";"CDC-15966";8/1/2020;7/31/2023;"GOODYEAR";"MARICOPA";"(623)536-6600";"(   )   -";104;"CDC15966";-112.357838;33.46209;;;;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"Admin@belespritdayschool.com"
12/1/2020;"CHILD CARE CENTER";"85233";"BELLA MONTESSORI";"700 SOUTH ISLANDS DRIVE";"CDC-16175";6/1/2018;5/31/2021;"GILBERT";"MARICOPA";"(480)993-3393";"(480)993-3393";189;"CDC16175";-111.821722;33.336681;;;;"C11";"AZ";"4";"25";"LICENSED";"LICENSED";"LICENSED";"davina@bellamontessori.com"
12/1/2020;"CHILD CARE CENTER";"85032";"BENCHMARK SCHOOL";"4120 EAST ACOMA DRIVE";"CDC-10021";8/1/2017;7/31/2023;"PHOENIX";"MARICOPA";"(602)765-3582";"(602)765-1932";85;"CDC10021";-111.993197;33.619227;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"bobbie@benchmarkschool.net"
12/1/2020;"CHILD CARE CENTER";"85602";"BENSON HEAD START";"300 WEST UNION STREET";"CDC-9789";3/1/2020;2/28/2023;"BENSON";"COCHISE";"(520)586-7174";"(520)622-1927";35;"CDC9789";-110.303663;31.962494;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"benson@childparentcenters.org"
12/1/2020;"CHILD CARE CENTER";"85202";"BEST FRIENDS PRESCHOOL INC";"2038 SOUTH DON CARLOS";"CDC-4447";3/1/2020;2/28/2023;"MESA";"MARICOPA";"(480)839-5953";"(480)839-5953";96;"CDC4447";-111.890878;33.377119;;;;"C11";"AZ";"N/A";"14";"LICENSED";"LICENSED";"LICENSED";"bestfriendspreschoolmesa@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85323";"BEST OF THE WEST ACADEMY LLC";"10740 WEST LOWER BUCKEYE ROAD, #101";"CDC-12680";10/1/2018;9/30/2021;"AVONDALE";"MARICOPA";"(623)907-8911";"(623)907-8776";132;"CDC12680";-112.289936;33.421168;;;;"C11";"AZ";"11";"16";"LICENSED";"LICENSED";"LICENSED";"Md.sandoval@brighterangels.com"
12/1/2020;"CHILD CARE CENTER";"85331";"BEST PALS NEIGHBORHOOD PRESCHOOL";"30845 NORTH CAVE CREEK ROAD #117";"CDC-13613";8/1/2019;7/31/2022;"CAVE CREEK";"MARICOPA";"(480)342-7170";"(480)342-7175";59;"CDC13613";-111.984064;33.765969;;;;"C11";"AZ";"N/A";"12";"LICENSED";"LICENSED";"N/A";"info@bestpalspreschools.com"
12/1/2020;"CHILD CARE CENTER";"85021";"BETH EL CENTER FOR EARLY CHILDHOOD EDUCATION";"1118 WEST GLENDALE AVENUE";"CDC-0871";4/1/2018;3/31/2021;"PHOENIX";"MARICOPA";"(602)944-2464";"(602)944-4584";102;"CDC0871";-112.088634;33.538591;;;;"C11";"AZ";"12";"31";"LICENSED";"LICENSED";"LICENSED";"jcharnow@bethelphoenix.com"
12/1/2020;"CHILD CARE CENTER";"85022";"BEYOND CARE INC.";"1601 EAST BELL ROAD A19";"CDC-7550";3/1/2019;2/28/2022;"PHOENIX";"MARICOPA";"(602)971-5954";"(602)971-7445";194;"CDC7550";-112.048011;33.640177;;;;"C11";"AZ";"20";"27";"LICENSED";"LICENSED";"LICENSED";"schneidergirls23@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85349";"BIENESTAR CHILD DEVELOPMENT CENTER";"1504 LIBERTY ST";"CDC-15486";9/1/2019;8/31/2022;"SAN LUIS";"YUMA";"(928)627-9342";"(928)627-9315";73;"CDC15486";-114.765026;32.497028;;;;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"bienestarchildcare@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85350";"BIENESTAR DEL CIELO";"144 WEST BRENDA STREET";"CDC-18499";2/12/2019;1/31/2022;"SOMERTON";"YUMA";"(928)627-9342";"(928)627-9315";32;"CDC18499";;;;;;"C11";"AZ";"N/A";"10";"LICENSED";"LICENSED";"N/A";"bienestarchildcare@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85383";"BIG DREAMS PRESCHOOL & KINDERGARTEN";"28570 EL MIRAGE ROAD";"CDC-17091";11/1/2020;10/31/2023;"PEORIA";"MARICOPA";"(602)684-2836";"(   )   -";59;"CDC17091";;;;;;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"N/A";"debbie@bigdreamslearning.phxcoxmail.com"
12/1/2020;"CHILD CARE CENTER";"85364";"BIG RED BARN";"2175 SOUTH ARIZONA AVENUE";"CDC-16423";2/1/2019;1/31/2022;"YUMA";"YUMA";"(928)783-3815";"(928)783-3835";138;"CDC16423";-114.615822;32.688151;;;;"C11";"AZ";"N/A";"15";"LICENSED";"LICENSED";"LICENSED";"brbpreschoolyuma@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85382";"BLACK MOUNTAIN SCIENCE ACADEMY";"21461 NORTH 78TH AVENUE SUITE 185";"CDC-16980";8/1/2020;7/31/2023;"PEORIA";"MARICOPA";"(623)825-1576";"(623)321-1703";94;"CDC16980";;;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"rebecca.grim@yahoo.com"
12/1/2020;"CHILD CARE CENTER";"85704";"BLESSED BEGINNINGS OF ORO VALLEY";"9200 NORTH ORACLE ROAD";"CDC-18720";11/1/2019;10/31/2022;"ORO VALLEY";"PIMA";"(520)214-1200";"(520)297-5114";76;"CDC18720";;;;;;"C11";"AZ";"7";"17";"LICENSED";"LICENSED";"LICENSED";"cbaker@cdobaptist.org"
12/1/2020;"CHILD CARE CENTER";"85254";"BLESSED SACRAMENT PRESCHOOL / KINDERGARTEN";"11300 NORTH 64TH STREET";"CDC-14173";8/1/2020;7/31/2023;"SCOTTSDALE";"MARICOPA";"(480)998-9466";"(480)951-3844";50;"CDC14173";-111.943487;33.588679;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"hfraher@bscaz.org"
12/1/2020;"CHILD CARE CENTER";"85139";"BLUE CACTUS PRESCHOOL";"45295 WEST HONEYCUTT AVENUE";"CDC-18476";1/2/2019;12/31/2021;"MARICOPA";"PINAL";"(520)483-3480";"(520)568-5080";59;"CDC18476";;;;;;"C11";"AZ";"N/A";"11";"LICENSED";"LICENSED";"N/A";"t.graysmark@me.com"
12/1/2020;"CHILD CARE CENTER";"85607";"BONITA HEADSTART";"1201 EAST 16TH STREET";"CDC-5245";1/1/2019;12/31/2021;"DOUGLAS";"COCHISE";"(520)364-4347";"(520)622-1927";59;"CDC5245";-109.543754;31.350464;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"bonita@childparentcenters.org"
12/1/2020;"CHILD CARE CENTER";"85034";"BOOKER T  WASHINGTON CHILD DEVELOPMENT CENTER";"1522 EAST ADAMS STREET";"CDC-10139";12/1/2020;11/30/2023;"PHOENIX";"MARICOPA";"(602)252-4743";"(602)252-4894";160;"CDC10139";-112.049341;33.449583;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"aduran@btwchild.org"
12/1/2020;"CHILD CARE CENTER";"85006";"BOOKER T  WASHINGTON CHILD DEVELOPMENT CENTER";"804 NORTH 18TH STREET";"CDC-12281";10/1/2020;9/30/2023;"PHOENIX";"MARICOPA";"(602)527-3852";"(602)252-4894";50;"CDC12281";-112.043467;33.457332;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"aquintana@btwchild.org"
12/1/2020;"CHILD CARE CENTER";"85007";"BOOKER T. WASHINGTON  - CAPITOL";"330 NORTH 16TH AVENUE";"CDC-16650";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)523-5747";"(602)252-4894";50;"CDC16650";-112.094159;33.452011;"S80";"AS0";"040131129004027";"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
12/1/2020;"CHILD CARE CENTER";"85007";"BOOKER T. WASHINGTON - BETHUNE";"1310 SOUTH 15TH AVENUE";"CDC-16658";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)252-4743";"(602)252-4894";25;"CDC16658";-112.091384;33.434771;"S80";"AS0";"040131148002012";"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"CScott@btwchild.org"
12/1/2020;"CHILD CARE CENTER";"85205";"BRIDGES EARLY CHILDHOOD EDUCATION";"1201 NORTH 66TH STREET";"CDC-11758";12/1/2019;11/30/2022;"MESA";"MARICOPA";"(480)924-8008";"(480)218-0923";117;"CDC11758";-111.688502;33.437559;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"april@bridgespreschool.com"
12/1/2020;"CHILD CARE CENTER";"85296";"BRIDGES PRESCHOOL";"1494 SOUTH GILBERT ROAD";"CDC-14103";8/1/2020;7/31/2023;"GILBERT";"MARICOPA";"(480)926-3003";"(480)926-3004";150;"CDC14103";-111.790059;33.323988;;;;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"LICENSED";"tiffany@bridgespreschool.com"
12/1/2020;"CHILD CARE CENTER";"85283";"BRIDGES PRESCHOOL";"7570 SOUTH WILLOW DRIVE";"CDC-15646";1/1/2020;12/31/2022;"TEMPE";"MARICOPA";"(480)345-5555";"(480)345-0999";162;"CDC15646";-111.914989;33.349422;;;;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"cari@bridgespreschool.com"
12/1/2020;"CHILD CARE CENTER";"85224";"BRIDGES PRESCHOOL";"1997 WEST ELLIOT ROAD";"CDC-16032";12/1/2020;11/30/2023;"CHANDLER";"MARICOPA";"(480)963-8300";"(480)963-8400";122;"CDC16032";-111.876036;33.349351;;;;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"adrienne@bridgespreschool.com"
12/1/2020;"CHILD CARE CENTER";"85142";"BRIDGES PRESCHOOL";"20635 SOUTH OLD ELLSWORTH ROAD";"CDC-16374";10/1/2018;9/30/2021;"QUEEN CREEK";"MARICOPA";"(480)358-4900";"(480)458-5002";153;"CDC16374";-111.634613;33.260518;;;;"C11";"AZ";"N/A";"25";"LICENSED";"LICENSED";"LICENSED";"alicia@bridgespreschool.com"
12/1/2020;"CHILD CARE CENTER";"85122";"BRIGHT BEGINNINGS LEARNING CENTER & CHILDCARE";"420 WEST COTTONWOOD LANE";"CDC-8265";6/1/2020;5/31/2023;"CASA GRANDE";"PINAL";"(520)421-3014";"(520)421-3014";41;"CDC8265";-111.758363;32.894281;;;;"C11";"AZ";"N/A";"9";"LICENSED";"LICENSED";"LICENSED";"cmr25@cox.net"
12/1/2020;"CHILD CARE CENTER";"85345";"BRIGHT BEGINNINGS PRESCHOOL & CHILDCARE";"6835 WEST PEORIA AVENUE";"CDC-17248";4/30/2020;5/31/2021;"PEORIA";"MARICOPA";"(623)487-8000";"(623)487-8003";165;"CDC17248";;;;;;"C11";"AZ";"15";"25";"LICENSED";"LICENSED";"LICENSED";"brightbeginnings602@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85224";"BRIGHT BEGINNINGS SCHOOL";"400 NORTH ANDERSEN BLVD";"CDC-8572";2/1/2018;1/31/2021;"CHANDLER";"MARICOPA";"(480)821-1404";"(480)821-1463";171;"CDC8572";-111.873152;33.308463;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"pfrench@bbschl.com"
12/1/2020;"CHILD CARE CENTER";"86326";"BRIGHT FUTURES CHILD CARE";"19 EAST BEECH STREET";"CDC-11892";3/1/2020;2/28/2023;"COTTONWOOD";"YAVAPAI";"(928)649-1330";"(928)646-5188";59;"CDC11892";-112.027088;34.735463;;;;"C11";"AZ";"9";"17";"LICENSED";"LICENSED";"LICENSED";"bf.bvcs@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85206";"BRIGHT HORIZONS AT BANNER BAYWOOD";"6435 EAST BAYWOOD AVENUE";"CDC-17391";8/1/2018;7/31/2021;"MESA";"MARICOPA";"(480)218-1785";"(480)218-1788";138;"CDC17391";;;;;;"C11";"AZ";"16";"20";"LICENSED";"LICENSED";"LICENSED";"michelle.colbert@brighthorizons.com"
12/1/2020;"CHILD CARE CENTER";"85351";"BRIGHT HORIZONS AT BOSWELL";"10457 WEST THUNDERBIRD BLVD";"CDC-16952";6/1/2020;5/31/2023;"SUN CITY";"MARICOPA";"(623)832-5332";"(623)832-6693";151;"CDC16952";;;;;;"C11";"AZ";"9";"13";"LICENSED";"LICENSED";"LICENSED";"sarah.welch@brighthorizons.com"
12/1/2020;"CHILD CARE CENTER";"85003";"BRIGHT HORIZONS AT DOWNTOWN PHOENIX";"150 NORTH 4TH AVENUE";"CDC-17533";4/1/2019;3/31/2022;"PHOENIX";"MARICOPA";"(602)334-4775";"(602)253-6694";170;"CDC17533";;;;;;"C11";"AZ";"20";"39";"LICENSED";"LICENSED";"LICENSED";"stephanie.hooper@brighthorizons.com"
12/1/2020;"CHILD CARE CENTER";"85085";"BRIGHT HORIZONS AT NORTERRA";"ONE NORTH NORTERRA PARKWAY";"CDC-11473";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(623)715-7272";"(623)715-7273";134;"CDC11473";-112.11097;33.720055;;;;"C11";"AZ";"16";"22";"LICENSED";"LICENSED";"LICENSED";"Brandy.Mcintosh@brighthorizons.com"
12/1/2020;"CHILD CARE CENTER";"85258";"BRIGHT HORIZONS AT SCOTTSDALE LINCOLN HEALTH NETWORK";"10028 NORTH 92ND STREET";"CDC-17140";11/1/2020;10/31/2023;"SCOTTSDALE";"MARICOPA";"(480)323-4630";"(480)323-4633";159;"CDC17140";;;;;;"C11";"AZ";"16";"24";"LICENSED";"LICENSED";"LICENSED";"henhoeffer@brighthorizons.com"
12/1/2020;"CHILD CARE CENTER";"85284";"BRIGHT HORIZONS FAMILY CENTER";"7660 SOUTH RESEARCH DRIVE";"CDC-8306";2/1/2018;1/31/2021;"TEMPE";"MARICOPA";"(480)775-6607";"(480)775-6632";319;"CDC8306";-111.897192;33.34789;;;;"C11";"AZ";"24";"42";"LICENSED";"LICENSED";"LICENSED";"patricia.widders@brighthorizons.com"
12/1/2020;"CHILD CARE CENTER";"85224";"BRIGHT HORIZONS FAMILY CENTER";"1151 WEST RAY ROAD";"CDC-9073";2/1/2019;1/31/2022;"CHANDLER";"MARICOPA";"(480)792-6448";"(480)722-9135";164;"CDC9073";-111.862566;33.320399;;;;"C11";"AZ";"8";"32";"LICENSED";"LICENSED";"LICENSED";"kelly.swadner@brighthorizons.com"
12/1/2020;"CHILD CARE CENTER";"85040";"BRIGHT IDEAS CHILDCARE & LEARNING CENTER";"4358 EAST BROADWAY ROAD";"CDC-17967";6/1/2020;5/31/2023;"PHOENIX";"MARICOPA";"(602)437-1103";"(602)324-7561";113;"CDC17967";;;;;;"C11";"AZ";"10";"12";"LICENSED";"LICENSED";"LICENSED";"ryann@brightideaschildcare.com"
12/1/2020;"CHILD CARE CENTER";"85201";"BRIGHT IDEAS CHILDCARE AT EVIT";"1601 WEST MAIN STREET - BUILDING 4";"CDC-18813";4/28/2020;3/31/2023;"MESA";"MARICOPA";"(480)461-6746";"(480)304-3804";143;"CDC18813";;;;;;"C11";"AZ";"15";"35";"LICENSED";"LICENSED";"LICENSED";"beth@brightideaschildcare.com"
12/1/2020;"CHILD CARE CENTER";"85282";"BRIGHT IDEAS CHILDCARE AT TEMPE";"2720 SOUTH DORSEY LANE";"CDC-15529";9/1/2019;8/31/2022;"TEMPE";"MARICOPA";"(480)777-1658";"(480)775-4832";196;"CDC15529";-111.915753;33.400214;;;;"C11";"AZ";"15";"16";"LICENSED";"LICENSED";"LICENSED";"rodica@brightideaschildcare.com"
12/1/2020;"CHILD CARE CENTER";"85719";"BRIGHT STAR PRESCHOOL";"1750 EAST PRINCE ROAD";"CDC-10741";8/1/2018;7/31/2021;"TUCSON";"PIMA";"(520)325-7005";"(520)325-7233";98;"CDC10741";-110.945306;32.27207;;;;"C11";"AZ";"13";"13";"N/A";"N/A";"LICENSED";"amiller@creative-kids.net"
12/1/2020;"CHILD CARE CENTER";"85308";"BRILLIANT SCHOLARS PRESCHOOL";"18185 NORTH 83RD AVENUE STE 113";"CDC-17711";8/16/2019;7/31/2022;"GLENDALE";"MARICOPA";"(623)463-4555";"(   )   -";82;"CDC17711";;;;;;"C11";"AZ";"N/A";"23";"LICENSED";"LICENSED";"LICENSED";"admin@brilliantscholarspreschool.com"
12/1/2020;"CHILD CARE CENTER";"85364";"BUBBLES CHILDCARE & PRESCHOOL";"1403 SOUTH 5TH AVENUE";"CDC-17319";8/1/2018;7/31/2021;"YUMA";"YUMA";"(928)257-7643";"(   )   -";39;"CDC17319";;;;;;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"LICENSED";"bubbleschildcareyuma@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85364";"BUBBLES EARLY LEARNING CENTER L.L.C.";"2464 WEST 8TH STREET";"CDC-18430";11/20/2018;10/31/2021;"YUMA";"YUMA";"(928)248-5216";"(   )   -";57;"CDC18430";;;;;;"C11";"AZ";"4";"14";"LICENSED";"LICENSED";"LICENSED";"bubblesearlylearningcenter2018@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85326";"BUCKEYE ELEMENTARY HEAD START";"405 SOUTH 7TH STREET";"CDC-13963";2/1/2020;1/31/2022;"BUCKEYE";"MARICOPA";"(623)327-0128";"(623)486-9988";45;"CDC13963";-112.582282;33.366707;;;;"C11";"AZ";"N/A";"24";"LICENSED";"LICENSED";"N/A";"vferguson@cc-az.org"
12/1/2020;"CHILD CARE CENTER";"85326";"BUCKEYE HEAD START";"113 EAST CENTRE AVENUE";"CDC-1955";10/1/2018;9/30/2021;"BUCKEYE";"MARICOPA";"(623)386-2105";"(623)486-9988";20;"CDC1955";-112.59049;33.366684;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dlehmkuhl@cc-az.org"
12/1/2020;"CHILD CARE CENTER";"86327";"BUG-A-BOO CHILDCARE LLC";"1061 NORTH OLD CHISHOLM TRAIL";"CDC-18833";4/10/2020;3/31/2023;"DEWEY";"YAVAPAI";"(928)515-2649";"(   )   -";50;"CDC18833";;;;;;"C11";"AZ";"N/A";"5";"LICENSED";"LICENSED";"LICENSED";"CandaceMontgomery74@gmail.com"
