"id";"name";"address";"city";"state";"phone";"main website";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4"
128008;"Y.M.C.A. - DIETZ ELEMENTARY";"7575 EAST PALMA";"TUCSON";"AZ";"520-731-4000";"http://edweb.tusd.k12.az.us/dietz/";"http://edweb.tusd.k12.az.us/dietz/";;"6:30 am - 3:00 pm";;;;"n";"n";"n";"y";"y";"n";"http://edweb.tusd.k12.az.us/dietz/images/home_p1.gif";"http://edweb.tusd.k12.az.us/dietz/images/dietz.jpg";;;
128009;"Y.M.C.A. - ERICKSON ELEMENTARY SCHOOL";"6750 EAST STELLA ROAD";"TUCSON";"AZ";"(520)584-5000";"http://edweb.tusd.k12.az.us/erickson/";"http://edweb.tusd.k12.az.us/erickson/";;;;;;"n";"n";"n";"y";"y";"n";"http://edweb.tusd.k12.az.us/erickson/_borders/Banner.jpg";;;;
128010;"Y.M.C.A. - OTT/ Y KIDS";"401 SOUTH PRUDENCE";"TUCSON";"AZ";"(520)885-2317";"http://www.tucsonymca.org/ott/";"http://www.tucsonymca.org/ott/";;"Monday - Friday 5:30AM to 9:30PM     
Saturday  7:00AM to 8:30PM   
Sunday      10:00AM to 6:00PM ";;;;"y";"y";"y";"y";"y";"y";"http://www.tucsonymca.org/images/layout/yLogoBlue.png";"http://www.tucsonymca.org/images/buildings/Ott.jpg";;;
128012;"Y.M.C.A. - SACC - FRUCHTHENDLER";"7470 EAST CLOUD ROAD";"TUCSON";"AZ";"(520)795-9725";"http://www.tucsonymca.org/programsChild.cfm";"http://www.tucsonymca.org/programsChild.cfm";;;"http://www.tucsonymca.org/careers.cfm";;;"y";"y";"y";"y";"y";"y";"http://www.tucsonymca.org/images/layout/yLogoBlue.png";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/fullDayThemed.jpg";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/kinderCare.jpg";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/specialty.jpg";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/leadersInTraining.jpg"
128013;"Y.M.C.A. - SACC - JACOBS CITY";"1010 WEST LIND";"TUCSON";"AZ";"(520)888-7716";"http://www.tucsonymca.org/programsChild.cfm";"http://www.tucsonymca.org/programsChild.cfm";;;"http://www.tucsonymca.org/careers.cfm";;;"y";"y";"y";"y";"y";"y";"http://www.tucsonymca.org/images/layout/yLogoBlue.png";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/fullDayThemed.jpg";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/kinderCare.jpg";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/specialty.jpg";"http://www.tucsonymca.org/images/SUMMER_DAY_CAMP/leadersInTraining.jpg"
128004;"Y M C A AT DESERT WILLOW SCHOOL";"9400 E ESMOND LOOP";"TUCSON";"AZ";"(520)419-1521";"http://dwe.vail.k12.az.us/Desert_Willow_Elementary/Home.html";"http://dwe.vail.k12.az.us/Desert_Willow_Elementary/Home.html";;"8:00 AM to 2:30 PM";;"http://dwe.vail.k12.az.us/open-enrollment/";"http://dwe.vail.k12.az.us/wp-content/uploads/2013/02/dwe-handbook.pdf";"n";"n";"n";"y";"y";"n";"http://dwe.vail.k12.az.us/wp-content/uploads/2013/02/dwe-logo-e1360479682610.jpg";"http://dwe.vail.k12.az.us/wp-content/uploads/2013/02/IMG_1470.jpg";"http://dwe.vail.k12.az.us/wp-content/uploads/2013/02/IMG_1485.jpg";"http://dwe.vail.k12.az.us/wp-content/uploads/2013/02/IMG_1490.jpg";"http://dwe.vail.k12.az.us/wp-content/uploads/2013/02/IMG_1498.jpg"
127997;"TUTY'S DAYCARE AND PRESCHOOL";"251 W 38TH STREET";"TUCSON";"AZ";"(520)620-9332";"http://tutyschildcare.com/";"http://tutyschildcare.com/";;"6:30am to 6:30p.m, Monday to Friday 
Saturday by appoiment ";;;;"n";"y";"y";"y";"n";"n";"http://tutyschildcare.com/pb/images/img148374ff4da2bde016.jpg";"http://tutyschildcare.com/pb/wp_1c50a421/images/img205104ff4d4d71f978.jpg";"http://tutyschildcare.com/pb/wp_2b0a7a13/images/img153874ff4cdcb266a9.jpg";"http://tutyschildcare.com/pb/wp_2b0a7a13/images/img300464ff4cee5ca1e1.jpg";"http://tutyschildcare.com/pb/wp_2b0a7a13/images/img87904ff4cfefeb6bd.jpg"
127999;"UNITY OF TUCSON SCHOOL OF CREATIVE LIVING";"3617 NORTH CAMINO BLANCO";"TUCSON";"AZ";"(520)577-3300";"http://www.unitytucson.com/education/school/";"http://www.unitytucson.com/education/school/";;"6:45 a.m. to 6 p.m.";;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"http://www.unitytucson.com/wp-content/uploads/2012/01/logo1.png";"http://72.34.55.84/~unity/wp-content/uploads/2008/06/preschool-unity.jpg";"http://72.34.55.84/~unity/wp-content/uploads/2008/06/reading-unity-school.jpg";"http://72.34.55.84/~unity/wp-content/uploads/2008/06/helper-unity.jpg";"http://72.34.55.84/~unity/wp-content/uploads/2008/06/field-trip-unity-school.jpg"
127996;"TUTY'S DAY CARE & PRESCHOOL";"1403 E BROADWAY";"TUCSON";"AZ";"(520)620-6250";"http://tutyschildcare.com/";"http://tutyschildcare.com/";;"6:30am to 6:30p.m, Monday to Friday 
Saturday by appoiment ";;;;"n";"y";"y";"y";"n";"n";"http://tutyschildcare.com/pb/images/img148374ff4da2bde016.jpg";"http://tutyschildcare.com/pb/wp_1c50a421/images/img205104ff4d4d71f978.jpg";"http://tutyschildcare.com/pb/wp_2b0a7a13/images/img153874ff4cdcb266a9.jpg";"http://tutyschildcare.com/pb/wp_2b0a7a13/images/img300464ff4cee5ca1e1.jpg";"http://tutyschildcare.com/pb/wp_2b0a7a13/images/img87904ff4cfefeb6bd.jpg"
127992;"TUCSON JEWISH COMMUNITY CENTER";"3800 EAST RIVER ROAD";"TUCSON";"AZ";"(520)615-5437";"http://www.tucsonjcc.org/children/early-childhood-education/";"http://www.tucsonjcc.org/children/early-childhood-education/";"http://www.facebook.com/TucsonJCC?ref=ts";;;;;"y";"y";"y";"y";"n";"n";"http://www.tucsonjcc.org/wp-content/themes/tjcc/images/logo/green.gif";"http://www.tucsonjcc.org/wp-content/uploads/2009/11/ECE-Main-Tiger-210x275.jpg";"http://www.tucsonjcc.org/wp-content/uploads/2009/11/ECEMainWalking.jpg";"http://www.tucsonjcc.org/wp-content/uploads/2010/08/Typical-Day-2.jpg";"http://www.tucsonjcc.org/wp-content/uploads/2009/11/RubinECE.jpg"
127991;"TUCSON COUNTRY DAY SCHOOL";"9239 EAST WRIGHTSTOWN RD";"TUCSON";"AZ";"(520)296-0883";"http://www.tcdcharterschool.com/";;;;;;;;;;;;;;;;;
127984;"TANQUE VERDE EXTENDED CARE PROGRAM";"2600 NORTH FENNIMORE";"TUCSON";"AZ";"(520)749-3224";"http://tvecp.org/tv.html";;;;;;;;;;;;;;;;;
127985;"TANQUE VERDE LUTHERAN PRESCHOOL";"8625 EAST TANQUE VERDE";"TUCSON";"AZ";"(520)749-1738";"http://www.tvlcpreschool.com/";"http://www.tvlcpreschool.com/";;"9am-3:30 pm";;"http://www.tvlcpreschool.com/register-now/";;"n";"y";"y";"y";"n";"n";"http://www.tvlcpreschool.com/images/homepage/logo.jpg";"http://www.tvlcpreschool.com/images/tvlc-preschool-index.jpg";"http://www.tvlcpreschool.com/images/about-our-school.jpg";"http://www.tvlcpreschool.com/about-our-school/images/schoolboard2012.jpg";
127982;"EMERGE ANGEL CHILDREN'S CENTER";"4101 EAST 22ND STREET";"TUCSON";"AZ";"(520)326-7135";"http://angelchildrenscenter.org/contact.php";"http://angelchildrenscenter.org/contact.php";;;;"http://angelchildrenscenter.org/enrollment.php";;"y";"y";"y";"y";"y";"n";;;;;
127978;"ST. PAUL'S UNITED METHODIST PRESCHOOL";"8051 EAST BROADWAY";"TUCSON";"AZ";"(520)260-1350";"http://www.spumcpreschool.com";"http://www.spumcpreschool.com";;"9AM - 12PM";;;;"n";"y";"y";"y";"n";"n";"http://www.spumcpreschool.com/bg-1-273335.jpeg?u=331777484";"http://www.spumcpreschool.com/0_0_0_0_250_166_csupload_33888165.jpg?u=3950266242";"http://www.spumcpreschool.com/0_0_0_0_218_145_csupload_44656819.jpg?u=2648106064";"http://www.spumcpreschool.com/0_0_0_0_250_188_csupload_45830976.jpg?u=1102579034";"http://www.spumcpreschool.com/0_0_0_0_250_188_csupload_45831026.jpg?u=201901813"
127968;"ST. ALBAN'S PRESCHOOL & KINDERGARTEN";"3738 N OLD SABINO CANYON";"TUCSON";"AZ";"(520)296-2043";"http://stalbanspreschool.com/";"http://stalbanspreschool.com/";;;;;;"n";"n";"y";"y";"n";"y";"https://sites.google.com/a/stalbanspreschool.com/stalbans/_/rsrc/1315627865990/config/customLogo.gif?revision=5";"https://sites.google.com/a/stalbanspreschool.com/stalbans/_/rsrc/1330318741000/staff/scan0001.jpg?height=285&width=400";;;
127969;"ST. AMBROSE CATHOLIC SCHOOL";"300 SOUTH TUCSON BLVD";"TUCSON";"AZ";"(520)882-8678";"http://www.stambrosetucson.org/";"http://www.stambrosetucson.org/";;"Monday-Friday
7:00-4:00 p.m.";;"http://www.stambrosetucson.org/admissions";;"n";"n";"y";"y";"y";"n";;"http://www.stambrosetucson.org/images/frontsas.jpg";;;
127970;"ST. ANDREW'S PRESCHOOL & KINDERGARTEN";"7650 N PASEO DEL NORTE";"TUCSON";"AZ";"(520)742-2969";"http://www.standrewspres.com/church/preschoolKindergarten/preschool/preschool%20main.htm";"http://www.standrewspres.com/church/preschoolKindergarten/preschool/preschool%20main.htm";"http://www.facebook.com/pages/St-Andrews-Preschool-Kindergarten/205726276130623";;;"http://www.standrewspres.com/church/preschoolKindergarten/preschool/registrations%20fall%202005.htm";;"n";"n";"y";"y";"n";"n";"http://www.standrewspres.com/church/preschoolKindergarten/images/Pre-KBanner1.png";"http://www.standrewspres.com/church/preschoolKindergarten/images/Pre-KKids.png";"http://www.standrewspres.com/church/preschoolKindergarten/preschool/images/staffcrazycopyx100.jpg";;
127971;"ST. CYRIL OF ALEXANDRIA SCHOOL";"4725 EAST PIMA ST";"TUCSON";"AZ";"(520)881-4240";"http://www.stcyril.com/SchoolHomepage.html";;;;;;;;;;;;;;;;;
127972;"ST. ELIZABETH ANN SETON SCHOOL";"8650 NORTH SHANNON ROAD";"TUCSON";"AZ";"520 219 7650";"http://www.school.seastucson.org/";"http://www.school.seastucson.org/";;;;"http://www.school.seastucson.org/node/58";;"n";"n";"n";"y";"y";"n";"http://www.school.seastucson.org/sites/default/files/school_name.png";"http://www.school.seastucson.org/sites/default/files/left-students.jpg";"http://www.school.seastucson.org/sites/default/files/right-jc.jpg";;
127974;"ST. JOSEPH CATHOLIC SCHOOL PRE-K AND ESD PROGRAMS";"215 SOUTH CRAYCROFT ROAD";"TUCSON";"AZ";"(520)747-3060";"http://www.stjosephtucson.org/academics/prekindergarten/";"http://www.stjosephtucson.org/academics/prekindergarten/";;;;;;"n";"n";"n";"y";"n";"n";;;;;
127975;"ST. MARK'S EARLY CHILDHOOD CENTER";"1431 WEST MAGEE ROAD";"TUCSON";"AZ";"(520)797-2925";"http://www.umcstmarks.org/ecc.htm";"http://www.umcstmarks.org/ecc.htm";;"7:00 a.m. until 6:00 p.m.";;;;"n";"y";"y";"y";"n";"n";"http://www.umcstmarks.org/images/hdr_stm.gif";;;;
127976;"ST. MARK'S PRESBYTERIAN PRESCHOOL";"3809 EAST THIRD STREET";"TUCSON";"AZ";"(520)325-1510";"http://stmarkspreschool.com/";"http://stmarkspreschool.com/";;"7:15am-5:45pm";;;;"n";"n";"y";"y";"n";"y";"http://www.stmarkspreschool.com/Pictures/index/name.jpg";"http://www.stmarkspreschool.com/Pictures/page/StMarksAboutUs.jpg";"http://www.stmarkspreschool.com/Pictures/page/StMarksPrograms.jpg";"http://www.stmarkspreschool.com/Pictures/indexPic/indexPic3.jpg";"http://www.stmarkspreschool.com/Pictures/indexPic/indexPic10.jpg"
127977;"ST. MICHAEL'S PARISH DAY SCHOOL";"602 NORTH WILMOT ROAD";"TUCSON";"AZ";"(520)722-8478";"http://www.stmichael.net/";"http://www.stmichael.net/";;;"http://www.stmichael.net/?action=page&nav=sub&id=11&parentid=4";"http://www.stmichael.net/?action=page&nav=main&id=7";;"n";"n";"n";"y";"y";"n";;"http://www.stmichael.net/admin/uploads/slides/whitehouseruin%20small.jpg";"http://www.stmichael.net/admin/uploads/slides/dirty%20hands%20SQUARE.jpg";"http://www.stmichael.net/admin/uploads/slides/chapel%20courtyard%20SQUARE.jpg";"http://www.stmichael.net/admin/uploads/slides/rome%20day%20SQUARE.JPG"
127960;"SECOND STREET CHILDREN'S SCHOOL";"2430 EAST 2ND STREET";"TUCSON";"AZ";"(520)327-2124";"http://www.secondstreetschool.org/";"http://www.secondstreetschool.org/";;"7:30am-5:30pm ";;"http://www.secondstreetschool.org/?page_id=8";"http://74.220.215.67/~seconds5/wp-content/uploads/2012/08/parenthandbook2012-2013.pdf";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;"http://74.220.215.67/~seconds5/wp-content/uploads/2011/08/cropped-IMG_0003.jpg";"http://74.220.215.67/~seconds5/wp-content/uploads/2011/07/IMG_0759.jpg";"http://74.220.215.67/~seconds5/wp-content/uploads/2011/08/IMG_0140.jpg";"http://74.220.215.67/~seconds5/wp-content/uploads/2011/08/shoes.jpg"
127963;"SONSHINE PRESCHOOL AND CHILDCARE";"551 NORTH CAMINO SECO";"TUCSON";"AZ";"(520)885-1045";"http://sonshineprek.org/";"http://sonshineprek.org/";;"Monday – Friday, 7:30 a.m. – 5:30 p.m.";;"http://sonshineprek.org/registration.html";"http://sonshineprek.org/docs/Sonshine_Handbook.pdf";"n";"y";"y";"y";"n";"n";"http://sonshineprek.org/images/logo.gif";"http://sonshineprek.org/images/top03.jpg";"http://sonshineprek.org/images/top3.jpg";;
127966;"SSA BROADWAY BEFORE AND AFTER CARE";"6880 E BROADWAY BLVD";"TUCSON";"AZ";"(520)665-3479";"http://www.sonoranacademy.org/broadway/";;;;;;;;;;;;;;;;;
127967;"ST THOMAS PRESCHOOL";"5150 NORTH VALLEY VIEW ROAD";"TUCSON";"AZ";"(520)577-0503";"http://stthomaspreschool.com/";"http://stthomaspreschool.com/";"http://www.facebook.com/stthomaspreschool";"Mon - Fri: 7:30 am - 5:00 pm";;"http://stthomaspreschool.com/exciting-changes-for-the-2011-2012";;"n";"n";"y";"y";"n";"n";"http://stthomaspreschool.com/wp-content/uploads/2011/07/stps_logoTransparentSm312_B.png";;;;
127958;"SATORI ELEMENTARY SCHOOL";"3727 NORTH FIRST AVENUE";"TUCSON";"AZ";"(520)293-7555";"http://www.satoricharterschool.org/Contact.aspx";"http://www.satoricharterschool.org/Contact.aspx";;;;;;"n";"n";"y";"y";"y";"n";"http://www.satorischool.org/wp-content/themes/satori/images/satori-schools.png";"http://www.satorischool.org/wp-content/uploads/2011/11/school-kids-reading.jpg";"http://www.satorischool.org/wp-content/uploads/2011/11/roots-and-shoots-bird.jpg";"http://www.satorischool.org/wp-content/uploads/2011/11/gardening.jpg";"http://www.satorischool.org/wp-content/uploads/2011/11/satori-students.jpg"
127957;"SATORI";"3801 NORTH 1ST AVENUE";"TUCSON";"AZ";"(520)887-4003";"http://www.satoricharterschool.org/Contact.aspx";"http://www.satoricharterschool.org/Contact.aspx";;;;;;"n";"n";"y";"y";"y";"n";"http://www.satorischool.org/wp-content/themes/satori/images/satori-schools.png";"http://www.satorischool.org/wp-content/uploads/2011/11/school-kids-reading.jpg";"http://www.satorischool.org/wp-content/uploads/2011/11/roots-and-shoots-bird.jpg";"http://www.satorischool.org/wp-content/uploads/2011/11/gardening.jpg";"http://www.satorischool.org/wp-content/uploads/2011/11/satori-students.jpg"
127953;"SAINTS PETER & PAUL CATHOLIC SCHOOL";"1436 NORTH CAMPBELL AVENUE";"TUCSON";"AZ";"(520)325-2431";"http://sspptucson.org/index.php?option=com_contact&view=contact&id=4&Itemid=98";"http://sspptucson.org/index.php?option=com_contact&view=contact&id=4&Itemid=98";"http://www.facebook.com/SsPPTucson";;;"http://sspptucson.org/index.php?option=com_content&view=article&id=46&Itemid=102";"http://www.sspptucson.org/pdf/Parent-Student%20Handbook%202012-2013.pdf";"n";"n";"n";"y";"y";"n";"http://sspptucson.org/images/tagline/logo.jpg";;;;
127941;"PAINTED SKY SCHOOL-AGE PROGRAMS";"12620 NORTH WOODBURNE AVE";"TUCSON";"AZ";"(520)696-3849";"http://www.cep-az.org/content/school-age";"http://www.cep-az.org/content/school-age";;;"http://www.cep-az.org/content/job-opportunities";;;"n";"n";"n";"n";"y";"y";"http://www.cep-az.org/sites/default/files/cep_logo_wide.jpg";"http://www.cep-az.org/sites/default/files/DSC01200.JPG";"http://www.cep-az.org/sites/default/files/pal2.gif";"http://www.cep-az.org/sites/default/files/pal1.gif";"http://www.cep-az.org/sites/default/files/friends%202.jpg"
127942;"PIO DECIMO CENTER";"848 SOUTH 7TH AVENUE";"TUCSON";"AZ";"(520)622-2801";"http://www.ccs-soaz.org/Pio-Decimo-Center-Childcare-and-Early-Education.html";"http://www.ccs-soaz.org/Pio-Decimo-Center-Childcare-and-Early-Education.html";;;;;;"n";"n";"y";"y";"n";"n";;"http://www.ccs-soaz.org/images/stories/ccs_cd/Pio_children_non_specific_4.jpg";;;
127952;"SAGUARO INFANT CARE & PRESCHOOL";"8302 EAST BROADWAY";"TUCSON";"AZ";"(520)298-4765";"http://saguarokids.org/";"http://saguarokids.org/";;"6:30 am to 6:00 pm, Mon — Fri";;"http://saguarokids.org/contact/request-enrollment/";;"y";"y";"y";"y";"n";"n";;"http://saguarokids.org/pcm/wp-content/gallery/gallery/webpictures-046.jpg";"http://saguarokids.org/pcm/wp-content/gallery/gallery/webpictures-003.jpg";"http://saguarokids.org/pcm/wp-content/gallery/gallery/webpictures-016.jpg";"http://saguarokids.org/pcm/wp-content/gallery/gallery/webpictures-017.jpg"
127949;"REDEEMER LUTHERAN PRESCHOOL";"8845 NORTH SILVERBELL";"TUCSON";"AZ";"(520)572-8136";"http://www.redeemertucson.org/site/default.asp?sec_id=140006871";"http://www.redeemertucson.org/site/default.asp?sec_id=140006871";;;;"http://www.redeemertucson.org/home/140001567/140006871/Images/Preschool%20Registration%20Form.pdf";"http://www.redeemertucson.org/home/140001567/140006871/Images/Preschool%20Handbook.pdf";"n";"n";"y";"y";"n";"n";"http://www.redeemertucson.org/home/140001567/140006871/images/Redeemer%20Logo.jpg";"http://www.redeemertucson.org/home/140001567/140001662/images/Preschl-Boards%20large.jpg";"http://www.redeemertucson.org/home/140001567/140001662/images/PreSchl-Circle%20large.jpg";"http://www.redeemertucson.org/home/140001567/140001662/images/PreSchl-Room%20large.jpg";"http://www.redeemertucson.org/home/140001567/140001662/images/car%20large.jpg"
127940;"OUTER LIMITS SCHOOL";"3472 EAST FT LOWELL";"TUCSON";"AZ";"(520)327-0844";"http://outerlimitsschool.com/?page_id=6";"http://outerlimitsschool.com/?page_id=6";;"Monday through Friday from 6:30 AM to 6:30 PM";;;;"y";"y";"y";"y";"y";"n";;;;;
127934;"OLD SPANISH TRAIL SCHOOL #71401";"9395 EAST OLD SPANISH TRAIL";"TUCSON";"AZ";"(520)885-8531";"http://www.smallmiraclesaz.com/old-spanish-trail/";"http://www.smallmiraclesaz.com/old-spanish-trail/";"http://www.facebook.com/pages/Small-Miracles-AZ/172034392832261";;;"http://www.smallmiraclesaz.com/site/epage/107272_983.htm";;"n";"n";"y";"y";"n";"n";;"http://www.smallmiraclesaz.com/site/pics/983/107257/376075/516515/OST.jpg";;;
127935;"OLGA & BOB STRAUSS CENTER FOR EARLY CHILDHOOD EDUC";"225 NORTH COUNTRY CLUB RD";"TUCSON";"AZ";"(520)325-0390";"http://www.templeemanueltucson.org/Study/Strauss_ECE/Strauss_ECE_Information/";;;;;;;;;;;;;;;;;
127939;"OUR MOTHER OF SORROWS EXTEND DAYCARE";"1800 SOUTH KOLB ROAD";"TUCSON";"AZ";"(520)747-1321";"http://preschool.omosschool.com/";"http://preschool.omosschool.com/";;;;;;"n";"n";"y";"y";"n";"n";;;;;
127938;"OUR MOTHER OF SORROW PRESCHOOL";"1800 SOUTH KOLB ROAD";"TUCSON";"AZ";"(520)747-1321";"http://preschool.omosschool.com/";"http://preschool.omosschool.com/";;;;;;"n";"n";"y";"y";"n";"n";;;;;
127928;"NEW DISCOVERIES PRESCHOOL";"1109 WEST PRINCE ROAD";"TUCSON";"AZ";"(520)293-5756";"http://newdiscoveriesaz.com/";"http://newdiscoveriesaz.com/";;"Monday-Friday, 5:45 a.m.- 6 p.m.";;;;"n";"y";"y";"y";"y";"n";"http://newdiscoveriesaz.com/images/Logo.gif";"http://newdiscoveriesaz.com/images/Home-1.jpg";"http://newdiscoveriesaz.com/images/Home-2.jpg";"http://newdiscoveriesaz.com/images/Home-3.jpg";"http://newdiscoveriesaz.com/images/Home-4.gif"
127930;"NOAH'S ARK CHILD CARE INC";"7701 NORTH SILVERBELL ROAD";"TUCSON";"AZ";"(520)572-9494";"http://www.noahsarkchildcaretucson.com/";"http://www.noahsarkchildcaretucson.com/";;"6:30 am to 6 pm on Mondays-Fridays";;;;"n";"y";"y";"y";"n";"n";"http://noahsarkchildcaretucson.com/wp-content/uploads/2010/12/noahsLogo_new8.06-318x1201-300x113.jpg";;;;
127931;"NORTHMINSTER CHRISTIAN PRESCHOOL";"2450 EAST FORT LOWELL RD";"TUCSON";"AZ";"(520)327-7121";"http://npctucson.org/contact/index.html";;;;;;;;;;;;;;;;;
127919;"LORD OF GRACE LUTHERAN CHURCH";"7250 NORTH CORTARO ROAD";"TUCSON";"AZ";"(520)744-7400";"http://lordofgrace.org/ministries/preschool/";"http://lordofgrace.org/ministries/preschool/";"https://www.facebook.com/pages/Lord-of-Grace-Lutheran-Church/136249486448617";;;;;"n";"y";"y";"y";"n";"n";;"http://lordofgrace.org/files/Preschool-Staff-2012-20131.jpg";;;
127912;"LITTLE ANGELS PRESCHOOL";"2802 WEST ALVARO ROAD";"TUCSON";"AZ";"(520) 806-4079";"http://www.littleangelpreschool.net/";"http://www.littleangelpreschool.net/";;"Monday - Friday 6:30AM to 6:00PM";;;;"y";"y";"y";"y";"n";"n";;"http://www.littleangelpreschool.net/DSC01942.JPG";"http://www.littleangelpreschool.net/DSC01952.JPG";"http://www.littleangelpreschool.net/DSC01995.JPG";"http://www.littleangelpreschool.net/DSC01955.JPG"
127911;"LITTLE ANGELS PIMA";"4826 E PIMA";"TUCSON";"AZ";"(520)795-8829";"http://littleangelstucson.com/services.html";"http://littleangelstucson.com/services.html";"http://www.facebook.com/pages/Little-Angels-Learning-Centers-Tucson/164427646941918";"6:00am-6:00pm, Mon-Sat";;;;"y";"y";"y";"y";"y";"n";"http://www.littleangelstucson.com/LAbanner.jpg";"http://www.littleangelstucson.com/kids5.jpg";"http://www.littleangelstucson.com/classroom_533.jpg";"http://www.littleangelstucson.com/21-lessons-from-kids-istockphoto-damircudic_1.jpg";"http://www.littleangelstucson.com/baby-girl-5-five-weeks-old-active-on-playmat-playgym-baby-gym-colourful-mat-and-toys-closeup-8-JR.jpg"
