"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
3/1/2022;"CHILD CARE CENTER";"85022";"ANDERSON PREPARATORY ACADEMY L L C";"14235 NORTH 7TH STREET";"CDC-15627";12/1/2019;11/30/2022;"PHOENIX";"MARICOPA";"(602)938-3114";"(   )   -";119;"CDC15627";-112.065161;33.615902;40131036113038;"C11";"AZ";"14";"34";"LICENSED";"LICENSED";"LICENSED";"info@AndersonPrep.com"
3/1/2022;"CHILD CARE CENTER";"85541";"ANGELS & RASCALS DAY CARE L.L.C.";"101 WEST ROUNDUP ROAD";"CDC-18220";10/1/2021;9/30/2024;"PAYSON";"GILA";"(928)474-7078";"(   )   -";55;"CDC18220";-111.322837;34.262086;40070003023010;"C11";"AZ";"6";"10";"LICENSED";"LICENSED";"LICENSED";"mitchc59@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85086";"ANTHEM COMMUNITY CENTER";"41130 NORTH FREEDOM WAY";"CDC-15661";6/1/2020;5/31/2023;"ANTHEM";"MARICOPA";"(623)879-3011";"(623)879-3030";225;"CDC15661";-112.130399;33.859228;40136103001003;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lcombe@anthemcouncil.com"
3/1/2022;"CHILD CARE CENTER";"85120";"APACHE JUNCTION HEAD START";"900 NORTH PLAZA DRIVE";"CDC-4974";6/1/2021;5/31/2024;"APACHE JUNCTION";"PINAL";"(480)982-4516";"(480)288-9050";48;"CDC4974";-111.550606;33.423668;40210003091041;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"N/A";"Tera.Leigh@pgccs.org"
3/1/2022;"CHILD CARE CENTER";"85381";"APOSTLES LUTHERAN PRESCHOOL";"7020 WEST CACTUS ROAD";"CDC-5279";1/1/2022;12/31/2024;"PEORIA";"MARICOPA";"(623)979-3497";"(623)979-5778";59;"CDC5279";-112.20998;33.596209;40130715103008;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"preschool.apostles@phxcoxmail.com"
3/1/2022;"CHILD CARE CENTER";"85008";"ARCADIA MONTESSORI SCHOOL";"5115 EAST VIRGINIA AVENUE";"CDC-7039";6/1/2021;5/31/2024;"PHOENIX";"MARICOPA";"(602)840-2342";"(602)840-5065";171;"CDC7039";-111.970841;33.476305;40131112014013;"C11";"AZ";"N/A";"61";"LICENSED";"LICENSED";"LICENSED";"teresa@arcadiamontessori.com"
3/1/2022;"CHILD CARE CENTER";"85601";"ARIVACA ACTION CENTER";"15925 WEST UNIVERSAL RANCH ROAD";"CDC-16179";11/1/2021;10/31/2024;"ARIVACA";"PIMA";"(520)591-0852";"(   )   -";29;"CDC16179";-111.303021;31.593954;40190043163203;"C11";"AZ";"4";"4";"LICENSED";"LICENSED";"N/A";"nathaliedresang@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85374";"ARIZONA CHARTER ACADEMY";"16011 NORTH DYSART ROAD";"CDC-14186";8/16/2021;9/30/2023;"SURPRISE";"MARICOPA";"(623)974-4959";"(623)974-4840";125;"CDC14186";-112.341938;33.62933;40130608015002;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"lalvarez@azcharter.com"
3/1/2022;"CHILD CARE CENTER";"85225";"ARIZONA CHILDREN'S ACADEMY";"900 NORTH MCQUEEN ROAD";"CDC-17823";1/1/2020;12/31/2022;"CHANDLER";"MARICOPA";"(480)855-8777";"(480)505-3086";233;"CDC17823";-111.824397;33.318988;40135229042001;"C11";"AZ";"22";"29";"LICENSED";"LICENSED";"LICENSED";"VRaz2019gmail.com"
3/1/2022;"CHILD CARE CENTER";"85042";"ARIZONA CULTURAL ACADEMY & COLLEGE PREP. MONTESSORI";"7810 SOUTH 42ND PLACE";"CDC-9228";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)454-1222";"(602)453-3222";54;"CDC9228";-111.99243;33.375498;40131167041011;"C11";"AZ";"N/A";"12";"LICENSED";"LICENSED";"LICENSED";"christine.mcgee@azacademy.org"
3/1/2022;"CHILD CARE CENTER";"85353";"ARIZONA DESERT HEAD START";"8803 WEST VAN BUREN STREET";"CDC-17054";9/1/2020;8/31/2023;"TOLLESON";"MARICOPA";"(623)907-5260";"(623)907-5261";8;"CDC17054";-112.25109;33.450591;40130830001006;"C11";"AZ";"N/A";"8";"LICENSED";"N/A";"N/A";"andreacassiba@cc-az.org"
3/1/2022;"CHILD CARE CENTER";"85032";"ARIZONA SUNRAYS";"15801 NORTH 32ND STREET";"CDC-18040";11/1/2020;10/31/2023;"PHOENIX";"MARICOPA";"(602)992-5790";"(602)992-2420";59;"CDC18040";-112.013252;33.630075;40131033033014;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"kenzie@arizonasunrays.com"
3/1/2022;"CHILD CARE CENTER";"85381";"ARROWHEAD MONTESSORI";"14801 NORTH 83RD AVENUE";"CDC-10010";9/1/2020;8/31/2023;"PEORIA";"MARICOPA";"(623)776-2322";"(623)776-7142";99;"CDC10010";-112.237335;33.618945;40130715093004;"C11";"AZ";"N/A";"14";"LICENSED";"LICENSED";"LICENSED";"info@arrowheadmontessori.com"
3/1/2022;"CHILD CARE CENTER";"85705";"ARTS FOR ALL, INC";"2520 NORTH ORACLE ROAD";"CDC-9821";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)622-4100";"(   )   -";105;"CDC9821";-110.977821;32.252606;40190013044003;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"execdirector@artsforallinc.org"
3/1/2022;"CHILD CARE CENTER";"85704";"ASCENSION LUTHERAN PRESCHOOL";"1220 WEST MAGEE ROAD";"CDC-1414";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)742-6229";"(520)742-4781";193;"CDC1414";-110.991973;32.351994;40190046222008;"C11";"AZ";"16";"49";"LICENSED";"LICENSED";"LICENSED";"e.clonts@alcs-az.org"
3/1/2022;"CHILD CARE CENTER";"85017";"AT TEACH AND PLAY";"5827 NORTH 35TH AVENUE";"CDC-3469";8/1/2021;7/31/2024;"PHOENIX";"MARICOPA";"(602)973-1405";"(602)973-8208";156;"CDC3469";-112.134085;33.522935;40131072021002;"C11";"AZ";"N/A";"7";"LICENSED";"LICENSED";"LICENSED";"allaboardcharterschool@cox.net"
3/1/2022;"CHILD CARE CENTER";"85308";"ATONEMENT LUTHERAN PRESCHOOL";"4001 WEST BEARDSLEY ROAD";"CDC-1700";9/1/2020;8/31/2023;"GLENDALE";"MARICOPA";"(623)374-3019";"(623)587-8512";59;"CDC1700";-112.146143;33.669059;40136163001011;"C11";"AZ";"N/A";"12";"LICENSED";"LICENSED";"LICENSED";"school@atonementlc.org"
3/1/2022;"CHILD CARE CENTER";"85323";"AVONDALE SOUTH HEAD START";"525 EAST HARRISON DRIVE";"CDC-10401";4/1/2021;3/31/2024;"AVONDALE";"MARICOPA";"(623)486-9868";"(623)486-9988";28;"CDC10401";-112.343357;33.427929;40130614023011;"C11";"AZ";"N/A";"8";"LICENSED";"LICENSED";"N/A";"pthompson@cc-az.org"
3/1/2022;"CHILD CARE CENTER";"85042";"AWAKENING SEED SCHOOL";"6630 SOUTH 40TH STREET";"CDC-8422";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)454-2606";"(602)454-2773";201;"CDC8422";-111.995708;33.386651;40131162032008;"C11";"AZ";"N/A";"16";"LICENSED";"LICENSED";"LICENSED";"danielle@awakeningschool.org"
3/1/2022;"CHILD CARE CENTER";"85366";"AZ WESTERN COLLEGE CHILD DEVELOPMENT LEARNING LAB";"9500 SOUTH AVENUE 8 E";"CDC-0366";3/1/2020;2/28/2023;"YUMA";"YUMA";"(928)344-7564";"(   )   -";74;"CDC0366";-114.49;32.71;40270109142200;"C11";"AZ";"7";"11";"LICENSED";"LICENSED";"N/A";"alma.barrandey@azwestern.edu"
3/1/2022;"CHILD CARE CENTER";"85310";"BAYER PRIVATE SCHOOL";"23555 NORTH 67TH AVENUE";"CDC-17334";9/1/2021;8/31/2024;"GLENDALE";"MARICOPA";"(623)362-3700";"(   )   -";265;"CDC17334";-112.20295;33.699688;40136117001016;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"smahaffy@bayerschool.com"
3/1/2022;"CHILD CARE CENTER";"85051";"BEACON LEARNING CENTER";"8801 NORTH 43RD AVENUE";"CDC-17575";7/1/2019;6/30/2022;"PHOENIX";"MARICOPA";"(623)934-3287";"(623)934-3298";136;"CDC17575";-112.151446;33.563994;40131057011007;"C11";"AZ";"13";"15";"LICENSED";"LICENSED";"LICENSED";"ctrlutheran@beaconlcaz.org"
3/1/2022;"CHILD CARE CENTER";"85210";"BEAUTIFUL OASIS CHILD CARE CENTER";"1010 WEST SOUTHERN AVENUE";"CDC-5982";4/1/2020;3/31/2023;"MESA";"MARICOPA";"(480)461-1638";"(480)926-8036";176;"CDC5982";-111.853667;33.393344;40134221052014;"C11";"AZ";"20";"21";"LICENSED";"LICENSED";"LICENSED";"adansby.beautiful@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85741";"BEAUTIFUL SAVIOR ACADEMY";"7570 NORTH THORNYDALE";"CDC-4248";10/1/2019;9/30/2022;"TUCSON";"PIMA";"(520)579-1453";"(520)572-2068";88;"CDC4248";-111.046677;32.34433;40190046243031;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"rhondakar@yahoo.com"
3/1/2022;"CHILD CARE CENTER";"85024";"BEI BEI AMIGOS LANGUAGE PRESCHOOL L L C";"751 EAST UNION HILLS DRIVE - SUITE #19";"CDC-15053";10/1/2021;9/30/2024;"PHOENIX";"MARICOPA";"(602)996-4990";"(   )   -";112;"CDC15053";-112.062651;33.654715;40136190001002;"C11";"AZ";"N/A";"30";"LICENSED";"LICENSED";"LICENSED";"admin@beibeiamigos.com"
3/1/2022;"CHILD CARE CENTER";"85395";"BEL ESPRIT DAY SCHOOL AT PALM VALLEY";"1375 NORTH LITCHFIELD ROAD STE 104";"CDC-15966";8/1/2020;7/31/2023;"GOODYEAR";"MARICOPA";"(623)536-6600";"(   )   -";104;"CDC15966";-112.357838;33.46209;40130610122000;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"Admin@belespritdayschool.com"
3/1/2022;"CHILD CARE CENTER";"85233";"BELLA MONTESSORI";"700 SOUTH ISLANDS DRIVE";"CDC-16175";6/1/2021;5/31/2024;"GILBERT";"MARICOPA";"(480)993-3393";"(480)993-3393";59;"CDC16175";-111.82103272;33.33715471;40134223053002;"C11";"AZ";"6";"16";"LICENSED";"LICENSED";"LICENSED";"davina@bellamontessori.com"
3/1/2022;"CHILD CARE CENTER";"85032";"BENCHMARK SCHOOL";"4120 EAST ACOMA DRIVE";"CDC-10021";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)765-3582";"(602)765-1932";85;"CDC10021";-111.993181;33.619226;40131032111018;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"metchebarrren@benchmarkschool.net"
3/1/2022;"CHILD CARE CENTER";"85202";"BEST FRIENDS PRESCHOOL INC";"2038 SOUTH DON CARLOS";"CDC-4447";3/1/2020;2/28/2023;"MESA";"MARICOPA";"(480)839-5953";"(480)839-5953";96;"CDC4447";-111.890726;33.377485;40134222123000;"C11";"AZ";"N/A";"14";"LICENSED";"LICENSED";"LICENSED";"bestfriendspreschoolmesa@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85323";"BEST OF THE WEST ACADEMY LLC";"10740 WEST LOWER BUCKEYE ROAD, #101";"CDC-12680";10/1/2021;9/30/2024;"AVONDALE";"MARICOPA";"(623)907-8911";"(623)907-8776";132;"CDC12680";-112.290859;33.421154;40130822102001;"C11";"AZ";"11";"16";"LICENSED";"LICENSED";"LICENSED";"n.villareal@bestofthewestacademy.com"
3/1/2022;"CHILD CARE CENTER";"85331";"BEST PALS NEIGHBORHOOD PRESCHOOL";"30845 NORTH CAVE CREEK ROAD #117";"CDC-13613";8/1/2019;7/31/2022;"CAVE CREEK";"MARICOPA";"(480)342-7170";"(480)342-7175";59;"CDC13613";-111.984081;33.765942;40136127002002;"C11";"AZ";"N/A";"12";"LICENSED";"LICENSED";"N/A";"info@bestpalspreschools.com"
3/1/2022;"CHILD CARE CENTER";"85021";"BETH EL CENTER FOR EARLY CHILDHOOD EDUCATION";"1118 WEST GLENDALE AVENUE";"CDC-0871";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)944-2464";"(602)944-4584";102;"CDC0871";-112.0886;33.53859;40131061004005;"C11";"AZ";"12";"31";"LICENSED";"LICENSED";"LICENSED";"jcharnow@bethelphoenix.com"
3/1/2022;"CHILD CARE CENTER";"85022";"BEYOND CARE INC.";"1601 EAST BELL ROAD A19";"CDC-7550";3/1/2022;2/28/2025;"PHOENIX";"MARICOPA";"(602)971-5954";"(602)971-7445";194;"CDC7550";-112.048009;33.640176;40131036063008;"C11";"AZ";"20";"27";"LICENSED";"LICENSED";"LICENSED";"schneidergirls23@gmail.com  mcausse@cox.net"
3/1/2022;"CHILD CARE CENTER";"85349";"BIENESTAR CHILD DEVELOPMENT CENTER";"1504 LIBERTY ST";"CDC-15486";9/1/2019;8/31/2022;"SAN LUIS";"YUMA";"(928)627-9342";"(928)627-9315";73;"CDC15486";-114.765327;32.497031;40270114051000;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"bienestarchildcare@yahoo.com"
3/1/2022;"CHILD CARE CENTER";"85350";"BIENESTAR DEL CIELO";"144 WEST BRENDA STREET";"CDC-18499";2/1/2022;1/31/2025;"SOMERTON";"YUMA";"(928)550-5188";"(   )   -";32;"CDC18499";-114.710568;32.60868;40270115032000;"C11";"AZ";"N/A";"10";"LICENSED";"LICENSED";"N/A";"bienestarchildcare@yahoo.com"
3/1/2022;"CHILD CARE CENTER";"85383";"BIG DREAMS PRESCHOOL & KINDERGARTEN";"28570 EL MIRAGE ROAD";"CDC-17091";11/1/2020;10/31/2023;"PEORIA";"MARICOPA";"(602)684-2838";"(   )   -";59;"CDC17091";-112.322481;33.741839;40130405202014;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"N/A";"debbiebigdreamsdirector@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85364";"BIG RED BARN";"2175 SOUTH ARIZONA AVENUE";"CDC-16423";2/1/2022;1/31/2025;"YUMA";"YUMA";"(928)783-3815";"(928)783-3835";138;"CDC16423";-114.615821;32.688089;40270007002035;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"brbpreschoolyuma@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85382";"BLACK MOUNTAIN SCIENCE ACADEMY";"21461 NORTH 78TH AVENUE SUITE 185";"CDC-16980";8/1/2020;7/31/2023;"PEORIA";"MARICOPA";"(623)825-1576";"(623)321-1703";88;"CDC16980";-112.226751;33.678116;40136139002000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"rebecca.grim@yahoo.com"
3/1/2022;"CHILD CARE CENTER";"85704";"BLESSED BEGINNINGS OF ORO VALLEY";"9200 NORTH ORACLE ROAD";"CDC-18720";11/1/2019;10/31/2022;"ORO VALLEY";"PIMA";"(520)214-1200";"(520)297-5114";137;"CDC18720";-110.966215;32.373664;40190047131000;"C11";"AZ";"13";"19";"LICENSED";"LICENSED";"LICENSED";"cbaker@cdobaptist.org"
3/1/2022;"CHILD CARE CENTER";"85254";"BLESSED SACRAMENT PRESCHOOL / KINDERGARTEN";"11300 NORTH 64TH STREET";"CDC-14173";8/1/2020;7/31/2023;"SCOTTSDALE";"MARICOPA";"(480)998-9466";"(480)951-3844";50;"CDC14173";-111.943488;33.58868;40132168302014;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"hfraher@bscaz.org"
3/1/2022;"CHILD CARE CENTER";"85139";"BLUE CACTUS PRESCHOOL";"45295 WEST HONEYCUTT AVENUE";"CDC-18476";1/1/2022;12/31/2024;"MARICOPA";"PINAL";"(520)483-3480";"(520)568-5080";59;"CDC18476";-112.054334;33.052817;40210017042000;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"LICENSED";"t.graysman@me.com"
3/1/2022;"CHILD CARE CENTER";"85034";"BOOKER T  WASHINGTON CHILD DEVELOPMENT CENTER";"1522 EAST ADAMS STREET";"CDC-10139";12/1/2020;11/30/2023;"PHOENIX";"MARICOPA";"(602)252-4743";"(602)252-4894";160;"CDC10139";-112.048833;33.449586;40131140001013;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"aduran@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85006";"BOOKER T  WASHINGTON CHILD DEVELOPMENT CENTER";"804 NORTH 18TH STREET";"CDC-12281";10/1/2020;9/30/2023;"PHOENIX";"MARICOPA";"(602)258-4743";"(602)252-4894";50;"CDC12281";-112.043466;33.457283;40131133002004;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dholguin@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85008";"BOOKER T. WASHINGON CDC - WILSON";"500 NORTH 30TH PLACE";"CDC-19008";4/16/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)252-4743";"(   )   -";45;"CDC19008";-112.016115;33.455079;40131135021011;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85007";"BOOKER T. WASHINGTON  - CAPITOL";"330 NORTH 16TH AVENUE";"CDC-16650";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)523-5747";"(602)252-4894";25;"CDC16650";-112.094156;33.451868;40131129004027;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85007";"BOOKER T. WASHINGTON - BETHUNE";"1310 SOUTH 15TH AVENUE";"CDC-16658";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)252-4743";"(602)252-4894";25;"CDC16658";-112.091384;33.434771;40131148002012;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85007";"BOOKER T. WASHINGTON CDC - DUNBAR";"707 WEST GRANT STREET";"CDC-19208";2/22/2022;1/31/2025;"PHOENIX";"MARICOPA";"(602)452-6878";"(602)252-4894";30;"CDC19208";;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85009";"BOOKER T. WASHINGTON CDC - HAMILTON";"2020 WEST DURANGO";"CDC-19010";4/16/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)252-4743";"(   )   -";25;"CDC19010";-112.102454;33.429611;40131173002002;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85015";"BOOKER T. WASHINGTON CDC - HEARD";"2301 WEST THOMAS ROAD";"CDC-19012";4/16/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)252-4743";"(   )   -";22;"CDC19012";-112.108581;33.480531;40131168002004;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85009";"BOOKER T. WASHINGTON CDC - KUBAN";"3201 WEST SHERMAN";"CDC-19011";4/16/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)252-4743";"(   )   -";25;"CDC19011";-112.128936;33.440383;40131145003007;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85009";"BOOKER T. WASHINGTON CDC - SULLIVAN";"2 NORTH 31ST AVENUE";"CDC-19009";4/16/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)252-4743";"(   )   -";25;"CDC19009";-112.126179;33.448338;40131145002006;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jayon@btwchild.org"
3/1/2022;"CHILD CARE CENTER";"85205";"BRIDGES EARLY CHILDHOOD EDUCATION";"1201 NORTH 66TH STREET";"CDC-11758";12/1/2019;11/30/2022;"MESA";"MARICOPA";"(480)924-8008";"(480)218-0923";117;"CDC11758";-111.688501;33.437599;40134202101015;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"April@bridgespreschool.com"
3/1/2022;"CHILD CARE CENTER";"85296";"BRIDGES PRESCHOOL";"1494 SOUTH GILBERT ROAD";"CDC-14103";8/1/2020;7/31/2023;"GILBERT";"MARICOPA";"(480)926-3003";"(480)926-3004";150;"CDC14103";-111.790059;33.323988;40138143002014;"C11";"AZ";"N/A";"13";"LICENSED";"LICENSED";"LICENSED";"tiffany@bridgespreschool.com"
3/1/2022;"CHILD CARE CENTER";"85283";"BRIDGES PRESCHOOL";"7570 SOUTH WILLOW DRIVE";"CDC-15646";1/1/2020;12/31/2022;"TEMPE";"MARICOPA";"(480)345-5555";"(480)345-0999";162;"CDC15646";-111.914929;33.34979;40133199053011;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"erica@bridgespreschool.com"
3/1/2022;"CHILD CARE CENTER";"85224";"BRIDGES PRESCHOOL";"1997 WEST ELLIOT ROAD";"CDC-16032";12/1/2020;11/30/2023;"CHANDLER";"MARICOPA";"(480)963-8300";"(480)963-8400";122;"CDC16032";-111.876036;33.349351;40134222101002;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"LICENSED";"amina@bridgespreschool.com"
3/1/2022;"CHILD CARE CENTER";"85142";"BRIDGES PRESCHOOL";"20635 SOUTH OLD ELLSWORTH ROAD";"CDC-16374";10/1/2021;9/30/2024;"QUEEN CREEK";"MARICOPA";"(480)358-4900";"(480)458-5002";153;"CDC16374";-111.634502;33.261425;40138169002017;"C11";"AZ";"N/A";"25";"LICENSED";"LICENSED";"LICENSED";"cyndi@bridgespreschool.com"
3/1/2022;"CHILD CARE CENTER";"85122";"BRIGHT BEGINNINGS LEARNING CENTER & CHILDCARE";"420 WEST COTTONWOOD LANE";"CDC-8265";6/1/2020;5/31/2023;"CASA GRANDE";"PINAL";"(520)421-3014";"(520)421-3014";41;"CDC8265";-111.75841;32.89428;40210013011027;"C11";"AZ";"N/A";"9";"LICENSED";"LICENSED";"LICENSED";"cmr25@cox.net"
3/1/2022;"CHILD CARE CENTER";"85345";"BRIGHT BEGINNINGS PRESCHOOL & CHILDCARE";"6835 WEST PEORIA AVENUE";"CDC-17248";6/1/2021;5/31/2024;"PEORIA";"MARICOPA";"(623)487-8000";"(623)487-8003";165;"CDC17248";-112.20588;33.58146;40130719153001;"C11";"AZ";"15";"25";"LICENSED";"LICENSED";"LICENSED";"brightbeginnings602@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85224";"BRIGHT BEGINNINGS SCHOOL";"400 NORTH ANDERSEN BLVD";"CDC-8572";2/1/2021;1/31/2024;"CHANDLER";"MARICOPA";"(480)821-1404";"(480)821-1463";171;"CDC8572";-111.870373;33.319852;40135230064000;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"pfrench@bbschl.com"
3/1/2022;"CHILD CARE CENTER";"86326";"BRIGHT FUTURES CHILD CARE";"19 EAST BEECH STREET";"CDC-11892";3/1/2020;2/28/2023;"COTTONWOOD";"YAVAPAI";"(928)649-1330";"(928)646-5188";59;"CDC11892";-112.027102;34.735464;40250020011011;"C11";"AZ";"9";"17";"LICENSED";"LICENSED";"LICENSED";"Shay.Bf.Bvcs@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85206";"BRIGHT HORIZONS AT BANNER BAYWOOD";"6435 EAST BAYWOOD AVENUE";"CDC-17391";8/1/2021;7/31/2024;"MESA";"MARICOPA";"(480)218-1785";"(480)218-1788";140;"CDC17391";-111.692547;33.410288;40134226253021;"C11";"AZ";"8";"18";"LICENSED";"LICENSED";"LICENSED";"michelle.colbert@brighthorizons.com"
3/1/2022;"CHILD CARE CENTER";"85351";"BRIGHT HORIZONS AT BOSWELL";"10457 WEST THUNDERBIRD BLVD";"CDC-16952";6/1/2020;5/31/2023;"SUN CITY";"MARICOPA";"(623)832-5332";"(623)832-6693";151;"CDC16952";-112.285361;33.604733;40130715033013;"C11";"AZ";"9";"13";"LICENSED";"LICENSED";"LICENSED";"stacy.hudson@brighthorizons.com"
3/1/2022;"CHILD CARE CENTER";"85003";"BRIGHT HORIZONS AT DOWNTOWN PHOENIX";"150 NORTH 4TH AVENUE";"CDC-17533";4/1/2019;3/31/2022;"PHOENIX";"MARICOPA";"(602)334-4775";"(602)253-6694";170;"CDC17533";-112.079102;33.449721;40131141001015;"C11";"AZ";"20";"39";"LICENSED";"LICENSED";"LICENSED";"stephanie.hooper@brighthorizons.com"
3/1/2022;"CHILD CARE CENTER";"85085";"BRIGHT HORIZONS AT NORTERRA";"ONE NORTH NORTERRA PARKWAY";"CDC-11473";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(623)715-7272";"(623)715-7273";134;"CDC11473";-112.113752;33.719308;40136123001069;"C11";"AZ";"16";"22";"LICENSED";"LICENSED";"LICENSED";"Brandy.Mcintosh@brighthorizons.com"
3/1/2022;"CHILD CARE CENTER";"85258";"BRIGHT HORIZONS AT SCOTTSDALE LINCOLN HEALTH NETWORK";"10028 NORTH 92ND STREET";"CDC-17140";11/1/2020;10/31/2023;"SCOTTSDALE";"MARICOPA";"(480)323-4630";"(480)323-4633";159;"CDC17140";-111.880583;33.577241;40132168101014;"C11";"AZ";"16";"24";"LICENSED";"LICENSED";"LICENSED";"henhoeffer@brighthorizons.com"
3/1/2022;"CHILD CARE CENTER";"85284";"BRIGHT HORIZONS FAMILY CENTER";"7660 SOUTH RESEARCH DRIVE";"CDC-8306";2/1/2021;1/31/2024;"TEMPE";"MARICOPA";"(480)775-6607";"(480)775-6632";319;"CDC8306";-111.897148;33.347882;40133199091002;"C11";"AZ";"24";"42";"LICENSED";"LICENSED";"LICENSED";"patricia.widders@brighthorizons.com"
3/1/2022;"CHILD CARE CENTER";"85224";"BRIGHT HORIZONS FAMILY CENTER";"1151 WEST RAY ROAD";"CDC-9073";2/1/2022;1/31/2025;"CHANDLER";"MARICOPA";"(480)792-6448";"(480)722-9135";166;"CDC9073";-111.862586;33.320399;40135230061000;"C11";"AZ";"8";"32";"LICENSED";"LICENSED";"LICENSED";"kelly.swadner@brighthorizons.com"
3/1/2022;"CHILD CARE CENTER";"85040";"BRIGHT IDEAS CHILDCARE & LEARNING CENTER";"4358 EAST BROADWAY ROAD";"CDC-17967";6/1/2020;5/31/2023;"PHOENIX";"MARICOPA";"(602)437-1103";"(602)324-7561";113;"CDC17967";-111.987102;33.407433;40131152003061;"C11";"AZ";"10";"12";"LICENSED";"LICENSED";"LICENSED";"morgan@brightideaschildcare.com"
3/1/2022;"CHILD CARE CENTER";"85201";"BRIGHT IDEAS CHILDCARE AT EVIT";"1601 WEST MAIN STREET - BUILDING 4";"CDC-18813";4/28/2020;3/31/2023;"MESA";"MARICOPA";"(480)461-6746";"(480)304-3804";143;"CDC18813";-111.8657;33.414667;40134213042005;"C11";"AZ";"15";"35";"LICENSED";"LICENSED";"LICENSED";"beth@brightideaschildcare.com"
