"License No";"Name";"Address";"County";"City";"Zip";"Phone Number";"Type";"Capacity";"Status";"Services";"Age Group Served";"Months Of Operation";"Days & Hours Of Operation";"MDHS Subsidy";"Note"
"06CDPFA-6697";"MOTHER GOOSE LEARNING CENTER I";"1001 S DR MARTIN L KING JR DR";"BOLIVAR";"CLEVELAND";38732;"662-843-9825";"Center based Child Care Facility";69;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM";"Yes";
"06CEPFA-4419";"PERFECTED PRAISE CHILDCARE & LEARNING CENTER";"3817 HIGHWAY 61 N";"BOLIVAR";"CLEVELAND";38732;"662-846-5433";"Center based Child Care Facility";134;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"06CCRFSM-7685";"PRESBYTERIAN DAY SCHOOL";"1100 W HIGHWAY 8";"BOLIVAR";"CLEVELAND";38732;"662-843-8698";"Center based Child Care Facility";33;"PENDING-INSPECTION (08/01/2023 - 07/31/2024)";"Full Day, Half Day Morning, Summer Day";"2 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:20 AM To 05:00 PM";"No";
"06CFIHE-0779";"ROSEDALE HEAD START CENTER";"5001 HIGHWAY 1 S";"BOLIVAR";"ROSEDALE";38769;"662-759-6801";"Center based Child Care Facility";172;"ACTIVE (02/01/2023 - 01/31/2024)";"Early Head Start, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"No";
"06CEIHE-0780";"SHAW HEAD START CENTER";"516 FAISON ST";"BOLIVAR";"SHAW";38773;"662-754-3682";"Center based Child Care Facility";141;"PENDING (10/01/2023 - 09/30/2024)";"Early Head Start, Head Start";"1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 04:30 PM";"No";
"06RBPF-3872";"SPELLS WORLD FAMILY DAY CARE";"1107 SMITH STREET";"BOLIVAR";"CLEVELAND";38732;"662-843-2168";"Center based Child Care Facility";15;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"06CEPFA-7254";"TINY TOTS CHILD DEVELOPMENT CENTER";"712 N CHRISMAN AVE";"BOLIVAR";"CLEVELAND";38732;"662-588-6949";"Center based Child Care Facility";135;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"06CBPFA-4912";"TLC LEARNING CENTER";"602 YOLANDA AVE MOUND";"BOLIVAR";"BAYOU";38762;"662-721-0125";"Center based Child Care Facility";19;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM";"Yes";
"UnLicensed";"WILLIE D RODGERS";"1418 CHURCH AVE";"BOLIVAR";"CLEVELAND";38732;"662-402-5435";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 03:30 PM To 07:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"07CCRF-1448";"BRUCE CREATIVE LEARNING CENTER";"223 E JOHNSON ST";"CALHOUN";"BRUCE";38915;"662-296-9156";"Center based Child Care Facility";46;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:45 AM To 05:15 PM";"No";
"07CCPFA-3387";"KIDDIE'S CONNECTION DAY CARE CENTER";"110 WILLIS AVE CALHOUN";"CALHOUN";"CITY";38916;"662-628-1627";"Center based Child Care Facility";39;"ACTIVE (11/01/2022 - 10/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"07CDPFWA-2585";"KIDS RAINBOW DAYCARE INC.";"204 JIMMY BECKLEY DRIVE";"CALHOUN";"BRUCE";38915;"662-983-4100";"Center based Child Care Facility";80;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"07CCPFA-5621";"KREATIVE KIDS LEARNING CENTER";"417 E COUNTISS ST";"CALHOUN";"BRUCE";38915;"662-414-6432";"Center based Child Care Facility";45;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"Yes";
"07CCPFA-2743";"PLAY AND LEARN DAYCARE";"110 N JACKSON ST CALHOUN";"CALHOUN";"CITY";38916;"662-628-8311";"Center based Child Care Facility";34;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 04:00 PM";"Yes";
"07CDIHE-2741";"SOUTH CALHOUN HEAD START";"125 CARTER DR CALHOUN";"CALHOUN";"CITY";38916;"662-628-6585";"Center based Child Care Facility";90;"ACTIVE (12/01/2022 - 11/30/2023)";"Early Head Start, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"07CCPFA-4536";"TINY TOT DAYCARE";"117 CROCKER ST";"CALHOUN";"BRUCE";38915;"662-983-2930";"Center based Child Care Facility";45;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:45 AM To 05:30 PM";"Yes";
"08CBPFA-7837";"BRIGHTER BEGINNINGS CHILDCARE & LEARNING CENTER";"1004 JEFFERSON ST";"CARROLL";"CARROLLTON";38917;"662-457-2229";"Center based Child Care Facility";30;"ACTIVE (01/31/2023 - 12/31/2023)";"School Age After School, Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"No";
"08CBPFWA-7692";"KIDS R US CHILDCARE CENTER 4 LLC";"911 FRONT ST";"CARROLL";"VAIDEN";39176;"662-385-6889";"Center based Child Care Facility";30;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"08CDPFHE-7397";"VAIDEN HEAD START CENTER";"450 COURT ST";"CARROLL";"VAIDEN";39176;"664-440-4057";"Center based Child Care Facility";62;"ACTIVE (12/01/2022 - 11/30/2023)";"Early Head Start, Full Day, Head Start";"Infant Care, 1 yr old, 2 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"09CBPF-1451";"BARNETT'S DAY CARE CENTER LLC";"147 COUNTY ROAD 420";"CHICKASAW";"HOULKA";38850;"662-568-2203";"Center based Child Care Facility";15;"ACTIVE (05/01/2023 - 04/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 03:00 PM";"Yes";
"Y-0014";"CAMP TIK-A-WITHA";"365 CR 117 VAN VLEET VAN";"CHICKASAW";"VLEET";38877;"662-350-6044";"Youth Camp";196;"ACTIVE (06/01/2023 - 05/31/2024)";;;"Jun";"Monday-Friday 05:57 AM To 05:58 AM, Saturday 05:57 AM To 05:58 AM, Sunday 05:57 AM To 05:58 AM";"No";
"09CBPF-7816";"ELITE KIDS DAYCARE AND EARLY LEARNING CENTER LLC";"406 N CHURCH ST";"CHICKASAW";"OKOLONA";38860;"662-297-4291";"Center based Child Care Facility";30;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"UnLicensed";"EMILY CARODINE";"112 WOFFORD DR";"CHICKASAW";"HOUSTON";38851;"662-321-5308";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"09CDRM-2798";"FBC PRESCHOOL-KINDERGARTEN";"201 W MADISON ST";"CHICKASAW";"HOUSTON";38851;"662-456-0013";"Center based Child Care Facility";65;"ACTIVE (12/01/2022 - 11/30/2023)";"Half Day Morning";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Sep, Oct, Nov, Dec";"Monday-Friday 07:45 AM To 12:00 PM";"No";
"09CDPFA-0868";"HAZEL IVY CHILD CARE";"529 ACADEMY ST";"CHICKASAW";"OKOLONA";38860;"662-447-5577";"Center based Child Care Facility";72;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:00 AM To 04:30 PM";"Yes";
"09CCPF-7680";"HEAVEN'S ANGELS DAYCARE AND PRESCHOOL";"347 DR MARTIN LUTHER KING DR";"CHICKASAW";"HOUSTON";38851;"662-631-5105";"Center based Child Care Facility";41;"ACTIVE (08/01/2023 - 07/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"09RAPF-1452";"JAMIE'S DAY CARE CENTER";"1791 HIGHWAY 389";"CHICKASAW";"HOUSTON";38851;"662-456-5497";"Center based Child Care Facility";12;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 03:00 PM";"Yes";
"UnLicensed";"JEAN GUIDO";"1419 COUNTY ROAD 402";"CHICKASAW";"HOUSTON";38851;"662-456-3258";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"09CDPFSWA-6817";"KIDS FIRST PRESCHOOL & CHILD CARE CTR.";"110 MABRY ST";"CHICKASAW";"OKOLONA";38860;"662-447-3600";"Center based Child Care Facility";90;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day, Summer Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:00 PM";"Yes";
"09CBPFSNA-7491";"LITTLE HOOTS CHILDCARE";"1010 N JACKSON ST";"CHICKASAW";"HOUSTON";38851;"662-794-0168";"Center based Child Care Facility";29;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day, Half Day Afternoon, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:15 AM To 05:00 PM";"Yes";
"09CDIHE-2740";"MCINTOSH HEAD START";"450 3RD AVE";"CHICKASAW";"HOUSTON";38851;"662-456-3871";"Center based Child Care Facility";78;"ACTIVE (12/01/2022 - 11/30/2023)";"Early Head Start, Head Start";"2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"09CDRFA-0337";"POTTER'S HOUSE FAMILY SERVICE CENTER";"678 N JEFFERSON ST";"CHICKASAW";"HOUSTON";38851;"662-448-1172";"Center based Child Care Facility";99;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"09CCPFA-7148";"PRECIOUS HANDS DAYCARE & LEARNING CENTER II";"301A N OLIVE ST";"CHICKASAW";"OKOLONA";38860;"662-276-3031";"Center based Child Care Facility";38;"ACTIVE (04/01/2023 - 03/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"09CCPFA-7391";"QUESTION AND ANSWER LEARNING CENTER";"485 PARISH ST";"CHICKASAW";"HOUSTON";38851;"662-631-5088";"Center based Child Care Facility";45;"ACTIVE (12/01/2022 - 11/30/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:00 AM To 05:00 PM";"Yes";
"10CBIFE-7414";"ACKERMAN EARLY HEAD START";"8460 MS HIGHWAY 15";"CHOCTAW";"ACKERMAN";39735;"662-285-9031";"Center based Child Care Facility";25;"ACTIVE (02/01/2023 - 01/31/2024)";"Early Head Start, Full Day";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"Y-0037";"CAMP OF THE RISING SON";"444 LAKE RD FRENCH";"CHOCTAW";"CAMP";39745;"662-547-6169";"Youth Camp";216;"ACTIVE (06/01/2023 - 05/31/2024)";;;"Jun, Jul";"Monday-Friday 05:57 AM To 05:58 AM, Saturday 05:57 AM To 05:58 AM, Sunday 05:57 AM To 05:58 AM";"No";
"10CBPFA-7597";"TINY BLESSINGS DAYCARE & LEARNING CENTER";"484 CHESTER ST";"CHOCTAW";"ACKERMAN";39735;"662-387-7339";"Center based Child Care Facility";30;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"10CDIHE-7540";"WEIR HEAD START";"682 S ANN ST";"CHOCTAW";"WEIR";39772;"662-547-5010";"Center based Child Care Facility";59;"ACTIVE (08/01/2023 - 07/31/2024)";"Early Head Start, Head Start";"1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"11CFPFSWA-7086";"CEF BACK TO BASICS";"602 HORTON DR PORT";"CLAIBORNE";"GIBSON";39150;"601-448-5275";"Center based Child Care Facility";268;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day, Summer Day, Special Needs,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"11CAGF-4285";"CLAIBORNE COUNTY VOCATIONAL-TECHNICAL";"161 OLD HIGHWAY 18 NO 1 NO 1NO1NO1 # 1 PORT";"CLAIBORNE";"GIBSON";39150;"601-437-3800";"Center based Child Care Facility";12;"ACTIVE (08/01/2023 - 07/31/2024)";"Full Day";"1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"11CBPFA-5250";"GOD'S LITTLE BUSY BEES CHILDCARE & LEARNING CENTER, INC.";"5022 HIGHWAY 61 S PORT";"CLAIBORNE";"GIBSON";39150;"601-415-4462";"Center based Child Care Facility";25;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"11CEPFA-4744";"HEAVENLY ANGELS DAYCARE";"309 CHURCH ST PORT";"CLAIBORNE";"GIBSON";39150;"601-437-3200";"Center based Child Care Facility";113;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"11CDPFA-1987";"LITTLE KIDS UNIVERSITY";"2448 HIGHWAY 61 S PORT";"CLAIBORNE";"GIBSON";39150;"601-437-8576";"Center based Child Care Facility";80;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"11CEIHE-0057";"RICHARDSON HEAD START CENTER";"411 OSAGE ST PORT";"CLAIBORNE";"GIBSON";39150;"601-437-4094";"Center based Child Care Facility";150;"PENDING (12/01/2023 - 11/30/2024)";"Early Head Start, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"Y-0032";"WARNER-TULLY MEMORIAL YMCA";"5184 Y CAMP RD PORT";"CLAIBORNE";"GIBSON";39150;"601-638-1071";"Youth Camp";150;"ACTIVE (06/01/2023 - 05/31/2024)";;;"Jun, Jul";"Monday-Friday 05:00 AM To 06:59 AM, Saturday 05:00 AM To 06:59 AM, Sunday 05:00 AM To 06:59 AM";"No";
"12CBRM-2628";"FIRST UNITED METHODIST PRESCHOOL";"203 E FRANKLIN ST";"CLARKE";"QUITMAN";39355;"601-776-2637";"Center based Child Care Facility";30;"ACTIVE (02/01/2023 - 01/31/2024)";"Half Day Morning";"3 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:30 AM To 11:30 AM";"No";
"12CFIHE-2736";"MANUEL GOFF HEADSTART CENTER";"207 E CHESTNUT ST";"CLARKE";"QUITMAN";39355;"601-776-6016";"Center based Child Care Facility";189;"ACTIVE (01/01/2023 - 12/31/2023)";"Early Head Start, Head Start";"2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 04:30 PM";"No";
"12CDPFA-7887";"MILES LEARNING CENTER LLC";"112 ANDERSON ST";"CLARKE";"QUITMAN";39355;"601-791-1290";"Center based Child Care Facility";81;"TEMPORARY (06/21/2023 - 11/30/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"12CCPF-7495";"SMALL HANDS ACADEMY";"120 NAPP ST";"CLARKE";"QUITMAN";39355;"601-776-2961";"Center based Child Care Facility";50;"ACTIVE (10/01/2023 - 09/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"12CDRFA-5251";"THE SHEPHERD'S STAFF";"400 RIVER RD";"CLARKE";"ENTERPRISE";39330;"601-659-3636";"Center based Child Care Facility";100;"ACTIVE (12/01/2022 - 11/30/2023)";"School Age After School, Full Day";"2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 06:00 PM";"No";
"12CCPFA-0905";"TODDLERS' DEPOT CHILD CARE";"308 S RAILROAD AVE";"CLARKE";"QUITMAN";39355;"601-776-3335";"Center based Child Care Facility";40;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM";"Yes";
"13RAPFA-6378";"CHRISTIAN LOVE DAY CARE";"42 SETH ST WEST";"CLAY";"POINT";39773;"662-524-4770";"Center based Child Care Facility";12;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"Yes";
"13CDPFA-7653";"CLAY COUNTY COMMUNITY DAY CARE CENTER";"857 E BRAME AVE WEST";"CLAY";"POINT";39773;"662-494-4405";"Center based Child Care Facility";72;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"13CFIHE-2651";"CLAY COUNTY HEAD START CENTER";"287 W HALF MILE ST WEST";"CLAY";"POINT";39773;"662-494-4985";"Center based Child Care Facility";233;"ACTIVE (12/01/2022 - 11/30/2023)";"Early Head Start, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:00 AM To 04:00 PM";"No";
