"ID";"Severity";"Inspection Type";"Date";"Deficiency Type";"Resolved";"Inspection URL"
39359;"Medium";"Annual Review";"5/25/2022";"Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/11859/l24365_annual_05252022.pdf"
4270;"High";"Renewal Application";"5/11/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/15119/719_ren_5-11-23.pdf"
4270;"Medium";"Renewal Application";"5/11/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/15119/719_ren_5-11-23.pdf"
3777;"High";"Annual Review";"3/28/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/13328/595-sv-march-28-2023.pdf"
3777;"High";"Annual Review";"11/1/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6715/595-sv-november-1-2021.pdf"
3777;"High";"Annual Review";"11/1/2021";"Rest Equipment";"Pending";"https://www.scchildcare.org/InspectionReports/6715/595-sv-november-1-2021.pdf"
3912;"High";"Renewal Application";"5/5/2022";"Meal Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/8843/593_ren_05052022.pdf"
2235;"Low";"Annual Review";"2/6/2023";"Bathrooms";"Yes";"https://www.scchildcare.org/InspectionReports/12115/15531-sv-february-6-2023.pdf"
2235;"Medium";"Annual Review";"2/6/2023";"Bathrooms";"Yes";"https://www.scchildcare.org/InspectionReports/12115/15531-sv-february-6-2023.pdf"
2235;"Medium";"Annual Review";"2/6/2023";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/12115/15531-sv-february-6-2023.pdf"
2235;"High";"Complaint";"6/25/2021";"Discipline and Behavior Management";"Yes";"https://www.scchildcare.org/InspectionReports/5460/15531-complaint-june-25-2021.pdf"
24273;"High";"Renewal Application";"10/5/2021";"Staff Requirements";"Yes";
24273;"Medium";"Renewal Application";"10/5/2021";"Staff Health";"Yes";
6901;"Medium";"Annual Review Follow Up";"11/28/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/11557/780_av_fu_11-28-22.pdf"
6901;"High";"Annual Review";"10/19/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11649/780_sv_10-19-22.pdf"
6901;"High";"Annual Review";"10/19/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/11649/780_sv_10-19-22.pdf"
9805;"High";"Renewal Application";"1/30/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/11863/l17680_renewal_01302023.pdf"
9805;"High";"Renewal Application";"1/30/2023";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/11863/l17680_renewal_01302023.pdf"
9805;"High";"Annual Review";"12/15/2022";"Parent Access and Communication";"Yes";
9805;"High";"Annual Review";"12/15/2022";"Staff Requirements";"Yes";
9805;"High";"Annual Review";"12/15/2022";"Staff Requirements";"Pending";
9805;"Medium";"Annual Review";"12/15/2022";"Staff Requirements";"Pending";
9805;"Medium";"Annual Review";"12/15/2022";"Staff Health";"Pending";
9805;"Medium";"Annual Review";"12/15/2022";"Staff Health";"Pending";
9805;"High";"Annual Review";"12/15/2022";"Staff Health";"Pending";
9805;"High";"Annual Review";"12/15/2022";"Discipline and Behavior Management";"Yes";
9805;"High";"Annual Review";"12/15/2022";"63-13-40 Background checks for employment";"Pending";
9805;"Medium";"Annual Review";"12/14/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/10821/l17680_annual_12142021.pdf"
2384;"Medium";"Renewal Application";"2/13/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13056/233_ren_02-13-23.pdf"
2384;"Medium";"Renewal Application";"2/13/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/13056/233_ren_02-13-23.pdf"
2384;"Medium";"Renewal Application";"3/15/2021";"Staff Requirements";"Yes";
21173;"High";"Annual Review";"1/19/2023";"Staff Requirements";"Pending";"https://www.scchildcare.org/InspectionReports/12883/l21471_annual_01192023.pdf"
21173;"Medium";"Annual Review";"1/19/2023";"Outdoor Space";"Pending";"https://www.scchildcare.org/InspectionReports/12883/l21471_annual_01192023.pdf"
21173;"High";"Annual Review";"6/22/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/9475/l21471_annual_06222022.pdf"
21173;"High";"Annual Review";"6/22/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/9475/l21471_annual_06222022.pdf"
21173;"Medium";"Annual Review";"6/22/2022";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/9475/l21471_annual_06222022.pdf"
21173;"Medium";"Annual Review";"6/22/2022";"Furniture, Toys, and Recreational Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/9475/l21471_annual_06222022.pdf"
21173;"High";"Annual Review";"6/22/2022";"Meal Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/9475/l21471_annual_06222022.pdf"
21173;"Medium";"Renewal Application";"1/11/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8754/l21471_renewal_01112022.pdf"
21173;"High";"Annual Review";"10/21/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/10799/l21471_annual_10212021.pdf"
21173;"High";"Annual Review";"10/21/2021";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/10799/l21471_annual_10212021.pdf"
21173;"Medium";"Annual Review";"10/21/2021";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/10799/l21471_annual_10212021.pdf"
21173;"Medium";"Annual Review";"10/21/2021";"Food Storage";"On Site";"https://www.scchildcare.org/InspectionReports/10799/l21471_annual_10212021.pdf"
32172;"High";"Renewal Application";"5/5/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13938/cc032172_ren_05-05-23.pdf"
32172;"Medium";"Renewal Application";"5/5/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13938/cc032172_ren_05-05-23.pdf"
32172;"High";"Renewal Application";"5/5/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/13938/cc032172_ren_05-05-23.pdf"
32172;"Medium";"Renewal Application";"5/5/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/13938/cc032172_ren_05-05-23.pdf"
32172;"Medium";"Complaint";"4/17/2023";"Child Records";"On Site";
32172;"High";"Complaint";"4/17/2023";"Direct Supervision";"On Site";
32172;"High";"Complaint";"4/17/2023";"Discipline and Behavior Management";"On Site";
32172;"High";"Annual Review";"3/27/2023";"Food Storage";"Yes";"https://www.scchildcare.org/InspectionReports/13566/p23065_av_03-27-23.pdf"
32172;"Medium";"Annual Review";"3/27/2023";"Food Storage";"Yes";"https://www.scchildcare.org/InspectionReports/13566/p23065_av_03-27-23.pdf"
32172;"High";"Complaint";"3/17/2023";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/13567/p23065_cv_03-17-23.pdf"
32172;"High";"Complaint";"3/17/2023";"Reporting of Incidents";"On Site";"https://www.scchildcare.org/InspectionReports/13567/p23065_cv_03-17-23.pdf"
32172;"High";"Complaint";"3/17/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/13567/p23065_cv_03-17-23.pdf"
32172;"High";"Complaint";"3/17/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/13567/p23065_cv_03-17-23.pdf"
32172;"High";"Complaint";"2/27/2023";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/14147/p23065_cv_02-27-23.pdf"
32172;"High";"Complaint";"2/27/2023";"Child Abuse & Neglect";"Yes";"https://www.scchildcare.org/InspectionReports/14147/p23065_cv_02-27-23.pdf"
32172;"High";"Complaint";"2/27/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/14147/p23065_cv_02-27-23.pdf"
32172;"High";"Complaint";"2/27/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/14147/p23065_cv_02-27-23.pdf"
32172;"Medium";"Complaint";"2/27/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14147/p23065_cv_02-27-23.pdf"
32172;"High";"Complaint";"1/20/2023";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/13978/p23065_com_01-20-23.pdf"
32172;"High";"Complaint";"1/20/2023";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/13978/p23065_com_01-20-23.pdf"
32172;"High";"Complaint";"1/20/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/13978/p23065_com_01-20-23.pdf"
32172;"High";"Complaint";"1/20/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/13978/p23065_com_01-20-23.pdf"
32172;"Medium";"Complaint";"1/20/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/13978/p23065_com_01-20-23.pdf"
32172;"High";"Complaint";"1/20/2023";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/13978/p23065_com_01-20-23.pdf"
32172;"High";"Annual Review";"4/20/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/8658/23065_sv_4-20-22.pdf"
32172;"High";"Review";"2/16/2022";"Center Definitions";"On Site";
32172;"High";"Annual Review";"11/1/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6765/23065_sv_11012021.pdf"
32172;"High";"Complaint";"2/18/2021";"Reporting of Incidents";"Yes";"https://www.scchildcare.org/InspectionReports/4836/23065_comp_02182021.pdf"
6368;"Medium";"Annual Review";"4/12/2023";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/13435/l763_annual_04122023.pdf"
6368;"High";"Annual Review";"4/12/2023";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/13435/l763_annual_04122023.pdf"
6368;"High";"Complaint";"2/10/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11865/l763_complaint_02102023.pdf"
6368;"Medium";"Renewal Application";"10/4/2022";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/11240/a763_renewal_10042022.pdf"
6368;"Medium";"Renewal Application";"10/4/2022";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/11240/a763_renewal_10042022.pdf"
6368;"Medium";"Renewal Application";"10/4/2022";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/11240/a763_renewal_10042022.pdf"
6368;"High";"Renewal Application";"10/4/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/11240/a763_renewal_10042022.pdf"
42446;"High";"Complaint";"6/6/2023";"Staff Health";"Yes";
42446;"Medium";"Complaint";"6/6/2023";"Indoor Space and Conditions - Environmental Hazards";"Pending";
42446;"High";"Complaint";"5/5/2023";"Inspection";"On Site";
42446;"High";"Complaint";"5/5/2023";"Staff Requirements";"On Site";
42446;"High";"Complaint";"5/5/2023";"Staff Requirements";"On Site";
42446;"Medium";"Complaint";"5/5/2023";"Diapering";"On Site";
42446;"Medium";"Complaint";"5/5/2023";"Indoor Space and Conditions - Environmental Hazards";"On Site";
42446;"High";"Complaint";"5/5/2023";"Indoor Space and Conditions - Environmental Hazards";"On Site";
42446;"Medium";"Complaint";"5/5/2023";"Outdoor Space";"On Site";
42446;"Low";"Renewal Application Follow Up";"1/24/2023";"Bathrooms";"On Site";"https://www.scchildcare.org/InspectionReports/11889/l24968_follow-up_01242023.pdf"
42446;"Medium";"Renewal Application Follow Up";"1/24/2023";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/11889/l24968_follow-up_01242023.pdf"
42446;"High";"Renewal Application Follow Up";"1/24/2023";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/11889/l24968_follow-up_01242023.pdf"
42446;"Medium";"Renewal Application Follow Up";"1/24/2023";"Food Storage";"On Site";"https://www.scchildcare.org/InspectionReports/11889/l24968_follow-up_01242023.pdf"
42446;"High";"Complaint";"9/8/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/10808/l24968_complaint_09082022.pdf"
42446;"High";"Complaint";"8/2/2022";"Reporting of Incidents";"Yes";"https://www.scchildcare.org/InspectionReports/10805/l24968_complaint_08022022.pdf"
42446;"Medium";"Review Follow Up";"8/2/2022";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/10805/l24968_complaint_08022022.pdf"
42446;"High";"Complaint";"4/12/2022";"Staff Requirements";"On Site";
42446;"High";"Complaint";"4/12/2022";"Direct Supervision";"On Site";
42446;"High";"Complaint";"4/12/2022";"First Aid Kit";"On Site";
42446;"Medium";"Complaint";"4/12/2022";"Diapering";"On Site";
42446;"High";"Complaint";"4/12/2022";"Diapering";"Yes";
42446;"High";"Complaint";"4/12/2022";"Fire Safety";"On Site";
42446;"High";"Complaint";"4/12/2022";"Electrical Sources";"Yes";
42446;"High";"Complaint";"4/12/2022";"Indoor Space and Conditions - Environmental Hazards";"On Site";
42446;"Medium";"Complaint";"4/12/2022";"Outdoor Space";"On Site";
42446;"Medium";"Complaint";"4/12/2022";"Outdoor Space";"On Site";
42446;"High";"Complaint";"4/12/2022";"Outdoor Space";"On Site";
42446;"High";"Complaint";"4/12/2022";"Outdoor Space";"On Site";
42446;"High";"Complaint";"4/12/2022";"Rest Equipment";"On Site";
42446;"High";"Complaint";"4/12/2022";"Environmental Hazards";"On Site";
42446;"High";"Complaint";"4/12/2022";"Environmental Hazards";"Yes";
42446;"High";"Complaint";"4/12/2022";"Meal Requirements";"Yes";
42446;"Medium";"Complaint";"4/12/2022";"Food Storage";"Yes";
42446;"High";"Complaint";"4/12/2022";"Food Storage";"On Site";
42446;"High";"Annual Review";"12/3/2021";"Staff Requirements";"Yes";
42446;"High";"Annual Review";"12/3/2021";"Direct Supervision";"Yes";
42446;"High";"Annual Review";"12/3/2021";"Direct Supervision";"Yes";
42446;"High";"Annual Review";"12/3/2021";"Ratios";"Yes";
42446;"Medium";"Annual Review";"12/3/2021";"Bathrooms";"Yes";
42446;"Medium";"Annual Review";"12/3/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";
42446;"Medium";"Annual Review";"12/3/2021";"Feeding Chairs";"Yes";
42446;"High";"Complaint";"11/16/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/7827/l24968_complaint_11162021.pdf"
42446;"High";"Complaint";"11/16/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/7827/l24968_complaint_11162021.pdf"
42446;"High";"Complaint";"11/16/2021";"Electrical Sources";"On Site";"https://www.scchildcare.org/InspectionReports/7827/l24968_complaint_11162021.pdf"
42446;"Medium";"Complaint";"11/16/2021";"Indoor Space & Conditions - Lighting";"On Site";"https://www.scchildcare.org/InspectionReports/7827/l24968_complaint_11162021.pdf"
42446;"High";"Complaint";"8/19/2021";"Staff Requirements";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"High";"Complaint";"8/19/2021";"Staff Requirements";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"High";"Complaint";"8/19/2021";"Staff Requirements";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"High";"Complaint";"8/19/2021";"Direct Supervision";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"High";"Complaint";"8/19/2021";"Ratios";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"Medium";"Complaint";"8/19/2021";"Diapering";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"High";"Complaint";"8/19/2021";"Staff Health";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"Medium";"Complaint";"8/19/2021";"Indoor Space and Conditions - Environmental Hazards";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"High";"Complaint";"8/19/2021";"Indoor Space and Conditions - Environmental Hazards";"Pending";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
42446;"High";"Complaint";"8/19/2021";"Rest Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/7826/l24968_complaint_08192021.pdf"
17820;"High";"Complaint";"2/14/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/12718/l18159_complaint_02142023.pdf"
17820;"High";"Complaint";"2/14/2023";"Feeding, Eating, and Drinking";"On Site";"https://www.scchildcare.org/InspectionReports/12718/l18159_complaint_02142023.pdf"
17820;"High";"Annual Review";"8/26/2022";"Staff Requirements";"Pending";"https://www.scchildcare.org/InspectionReports/12866/l18159_annual_08262022.pdf"
17820;"High";"Annual Review";"8/26/2022";"Direct Supervision";"Pending";"https://www.scchildcare.org/InspectionReports/12866/l18159_annual_08262022.pdf"
17820;"High";"Annual Review";"8/26/2022";"Ratios";"Pending";"https://www.scchildcare.org/InspectionReports/12866/l18159_annual_08262022.pdf"
17820;"Low";"Annual Review";"8/26/2022";"Bathrooms";"Pending";"https://www.scchildcare.org/InspectionReports/12866/l18159_annual_08262022.pdf"
17820;"Medium";"Annual Review";"8/26/2022";"Indoor Space and Conditions - Environmental Hazards";"Pending";"https://www.scchildcare.org/InspectionReports/12866/l18159_annual_08262022.pdf"
17820;"Low";"Annual Review";"8/26/2022";"Sanitation";"Pending";"https://www.scchildcare.org/InspectionReports/12866/l18159_annual_08262022.pdf"
