"Provider ID";"Type";"Regulation/Restriction";"Create Date";"Due Date";"Corrected Date";"Status"
2958;"Violation";"6.1.4.4.5: Screen time shall not exceed thirty (30) minutes daily per child or group of children except for school age children using technology to complete homework assignments, and a once per month two (2) hour movie.";"08/27/2020";"09/25/2020";"09/22/2020";"Final"
2958;"Violation";"3.3.6.1: The FCCP shall maintain a record of the date of each evacuation drill as required in the rules in section 3.6.2 of these regulations that includes the number of children, staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"12/19/2018";"01/07/2019";"01/02/2018";"Final"
2958;"Violation";"6.2.1: Maximum Capacity and Staffing in a registered FCCH The registered FCCP shall ensure that the registered FCCH shall not exceed the limits described in this section, including the charts below.";"08/11/2017";"09/20/2017";"09/16/2017";"Final"
2917;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"04/27/2023";"05/10/2023";;"Final"
2917;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"04/27/2023";"05/10/2023";;"Final"
2917;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"04/27/2023";"05/10/2023";"05/24/2023";"Final"
2917;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"04/27/2023";"05/10/2023";;"Final"
2917;"Violation";"2.3.8.3: The FCCP shall ensure that the FCCP; all individuals residing in the home; staff; and any individuals who are left alone with children have met ongoing background check requirements by submitting at least once every five (5) years a Records Check Authorization form to the Division and as required shall submit to fingerprinting.";"10/12/2020";"10/30/2020";"11/09/2020";"Final"
2917;"Violation";"3.3.7.3: Within six (6) months of initial date of employment, the FCCP and all staff shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"10/12/2020";"10/12/2020";;"Final"
2917;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"10/12/2020";"10/30/2020";"02/08/2022";"Final"
2917;"Violation";"7.3.1: A Registered FCCP that operates a registered FCCH shall ensure and maintain documentation that he/she is at least eighteen (18) years of age, is a high school graduate or has completed a GED, and meets or exceeds one (1) of the following qualifications prior to licensure or within twelve (12) months of initial licensure: * At least a Vermont Early Childhood Career Ladder Level One (1) Certificate or higher; or * At least successful completion of the Fundamentals for Early Childhood Professionals' course; or * At least a current CDA (Child Development Association Credential) from the National Council for Professional Recognition); or * At least a Child Care Certificate from Community College of Vermont; or * At least successful completion of twelve (12) college credits in content consistent with the core knowledge areas identified by NLCDC.";"10/12/2020";"10/30/2020";"10/13/2020";"Final"
