"ID";"Inspection Date";"Primary Type";"Complaint";"Rule Description";"Finding Category";"Non Compliance Level";"Correction Date";"Correction Verification";"Finding Description"
67263;"2019-06-10";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
67263;"2019-05-17";"Non On-Site Inspection";;;;;;;
67263;"2019-05-10";"Follow-Up Inspection";;"90-9(17); fence gaps";"Citation";"High";"2019-06-10";"Correction Verified";"The provider did not comply with the Facility rule by having a fence with gaps greater than 5 by 5 inches.  In the outdoor area, there were gaps greater than 5 by 5 inches on the west and northeast sides of the fence."
67263;"2019-05-10";"Follow-Up Inspection";;"90-8(1)(a)-(d); background check - new covered individual";"Repeat Citation";"High";"2019-05-17";"Correction Verified";"The provider did not comply with the Background Checks rule by allowing covered individuals to become involved with the facility before completing a background check.  At the time of the inspection, 1 individual had not submitted a complete background check. This was a repeat rule violation."
67263;"2019-04-17";"Unannounced, Annual Inspection";;"90-9(15)(a)-(b); 4 foot high fence";"Citation";"High";"2019-05-10";"Correction Verified";"The provider did not comply with the Facility rule by having a fence that did not meet all requirements. In the outdoor area, the fence in the front was missing."
67263;"2019-04-17";"Unannounced, Annual Inspection";;"90-8(1)(a)-(d); background check - new covered individual";"Citation";"High";"2019-05-17";"Correction Verified";"The provider did not comply with the Background Checks rule by allowing  covered individuals to become involved with the facility before having a background check. At the time of the inspection, five individuals had not submitted a complete background check."
67263;"2019-01-04";"Pre-Inspection";;;;;;;
15986;"2021-03-16";"Non On-Site Inspection";;;;;;;
15986;"2021-02-26";"Announced, Annual Inspection";;"90-8(2)(a)-(d); New covered individual background check";"Citation";"High";"2021-02-26";"Correction Verified";"The provider did not comply with the Background Checks rule by not submitting an online background check form and fingerprints for individuals age 18 years old and older involved with child care. At the time of the inspection, two individuals 18 years old and older living in the home did not have background checks. This was a repeat rule violation."
15986;"2020-07-09";"Non On-Site Inspection";;;;;;;
15986;"2020-07-01";"Unannounced, Annual Inspection";;;;;;;
15986;"2020-02-25";"Non On-Site Inspection";;;;;;;
15986;"2020-02-20";"Follow-Up Inspection";;;;;;;
15986;"2020-01-16";"Announced, Annual Inspection";;;;;;;
15986;"2019-11-13";"Follow-Up Inspection";;;;;;;
15986;"2019-11-01";"Unannounced, Annual Inspection";;;;;;;
15986;"2019-03-20";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
15986;"2019-03-05";"Follow-Up Inspection";;"90-10(1); ratios";"Citation";"High";"2019-03-05";"Correction Verified";"The provider did not comply the Ratios rule by exceeding the caregiver to child ratio. In the facility at the time of the inspection, there were 11 children in care with 1 caregiver. This included 3 children under age 2."
15986;"2019-01-31";"Announced, Annual Inspection";;;;;;;
15986;"2018-11-14";"Non On-Site Inspection";;;;;;;
15986;"2018-10-25";"Unannounced, Annual Inspection";;;;;;;
15986;"2018-10-17";"Complaint, Investigation Inspection";"10/15/2018";"90-8(1)(a)-(d); background check - new covered individual";"Citation";"High";"2018-11-14";"Correction Verified";"The provider did not comply with the BACKGROUND CHECKS requirement. In the facility, three new covered individuals have become involved with the child care program and have not submitted and passed a background check."
15986;"2018-03-23";"Follow-Up Inspection";;;;;;;
81141;"2020-11-19";"Non On-Site Inspection";;;;;;;
81141;"2020-10-30";"Pre-Inspection";;;;;;;
82060;"2021-02-19";"Pre-Inspection";;;;;;;
58043;"2020-12-22";"Announced, Annual Inspection";;;;;;;
58043;"2020-09-18";"Follow-Up Inspection";;;;;;;
58043;"2020-08-31";"Unannounced, Annual Inspection";;;;;;;
58043;"2020-06-08";"Non On-Site Inspection";;;;;;;
58043;"2020-05-11";"Complaint, Follow-Up Inspection";;"90-6(3); federal, state, and local laws";"Citation";"High";"2020-05-11";"Correction Verified";"The provider did not comply with the Administration rule by not screening a visitor for COVID 19 symptoms. In the facility, the provider did not screen a visitor to the program for COVID 19 symptoms."
58043;"2020-03-04";"Complaint, Investigation Inspection";"03/02/2020";"90-11(1)(c); caregiver knows the number of children in care";"Citation";"High";"2020-03-04";"Correction Verified";"The provider did not comply with the Supervision and Security rule by  not ensuring active supervision of all children at all times. In the facility, the caregiver did not know the number of children in their care; they stated there was ""12 or 13"" children in care and when the children were counted there was 13 children in care."
58043;"2020-03-04";"Focus Inspection";;"90-10(1); ratios";"Citation";"High";"2020-03-04";"Correction Verified";"The provider did not comply with the Ratios rule by exceeding the number of allowed children. In the facility there was 13 children, including infants, with one caregiver."
58043;"2019-12-19";"Non On-Site Inspection";;;;;;;
58043;"2019-12-13";"Announced, Annual Inspection";;;;;;;
58043;"2019-07-09";"Follow-Up Inspection";;;;;;;
58043;"2019-06-19";"Unannounced, Annual Inspection";;"90-9(17); fence gaps";"Citation";"High";"2019-07-09";"Correction Verified";"The provider did not comply with the Facility rule by having a fence that did not meet all requirements. In the outdoor area, the fence had a gap greater than 5 by 5 inches."
58043;"2019-01-11";"Follow-Up Inspection";;;;;;;
58043;"2018-12-17";"Announced, Annual Inspection";;;;;;;
58043;"2018-05-24";"Follow-Up Inspection";;;;;;;
58043;"2018-05-09";"Unannounced, Annual Inspection";;;;;;;
38187;"2020-06-10";"Announced, Annual Inspection";;;;;;;
38187;"2020-01-15";"Unannounced, Annual Inspection";;;;;;;
38187;"2019-05-03";"Announced, Annual Inspection";;;;;;;
38187;"2018-08-31";"Unannounced, Annual Inspection";;;;;;;
33775;"2020-10-05";"Announced, Annual Inspection";;;;;;;
33775;"2020-02-07";"Unannounced, Annual Inspection";;;;;;;
33775;"2019-10-17";"Announced, Annual Inspection";;;;;;;
33775;"2019-03-22";"Follow-Up Inspection";;;;;;;
33775;"2019-03-04";"Unannounced, Annual Inspection";;"90-15(1)(a)-(e); clean and sanitary";"Citation";"Moderate";"2019-03-22";"Correction Verified";"The provider did not comply with the Health and Infection Control rule by keeping the outdoor area clean and sanitary.  In the outdoor play area, there were piles of animal feces throughout the yard. This was a repeat rule violation."
33775;"2018-11-13";"Follow-Up Inspection";;;;;;;
33775;"2018-10-10";"Announced, Annual Inspection";;"90-8(1)(a)-(d); background check - new covered individual";"Citation";"High";"2018-10-10";"Correction Verified";"The provider did not comply with the Background Checks requirements. In the facility, a new caregiver was allowed to work before CCL notification that the covered individual passed a background check."
33775;"2018-10-10";"Announced, Annual Inspection";;"90-11(1)(a)-(d); active supervision";"Citation";"High";"2018-10-10";"Correction Verified";"The provider did not comply with the Child Supervision and Security requirements.  At the time of the inspection, the provider stated there were eight children in care. The provider counted the children and there were seven  children."
33775;"2018-04-30";"Follow-Up Inspection";;;;;;;
33775;"2018-04-18";"Unannounced, Annual Inspection";;;;;;;
40263;"2021-03-05";"Pre-Inspection";;;;;;;
40263;"2021-02-01";"Non On-Site Inspection";;;;;;;
40263;"2021-01-21";"Announced, Annual Inspection";;"dwsffn-14(7); Disaster drills documentation";"Citation";"Low";;"Follow-up required to verify compliance/maintenance";"The provider did comply with the Emergency Preparedness and Response requirement by not having required documentation.  At the facility, there was no documentation of a yearly disaster drill."
40263;"2021-01-21";"Announced, Annual Inspection";;"dwsffn-14(5); Fire drills documented";"Repeat Citation";"Low";;"Follow-up required to verify compliance/maintenance";"The provider did comply with the Emergency Preparedness and Response requirement by not having required documentation.  At the facility, there was no documentation of quarterly fire evacuation drills."
40263;"2021-01-21";"Announced, Annual Inspection";;"dwsffn-11(6); attendance record";"Repeat Citation";"Low";;"Follow-up required to verify compliance/maintenance";"The provider did not comply with the Child Supervision and Security requirement by not having a required record available for review.  In the home where care is provided, there was no record of the days and times each child was in care."
40263;"2020-10-02";"Unannounced, Annual Inspection";;;;;;;
40263;"2020-01-06";"DWS Pre-Approval, Follow-Up";;;;;;;
40263;"2019-12-12";"DWS Pre-Approval";;;;;;;
40263;"2019-11-27";"Non On-Site Inspection";;;;;;;
40263;"2019-11-04";"Non On-Site Inspection";;;;;;;
40263;"2019-10-07";"Announced, Annual Inspection";;;;;;;
40263;"2019-01-22";"Unannounced, Annual Inspection";;;;;;;
40263;"2018-11-06";"DWS Pre-Approval, Follow-Up";;;;;;;
40263;"2018-10-29";"DWS Pre-Approval";;;;;;;
40263;"2018-09-21";"Non On-Site Inspection";;;;;;;
40263;"2018-08-27";"Announced, Annual Inspection";;"30 - 10) a) ii); attendance record";"Citation";"Low";"2018-11-08";"Correction Verified";"The provider did not have required documentation. In the home where care is provided, there was no record of the dates and times each child was in care available for review."
40263;"2018-08-27";"Announced, Annual Inspection";;"30 - 9) d); fire drills";"Citation";"Moderate";"2018-11-08";"Correction Verified";"The provider did not have required documentation. In the home where care was provided, there was no documentation of her fire evacuation drills."
40263;"2018-03-23";"Unannounced, Annual Inspection";;;;;;;
1570;"2020-11-30";"Follow-Up Inspection";;;;;;;
1570;"2020-11-17";"Announced, Annual Inspection";;;;;;;
1570;"2020-08-07";"Unannounced, Annual Inspection";;;;;;;
1570;"2019-11-18";"Follow-Up Inspection";;;;;;;
1570;"2019-11-07";"Announced, Annual Inspection";;"90-13(4); choking hazards";"Citation";"Moderate";"2019-11-07";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that choking hazards were kept inaccessible from children younger than 3 years of age. In the playroom, there were small doll shoes in a bin that were accessible to the children in care. This was a repeat rule violation."
1570;"2019-05-30";"Follow-Up Inspection";;;;;;;
1570;"2019-05-14";"Unannounced, Annual Inspection";;;;;;;
1570;"2018-12-14";"Follow-Up Inspection";;;;;;;
1570;"2018-11-29";"Announced, Annual Inspection";;;;;;;
1570;"2018-10-11";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
1570;"2018-09-21";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
1570;"2018-07-27";"Follow-Up Inspection";;;;;;;
1570;"2018-06-22";"Unannounced, Annual Inspection";;;;;;;
67462;"2021-01-25";"Announced, Annual Inspection";;;;;;;
67462;"2020-03-25";"Non On-Site Inspection";;;;;;;
67462;"2020-01-30";"Non On-Site Inspection";;;;;;;
67462;"2020-01-08";"Announced, Annual Inspection";;;;;;;
67462;"2019-11-07";"Follow-Up Inspection";;;;;;;
67462;"2019-11-07";"Follow-Up Inspection";;;;;;;
67462;"2019-10-25";"Unannounced, Annual Inspection";;;;;;;
67462;"2019-02-08";"Pre-Inspection";;;;;;;
3635;"2020-09-28";"Non On-Site Inspection";;;;;;;
3635;"2020-09-17";"Announced, Annual Inspection";;;;;;;
3635;"2019-12-20";"Unannounced, Annual Inspection";;;;;;;
3635;"2019-09-09";"Non On-Site Inspection";;;;;;;
3635;"2019-08-30";"Announced, Annual Inspection";;"100-24(18); Infants placed on back for sleeping";"Citation";"High";"2019-08-30";"Correction Verified";"The provider did not comply with the Infant and Toddler Care rule by not placing infants on their backs for sleeping.  During the inspection, the caregiver stated that they place infants ""on their tummies"" for sleeping."
3635;"2019-06-27";"Follow-Up Inspection";;;;;;;
3635;"2019-06-14";"Follow-Up Inspection";;;;;;;
3635;"2019-05-09";"Unannounced, Annual Inspection";;"100-11(1); Provide and maintain active supervision";"Repeat Citation";"High";"2019-05-09";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by having children who were not actively supervised.  In the Infant area, there were 5 unsupervised children. This was a repeat rule violation."
3635;"2019-05-09";"Unannounced, Annual Inspection";;"100-19(4)(a)-(c); Use zones";"Citation";"Moderate";"2019-06-14";"Correction Verified";"The provider did not comply with the Play Equipment rule by not ensuring that stationary equipment had the proper use zones.  On the 2-year-old and up playground, there were branches and a chair within 43 inches of the required 72 inch use zone for the red truck/slide equipment. This was a repeat rule violation."
3635;"2018-09-24";"Follow-Up Inspection";;;;;;;
3635;"2018-08-31";"Announced, Annual Inspection";;;;;;;
3635;"2018-06-26";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
3635;"2018-06-04";"Non On-Site Inspection";;;;;;;
3635;"2018-05-25";"Non On-Site Inspection";;"100-8(6); Background check renewed";"Repeat Citation";"Moderate";"2018-06-04";"Correction Verified";"The provider did not ensure background check renewals for covered individuals were submitted before the last day of the month listed on the covered individuals background check cards. In the facility 1 covered individual's background check renewal was not submitted.This was a repeat noncompliant finding."
3635;"2018-05-25";"Non On-Site Inspection";;"100-8(1)(a)-(c); New covered individual background check";"Citation";"High";"2018-06-04";"Correction Verified";"The provider did not ensure that a CCL background check was submitted within 10 working days from when a new covered individual became involved with the facility. In the facility 1 new covered individual did not submit a background check within 10 days."
3635;"2018-05-22";"Follow-Up Inspection";;"100-19(4)(a)-(c); Use zones";"Citation";"Moderate";"2018-06-26";"Correction Verified";"The provider did not ensure stationary play equipment had a surrounding use zone from the outermost edge of the equipment. On the playground a piece of equipment did not have a surrounding use zone. This was a repeat noncompliant finding."
3635;"2018-05-22";"Follow-Up Inspection";;"100-13(2)(f); For under 5: plastic bags, latex gloves, & balloons inaccessible";"Citation";"Moderate";"2018-06-26";"Correction Verified";"The provider did not ensure harmful objects such as empty plastic bags were inaccessible to children in care. In the kitchen, plastic bags were accessible to children in care. This was a repeat noncompliant finding."
3635;"2018-05-11";"Non On-Site Inspection";;"100-8(6); Background check renewed";"Citation";"Moderate";"2018-06-04";"Correction Verified";"The provider did not ensure background check renewals for covered individuals were submitted before the last day of the month listed on the covered individuals background check cards. At the time of the inspection, background check renewals for 6 covered individuals were not submitted before the expiration date on the background card.  This is a repeat noncompliant finding."
