"County";"CLR#";"Name";"Location Address";"City";"State";"Zip";"Phone";"Mailing Address";"Mailing City";"Mailing Zip";"Expiration Date";"Capacity";"Age Range Of Service";"Transporation Service";"Non Traditional";"Stars Rating";"Provider Type";"Active CCAP Children";"Address 2";"Serves Children with Special Needs"
"KENTON";"L380824";"Around The Clock Childcare";"510 Keene Street";"Covington";"KY";41011;"(859) 261-5911";"510 Keene Street";" Covington";41011;"01/31/2020";127;"Infant To School Age";"Y";"Y";1;"Licensed";"Y";;"Y"
"BOYD";"L354011";"Ashland Area YMCA Child Care";"3232 Megan Neyer Way";"Ashland";"KY";41102;"(606) 329-6784";"3232 Megan Neyer Way";" Ashland";41102;"10/31/2020";195;"Toddler To School_Age";"N";"N";4;"Licensed";"Y";;"N"
"BOYD";"L350033";"Ashland Child Development Center";"1538 Central Avenue";"Ashland";"KY";41101;"(606) 329-1744";"P.O. Box 2246";" Ashland";41105;"06/30/2020";143;"Toddler To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"BOYD";"L356125";"Ashland Independent Child Care";"2208 Diniaco Drive";"Ashland";"KY";41101;"(606) 327-2797";"2208 Diniaco Drive";" Ashland";41101;"05/31/2020";205;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"FAYETTE";"L358993";"Ashland's Creative Activities Program (A-CAP)";"195 North Ashland Ave";"Lexington";"KY";40502;"(859) 381-3243";"195 North Ashland Ave";" Lexington";40502;"08/31/2020";99;"School_Age";"N";"No Information Available";1;"Licensed";"N";;"Y"
"SHELBY";"L383590";"Associates in Pediatric Therapy";"90 Howard Drive";"Shelbyville";"KY";40065;"(502) 633-1007";"90 Howard Drive";" Shelbyville";40065;"06/30/2020";16;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"DAVIESS";"L359098";"Audubon Area Head Start at Tamarack";"1733 Tamarack Road";"Owensboro";"KY";42301;"(270) 852-3790";"4800 B New Hartford Road, Dar-nek Cdc";" Owensboro";42303;"12/31/2020";37;"Two_To_School";"Y";"No Information Available";4;"Licensed";"N";;"No Information Available"
"DAVIESS";"L354855";"Audubon Elementary After School Program";"300 Worthington Road";"Owensboro";"KY";42301;"(270) 852-7150";"300 Worthington Road";" Owensboro";42301;"12/31/2020";200;"School_Age";"N";"N";1;"Licensed";"Y";;"N"
"JEFFERSON";"L358290";"Audubon Elementary Childcare Enrichment Program";"1051 Hess Lane";"Louisville";"KY";40217;"(502) 637-1575";"2411 Bowman Avenue, YMCA";" Louisville";40217;"08/31/2020";100;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"CAMPBELL";"L357083";"Aunt Kathy's Child Care";"4 Hidden Valley Street";"Highland Heights";"KY";41076;"(859) 442-5668";"4 Hidden Valley Street";" Highland Heights";41076;"03/31/2020";92;"Infant To School Age";"N";"N";4;"Licensed";"Y";;"Y"
"CAMPBELL";"L384007";"Aunt Kathy's Child Care and Preschool";"6 William Blatt";"Southgate";"KY";41071;"(859) 441-0743";"4 Hidden Valley Drive";" Highland Heights";41076;"03/31/2020";13;"School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"CAMPBELL";"L383937";"Aunt Kathy's Childcare and Preschool";"500 Grandview Ave";"Bellevue";"KY";41076;"(859) 261-4355";"4 Hidden Valley";" Highland Heights";41076;"09/30/2020";20;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"BUTLER";"L354477";"Aunt Kay's Kids";"110 West Cemetery Street";"Morgantown";"KY";42261;"(270) 526-0130";"110 West Cemetery Street";" Morgantown";42261;"08/31/2020";25;"Toddler To School_Age";"N";"N";1;"Licensed";"N";;"No Information Available"
"CLARK";"L383530";"Auntie's Academy";"1394 West Lexington Ave.";"Winchester";"KY";40391;"(859) 355-5135";"1392 West Lexington Ave.";" Winchester";40391;"01/31/2020";98;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"C69170";"Auntie's Babies Christian Daycare";"2130 Date Street";"Louisville";"KY";40210;"(502) 794-7595";"2130 Date Street";" Louisville";40210;"10/31/2021";6;"No Information Available";"N";"Y";1;"Certified";"Y";;"Y"
"JEFFERSON";"C71072";"Aylisha Boxley";"918 Dixie Hwy";"Louisville";"KY";40210;"(502) 709-4857";"918 Dixie Hwy";" Louisville";40210;"07/31/2021";6;"No Information Available";"N";"Y";1;"Certified";"Y";;"Y"
"JEFFERSON";"L356701";"Baby Land Daycare Center";"5057 Poplar Level Road, Suite 8";"Louisville";"KY";40219;"(502) 966-3226";"PO Box 197194";" Louisville";40219;"10/31/2020";31;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"Y"
"JEFFERSON";"C54731";"Baby Steps Child Care";"4204 Naomi Dr";"Louisville";"KY";40219;"(502) 314-3164";"4204 Naomi Dr";" Louisville";40219;"11/30/2020";6;"No Information Available";"N";"Y";1;"Certified";"N";;"No Information Available"
"HARDIN";"L352881";"Baby Tender Day Care";"108 French Street";"Elizabethtown";"KY";42701;"(270) 737-3530";"108 French Street";" Elizabethtown";42701;"08/31/2020";30;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"Y"
"MORGAN";"L356196";"Baby's Day Inn Day Care";"909 Prestonsburg Street";"West Liberty";"KY";41472;"(606) 743-1751";"909 Prestonsburg Street";" West Liberty";41472;"08/31/2020";49;"Infant To School Age";"N";"N";2;"Licensed";"Y";;"No Information Available"
"CLARK";"L383303";"Baker Intermediate Afterschool";"1 Educational Plaza Drive";"Winchester";"KY";40391;"(859) 745-1905";"P.O. Box 4192";" Winchester";40391;"02/29/2020";100;"School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L383600";"Baker's Learning Center";"2141 Dixie Hwy";"Louisville";"KY";40210;"(502) 384-2159";"2141 Dixie Hwy";" Louisville";40210;"07/31/2020";47;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"ROWAN";"L383976";"Bangin Blocks Childcare";"350 Pinecrest Dr";"Morehead";"KY";40351;"(606) 462-3383";"217 W 2nd St";" Morehead";40351;"02/29/2020";90;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"Y"
"MCCRACKEN";"L352534";"Baptist Health Child Development";"2625 Broadway";"Paducah";"KY";42003;"(270) 575-2799";"2501 Kentucky Avenue";" Paducah";42003;"12/31/2020";211;"Infant To School Age";"Y";"Y";3;"Licensed";"Y";;"Y"
"FAYETTE";"L354521";"Baptist Health Lexington Child Development Center";"110 Southland Drive";"Lexington";"KY";40503;"(859) 260-6976";"110 Southland Drive";" Lexington";40503;"09/30/2020";173;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L352762";"Baptist Health Louisville Child Development Center";"4000 Kresge Way";"Louisville";"KY";40207;"(502) 897-8189";"4000 Kresge Way";" Louisville";40207;"10/31/2020";130;"Infant To Two_To_School";"N";"N";4;"Licensed";"N";;"Y"
"FLOYD";"L350813";"Baptist Learning Center";"157 South Front Street";"Prestonsburg";"KY";41653;"(606) 886-8681";"157 South Front Street";" Prestonsburg";41653;"01/31/2021";67;"Toddler To Two_To_School";"N";"N";4;"Licensed";"Y";;"N"
"NELSON";"L353913";"Bardstown Child Care Program";"420 -320 & 510 North Fifth Street";"Bardstown";"KY";40004;"(502) 331-8811";"895 Pennsylvania Ave";" Bardstown";40004;"05/31/2020";197;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"NELSON";"L383810";"Bardstown Child Care Program";"401 N. 5th St.";"Bardstown";"KY";40004;"(502) 331-8811";"510 N. 5th St.";" Bardstown";40004;"02/29/2020";13;"Infant";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"NELSON";"L384019";"Bardstown Child Care Program";"410-420 North Fifth Street";"Bardstown";"KY";40004;"(502) 331-8811";"510 North Fifth Street";" Bardstown";40004;"04/30/2020";99;"School_Age";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"NELSON";"L383327";"Bardstown Childcare Program";"895 Pennsylvania Avenue";"Bardstown";"KY";40004;"(502) 331-8920";"895 Pennsylvania Avenue";" Bardstown";40004;"04/30/2020";152;"Toddler To School_Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"NELSON";"L350896";"Bardstown Head Start";"219 East Muir Avenue";"Bardstown";"KY";40004;"(502) 348-9240";"PO Box 830";" Lebanon";40033;"06/30/2020";100;"Two_To_School";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"BARREN";"L383844";"Barren Beyond the Bell - EES";"4601 New Salem Road";"Glasgow";"KY";42141;"(270) 678-2722";"4601 New Salem Road";" Glasgow";42141;"03/31/2020";100;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"BARREN";"L383842";"Barren Beyond the Bell - NJE";"2002 North Jackson Hwy";"Glasgow";"KY";42141;"(270) 629-2300";"2002 North Jackson Hwy";" Glasgow";42141;"03/31/2020";100;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"BARREN";"L383841";"Barren Beyond the Bell - PCE";"45 Indian Mill Rd";"Park City";"KY";42160;"(270) 749-5665";"45 Indian Mill Rd";" Park City";42160;"03/31/2020";100;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"BARREN";"L383843";"Barren Beyond the Bell - RCE";"215 Parkview Drive";"Glasgow";"KY";42141;"(270) 659-2400";"215 Parkview Drive";" Glasgow";42141;"03/31/2020";100;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"BARREN";"L356582";"Barren County Family YMCA Child Care";"1 Ymca Way";"Glasgow";"KY";42141;"(270) 651-9622";"1 YMCA Way";" Glasgow";42141;"04/30/2020";140;"Two_To_School To School_Age";"Y";"N";2;"Licensed";"Y";;"Y"
"CAMPBELL";"L352514";"Basic Trust Child Care Center";"6699 Alexandria Pike";"Alexandria";"KY";41001;"(859) 635-3829";"6699 Alexandria Pike";" Alexandria";41001;"11/30/2020";218;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"N"
"JEFFERSON";"L352336";"Bassett's Day Care";"902 Girard Drive";"Louisville";"KY";40222;"(502) 425-2289";"902 Girard Drive";" Louisville";40222;"06/30/2020";12;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L356043";"Bates Elementary Childcare Enrichment Program";"7601 Bardstown Road";"Louisville";"KY";40291;"(502) 637-1575";"2411 Bowman Avenue, YMCA";" Louisville";40217;"12/31/2020";90;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"BATH";"L357667";"Bath County Head Start";"103 Kendall Springs";"Owingsville";"KY";40360;"(606) 674-2766";"P O Box 367";" West Liberty";41472;"06/30/2020";108;"Infant To Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"Y"
"GREEN";"C70960";"BB's Little Blessings";"101 Valley Dr.";"Greensburg";"KY";42743;"(270) 989-9845";"101 Valley Dr.";" Greensburg";42743;"03/31/2020";6;"No Information Available";"N";"No Information Available";3;"Certified";"Y";;"No Information Available"
"JEFFERSON";"C71033";"Beanie's Little Sweeties Childcare";"247 South Shawnee Terrace";"Louisville";"KY";40212;"(502) 408-0245";"247 South Shawnee Terrace";" Louisville";40212;"06/30/2020";6;"No Information Available";"N";"No Information Available";1;"Certified";"Y";;"No Information Available"
"ANDERSON";"L383992";"Bearcub Learning Academy";"1154 Bypass North";"Lawrenceburg";"KY";40342;"(502) 839-4236";"EBW Elementary, 1150 Bypass North";" Lawrenceburg";40342;"03/31/2021";20;"Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"LEE";"L358649";"Beattyville Early Childhood Center, Inc.";"74 Circle Street";"Beattyville";"KY";41311;"(606) 464-3093";"P.O. Box 287";" Beattyville";41311;"02/29/2020";35;"Infant To School Age";"N";"N";2;"Licensed";"Y";;"Y"
"FAYETTE";"L383341";"Beaumont Centre Family YMCA-SACC";"3251 Beaumont Centre Circle";"Lexington";"KY";40513;"(859) 219-9622";"381 W. Loudon Ave";" Lexington";40508;"06/30/2020";130;"Two_To_School To School_Age";"Y";"No Information Available";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L377179";"Beautiful Faces Childcare Development Center";"8512 Preston Street";"Louisville";"KY";40219;"(502) 964-5006";"8512 Preston Hwy";" Louisville";40219;"07/31/2020";27;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"Y"
"KNOTT";"L357570";"Beaver Head Start";"800 South Highway 7";"Topmost";"KY";41862;"(606) 447-2111";"398 Roy Campbell Drive";" Hazard";41701;"09/30/2020";28;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"PULASKI";"C2127";"Becky's Babies";"185 Amy Lane";"Nancy";"KY";42544;"(606) 636-6987";"185 Amy Lane";" Nancy";42544;"10/31/2021";6;"No Information Available";"N";"N";2;"Certified";"Y";;"Y"
"KENTON";"L354299";"Beechwood Elementary After School Program";"54 Beechwood Road";"Ft. Mitchell";"KY";41017;"(859) 431-2075";"333 Madison Ave";" Covington";41011;"04/30/2020";90;"School_Age";"N";"N";4;"Licensed";"Y";;"Y"
"FAYETTE";"L357310";"Beginnings Christian Day School";"4551 Winchester Road";"Lexington";"KY";40509;"(859) 299-2468";"4551 Winchester Road";" Lexington";40509;"10/31/2020";166;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L383960";"Bella A.N.D.s Learning Center";"4443 Cane Run Road";"Louisville";"KY";40216;"(502) 873-5100";"4443 Cane Run Road";" Louisville";40216;"01/31/2020";57;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"Y"
"JESSAMINE";"L358974";"Bellaire Creative Christian Academy";"616 Keene Centre Drive";"Nicholasville";"KY";40356;"(859) 885-4337";"616 Keene Centre Drive";" Nicholasville";40356;"06/30/2020";200;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"Y"
"WHITLEY";"L356158";"Bell-Whitley Early Head Start/ Head Start/Preschool Center";"535 North 11th Street";"Williamsburg";"KY";40769;"(606) 549-0481";"PO Box 159";" Pineville";40977;"07/31/2020";16;"Infant To Toddler";"N";"N";5;"Licensed";"N";;"No Information Available"
"HENDERSON";"L355569";"Bend Gate Clubhouse";"920 Bend Gate Road";"Henderson";"KY";42420;"(270) 957-8269";"920 Bend Gate Road";" Henderson";42420;"10/31/2020";99;"School_Age";"Y";"N";3;"Licensed";"Y";;"Y"
"BOONE";"L383152";"Bengal Tots 24-7 Learning Center";"8045 Connector Dr.";"Florence";"KY";41042;"(859) 371-2333";"8045 Connector Dr.";" Florence";41042;"03/31/2020";172;"Infant To School Age";"N";"Y";3;"Licensed";"Y";;"Y"
"MADISON";"L383934";"Berea Children's Academy";"137 Plaza Drive";"Berea";"KY";40403;"(859) 756-3100";"137 Plaza Drive";" Berea";40403;"09/30/2020";77;"Infant To School Age";"N";"Y";1;"Licensed";"N";;"No Information Available"
"MADISON";"L355092";"Berea College Child Development Laboratory";"125 W. Jefferson Street";"Berea";"KY";40403;"(859) 985-3620";"CPO 2144  Ste 220";" Berea";40404;"10/31/2020";168;"Infant To School Age";"N";"N";5;"Licensed";"Y";;"Y"
"JEFFERSON";"L353615";"Beth Haven Child Development Center";"5515 Johnsontown Road";"Louisville";"KY";40272;"(502) 937-9949";"5515 Johnsontown Road";" Louisville";40272;"10/31/2020";227;"Infant To School Age";"N";"N";2;"Licensed";"Y";;"No Information Available"
"WOLFE";"L358869";"Bethany Christian Daycare";"17 Bethany Circle";"Campton";"KY";41301;"(606) 668-6318";"17 Bethany Circle";" Campton";41301;"02/29/2020";29;"Two_To_School To School_Age";"N";"No Information Available";3;"Licensed";"N";;"No Information Available"
"JESSAMINE";"L358172";"Bethel Early Learning Center";"3260 Lexington Road";"Nicholasville";"KY";40356;"(859) 881-4141";"3260 Lexington Road";" Nicholasville";40356;"03/31/2020";196;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"Y"
"GREENUP";"L355540";"Bethel Lutheran Preschool";"1351 Diederich Boulevard";"Russell";"KY";41169;"(606) 836-8608";"1351 Diederich Boulevard";" Russell";41169;"09/30/2020";40;"Two_To_School";"Y";"N";1;"Licensed";"N";;"N"
"FAYETTE";"C5166";"Betty Roper";"320 Glendale Avenue";"Lexington";"KY";40511;"(859) 226-0238";"320 Glendale Avenue";" Lexington";40511;"09/30/2021";6;"No Information Available";"N";"N";1;"Certified";"N";;"No Information Available"
"WAYNE";"L354268";"Betty's Day Care";"653 Old Zula Road";"Monticello";"KY";42633;"(606) 348-8701";"653 Old Zula Road";" Monticello";42633;"11/30/2020";25;"Infant To School Age";"N";"N";2;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"L355093";"Beulah Preschool";"6704 Bardstown Road";"Louisville";"KY";40291;"(502) 239-3231";"PO Box 91072";" Louisville";40291;"11/30/2020";60;"Toddler To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"FAYETTE";"L383543";"Beyond the Bell";"2585 Liberty Rd.";"Lexington";"KY";40509;"(859) 381-4979";"2585 Liberty Rd.";" Lexington";40509;"02/29/2020";180;"School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"WARREN";"L383516";"BGLC Program";"503 Old Morgantown Road";"Bowling Green";"KY";42101;"(270) 799-5028";"1227 Westen Avenue";" Bowling Green";42104;"11/30/2020";275;"School_Age";"Y";"No Information Available";1;"Licensed";"Y";;"Y"
"FAYETTE";"L357880";"Big Blue Bird Early Childhood Center";"1945 Eastland Parkway";"Lexington";"KY";40505;"(859) 299-9277";"1945 Eastland Parkway";" Lexington";40505;"03/31/2020";270;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"GRAVES";"L358098";"Big Grannie's Daycare";"312 & 320 West Water Street";"Mayfield";"KY";42066;"(270) 247-2851";"312 West Water Street";" Mayfield";42066;"12/31/2020";102;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"No Information Available"
"ROWAN";"L383953";"Bizzy Bears Child Care";"234 West First Street";"Morehead";"KY";40351;"(606) 780-0121";"234 West First Street";" Morehead";40351;"12/31/2020";80;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L382272";"Blessed & Faithful Learning Center";"7290 Manslick Road";"Louisville";"KY";40214;"(502) 384-5160";"7290 Manslick Road";" Louisville";40214;"11/30/2020";71;"Infant To School Age";"Y";"Y";3;"Licensed";"Y";;"Y"
"JEFFERSON";"C5874";"Blessed Are Our Children";"2621 Greenwood Avenue";"Louisville";"KY";40211;"(502) 774-5237";"2621 Greenwood Avenue";" Louisville";40211;"08/31/2020";6;"No Information Available";"N";"Y";1;"Certified";"Y";;"No Information Available"
"JOHNSON";"L383785";"Blessed Beginnings Child Care";"1116 State Street";"Paintsville";"KY";41240;"(606) 264-4521";"1116 State Street";" Paintsville";41240;"09/30/2020";21;"Infant To School Age";"N";"No Information Available";2;"Licensed";"Y";;"Y"
"KENTON";"L383455";"Blessed Sacrament School Afterschool Program";"2407 Dixie Highway";"Ft. Mitchell";"KY";41017;"(859) 431-2075";"333 Madison Avenue";" Covington";41011;"02/29/2020";75;"School_Age";"N";"No Information Available";4;"Licensed";"N";;"Y"
"DAVIESS";"L383977";"Blissful Beginnings East";"5533 Ky 144";"Owensboro";"KY";42303;"(270) 315-7370";"5533 Ky 144";" Owensboro";42303;"02/29/2020";90;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L356661";"Bloom Elem Childcare Enrichment Program";"1627 Lucia Avenue";"Louisville";"KY";40204;"(502) 637-1575";"2411 Bowman Avenue, YMCA";" Louisville";40217;"08/31/2020";200;"Two_To_School To School_Age";"Y";"N";3;"Licensed";"Y";;"Y"
"NELSON";"L353069";"Bloomfield Child Care";"230 Fairfield Hill";"Bloomfield";"KY";40008;"(502) 252-9938";"230 Fairfield Hill";" Bloomfield";40008;"09/30/2020";33;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"Y"
"FRANKLIN";"L351083";"Blue Grass Head Start Community Center";"955 Leestown Lane";"Frankfort";"KY";40601;"(502) 227-1511";"111 Professional Court";" Frankfort";40601;"02/29/2020";167;"Two_To_School";"Y";"N";5;"Licensed";"N";;"Y"
"JEFFERSON";"L358929";"Blue Lick Child Care";"9216 Blue Lick Road";"Louisville";"KY";40229;"(502) 968-6618";"9216 Blue Lick Road";" Louisville";40229;"03/31/2020";99;"Infant To School Age";"N";"Y";3;"Licensed";"Y";;"N"
"JEFFERSON";"L357182";"Blue Lick Elem Childcare Enrichment Program";"9801 Blue Lick Road";"Louisville";"KY";40229;"(502) 637-1575";"2411 Bowman Avenue, YMCA";" Louisville";40217;"09/30/2020";153;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"OLDHAM";"L384029";"Bluebird Cottage School";"8905 Hwy 329";"Crestwood";"KY";40014;"(502) 544-0603";"8905 Hwy 329";" Crestwood";40014;"05/31/2020";12;"Toddler To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
