"ID";"Name";"Address";"State";"City";"Zip";"Phone";"Services";"License Expires";"Capacity";"Facility Type";"DetailsRef";"Contact Name";"Financial Assistance";"Additional Classroom Types";"Night and Weekend Hours";"Meals Served";"Languages Spoken";"Bright Stars Rating";"RIDE CECE Approval";"Foundational Regulations";"Accepts CCAP";"Last date updated";"Website";"About Us";"Operation Hours Monday";"Operation Hours Tuesday";"Operation Hours Wednesday";"Operation Hours Thursday";"Operation Hours Friday";"Operation Hours Saturday";"Operation Hours Sunday";"Age Group"
964;"Smithfield Ave. Nursery";"514 Smithfield Avenue";"RI";"Pawtucket";2860;"(401) 728-4470";;;32;"Center";"https://exceed.ri.gov/program-search-details/964";"Diane Brochu";"CCAP";"Not Applicable";"None";"Morning,Snack";"Chinese,Other,Portuguese,Spanish";4;"No";"DHS";"Yes";6/3/2020;"http://SmithfieldAve.org";"We are a small non-profit, private Preschool, Pre-K and Kindergarten offering children the opportunity to learn in a developmentally appropriate learning environment using the RI Early Learning Standards and the Kindergarten Common Core Standards to guide our curriculum.  Our classrooms are large and bright and we exceed the State ratio, offering a 1:7 teacher student ratio with a maximum class size of 14 children.  We have two teacher's that have their Master's Degrees in Early Childhood Education and Early Childhood Special Needs.  All teachers are CPR and First Aid Trained and all five teachers have a level two or higher in RIELDS Training.  Monthly our program is enhanced by field trips or special visitors and Miss Anne Marie Forer from Tunes and Tales visits each classroom once a month with stories, songs and movement and dance.";"08:30 AM - 02:45 PM";"08:30 AM - 02:45 PM";"08:30 AM - 02:45 PM";"08:30 AM - 02:45 PM";"08:30 AM - 02:45 PM";;;"3 - 5 years"
979;"Joyful Hearts Childcare";"91 Cottage Street";"RI";"Pawtucket";2860;"(401) 725-5569";;;48;"Center";"https://exceed.ri.gov/program-search-details/979";"Jennifer  Labooy ";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"Creole,French,Portuguese,Spanish";4;"No";"DHS";"Yes";6/1/2020;"http://joyfulheartschildcarecenter.com";"Joyful Hearts Childcare is dedicated to work as partners with families to provide a safe, challenging, healthy, fun-loving Christian environment that is intellectually, socially, emotionally, and physically stimulating for each individual child. We believe this is accomplished by using developmentally appropriate practices through play and exploration. For children to grow and learn they must first be surrounded by love and respect. Our environment offers emotional and social support with clearly defined cognitive learning objectives. It also presents a variety of multicultural experiences that supports the integrity of each childвЂ™s family. Each childвЂ™s day has an individual rhythm as well as a predictable flow. To support this balance, we provide a warm, nurturing, setting that encourages children to learn through hands-on experiential activities that teach children the fundamental concepts of the beautiful diverse world we live in.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years, 1 - 4 years"
1010;"Dr. Day Care-West Warwick";"297 Cowesett Avenue  West";"RI";"Warwick";2893;"(401) 615-8300";;;66;"Center";"https://exceed.ri.gov/program-search-details/1010";"Susan Marland";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"German";4;"No";"DHS";"Yes";6/1/2020;"http://www.drdaycare.com";"We offer child care and education for children ages 6 weeks through 5 years old.  Our mission is to: To provide family, youth and child services in a safe, structured, and nurturing environment through a team of dedicated professionals.";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";;;"2 months - 4 years, 3 - 5 years"
198;"Tri County Comm. AA - Johnston";"1126 Hartford Avenue";"RI";"Johnston";2919;"(401) 519-1979";;;26;"Center";"https://exceed.ri.gov/program-search-details/198";"Holly Audette";"CCAP";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";4;"No";"DHS";"Yes";6/1/2020;"http://Tricounty.com";"This program is currently closed due to COVID-19";"8:00am - 2:30pm";"8:00am - 2:30pm";"8:00am - 2:30pm";"8:00am - 2:30pm";"8:00am - 2:30pm";;;"2 months - 4 years, 3 - 5 years"
199;"Tri-County CAA - Waterman";"79 Waterman Avenue";"RI";"North Providence";2911;"(401) 519-1979";;;52;"Center";"https://exceed.ri.gov/program-search-details/199";"Holly Audette";"CCAP";"State Pre-K,Head Start/Early Head Start";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";"Hindi,Spanish";4;"No";"DHS";"Yes";6/1/2020;;"To provide accessible, quality and comprehensive social, educational. health, prevention and other services to people in need, while empowering them to achieve the highest possible level of self-sufficiency and quality of life. * Program is closed at this time due to COVID-19";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";;;"3 - 5 years"
200;"Tri-County CAA - Mineral Spring";"2204 Mineral Spring Avenue";"RI";"North Providence";2911;"(401) 519-1979";;;26;"Center";"https://exceed.ri.gov/program-search-details/200";"Holly Audette";"CCAP";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Chinese,Mon-Khmer,,Cambodian,Spanish";4;"No";"DHS";"Yes";6/1/2020;"http://tricountyri.org";"This program is currently closed due to COVID-19";"8:00am - 2:30pm";"8:00am - 2:30pm";"8:00am - 2:30pm";"8:00am - 2:30pm";"8:00am - 2:30pm";;;"3 - 5 years, 1 - 4 years"
203;"EBCAP/Tiverton Center";"1048 Stafford Road";"RI";"Tiverton";2878;"(877) 367-2008";;;17;"Center";"https://exceed.ri.gov/program-search-details/203";"ERSEA  Specialist";"Information  by program";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Urdu";4;"No";"DHS";"No";6/1/2020;"http://www.ebcap.org";"EBCAP Head Start at 1048 Stafford Road in Tiverton is an early childhood education program for preschool children.  Classes start at 8:30 AM and end at 12:30 PM.   There is no charge for Head Start services, however families must meet eligibility criteria.  Families providing foster care to children, families receiving public assistance and/or are homeless families are automatically eligible for the program.";"9:00am - 3:00pm";"9:00am - 3:00pm";"9:00am - 3:00pm";"9:00am - 3:00pm";"9:00am - 3:00pm";;;"3 - 5 years"
205;"EBCAP Head Start @ Mary V Quirk Sc";"790 Main Street";"RI";"Warren";2885;"(877) 367-2008";;;54;"Center";"https://exceed.ri.gov/program-search-details/205";"ERSEA  Specialist";"Information  by program";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Portuguese,Spanish";4;"No";"DHS";"No";6/7/2020;"http://www.ebcap.org/Services/HeadStart/tabid/155/Default.aspx";"EBCAP Head Start at the Mary V Quirk School in Warren is an early childhood education program for 3-5 year old children.  Classes start at 8:30 AM and end at 12:30 AM.  There is no charge for Head Start services, however families must meet eligibility criteria.  Families providing foster care to children, families receiving public assistance and./or are homeless families are automatically eligible for the program.";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";"8:30am - 2:30pm";;;"3 - 5 years"
206;"Champion Childcare Program at Pell";"35 Dexter Street";"RI";"Newport";2840;"(401) 842-1900";;;78;"Center";"https://exceed.ri.gov/program-search-details/206";"Christine Arouth";"CCAP";"Not Applicable";"None";"Breakfast,Dinner";;4;"N/A";"DHS";"Yes";6/3/2020;"http://www.npsri.net/nfcoz";"Champion Childcare Program at Pell is managed by the Newport Family and Child Zone (NFCOZ), a program of East Bay Community Action Program (EBCAP).  The NFCOZ works in collaboration with Newport Public Schools providing supports and services for school aged children and their families attending the Pell Elementary School.     The Champion Childcare Program at Pell is an on-site licensed childcare program that is available to students in Kindergarten through grade four who are enrolled at the Pell Elementary School.  The program offers before and after school care each day during the school year as well as during school vacations and the summer.";"2:45pm - 6:00pm";"2:45pm - 6:00pm";"2:45pm - 6:00pm";"2:45pm - 6:00pm";"2:45pm - 6:00pm";;;"5+ years"
218;"Child, Inc. - Cady Street";"23 CADY ST.";"RI";"Coventry";2816;"(401) 823-3228";;;78;"Center";"https://exceed.ri.gov/program-search-details/218";"Ellen Cousineau";"CCAP";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";4;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";;;"2 months - 4 years, 3 - 5 years"
220;"Child Inc. - Centerville Road";"849 Centerville Road";"RI";"Warwick";2886;"(401) 823-3777";;;154;"Center";"https://exceed.ri.gov/program-search-details/220";"Fatima  Santos";"CCAP";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack,Dinner";"Spanish";4;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
235;"Comprehensive Comm. Action-Gansett";"155 Gansett Avenue";"RI";"Cranston";2920;"(401) 275-5808";;;58;"Center";"https://exceed.ri.gov/program-search-details/235";"Donna Lee Wilson";"CCAP";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Chinese,Italian,Mon-Khmer,,Cambodian,Other,Spanish";4;"No";"DHS";"Yes";6/1/2020;;"Non-profit Organization.";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";;;"2 months - 4 years, 3 - 5 years"
236;"Comprehensive Community Action";"178 Norwood Avenue";"RI";"Cranston";2910;"(401) 467-5196";;;30;"Center";"https://exceed.ri.gov/program-search-details/236";"Dorothy Langford";"Information  by program";"Head Start/Early Head Start";"None";"Breakfast,Lunch";"Arabic,Chinese,Italian,Mon-Khmer,,Cambodian,Other,Portuguese,Spanish";4;"No";"DHS";"No";6/1/2020;"http://www.comcap.org";"Non-profit Organization.";"8:00am - 3:30pm";"8:00am - 3:30pm";"8:00am - 3:30pm";"8:00am - 3:30pm";"8:00am - 3:30pm";;;"3 - 5 years"
237;"Sandpipers Early Learning Center";"31 John Clarke Road";"RI";"Middletown";2842;"(401) 848-4102x5089515962";;;94;"Center";"https://exceed.ri.gov/program-search-details/237";"Cali Boimila";"Financial Aid,CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"Chinese,Italian,Portuguese,Russian,Spanish";4;"No";"DHS";"Yes";6/1/2020;"http://www.childandfamilyri.org";"Sandpipers Early Learning Center is a high quality, 4 star rated,  early care and education center enrolling children ages 6 weeks to 5 years.  We are a school within a social services agency located on Aquidneck Island.";"6:45am - 5:30pm";"6:45am - 5:30pm";"6:45am - 5:30pm";"6:45am - 5:30pm";"6:45am - 5:30pm";;;"2 months - 4 years, 3 - 5 years"
240;"Emmanuel Day School";"42 Dearborn Street";"RI";"Newport";2840;"(401) 847-7444";;;20;"Center";"https://exceed.ri.gov/program-search-details/240";"Carissa Mancini Perkowski ";"Information  by program";"Not Applicable";"None";"Morning,Snack";;4;"No";"DHS";"No";6/3/2020;"http://www.emmanuelnewport.org/school/";"The Emmanuel Day School offers a nurturing, intimate and exciting learning environment with enriching opportunities for preschool children to discover and explore. By building on childrenвЂ™s natural passion for discovery we encourage students to work together in a multiage setting environment to investigate new experiences. Our intimate setting gives each child an individualized learning experience that excites the imagination, inspires creativity and instills a lifelong curiosity.";"8:00am - 2:00pm";"8:00am - 2:00pm";"8:00am - 2:00pm";"8:00am - 2:00pm";"8:00am - 2:00pm";;;"3 - 5 years"
252;"Woonsocket Head Start/Cass Park";"350 NEWLAND AVENUE";"RI";"Woonsocket";2895;"(401) 769-1850";;;128;"Center";"https://exceed.ri.gov/program-search-details/252";"Erin  Smith";"CCAP";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";4;"No";"DHS";"Yes";5/31/2020;;"This program has not yet provided this information.";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";;;"3 - 5 years"
253;"Woonsocket HeadStart/Benoit-Brown";"2390 MENDON ROAD";"RI";"Woonsocket";2895;"(401) 447-8061";;;74;"Center";"https://exceed.ri.gov/program-search-details/253";"Mary Coutu";"CCAP";"Head Start/Early Head Start";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";4;"No";"DHS";"Yes";5/31/2020;"http://www.whscda.org";"This program has not yet provided this information.";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";;;"2 months - 4 years, 3 - 5 years"
286;"South County YMCA at Narragansett";"55 MUMFORD ROAD";"RI";"Narragansett";2882;"(401) 265-4268";;;60;"Center";"https://exceed.ri.gov/program-search-details/286";"Emely Squilante";"Financial Aid,CCAP";"Not Applicable";"None";"Afternoon,Snack";;4;"N/A";"DHS";"Yes";6/8/2020;;"This program has not yet provided this information.";"3:30pm - 6:00pm";"3:30pm - 6:00pm";"3:30pm - 6:00pm";"3:30pm - 6:00pm";"3:30pm - 6:00pm";;;"5+ years"
1079;"Capt. G. Harold Hunt School";"12 Kendall St. ";"RI";"Central Falls";2863;"(401) 727-6181";;;;"School";"https://exceed.ri.gov/program-search-details/1079";"Esly Ellingwood";"Information  by program";"State Pre-K";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";"Spanish";4;"No";"Basic Education Program";"No";6/5/2020;"https://www.cfschools.net/o/captain-hunt-preschool";"Captain Hunt School is a public early learning center  located in Central Falls, Rhode Island. Central Falls is one square mile that borders Providence. The school provides an inclusive preschool experience for any preschool age child with an Individualized Education Plan (IEP) in Central Falls. Approximately forty percent of the preschool age students at Captain Hunt School have an IEP. Additionally, Eighteen preschool students in total are chosen through the State of Rhode Island Pre-Kindergarten lottery for the DUAL LANGUAGE PREK class at MI Robertson. Approximately another 200 preschool students are chosen for full or half day programs at Captain Hunt School which is the other public early learning center that is part of the Central Falls public schools. Fifty four spaces at Captain Hunt School are filled by students who are chosen through the Department of Education lottery. The other spaces are chosen with the same protocol and systems as the State of Rhode Island Pre- Kindergarten program lottery but facilitated by the district of Central Falls itself.    Our school is a safe and nurturing environment that respects and embraces cultural, economic, and ethnic diversity. The MI Robertson DUAL LANGUAGE PREK professional community work in conjunction with the Captain Hunt School professional community to meet the academic, social, emotional and physical needs of all children who participate in the program. Approximately 200 students attend the preschool program at Captain Hunt School and another 18 students are enrolled in the DUAL LANGUAGE PREK at MI Robertson. All children and families who reside in Central Falls are welcome to apply for the program. All families interested in the program are given tours and information. Children screened by Central Falls Outreach Team who are determined eligible for an Individualized Education Plan (IEP)/services at Captain Hunt School or MI Robertson School are given a program at Captain Hunt School or MI Robertson Elementary in alignment with their needs. Students not eligible for a program/classroom at Captain Hunt School or MI Robertson School are placed in a database reflective of the system used by the State Pre-Kindergarten Program at the Department of Education. When spaces become available, the computer generates a randomized list in order for all families interested to have equal opportunity for the program. The Department of Education funds 3 all day Pre-Kindergarten classes at Captain Hunt School and 1 at MI Robertson School. RIDE chose the names of the students who will participate in the 3 classrooms at Captain Hunt School and the DUAL LANGUAGE PREK at MI Robertson School. Those names are chosen from applications that are submitted to their system after parents complete and submit the application to the Captain Hunt School, MI Robertson School and/or the Central Falls Public School District.  Many of the children and families speak other languages at home but most of the children speak Spanish. Each classroom at Captain Hunt School has at least one teacher or Teacher Assistant who speaks Spanish in order to communicate with children and families. All 3 Teachers in the MI Robertson School DUAL LANGUAGE PREK are bi-lingual. (Spanish.) Teachers all have the Department of Education's certification to be an Early Childhood Teacher in a public school in Rhode Island.  Teachers are trained in working with English Language Learners and four early childhood  teachers have certification from the Department of Education in order to be teachers of English Language Learners.    Captain Hunt School and MI Robertson Schools are proud to welcome children who may have special needs. Those special needs include  developmental delays and disabilities, mental health diagnosis, behavioral challenges and physical challenges. Special Education services at Captain Hunt School and MI Robertson School are available to all students and families who have residence in our city, without exception.    We believe that every child is unique and valued and so, as a school, every effort is made to provide special education services to children within their general education environment here in Central Falls. That happens at Captain Hunt School and MI Robertson School. Depending upon the classroom community, certified special education teachers consult with general education teachers as needed. Sometimes, special educators provide direct service to students within the child's classroom, as appropriate/determined by a child's Individualized Education Plan. Five Speech Therapists, a Psychologist, a Guidance Counselor, a Social Worker, an Occupational Therapist and a Physical Therapist also provide support to children and families at Captain Hunt School  and MI Robertson School as needed/determined by Individualized Education Plan. A full-time Home School Liaison also provide information, resources, connections, collaboration, support and translation as needed ~to families as they navigate Captain Hunt School and MI Robertson School as their child's first public school experience.";"8:45am - 3:00pm";"8:45am - 3:00pm";"8:45am - 3:00pm";"8:45am - 3:00pm";"8:45am - 3:00pm";;;"3 - 5 years"
