"ShortName";"ProviderName";"ProviderNumber";"Address";"City";"State";"Zip";"County";"LocationNumber";"FacilityNumber";"Regulations";"ContactName";"ContactPhone";"LicenseeName";"AgesServed";"Stars";"DayCapacity";"NightCapacity";"MonthsOpen";"Accreditation";"Mon";"Tue";"Wed";"Thu";"Fri";"Sat";"Sun";"FacilityID";"GroupSize";"ChildrenUnder7"
"Kids At First Child Care Center";"Kids At First Child Care Center";4000572674;"15 E Sawyer St";"Rice Lake";"WI";54868;"Barron County";1;520448;"Licensed Group";"Becca Kodesh";"(715) 234-7505";"Karla Arrigoni";"2 Year(s), 9 Month(s) - 10 Year(s)";"2 Stars";32;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"4000572674_1";;
"Kids World Learning Ctr";"Kids World Learning Ctr";8000557778;"810 Nunn Ave";"Rice Lake";"WI";54868;"Barron County";1;520554;"Licensed Group";"Sharon Foss";"(715) 234-4039";"Earline Pittman";"6 Week(s) - 12 Year(s)";"2 Stars";50;0;"Jan - Dec";;"5:45AM - 5:30PM";"5:45AM - 5:30PM";"5:45AM - 5:30PM";"5:45AM - 5:30PM";"5:45AM - 5:30PM";"Closed";"Closed";"8000557778_1";;
"Loving Home Daycare";"Loving Home Daycare";576370;"1030 4Th Ave";"Prairie Farm";"WI";"54762-9720";"Barron County";1;2000722;"Licensed Family";"Stephanie Mittelstadt";"(715) 541-2402";"Stephanie Mittelstadt";"3 Week(s) - 15 Year(s)";"2 Stars";8;0;"Jan - Dec";;"5:00AM - 6:30PM";"5:00AM - 6:30PM";"5:00AM - 6:30PM";"5:00AM - 6:30PM";"5:00AM - 6:30PM";"Closed";"Closed";"576370_1";;
"Lulabelles Learning Center Ltd";"Lulabelles Learning Center Ltd";4000589224;"19 W Bracklin St";"Rice Lake";"WI";"54868-2649";"Barron County";1;2003482;"Licensed Group";"Lisa Dennis";"(715) 719-0462";"Lisa Dennis";"6 Week(s) - 13 Year(s)";"2 Stars";50;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"4000589224_1";;
"Our Kids Soar Academy";"Our Kids Soar Academy";9000588669;"302 E Thomas St";"Rice Lake";"WI";"54868-3089";"Barron County";1;2000620;"Licensed Group";"Jenay Hammang";"(715) 475-1533";"Michael Husak";"6 Week(s) - 14 Year(s)";"2 Stars";50;0;"Jan - Dec";;"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"Closed";"Closed";"9000588669_1";;
"Preschool Playhouse Corporation";"Preschool Playhouse Corporation";2000557222;"320 Pine St";"Turtle Lake";"WI";54889;"Barron County";1;520455;"Licensed Group";"Michelle Dietrich";"(715) 986-4343";"Tracy Nykanen";"1 Year(s) - 14 Year(s)";"2 Stars";30;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"2000557222_1";;
"The Little Branches";"The Little Branches";1000559231;"427 N Wilson Ave";"Rice Lake";"WI";"54868-1616";"Barron County";4;2004390;"Licensed Family";"Colleen Jennerman";"(715) 205-1318";"Colleen Jennerman";"6 Week(s) - 13 Year(s)";"2 Stars";8;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"1000559231_4";;
"The Little Kids Club";"The Little Kids Club";9000581439;"1519 Haugen Ave";"Rice Lake";"WI";54868;"Barron County";1;1011354;"Licensed Family";"Lisa Miller";"(715) 651-4384";"Lisa Miller";"6 Week(s) - 13 Year(s)";"2 Stars";8;0;"Jan - Dec";;"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"Closed";"Closed";"9000581439_1";;
"Laugh N' Learn Childcare Center";"Laugh N' Learn Childcare Center";2000576732;"727 Morrison St";"Chetek";"WI";54728;"Barron County";1;1007570;"Probationary Licensed Group";"Sarah Murray";"(715) 492-1412";"Sarah Murray";"6 Week(s) - 12 Year(s)";;28;0;"Jan - Dec";;"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"Closed";"Closed";"2000576732_1";;
"Prairie Farm School Distict Cub Care";"Prairie Farm School Distict Cub Care";9000590529;"115 River Ave N";"Prairie Farm";"WI";"54762-9782";"Barron County";1;2005592;"Public School";"Heather Graski";"(651) 308-4404";"Bonnie Roemhild";"6 Week(s) - 12 Year(s)";;50;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"9000590529_1";;
"Salem Lutheran Childcare And Preschool";"Salem Lutheran Childcare And Preschool";7000578097;"1360 E La Salle Ave";"Barron";"WI";54812;"Barron County";1;520460;"Licensed Group";"Jennifer Kazekewicz";"(715) 537-3011";"John Steele";"2 Year(s), 6 Month(s) - 12 Year(s)";;49;0;"Jan - Dec";;"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"Closed";"Closed";"7000578097_1";;
"Kami Tarvis";"Kami Tarvis";590360;"1194 23Rd St";"Cameron";"WI";"54822-9743";"Barron County";1;"N/A";"Regular Certified";"Kami Tarvis";"(715) 642-0463";"Kami Tarvis";"6 Week(s) - 13 Year(s)";;;;"Jan - Dec";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"590360_1";6;3
"Lil Britches Day Care Learn Ctr";"Lil Britches Day Care Learn Ctr";9000560799;"920 E Barker St";"Rice Lake";"WI";54868;"Barron County";1;531164;"Licensed Family";"Debra Elbe";"(715) 234-3768";"Debra Elbe";"2 Year(s) - 13 Year(s)";;8;0;"Jan - Dec";;"7:00AM - 5:15PM";"7:00AM - 5:15PM";"7:00AM - 5:15PM";"7:00AM - 5:15PM";"7:00AM - 5:15PM";"Closed";"Closed";"9000560799_1";;
"Margie's Family Day Care";"Margie's Family Day Care";5000567775;"121 Cameron Rd";"Rice Lake";"WI";54868;"Barron County";1;1002882;"Licensed Family";"Margie Balsavich";"(715) 234-5256";"Margie Balsavich";"4 Week(s) - 13 Year(s)";;8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"5000567775_1";;
"Precious Steps Day Care";"Precious Steps Day Care";7000557777;"703 Nunn Ave";"Rice Lake";"WI";54868;"Barron County";1;530979;"Licensed Family";"Terri Sandberg";"(715) 577-0619";"Terri Sandberg";"6 Week(s) - 13 Year(s)";;8;0;"Jan - Dec";;"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"Closed";"Closed";"7000557777_1";;
"Family Forum Hs Center 5";"Family Forum Hs Center 5";9000577839;"128 S 3Rd St";"Bayfield";"WI";"54814-5063";"Bayfield County";3;620382;"Licensed Group";"Kelly Allen";"(715) 779-5589";"Jeanne Myer";"3 Year(s) - 6 Year(s)";"5 Stars";20;0;"Aug - Jul";"Head Start Performance Standards";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"8:00AM - 4:00PM";"Closed";"Closed";"9000577839_3";;
"Red Cliff Early Childhood Center";"Red Cliff Early Childhood Center";5000567415;"89830 Tiny Tot Dr";"Bayfield";"WI";54814;"Bayfield County";1;1001623;"Licensed Group";"Jennifer Leask";"(715) 779-5030";"Christopher Boyd";"6 Week(s) - 7 Year(s)";"5 Stars";82;0;"Jan - Dec";"Head Start Performance Standards";"7:45AM - 3:00PM";"7:45AM - 3:00PM";"7:45AM - 3:00PM";"7:45AM - 3:00PM";"7:45AM - 3:00PM";"Closed";"Closed";"5000567415_1";;
"Washburn Early Learning Center";"Washburn Early Learning Center";8000588538;"411 W 8Th St";;;;"Washburn WI 54891-9595";1;2101240;"Public School";"Jamie Moore";"(715) 373-6199";"Colleen Trumper";"8 Week(s) - 12 Year(s)";"4 Stars";50;0;"Jan - Dec";;"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"Closed";"Closed";"8000588538_1";;
"Milk And Honey Day Care Llc";"Milk And Honey Day Care Llc";8000584498;"1401 Fur Farm Rd";"Washburn";"WI";"54891-4554";"Bayfield County";1;1014046;"Licensed Family";"Meira Grabiner";"(715) 373-0625";"Meira Grabiner";"0 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";;"6:30AM - 6:30PM";"8000584498_1";;
"Smiling Faces Child Care-Preschool";"Smiling Faces Child Care-Preschool";7000556247;"7905 Franklin St";;;;"Iron River WI 54847";1;620381;"Licensed Group";"Tricia Talso";"(715) 372-4188";"Tricia Talso";"6 Week(s) - 13 Year(s)";"3 Stars";40;0;"Jan - Dec";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"7000556247_1";;
"Northwoods Preschool";"Northwoods Preschool";2000577822;"13660 Highway M";"Cable";"WI";54821;"Bayfield County";1;620378;"Licensed Group";"Katie Hancock";"(715) 798-4033";"Krystina Laberee";"3 Year(s) - 6 Year(s)";;18;0;"Sep - May";;"Closed";"8:00AM - 12:00PM";"Closed";"8:00AM - 12:00PM";"Closed";"Closed";"Closed";"2000577822_1";;
"Theresa Dibbell";"Theresa Dibbell";7000570017;"917 W Pine St";"Washburn";"WI";54891;"Bayfield County";1;"N/A";"Regular Certified";"Theresa Dibbell";"(715) 373-5348";"Theresa Dibbell";"0 Week(s) - 7 Year(s)";;;;"Jan - Dec";;"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"Closed";"Closed";"7000570017_1";6;3
"Cesa 7 Head Start - Ashwaubenon";"Cesa 7 Head Start - Ashwaubenon";9000577809;"2280 S Broadway";"Green Bay";"WI";"54304-4830";"Brown County";1;420610;"Licensed Group";"Tracy Bisick";"(920) 448-2875";"Suzanne Todey";"3 Year(s) - 6 Year(s)";"5 Stars";17;0;"Sep - May";"Head Start Performance Standards";"6:30AM - 1:30PM";"6:30AM - 1:30PM";"6:30AM - 1:30PM";"6:30AM - 1:30PM";"6:30AM - 1:30PM";"Closed";"Closed";"9000577809_1";;
"Cesa 7 Head Start - De Pere";"Cesa 7 Head Start - De Pere";9000577809;"3001 Ryan Rd";"De Pere";"WI";"54115-9634";"Brown County";12;1012304;"Licensed Group";"Lisa Tilkens";"(920) 683-1960";"Suzanne Todey";"3 Year(s) - 6 Year(s)";"5 Stars";20;0;"Sep - Jun";"Head Start Performance Standards";"6:30AM - 5:00PM";"6:30AM - 5:00PM";"6:30AM - 5:00PM";"6:30AM - 5:00PM";"6:30AM - 5:00PM";"Closed";"Closed";"9000577809_12";;
"Cesa 7 Head Start Howard Suamico";"Cesa 7 Head Start Howard Suamico";9000577809;"2153 School Ln";"Green Bay";"WI";54313;"Brown County";15;1013502;"Licensed Group";"Rachel Holsten";"(920) 662-9823";"Suzanne Todey";"3 Year(s) - 7 Year(s)";"5 Stars";20;0;"Sep - Jun";"Head Start Performance Standards";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"9000577809_15";;
"Cp Early Education And Care";"Cp Early Education And Care";9000560179;"2801 S Webster Ave";"Green Bay";"WI";54301;"Brown County";1;420562;"Licensed Group";"Mary Campbell";"(920) 337-1122";"Frank Hermans";"6 Week(s) - 9 Year(s)";"5 Stars";114;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"9000560179_1";;
"Encompass - Pulaski Center";"Encompass - Pulaski Center";3000559973;"435 Nancy Ln";"Pulaski";"WI";"54162-9788";"Brown County";2;420130;"Licensed Group";"Holly Krueger";"(920) 822-2060";"Phil Danen";"6 Week(s) - 13 Year(s)";"5 Stars";130;20;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"4:45AM - 6:00PM";"4:45AM - 6:00PM";"4:45AM - 6:00PM";"4:45AM - 6:00PM";"4:45AM - 6:00PM";"Closed";"Closed";"3000559973_2";;
"Encompass - Ruth Helf Center";"Encompass - Ruth Helf Center";3000559973;"2787 W Mason St";"Green Bay";"WI";"54303-4965";"Brown County";10;1002165;"Licensed Group";"Diane Du Chateau";"(920) 405-9083";"Phil Danen";"6 Week(s) - 13 Year(s)";"5 Stars";76;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"Closed";"Closed";"3000559973_10";;
"Encompass Bellin Health Center";"Encompass Bellin Health Center";3000559973;"1823 S Webster Ave";"Green Bay";"WI";"54301-2253";"Brown County";3;420127;"Licensed Group";"Katrina Gitter";"(920) 436-7540";"Phil Danen";"6 Week(s) - 13 Year(s)";"5 Stars";192;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"Closed";"Closed";"3000559973_3";;
"Encompass Carol B Bush Center";"Encompass Carol B Bush Center";3000559973;"500 Pine St";"Green Bay";"WI";"54301-5140";"Brown County";7;420467;"Licensed Group";"Nichole Moua";"(920) 436-7557";"Phil Danen";"6 Week(s) - 12 Year(s)";"5 Stars";100;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"3000559973_7";;
"Encompass De Pere Center";"Encompass De Pere Center";3000559973;"2000 Lawrence Dr";"De Pere";"WI";"54115-8126";"Brown County";5;1006927;"Licensed Group";"Ashley Gumieny";"(920) 336-1541";"Phil Danen";"6 Week(s) - 13 Year(s)";"5 Stars";150;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"3000559973_5";;
"Encompass Rosebush Center";"Encompass Rosebush Center";3000559973;"1275 University Ave";"Green Bay";"WI";54302;"Brown County";4;420651;"Licensed Group";"Carissa Franken";"(920) 436-7549";"Phil Danen";"4 Week(s) - 13 Year(s)";"5 Stars";120;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"3000559973_4";;
"Encompass The Cornerstone Center";"Encompass The Cornerstone Center";3000559973;"345 N Broadway";"Green Bay";"WI";54303;"Brown County";6;1002083;"Licensed Group";"Ashley Eslinger";"(920) 436-7554";"Phil Danen";"6 Week(s) - 13 Year(s)";"5 Stars";120;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"6:15AM - 6:00PM";"Closed";"Closed";"3000559973_6";;
"Kindercare Learning Ctr - Arcadian";"Kindercare Learning Ctr - Arcadian";580590;"1553 Arcadian Ln";"De Pere";"WI";54115;"Brown County";14;1010026;"Licensed Group";"Brittney Czempinski";"(920) 983-6430";"John Wyatt";"6 Week(s) - 13 Year(s)";"5 Stars";160;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"580590_14";;
"Kindercare Learning Ctr - Bellevue";"Kindercare Learning Ctr - Bellevue";580590;"1510 Bellevue St";"Green Bay";"WI";"54311-5608";"Brown County";15;1010027;"Licensed Group";"Stacey Wojcik";"(920) 468-6503";"John Wyatt";"6 Week(s) - 13 Year(s)";"5 Stars";200;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"5:30AM - 6:30PM";"5:30AM - 6:30PM";"5:30AM - 6:30PM";"5:30AM - 6:30PM";"5:30AM - 6:30PM";"Closed";"Closed";"580590_15";;
"Kindercare Learning Ctr - Cormier";"Kindercare Learning Ctr - Cormier";580590;"786 Cormier Rd";"Green Bay";"WI";54304;"Brown County";2;1010031;"Licensed Group";"Tonya Konkle";"(920) 498-8855";"John Wyatt";"6 Week(s) - 13 Year(s)";"5 Stars";140;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"580590_2";;
"Kindercare Learning Ctr - Security";"Kindercare Learning Ctr - Security";580590;"600 Security Blvd";"Green Bay";"WI";54313;"Brown County";12;1010023;"Licensed Group";"Tasha Weinfurtner";"(920) 434-2700";"John Wyatt";"6 Week(s) - 13 Year(s)";"5 Stars";120;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"580590_12";;
"Lil' Stars Family Child Care";"Lil' Stars Family Child Care";9000585709;"1145 Aphrodite Rd";"Green Bay";"WI";"54311-5556";"Brown County";1;2001106;"Licensed Family";"Rebecca Quintanilla";"(920) 471-9987";"Rebecca Quintanilla";"6 Week(s) - 12 Year(s)";"5 Stars";8;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"9000585709_1";;
"Ywca Child Care";"Ywca Child Care";7000560217;"230 S Madison St";"Green Bay";"WI";54301;"Brown County";2;420161;"Licensed Group";"Holly Herman";"(920) 432-5581";"Gwendolyn Baumel";"6 Week(s) - 13 Year(s)";"5 Stars";150;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"7000560217_2";;
"Shining Stars Care And Education Center";"Shining Stars Care And Education Center";8000566508;"4275 Hillcrest Dr";"Hobart";"WI";"54155-9105";"Brown County";2;2002003;"Licensed Group";"Meagan Rodi";"(920) 965-7769";"Laura Peszko";"6 Week(s) - 13 Year(s)";"4 Stars";60;0;"Jan - Dec";;"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"Closed";"Closed";"8000566508_2";;
"St Mary's Hosp Early Childhood Ctr";"St Mary's Hosp Early Childhood Ctr";8000560148;"1725 Dousman St";"Green Bay";"WI";54303;"Brown County";1;420049;"Licensed Group";"Christine Schnell";"(920) 498-4399";"Brian Charlier";"0 Week(s) - 13 Year(s)";"4 Stars";110;0;"Jan - Dec";;"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"Closed";"Closed";"8000560148_1";;
"Becky's Cuddly Care";"Becky's Cuddly Care";1000560171;"1189 Division St";"Green Bay";"WI";54303;"Brown County";1;430773;"Licensed Family";"Rebecca Engebretson";"(920) 497-7005";"Rebecca Engebretson";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"Closed";"Closed";"1000560171_1";;
"Bright Beginnings Childcare Dp";"Bright Beginnings Childcare Dp";9000568029;"2150 American Blvd";"De Pere";"WI";"54115-7455";"Brown County";4;1007801;"Licensed Group";"Kelcie Van Den Elzen-Dudzik";"(920) 347-9377";"Tracy Vandertie-Goltz";"6 Week(s) - 13 Year(s)";"3 Stars";130;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"9000568029_4";;
"Bright Beginnings Childcare Gb";"Bright Beginnings Childcare Gb";9000568029;"3125 Voyager Dr";"Green Bay";"WI";"54311-8346";"Brown County";2;1002678;"Licensed Group";"Sarah Labine";"(920) 469-1587";"Tracy Vandertie-Goltz";"6 Week(s) - 13 Year(s)";"3 Stars";130;0;"Jan - Dec";;"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"Closed";"Closed";"9000568029_2";;
"Care For All Ages";"Care For All Ages";3000560093;"1306 S Norwood Ave";"Green Bay";"WI";"54304-3527";"Brown County";1;1006591;"Licensed Group";"Katrina Spychalski";"(920) 432-3993";"Tracy Dorn";"6 Week(s) - 13 Year(s)";"3 Stars";130;0;"Jan - Dec";;"5:30AM - 7:30PM";"5:30AM - 7:30PM";"5:30AM - 7:30PM";"5:30AM - 7:30PM";"5:30AM - 7:30PM";"Closed";"Closed";"3000560093_1";;
"Cuddle Care";"Cuddle Care";8000560108;"1765 Velp Ave";"Green Bay";"WI";54303;"Brown County";1;420457;"Licensed Group";"Kathy Stachura";"(920) 494-1156";"Kathy Stachura";"6 Week(s) - 13 Year(s)";"3 Stars";68;0;"Jan - Dec";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"8000560108_1";;
"Day By Day Discoveries Cc Serv Llc";"Day By Day Discoveries Cc Serv Llc";1000559981;"5140 Algoma Rd";"New Franken";"WI";54229;"Brown County";1;420739;"Licensed Group";"Coleen Blizel";"(920) 866-2579";"Coleen Blizel";"6 Week(s) - 12 Year(s)";"3 Stars";104;0;"Jan - Dec";;"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"Closed";"Closed";"1000559981_1";;
"Denmark Before And After School Program";"Denmark Before And After School Program";1000584991;"150 N Wall St";"Denmark";"WI";54208;"Brown County";1;1014643;"Licensed Group";"Shawn Short";"(920) 863-4197";"Shawn Short";"4 Year(s) - 13 Year(s)";"3 Stars";100;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"1000584991_1";;
"Erika Gutierrez Family Child Care Center";"Erika Gutierrez Family Child Care Center";5000586895;"1756 Lilac Ln";"Green Bay";"WI";"54302-2316";"Brown County";1;2004116;"Licensed Family";"Erika Gutierrez";"(920) 327-0246";"Erika Gutierrez";"2 Month(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";"5000586895_1";;
"Ferguson Family Ymca";"Ferguson Family Ymca";6000560216;"235 N Jefferson St";"Green Bay";"WI";54301;"Brown County";18;420131;"Licensed Group";"Connie Bykoski";"(920) 436-9635";"Scott Johnson";"5 Year(s) - 14 Year(s)";"3 Stars";90;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"6000560216_18";;
"Forever Young Childcare Center";"Forever Young Childcare Center";7000589457;"2778 Manitowoc Rd";"Green Bay";"WI";"54311-6632";"Brown County";1;2003929;"Licensed Group";"Felicia Handt";"(920) 489-2124";"Cindy Veeser";"6 Week(s) - 12 Year(s)";"3 Stars";75;0;"Jan - Dec";;"5:30AM - 6:30PM";"5:30AM - 6:30PM";"5:30AM - 6:30PM";"5:30AM - 6:30PM";"5:30AM - 6:30PM";"Closed";"Closed";"7000589457_1";;
"Imagination Sprouts";"Imagination Sprouts";8000589258;"2090 Oakwood Dr";"Green Bay";"WI";"54304-1963";"Brown County";1;2003601;"Licensed Family";"Jessica Cook";"(920) 471-3611";"Jessica Cook";"1 Month(s) - 12 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:30AM - 5:00PM";"6:30AM - 5:00PM";"6:30AM - 5:00PM";"6:30AM - 5:00PM";"6:30AM - 5:00PM";"Closed";"Closed";"8000589258_1";;
"Just 4 Kids Ii Child Care Center";"Just 4 Kids Ii Child Care Center";4000560724;"3297 Packerland Dr";"Green Bay";"WI";54313;"Brown County";5;1001576;"Licensed Group";"Miranda Matuszewski";"(920) 983-6566";"Sue Duben";"6 Week(s) - 13 Year(s)";"3 Stars";85;0;"Jan - Dec";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"4000560724_5";;
"Just 4 Kids Iii Child Care Center";"Just 4 Kids Iii Child Care Center";4000560724;"2480 Larsen Rd";"Green Bay";"WI";54313;"Brown County";3;420747;"Licensed Group";"Noel Szprejda";"(920) 405-1945";"Sue Duben";"6 Week(s) - 13 Year(s)";"3 Stars";75;0;"Jan - Dec";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"4000560724_3";;
"Just 4 Kids Vi Child Care Center";"Just 4 Kids Vi Child Care Center";4000560724;"2725 Sussex St";"Green Bay";"WI";54311;"Brown County";7;1004187;"Licensed Group";"Jill Klapper";"(920) 468-5626";"Sue Duben";"6 Week(s) - 13 Year(s)";"3 Stars";70;0;"Jan - Dec";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"4000560724_7";;
"Kathy's Kids Home Child Care";"Kathy's Kids Home Child Care";9000589969;"3056 Beth Dr";"Green Bay";"WI";"54311-7566";"Brown County";1;2004930;"Licensed Family";"Kathleen Wolfe";"(920) 284-2141";"Kathleen Wolfe";"6 Week(s) - 12 Year(s)";"3 Stars";8;0;"Jan - Dec";;"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"Closed";"Closed";"9000589969_1";;
