"Application Type";"County";"Facility Name";"Facility Number";"Line Address 1";"City";"ZIP Code";"Contact Name";"Contact Phone";"License Date";"Capacity";"From Age";"To Age";"Hours";"Months";"Full Time"
"LICENSED FAMILY";"04. BAYFIELD";"MS KRISSYS CHILD CARE CENTER";"1015394";"43620 Kavanaugh Rd";"Cable";"54821";"Jerome, Kristi  ";"715-798-5222";6/17/2010;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"07:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"04. BAYFIELD";"PRECIOUS MOMENTS FAMILY DAYCARE";"2000335";"29 Gravel Pit Rd";"Washburn";"54891-4523";"Moore, Jamie K ";"715-292-2493";1/3/2012;8;"0 Year(s), 2 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"04. BAYFIELD";"FAMILY FORUM HS CENTER 5";"620382 ";"128 S 3rd St";"Bayfield";"54814";"Brown, Linda  ";"715-779-5589";11/15/1996;20;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-04:30 PM";"Sep-May";" "
"LICENSED GROUP";"04. BAYFIELD";"NORTHWOODS PRESCHOOL";"620378 ";"13660 Highway M";"Cable";"54821";"Uffenbeck, Kathy  ";"715-798-4033";6/1/1998;18;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"-";"Sep-May";" "
"LICENSED GROUP";"04. BAYFIELD";"RED CLIFF EARLY CHILDHOOD CENTER";"1001623";"88385 Pike Road Hwy 13";"Bayfield";"54814";"Gokee-Rindal, Dee  ";"715-779-5030";8/1/1999;82;"0 Year(s), 0 Month(s), 6 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"04. BAYFIELD";"SMILING FACES CHILD CARE-PRESCHOOL";"620381 ";"618 Franklin St";"Iron River";"54847";"Talso, Tricia  ";"715-372-4188";5/8/1997;30;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED CAMP";"05. BROWN";"CAMP DEBROUX";"1016038";"2900 Brighton Pl";"Bellevue";"54311-6692";"Hahn, Matthew  ";"920-366-8389";6/13/2011;36;"6 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jun-Aug";"Y"
"LICENSED CAMP";"05. BROWN";"CAMP JOSTEN";"1016039";"2280 Town Hall Rd";"Bellevue";"54311";"Hahn, Matthew  ";"920-366-8390";6/13/2011;36;"6 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jun-Aug";"Y"
"LICENSED CAMP";"05. BROWN";"GREATER GREEN BAY YMCA KIDS CAMP";"440012 ";"601 Cardinal Ln";"Green Bay";"54313";"Mancheski, Denise  ";"920-436-9622";7/8/1997;90;"6 Year(s), 0 Month(s), 0 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jun-Aug";"Y"
"LICENSED CAMP";"05. BROWN";"KAMP KERMIT - EAST SIDE";"1011560";"1740 S Huron Rd";"Green Bay";"54311";"Marquardt, Heidi  ";"920-436-1200";6/11/2007;24;"4 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-01:00 PM";"Jun-Aug";" "
"LICENSED FAMILY";"05. BROWN";"AMIEE'S LITTLE APPLES FAMILY CC";"1014328";"3262 Eastway Dr";"Green Bay";"54311";"Gray, Amiee  ";"920-406-8446";6/1/2009;8;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"BAILEY FAMILY DAY CARE";"1004867";"1412 Spartan Rd";"New Franken";"54229";"Bailey, Bonnie  ";"920-469-7036";12/7/2001;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"BARB'S FAMILY CHILD CARE CENTER";"1003495";"253 Newberry Ct";"Green Bay";"54302";"Sterr, Barbara  ";"920-465-9206";2/1/2005;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"BA'S PLAYHOUSE LOVE-N-LEARN";"1000404";"443 N Erie St";"De Pere";"54115";"Gantenbein, Jane E ";"920-445-3810";1/24/1999;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"08:00 AM-08:00 PM";"Jan-Dec";" "
"LICENSED FAMILY";"05. BROWN";"BAY AREA DAY CARE CENTER";"430221 ";"2135 Crestwood Springs Dr";"Green Bay";"54304";"Grahek, Tina M ";"920-498-1410";1/1/1999;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"BECKY'S CUDDLY CARE";"430773 ";"1189 Division St";"Green Bay";"54303";"Engebretson, Rebecca  ";"920-497-7005";7/8/1997;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:45 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"BUILDING BLOCKS OF LIFE CHILD CARE";"1013317";"1049 Pagels Pl";"De Pere";"54115";"Maxon, Paula  ";"920-632-4115";8/19/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"CAROL'S PLAYLAND FAMILY CHILD CARE";"431182 ";"2326 Utah Ave";"Green Bay";"54302";"Mleziva, Carol C ";"920-469-7202";6/15/1998;8;"0 Year(s), 0 Month(s), 6 Week(s)";"8 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"CHERISHED CHILD FAMILY CHILD CARE";"430366 ";"1135 Gross Ave";"Green Bay";"54304";"De Broux, Rosemary  ";"920-499-2075";7/8/1997;8;"0 Year(s), 0 Month(s), 2 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"CREATIVE LEARNING CHILD CARE LLC";"1011358";"2321 Talladega Ct";"De Pere";"54115";"Cole, Molly  ";"920-338-8026";12/12/2006;8;"0 Year(s), 6 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"DEB'S DAYCARE";"1015815";"2814 Bristol Mountain Trail";"Green Bay";"54313";"Lollis, Debbie  ";"920-857-4959";2/14/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"FAMILY FRIENDS CHILD CARE CENTER";"430395 ";"3605 Willow Rd";"Green Bay";"54311";"Pfluger, Sharon M ";"920-468-9155";3/1/1998;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-04:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"FORGET-ME-NOT FAMILY DAY CARE";"430253 ";"2642 Van Beek Rd";"Green Bay";"54311";"Grall, Mary C  ";"920-468-7283";6/5/1995;8;"0 Year(s), 0 Month(s), 6 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"FREEDOM HOUSE CHRISTIAN CHILD CARE";"2000295";"2997 Saint Anthony Dr";"Green Bay";"54311-5860";"Hughes, Tameika N ";"920-432-4646";2/24/2012;8;"0 Year(s), 0 Month(s), 6 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-04:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"FUSEK FAMILY DAY CARE";"1008861";"3090 Sundance Ave";"Green Bay";"54313";"Fusek, Kelly A ";"920-884-0577";5/9/2005;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"HEARTSTRINGS FAMILY DAY CARE";"430861 ";"2948 Main St";"Green Bay";"54311";"O'Keefe, Cynthia A A ";"920-328-7251";7/8/1997;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"HOPPES' HAVEN";"430005 ";"1028 12th Ave";"Green Bay";"54304";"Hoppe, Sheryn  ";"920-497-7744";6/25/2000;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"ITTY BITTY DAY CARE";"1007537";"1377 Kellogg St";"Green Bay";"54303";"Behrendt, Nicole L ";"920-498-0557";11/7/2003;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";" "
"LICENSED FAMILY";"05. BROWN";"ITTY BITTY DAY CARE";"1007537";"1377 Kellogg St";"Green Bay";"54303";"Behrendt, Nicole L ";"920-498-0557";11/7/2003;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"JAMIE'S FAMILY DAY CARE";"2000942";"422 N Maple Ave";"Green Bay";"54303-2726";"Brassfield, Jonathan  ";"920-445-0003";9/17/2012;8;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"JEANNE'S GOOD KIDS LLC";"430377 ";"2120 Spring Creek Cir";"Green Bay";"54311";"Ferrier, Jean  ";"920-468-8613";12/1/1996;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"KATHY'S KIDZ FAMILY DAY CARE";"430829 ";"529 Depere Rd";"Denmark";"54208";"Stein, Kathy A A ";"920-863-8091";7/8/1997;8;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"KATIE'S KIDS";"1015322";"1075 Kenwood St";"Green Bay";"54304";"Lutzke, Katie R ";"920-265-2360";3/17/2008;6;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";" "
"LICENSED FAMILY";"05. BROWN";"KEEP'EM LITTLE FAMILY DAYCARE";"1015936";"540 Fieldcrest Ave";"Wrightstown";"54180";"Zastrow, Tracy  ";"920-532-0631";3/25/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"KIDS COUNTRY FAMILY DAY CARE";"430717 ";"3590 Elm Tree Rd";"Green Bay";"54313";"Hahn, Dawn M  ";"920-865-7278";6/1/1998;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"LENNIE'S HOUSE";"1012857";"3546 Glen Abbey Dr";"Green Bay";"54311";"Pickett, Lennie  ";"920-469-7588";9/15/2009;8;"0 Year(s), 0 Month(s), 6 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-04:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"LITTLE CREATIONS FAMILY CHILD CARE";"1015017";"4535 Glendale Ave";"Green Bay";"54313";"Dement, Amanda  ";"920-819-8463";2/12/2010;8;"0 Year(s), 0 Month(s), 2 Week(s)";"8 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"LITTLE TREASURES CHILD CARE";"1010397";"3017 Ancestor Way";"Green Bay";"54313";"Merhalski, Natalie M ";"920-662-1149";4/13/2006;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-04:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"LYNN'S LITTLE ONES LFDC";"1008079";"1326 Minahan St";"Green Bay";"54303";"Pasco, Lynn  ";"920-490-0026";7/14/2004;8;"0 Year(s), 0 Month(s), 6 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"MARY'S TENDER HEARTS DAY CARE";"431190 ";"1585 Granada Ct";"De Pere";"54115";"Tibaldo, Mary Sue  ";"920-983-8107";10/1/1998;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"MICHELLE'S LEARN AND PLAY";"1000530";"1274 April Ln";"Green Bay";"54304";"Zirbel, Michelle  ";"920-496-9186";11/17/1998;8;"0 Year(s), 0 Month(s), 6 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"MISS SANDY'S DAY CARE LLC";"1001270";"262 Nob Hill Ln";"De Pere";"54115";"Del Giacco, Saundra  ";"920-336-8836";2/11/2000;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"MOM AWAY FROM MOM CHILD CARE";"1013683";"2216 Red Tail Glen";"De Pere";"54115";"Woyak, Cindy  ";"920-337-9349";6/1/2009;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"OUR SECOND HOME FAMILY DAY CARE";"431176 ";"1141 Anchor Dr";"Green Bay";"54313";"Weyant, Lori L ";"920-434-4535";5/13/1998;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"PRECIOUS TIMES FAMILY CHILD CARE";"1006997";"1971 Strawberry Ln";"Green Bay";"54304";"Hilker, Karen  ";"920-497-2085";9/1/2003;8;"0 Year(s), 0 Month(s), 6 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"SILLY GOOSE DAY CARE LLC";"1013212";"2790 Hazelwood Ln";"Green Bay";"54304";"Schilling, Ellie  ";"920-499-4063";6/1/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"SPECIALLY FOR YOU FAMILY CHILD CARE";"430324 ";"2221 Deckner Ave";"Green Bay";"54302";"Stefanek, Jean M ";"920-465-0129";7/8/1997;8;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"SUGAR 'N' SPICE FAMILY CHILDCARE";"1001634";"1073 Langlade Ave";"Green Bay";"54304";"Mommaerts, Pam M ";"920-884-0973";5/7/1999;8;"0 Year(s), 0 Month(s), 6 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"TAMI'S TINY TOTS LLC";"1007349";"1178 Drews Dr";"De Pere";"54115";"Van Gruensven, Tami L ";"920-339-8925";2/15/2004;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:15 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"TAMMYS LOVING CHILDCARE DEVELOP CTR";"1012877";"852 Howard St";"Green Bay";"54303-1650";"King, Tamitha V ";"920-713-3849";3/12/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-09:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"TAMMY'S TODDLERS FAMILY DAYCARE";"1004163";"528 N Baird St";"Green Bay";"54302";"Mc Allister, Tammy  ";"920-764-0233";6/1/2001;8;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"THE LITTLE PEOPLE CHILD CARE LLC";"1012594";"2345 Talladega Speedway";"De Pere";"54115";"Baumgartner, Shelley  ";"920-338-0311";12/27/2007;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"TITLE TOWN TODDLERS";"1013493";"1019 Wilson Ave";"Green Bay";"54303";"Rybicki, Barbara  ";"920-429-0318";8/14/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"UNLIMITED IMAGINATION";"1002312";"2330 Constellation St";"Green Bay";"54303";"Heimerl, Judye  ";"920-434-2909";3/20/2000;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"05. BROWN";"WEE LITTLE TRACKS FAMILY CHILD CARE";"1011779";"716 Phoebe St";"Green Bay";"54303";"Vanden Heuvel, Tina M ";"920-437-3192";8/15/2006;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"ALL ABOUT KIDS";"2000584";"1651 Cass St";"Green Bay";"54302-2726";"Schlumpf, Mike J ";"414-339-8145";6/1/2012;50;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:15 AM-11:59 PM";"Jan-Dec";" "
"LICENSED GROUP";"05. BROWN";"ANGELS OF HOPE PRESCHOOL";"1009537";"700 S Superior St";"De Pere";"54115";"Thiel, Gail  ";"920-336-9843";9/1/2005;18;"3 Year(s), 0 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"08:45 AM-11:45 AM";"Sep-May";" "
"LICENSED GROUP";"05. BROWN";"ASHWAUBENON COOP NURSERY SCHOOL";"420231 ";"1310 Ponderosa Ave";"Green Bay";"54313";"Hunsader, Patty J ";"920-490-1171";3/1/1998;18;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 0 Month(s), 0 Week(s)";"08:30 AM-02:30 PM";"Jan-Dec";" "
"LICENSED GROUP";"05. BROWN";"BIG APPLE PRESCHOOL/DAY CARE";"420490 ";"2645 Tulip Ln";"Green Bay";"54313";"Dauphinais, Jill  ";"920-434-9470";7/8/1997;98;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"BRIGHT BEGINNINGS CC SERVICES EAST";"1002678";"3125 Voyager Dr";"Green Bay";"54311";"Spiering, Valerie  ";"920-469-1587";7/16/2000;168;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"BRIGHT BEGINNINGS WEST DE PERE";"1007801";"2150 American Blvd";"De Pere";"54115";"Amenson, Cheryl  ";"920-347-9377";5/2/2004;168;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"CARE FOR ALL AGES";"1006591";"1306 S Norwood";"Green Bay";"54304";"Dorn, Tracy  ";"920-432-3993";6/8/1997;145;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-11:59 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"CESA 7 HEAD START-ASHWAUBENON";"1015606";"1360 Ponderosa Ave";"Green Bay";"54313";"Wallenfang, Jessica  ";"920-492-2925";9/14/2010;20;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"08:00 AM-05:30 PM";"Sep-May";"N"
"LICENSED GROUP";"05. BROWN";"CESA 7 HEAD START - DE PERE";"1012304";"1250 Swan Rd";"De Pere";"54115";"Tilkens, Lisa  ";"920-983-9174";9/17/2007;20;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"08:00 AM-02:00 PM";"Sep-May";" "
"LICENSED GROUP";"05. BROWN";"CESA 7 HEAD START HOWARD SUAMICO";"1013502";"2153 School Ln";"Green Bay";"54313";"Hyde, Lisa  ";"920-662-9834";9/12/2008;19;"3 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"08:30 AM-02:00 PM";"Sep-Jun";" "
"LICENSED GROUP";"05. BROWN";"CHRIST COMMUNITY CHILD CARE CENTER";"1009074";"1742 Servant Way";"Green Bay";"54311";"Richardson, Patti  ";"920-469-3178";6/8/2005;20;"2 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"COMMON PATHS CHILD CARE CENTER";"420562 ";"2801 S Webster Ave";"Green Bay";"54301";"Campbell, Mary  ";"920-337-1122";7/8/1997;89;"0 Year(s), 0 Month(s), 6 Week(s)";"8 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"CREATIVE KIDS LLC";"1008274";"1861 Scheuring Rd";"De Pere";"54115";"Willems, Michelle L  ";"920-338-0282";9/1/2004;130;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"CUDDLE CARE";"420457 ";"1765 Velp Ave";"Green Bay";"54303";"Stachura, Kathy  ";"920-494-1156";7/8/1997;68;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"DAY BY DAY DISCOVERIES CC SERV LLC";"420739 ";"5140 Algoma Rd";"New Franken";"54229";"Haen, Coleen  ";"920-866-2579";6/29/1997;104;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"DENMARK BEFORE AND AFTER SCHOOL PRO";"1014643";"150 N Wall St";"Denmark";"54208";"Short, Shawn  ";"920-863-4175";9/3/2009;60;"4 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"ENCOMPASS - ARLENE  WALTER CENTER";"420130 ";"338 Hartung St";"Green Bay";"54302";"Du Chateau, Diane  ";"920-468-9235";7/8/1997;45;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:15 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"ENCOMPASS BELLIN HEALTH CENTER";"420127 ";"1823 S Webster Ave";"Green Bay";"54301-2253";"Franken, Melissa  ";"920-436-7540";7/8/1997;192;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"ENCOMPASS CAROL B BUSH CENTER";"420467 ";"500 Pine Street";"Green Bay";"54301";"Champeau, Polly  ";"920-436-7557";7/8/1997;100;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";" "
"LICENSED GROUP";"05. BROWN";"ENCOMPASS  CHILDREN'S DAY OUT";"1002165";"1673 Dousman St";"Green Bay";"54303";"Gilles, Jan  ";"920-405-9083";1/19/2000;60;"0 Year(s), 6 Month(s), 0 Week(s)";"8 Year(s), 11 Month(s), 0 Week(s)";"-";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"ENCOMPASS  DE PERE CENTER";"1006927";"2000 Lawrence Dr";"De Pere";"54115";"Loberger, Susan  ";"920-336-1541";7/6/1997;150;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"ENCOMPASS ROSEBUSH CENTER";"420651 ";"1275 University Ave";"Green Bay";"54302";"Curran, Amber  ";"920-436-7549";7/8/1997;140;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-11:59 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"05. BROWN";"ENCOMPASS THE CORNERSTONE CENTER";"1002083";"345 N Broadway";"Green Bay";"54303";"Frase, Julie  ";"920-436-7554";7/8/1997;150;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:15 AM-06:00 PM";"Jan-Dec";"Y"
