"Name";"City";"County";"Zip";"Address";"Phone";"Email";"Type of Care";"License Effective Date";"License Expiration Date";"Facility Total Capacity";"Facility Age Range";"Hours of operation";"UrlID";"Mailing Address";"Mailing City";"Mailing State";"Mailing ZIP";"Email2";"Director";"Child Care Specialist";"ID"
"TUCK, BALINDA";"LAMAR";"BARTON";"64759-9274";"264 SE 20TH RD ";"(417) 262-0644";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000644744";" ";;;;"balindatuck@yahoo.com";"TUCK, BALINDA";"PENNY KREITZER";644744
"CENTER FOR HUMAN SERVICES, INC.";"ADRIAN";"BATES";"64720-9239";"311 W 1ST ST ";"(660) 717-2007";;"CHILD CARE CENTER";"01/11/2023";;20;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002971959";"1003 CLARK ST ";"CLINTON";"MO";"64735-1726";"jray@chs-mo.org";"CHASTAIN, CASSIDY";"MARY C MALOID";2971959
"HAWKINS DAYCARE, LLC";"ADRIAN";"BATES";"64720-9224";"21 SKYLINE DR ";"(816) 297-2842";;"CHILD CARE CENTER";"08/28/2021";;20;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002392067";" ";;;;"hawkinsdaycare@hotmail.com";"SELF, DEANA GAYLE";"MARY C MALOID";2392067
"HUME R-VIII SCHOOL DISTRICT";"HUME";"BATES";"64752-7931";"9163 SW 2ND ST ";"(660) 643-7270";;"CHILD CARE CENTER";"08/28/2021";;20;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001417229";" ";;;;"mwikoff@humer8.k12.mo.us";"WALKER, CHARITY JOY";"MARY C MALOID";1417229
"KINGDOM KIDS EARLY CHILDHOOD CENTER";"ADRIAN";"BATES";"64720-9139";"202 E MAIN ST ";"(816) 297-2310";;"LICENSE EXEMPT PROGRAM";"11/01/2022";;40;"24 MONTHS - 6 YEARS";" 7:00 AM- 5:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002904941";" ";;;;"jacque@adrianumc.com";"UNDERWOOD, JACQUELINE E";"JESSICA IBBOTSON";2904941
"KINGDOM KIDS EARLY CHILDHOOD CENTER";"ADRIAN";"BATES";"64720-9139";"202 E MAIN ST ";"(816) 297-2310";;"LICENSE EXEMPT PROGRAM";"11/01/2022";;40;"24 MONTHS - 6 YEARS";" 7:00 AM- 5:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002904941";" ";;;;"jacque@adrianumc.com";"UNDERWOOD, JACQUELINE E";"JESSICA IBBOTSON";2904941
"MAGIC YEARS PLAY CENTER";"BUTLER";"BATES";"64730-9384";"1017 N ORANGE ST ";"(660) 679-5437";;"CHILD CARE CENTER";"08/28/2021";;32;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002079030";" ";;;;"scott.cheri.simms@gmail.com";"SIMMS, CHERI";"MARY C MALOID";2079030
"SHIPLEY, KELLY J";"BUTLER";"BATES";"64730-1303";"619 W HARRISON ST ";"(660) 227-3402";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002069827";" ";;;;"KJSHIPLEY@HOTMAIL.COM";"SHIPLEY, KELLY J";"MARY C MALOID";2069827
"TENDER TIMES DAY CARE";"BUTLER";"BATES";"64730-2231";"201 S MAIN ST ";"(660) 679-4865";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 9 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001578583";" ";;;;"chandlersx5@embarqmail.com";"CHANDLER, KACEY DAWN";"MARY C MALOID";1578583
"BOYS' AND GIRLS' CLUBS OF WEST CENTRAL MISSOURI";"COLE CAMP";"BENTON";"65325-1059";"500 S KEENEY ST ";"(660) 826-8331";;"CHILD CARE CENTER";"08/28/2021";;60;"5 YEARS - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002073036";"3100 AARON AVE ";"SEDALIA";"MO";"65301-7907";"lschirlls@bgckids.com";"CROSSWHITE, SHAYLEN ELIZABETH";"LACEY BERENDZEN";2073036
"LINCOLN R-II SCHOOL DISTRICT";"LINCOLN";"BENTON";"65338-1101";"101 W LAMINE ST ";"(660) 547-3097";;"CHILD CARE CENTER";"08/28/2021";;20;"36 MONTHS - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001991813";"PO BOX 39 ";"LINCOLN";"MO";"65338-0039";"bancrofts@lincoln.k12.mo.us";"BANCROFT, SARAH VIRGINIA";"KATHLEEN WILSON";1991813
"LISA'S KIDS LLC";"LINCOLN";"BENTON";"65338-2587";"294 S 65 HWY ";"(660) 547-0220";;"CHILD CARE CENTER";"08/28/2021";;40;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002739684";"330 E JACKSON ST ";"WARSAW";"MO";"65355-3224";"lisaann0523@aol.com";"OSBORNE, LISA ANN";"LACEY BERENDZEN";2739684
"LITTLE BLESSINGS PRESCHOOL";"COLE CAMP";"BENTON";65325;"205 W JEFFERSON ST ";"(660) 668-3537";;"LICENSE EXEMPT PROGRAM";"06/01/2023";;20;"36 MONTHS - 5 YEARS";" 8:00 AM-11:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002828766";"PO BOX 250 ";"COLE CAMP";"MO";"65325-0250";"rhondaschlesselman@hotmail.com";"SCHLESSELMAN, RHONDA";"KATHLEEN WILSON";2828766
"MISS MICHELLE'S DAYCARE";"WARSAW";"BENTON";"65355-6108";"137 LYNN LEA LN ";"(785) 817-8878";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001700216";" ";;;;"michellelk2008@hotmail.com";"KAHLER, MICHELLE LEE";"KATHLEEN WILSON";1700216
"MISS RHONDA'S DAYCARE CENTER, LLC";"WARSAW";"BENTON";"65355-4044";"29224 BENTON HOUSE AVE ";"(660) 723-3747";;"CHILD CARE CENTER";"08/28/2021";;56;"BIRTH - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002711971";" ";;;;"rhondacollins33@yahoo.com";"FLINN, RHONDA KAY";"SHARLENE WHEATLEY";2711971
"NOEL, GAIL W";"COLE CAMP";"BENTON";65325;"301 E MEYER STREET ";"(660) 668-3734";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000178990";" ";;;;"JOSIE1@CENTURYLINK.NET";"NOEL, GAIL W";"KATHLEEN WILSON";178990
"SHELBY'S PLAY AND LEARN CHILDCARE LLC";"WARSAW";"BENTON";65355;"1018 REDBUD DR. ";"(660) 438-4003";;"CHILD CARE CENTER";"07/26/2022";;60;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002938496";"33987 YODER AVE ";"WARSAW";"MO";"65355-5237";"Shelby.Sloan22@icloud.com";"SLOAN, SHELBY ANN";"KATHLEEN WILSON";2938496
"TRINITY LUTHERAN CHURCH PRESCHOOL";"COLE CAMP";"BENTON";65325;"104 E BUTTERFIELD TRL ";"(660) 668-2364";;"LICENSE EXEMPT PROGRAM";"02/01/2023";;25;"36 MONTHS - 5 YEARS";" 8:00 AM-11:30 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001876564";"PO BOX H ";"COLE CAMP";"MO";65325;"CONNIE@TRINITYCOLECAMP.ORG";"PETERSEN, CHERYL DIANE";"LACEY BERENDZEN";1876564
"EAST MISSOURI ACTION AGENCY, INC.";"MARBLE HILL";"BOLLINGER";63764;"400 STATE HIGHWAY 34 EAST ";"(573) 238-3652";;"CHILD CARE CENTER";"04/26/2022";;40;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000705919";"PO BOX 626 ";"MARBLE HILL";"MO";"63764-0626";"BBILEK@EASTMOAA.ORG";"BILEK, BARBARA ANN";"SAMINA C ODLE";705919
"FIRST BAPTIST CHURCH CHILD DEVELOPMENT CENTER";"MARBLE HILL";"BOLLINGER";63764;"502 BROADWAY ST ";"(573) 238-2545";;"LICENSE EXEMPT PROGRAM";"12/01/2022";;45;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001145406";"PO BOX 17 ";"MARBLE HILL";"MO";63764;"snide.5@hotmail.com";"SNIDER, PAULA A";"SAMINA C ODLE";1145406
"HOLLY HOESLI DAYCARE, LLC";"MARBLE HILL";"BOLLINGER";63764;"14951 BCR 418 ";"(573) 238-5452";;"GROUP HOME";"02/08/2023";;14;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002961951";"16424 AZALEA LN ";"LEOPOLD";"MO";"63760-9614";"HOLLY.HOESLI7@GMAIL.COM";"HOESLI, HOLLY";"SAMINA C ODLE";2961951
"HOTOP, RANDA SHARLEAN";"PERRYVILLE";"BOLLINGER";"63775-7779";"40072 STATE HIGHWAY K ";"(573) 788-2352";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001063085";" ";;;;"AUNTREDANT@LIVE.COM";"HOTOP, RANDA SHARLEAN";"SAMINA C ODLE";1063085
"LANIGAN, DANA ";"MARBLE HILL ";"BOLLINGER";63764;"28071 STATE HIGHWAY VV ";"(573) 866-2260";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002926392";;;;;;;;2926392
"LIGHTHOUSE LITTLES CHILD CARE & PRESCHOOL";"MARBLE HILL";"BOLLINGER";63764;"302 CONRAD AVE ";"(573) 714-4737";;"LICENSE EXEMPT PROGRAM";"05/01/2023";;60;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002909946";"PO BOX 925 ";"CAPE GIRARDEAU";"MO";"63702-0925";"COACHARNOLD14@GMAIL.COM";"ARNOLD, ANDREA NICOLE";"SAMINA C ODLE";2909946
"SITZ, MARLA L";"ZALMA";"BOLLINGER";"63787-8726";"10310 HERITAGE LN ";"(573) 722-3009";;"GROUP HOME";"08/28/2021";;20;"BIRTH - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000384016";" ";;;;"marlasitz084@gmail.com";"SITZ, MARLA L";"SAMINA C ODLE";384016
"A GALAXY OF STARS CHILD CARE CENTER, LLC";"COLUMBIA";"BOONE";"65202-2394";"1626 TOWNE DR ";"(573) 474-0715";;"CHILD CARE CENTER";"01/12/2023";;72;"BIRTH - 12 YEARS";" 6:00 AM-10:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002534074";;;;;;;;2534074
"A GOOD START, INC.";"COLUMBIA";"BOONE";"65201-6988";"101 N GRACE LN ";"(573) 814-2689";;"CHILD CARE CENTER";"08/28/2021";;55;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001248411";" ";;;;"preschoolagoodstart@gmail.com";"BUTLER WILLIAMS, JOANNE B";"JOY LYNN NICHOLS";1248411
"A WORLD OF DISCOVERIES DAYCARE";"COLUMBIA";"BOONE";65203;"701 WASHINGTON AVE ";"(573) 442-0243";;"CHILD CARE CENTER";"08/28/2021";;49;"BIRTH - 12 YEARS";" 6:00 AM- 5:59 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000562449";"612 WASHINGTON AVE ";"COLUMBIA";"MO";"65201-4334";"AWORLDOFDISCOVERIES@GMAIL.COM";"STRATTON, TERI";"LU A GAINES";562449
"ACADEMY, INC.";"COLUMBIA";"BOONE";65203;"3210 S PROVIDENCE RD ";"(573) 441-0101";;"CHILD CARE CENTER";"09/02/2021";;180;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001364563";" ";;;;"academydirector@academycastle.com";"SIMMS, EMILY JEAN";"LU A GAINES";1364563
"ADVENTURES IN LEARNING CHILDCARE CENTER";"ASHLAND";"BOONE";65010;"6157 E FORSEE RD ";"(573) 657-9282";;"CHILD CARE CENTER";"08/28/2021";;60;"24 MONTHS - 14 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000472475";" ";;;;"adventures92@aol.com";"BASINGER, SHARON ANN";"JOY LYNN NICHOLS";472475
"ALICIA WATKINS LLC";"COLUMBIA";"BOONE";"65201-4716";"1010 FAY ST ";"(573) 303-7303";;"CHILD CARE CENTER";"05/16/2023";;28;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002810800";"1012 CRESTLAND AVE ";"COLUMBIA";"MO";"65203-2369";"therealmsdavis9@gmail.com";"BETHANY, MIA L";"JOY LYNN NICHOLS";2810800
"AMES, PATRICIA ";"COLUMBIA ";"BOONE";65202;"6900 N HIGHWAY VV ";"(573) 644-0136";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001500361";;;;;;;;1500361
"ANNA'S DAYCARE";"COLUMBIA";"BOONE";"65201-7011";"7720 E PARKLANE DR ";"(573) 474-0110";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002182847";"308 OAK MOUNT DR ";"COLUMBIA";"MO";"65201-4115";"blair.anna@yahoo.com";"FIDLER, CATHERINE NICOLE";"LU A GAINES";2182847
"ASHLAND CHILDCARE CENTER LLC";"ASHLAND";"BOONE";"65010-9401";"701 E LIBERTY LN ";"(573) 657-2623";;"CHILD CARE CENTER";"08/29/2022";;63;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002911602";"701 E LIBERTY LN ";"ASHLAND";"MO";"65010-9401";"ashlandchildcarecenterllc@gmail.com";"WILLIAMS, ROBERT";"JOY LYNN NICHOLS";2911602
"BENTON, ANITA ";"HARRISBURG ";"BOONE";65256;"13555 N HIGHWAY YY ";"(573) 356-1043";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002833143";;;;;;;;2833143
"BIG STEPS EARLY LEARNING CENTER, INC.";"COLUMBIA";"BOONE";65202;"3309 N BROWN STATION RD ";"(573) 474-3292";;"CHILD CARE CENTER";"08/28/2021";;63;"6 WEEKS - 8 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001518987";" ";;;;"bigstepselc@outlook.com";"TEEL, AMIE LYNN";"JOY LYNN NICHOLS";1518987
"BLOOMFIELD, ANNETTE PAMELA";"COLUMBIA";"BOONE";"65203-4725";"1808 CUNNINGHAM RD ";"(573) 303-6220";;"FAMILY HOME";"08/28/2021";;10;"12 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000786734";" ";;;;"apbisme@gmail.com";"BLOOMFIELD, ANNETTE PAMELA";"CYNTHIA D MADDOX";786734
"BLUE FOX FARM LLC";"ASHLAND";"BOONE";65010;"120 E. FOX HOLLOW RD. ";"(573) 397-2278";;"FAMILY HOME";"06/15/2022";;9;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002412188";" ";;;;"megan@bluefoxfood.com";"FOX, MEGAN";"JOY LYNN NICHOLS";2412188
"BOYS AND GIRLS CLUBS OF THE COLUMBIA AREA";"COLUMBIA";"BOONE";"65202-0089";"5801 ARBOR POINTE PKWY ";"(573) 874-1697";;"CHILD CARE CENTER";"12/16/2021";;60;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002681594";"1200 N 7TH ST ";"COLUMBIA";"MO";"65201-4514";"amessner@bgc-columbia.org";"KRAMPE, ALEXANDRA JO";"LU A GAINES";2681594
"BOYS AND GIRLS CLUBS OF THE COLUMBIA AREA";"COLUMBIA";"BOONE";"65202-4504";"4000 DERBY RIDGE DR ";"(573) 214-3270";;"CHILD CARE CENTER";"08/28/2021";;60;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002681610";"1200 N 7TH ST ";"COLUMBIA";"MO";"65201-4514";"tmoore@bgc-columbia.org";"LYONS, LEKEL D";"JOY LYNN NICHOLS";2681610
"BOYS AND GIRLS CLUBS OF THE COLUMBIA AREA";"COLUMBIA";"BOONE";"65202-2196";"3700 WOODLAND DR ";"(573) 214-3580";;"CHILD CARE CENTER";"08/28/2021";;50;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002813398";"1200 N 7TH ST ";"COLUMBIA";"MO";"65201-4514";"amy@bgc-columbia.org";"MOORE, PYPER KRYSTINA LENAE'";"JOY LYNN NICHOLS";2813398
"BRIGHT START ACADEMY, INC.";"COLUMBIA";"BOONE";"65203-6480";"4300 RAINBOW TROUT DR ";"(573) 447-3400";;"CHILD CARE CENTER";"08/28/2021";;132;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002284657";"112 TRAIL CREEK CT ";"COTTLEVILLE";"MO";"63304-7587";"columbiawest@mybrightstartacademy.com";"HALL, SHYDEDRA JEANETTE";"CYNTHIA D MADDOX";2284657
"BRIGHT START ACADEMY, INC.";"COLUMBIA";"BOONE";65201;"3250 BEARFIELD ";"(573) 447-0005";;"CHILD CARE CENTER";"08/28/2021";;148;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002400619";"112 TRAIL CREEK CT ";"COTTLEVILLE";"MO";"63304-7587";"bsabearfield@yahoo.com";"PURDY, MARY MICHELLE";"LU A GAINES";2400619
"BROWN, TERESA ";"COLUMBIA ";"BOONE";65202;"4210 LANGHAM DR ";"(573) 442-8582";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000619647";;;;;;;;619647
"BUCKLES AND BOWS PRESCHOOL, LLC";"COLUMBIA";"BOONE";"65202-3230";"1906 ROSE DR ";"(573) 445-1679";;"FAMILY HOME";"10/01/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002428215";" ";;;;"tammybreece75@yahoo.com";"BREECE, TAMARA MARIE";"CYNTHIA D MADDOX";2428215
"CALDIERARO, EMMA";"COLUMBIA";"BOONE";"65202-3863";"3103 DAHLIA DR ";"(573) 424-8503";;"FAMILY HOME";"08/15/2022";;10;"BIRTH - 10 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002934436";"3103 DAHLIA DR ";"COLUMBIA";"MO";"65202-3863";"steele020@gmail.com";"CALDIERARO, EMMA";"JOY LYNN NICHOLS";2934436
"CASTRO, ROSA ";"COLUMBIA ";"BOONE";65202;"2001 HOLLY AVE LOT 6 ";"(573) 639-9576";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002981000";;;;;;;;2981000
"CENTRAL MISSOURI COMMUNITY ACTION";"COLUMBIA";"BOONE";"65201-4374";"403 PARK AVE STE B ";"(573) 449-1575";;"CHILD CARE CENTER";"08/24/2023";;46;"6 WEEKS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000280137";"807B N PROVIDENCE RD ";"COLUMBIA";"MO";"65203-4359";"ashleyp@cmca.us";"POULSEN, ASHLEY LYNN";"LU A GAINES";280137
"CENTRAL MISSOURI COMMUNITY ACTION";"CENTRALIA";"BOONE";65240;"402 W FAIRGROUND RD ";"(573) 682-2586";;"CHILD CARE CENTER";"05/04/2023";;20;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000658373";"807B N PROVIDENCE RD ";"COLUMBIA";"MO";65203;"lesley-fannin@showmeaction.org";"FANNIN, LESLEY ELLEN";"CYNTHIA D MADDOX";658373
"CENTRAL MISSOURI COMMUNITY ACTION";"COLUMBIA";"BOONE";65203;"1402 W WORLEY ST ";"(573) 443-1955";;"CHILD CARE CENTER";"08/28/2021";;36;"6 WEEKS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001939531";"807B N PROVIDENCE RD ";"COLUMBIA";"MO";"65203-4359";"katiee@cmca.us";"EBERHARDT, KATELYNN";"CYNTHIA D MADDOX";1939531
"CENTRAL MISSOURI COMMUNITY ACTION";"COLUMBIA";"BOONE";"65202-1854";"1306 ELLETA BLVD ";"(573) 442-6399";;"FAMILY HOME";"08/28/2021";;8;"BIRTH - 3 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002137155";"807B N PROVIDENCE RD ";"COLUMBIA";"MO";"65203-4359";"christines@cmca.us";"HOUZENGA, ABBY";"LU A GAINES";2137155
"CENTRAL MISSOURI COMMUNITY ACTION";"COLUMBIA";"BOONE";"65202-1852";"1400 ELLETA BLVD ";"(573) 443-0918";;"CHILD CARE CENTER";"08/28/2021";;20;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002225443";"807 N PROVIDENCE RD # B ";"COLUMBIA";"MO";"65203-4359";"lisac@cmca.us";"SATTERLY, CHRISTINE ANNE";"LU A GAINES";2225443
"CHA LOW-INCOME SERVICES, INC.";"COLUMBIA";"BOONE";"65203-4091";"301 N PROVIDENCE RD ";"(573) 443-2556";;"CHILD CARE CENTER";"08/28/2021";;99;"5 YEARS - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002331060";"201 SWITZLER ST ";"COLUMBIA";"MO";65203;"jbrooks@columbiaha.com";"BROOKS, JANICE LASHAUN";"CYNTHIA D MADDOX";2331060
"CHILDREN'S HOUSE OF COLUMBIA, INC.";"COLUMBIA";"BOONE";"65201-7206";"915 TIGER AVE ";"(573) 443-2825";;"CHILD CARE CENTER";"08/28/2021";;87;"24 MONTHS - 8 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000168438";"915 TIGER AVE ";"COLUMBIA";"MO";"65201-7206";"kyung.chmontessori@gmail.com";"RHO, KYUNGEUN";"LU A GAINES";168438
"CHILD'S WORLD PLAY SCHOOL";"ASHLAND";"BOONE";"65010-9702";"407 NORTH ST ";"(573) 657-1234";;"CHILD CARE CENTER";"08/28/2021";;50;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001836348";" ";;;;"debbiewren@childsworldplay.com";"WREN, DEBORA ANN";"JOY LYNN NICHOLS";1836348
"COLUMBIA MONTESSORI SOCIETY, INC.";"COLUMBIA";"BOONE";"65203-2674";"3 ANDERSON AVE ";"(573) 449-5418";;"CHILD CARE CENTER";"08/28/2021";;148;"1 MONTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000212497";" ";;;;"Melaina.Drissell@columbiamontessori.org";"DRISSELL, MELAINA DANIELLE";"CYNTHIA D MADDOX";212497
"COLUMBIA'S FINEST CHILD DEVELOPMENT CENTER";"COLUMBIA";"BOONE";"65202-3766";"3900 WHITE TIGER LN ";"(573) 499-4466";;"CHILD CARE CENTER";"02/01/2023";;85;"BIRTH - 14 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001672097";" ";;;;"director@columbiafinestcdc.com";"ROBINSON, DOROTHY R";"CYNTHIA D MADDOX";1672097
"COMO EARLY LEARNING CENTER, LLC";"COLUMBIA";"BOONE";"65201-6871";"500 N CRATER LAKE DR ";"(573) 826-0681";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002579115";" ";;;;"shelley@daycarecolumbiamo.com";"SAXON, SHELLEY MARIE";"CYNTHIA D MADDOX";2579115
"COUNTRY SIDE NURSERY SCHOOL";"COLUMBIA";"BOONE";65203;"1320 S FAIRVIEW RD ";"(573) 445-4111";;"LICENSE EXEMPT PROGRAM";"03/01/2023";;24;"36 MONTHS - 5 YEARS";" 8:30 AM- 3:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000323171";" ";;;;"cnskids@gmail.com";"AURA, HEIDI MARIA";"LU A GAINES";323171
"CRADLE 2 CRAYONS LLC";"HALLSVILLE";"BOONE";"65255-9461";"214 N ROUTE B ";"(573) 268-4403";;"CHILD CARE CENTER";"07/14/2022";;60;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002797479";"9434 N BOATMAN HILL RD ";"COLUMBIA";"MO";"65202-9246";"c2c123@outlook.com";"GREATHOUSE, HEATHER RENEE";"CYNTHIA D MADDOX";2797479
"CREASON, CHRISTY LYNN";"COLUMBIA";"BOONE";65202;"8190 N WADE SCHOOL RD ";"(573) 449-6189";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002214982";" ";;;;"CHRISTY_CREASON@YAHOO.COM";"CREASON, CHRISTY LYNN";"LU A GAINES";2214982
