"id";"provider_id";"compliance type";"inspection/investigation date";"findings";"violation date";"compliance date";"action taken";"statute/regulation";"section"
18274;10014069;"INSPECTION ANNOUNCED";"02/18/2021";"IN-COMPLIANCE";;"02/18/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17664;10014069;"INSPECTION ANNOUNCED";"08/13/2020";"IN-COMPLIANCE";;"08/13/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17420;10014069;"INVESTIGATION/PRIORITY 2";"12/10/2019";"IN-COMPLIANCE";;"12/10/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16452;10014069;"INSPECTION UNANNOUNCED";"09/25/2019";"IN-COMPLIANCE";;"09/25/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14766;10014069;"INSPECTION ANNOUNCED";"01/23/2019";"IN-COMPLIANCE";;"01/23/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13471;10014069;"INSPECTION UNANNOUNCED";"07/19/2018";"IN-COMPLIANCE";;"07/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17714;10011874;"INSPECTION UNANNOUNCED";"08/18/2020";"NON-COMPLIANCE";"08/18/2020";"09/15/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.030 - APP FOR LICENSE; BIENNIAL REV."
16300;10011874;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"08/28/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.925 MONITORING & NOTIFICATION REQ"
16299;10011874;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"08/28/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
16298;10011874;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"08/28/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
16297;10011874;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"08/28/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
15666;10011874;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
15665;10011874;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
15664;10011874;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15663;10011874;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.190-PROGRAM IN CC FACILITIES"
14469;10011874;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1075 FIRST AID KIT/PROC."
14468;10011874;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
14467;10011874;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
14466;10011874;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
13173;10011874;"INSPECTION UNANNOUNCED";"06/25/2018";"IN-COMPLIANCE";;"06/25/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17715;10011873;"INSPECTION UNANNOUNCED";"08/18/2020";"NON-COMPLIANCE";"08/18/2020";"09/15/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.030 - APP FOR LICENSE; BIENNIAL REV."
16356;10011873;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"09/11/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
16355;10011873;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"09/11/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
16354;10011873;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"09/11/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
16353;10011873;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"09/11/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
16352;10011873;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"09/11/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
16351;10011873;"INSPECTION ANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"09/11/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
15670;10011873;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
15669;10011873;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
15668;10011873;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15667;10011873;"INSPECTION UNANNOUNCED";"04/29/2019";"NON-COMPLIANCE";"04/29/2019";"05/24/2019";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.190-PROGRAM IN CC FACILITIES"
14808;10011873;"INVESTIGATION/PRIORITY 3";"01/07/2019";"NON-COMPLIANCE";"01/07/2019";"02/06/2019";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
14476;10011873;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
14475;10011873;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1075 FIRST AID KIT/PROC."
14474;10011873;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
14473;10011873;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14472;10011873;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
14471;10011873;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
14470;10011873;"INSPECTION ANNOUNCED";"11/05/2018";"NON-COMPLIANCE";"11/05/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
13500;10011873;"INSPECTION UNANNOUNCED";"06/25/2018";"NON-COMPLIANCE";"06/25/2018";"07/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
13499;10011873;"INSPECTION UNANNOUNCED";"06/25/2018";"NON-COMPLIANCE";"06/25/2018";"07/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.560 - NUTRITION"
18325;10016716;"INVESTIGATION/PRIORITY 2";"10/08/2020";"IN-COMPLIANCE";;"10/08/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17502;10016716;"INSPECTION ANNOUNCED";"05/28/2020";"IN-COMPLIANCE";;"05/28/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16156;10016716;"INSPECTION UNANNOUNCED";"07/25/2019";"IN-COMPLIANCE";;"07/25/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15163;10016716;"INSPECTION ANNOUNCED";"03/26/2019";"IN-COMPLIANCE";;"03/26/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
6011;10016716;"INSPECTION UNANNOUNCED";"07/25/2018";"IN-COMPLIANCE";;"07/25/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18259;10015158;"INSPECTION ANNOUNCED";"02/18/2021";"IN-COMPLIANCE";;"02/18/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17794;10015158;"INSPECTION ANNOUNCED";"08/31/2020";"IN-COMPLIANCE";;"08/31/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17085;10015158;"INSPECTION ANNOUNCED";"01/16/2020";"IN-COMPLIANCE";;"01/16/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16155;10015158;"INSPECTION UNANNOUNCED";"07/25/2019";"IN-COMPLIANCE";;"07/25/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14762;10015158;"INSPECTION ANNOUNCED";"02/01/2019";"IN-COMPLIANCE";;"02/01/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12863;10015158;"INSPECTION UNANNOUNCED";"05/24/2018";"IN-COMPLIANCE";;"05/24/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18309;10004092;"INSPECTION ANNOUNCED";"03/02/2021";"IN-COMPLIANCE";;"03/02/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18005;10004092;"INSPECTION UNANNOUNCED";"11/30/2020";"IN-COMPLIANCE";;"11/30/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16652;10004092;"INSPECTION UNANNOUNCED";"11/07/2019";"IN-COMPLIANCE";;"11/07/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17668;10000209;"INSPECTION ANNOUNCED";"07/30/2020";"IN-COMPLIANCE";;"07/30/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17336;10000209;"INSPECTION UNANNOUNCED";"02/13/2020";"IN-COMPLIANCE";;"02/13/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16324;10000209;"INSPECTION ANNOUNCED";"08/15/2019";"IN-COMPLIANCE";;"08/15/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15014;10000209;"INSPECTION UNANNOUNCED";"03/07/2019";"IN-COMPLIANCE";;"03/07/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13160;10000209;"INSPECTION ANNOUNCED";"06/19/2018";"IN-COMPLIANCE";;"06/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18411;10015933;"INSPECTION ANNOUNCED";"03/16/2021";"IN-COMPLIANCE";;"03/16/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17821;10015933;"INSPECTION UNANNOUNCED";"09/15/2020";"IN-COMPLIANCE";;"09/15/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16419;10015933;"INSPECTION UNANNOUNCED";"09/26/2019";"IN-COMPLIANCE";;"09/26/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15306;10015933;"INSPECTION ANNOUNCED";"04/25/2019";"IN-COMPLIANCE";;"04/25/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13960;10015933;"INSPECTION UNANNOUNCED";"09/19/2018";"IN-COMPLIANCE";;"09/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18040;10000229;"INVESTIGATION/PRIORITY 2";"12/16/2020";"IN-COMPLIANCE";;"12/18/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17632;10000229;"INSPECTION ANNOUNCED";"07/23/2020";"IN-COMPLIANCE";;"07/23/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16497;10000229;"INSPECTION ANNOUNCED";"10/08/2019";"IN-COMPLIANCE";;"10/08/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15456;10000229;"INSPECTION UNANNOUNCED";"05/08/2019";"IN-COMPLIANCE";;"05/08/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14488;10000229;"INSPECTION ANNOUNCED";"11/07/2018";"IN-COMPLIANCE";;"11/07/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18388;10000361;"INSPECTION ANNOUNCED";"03/10/2021";"IN-COMPLIANCE";;"03/10/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18299;10000361;"INVESTIGATION/PRIORITY 2";"02/26/2021";"IN-COMPLIANCE";;"02/26/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17722;10000361;"INSPECTION ANNOUNCED";"08/20/2020";"IN-COMPLIANCE";;"08/20/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17054;10000361;"INSPECTION UNANNOUNCED";"01/14/2020";"IN-COMPLIANCE";;"01/14/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15162;10000361;"INSPECTION ANNOUNCED";"04/04/2019";"IN-COMPLIANCE";;"04/04/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14200;10000361;"INSPECTION UNANNOUNCED";"10/31/2018";"IN-COMPLIANCE";;"10/31/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17919;10003648;"INSPECTION UNANNOUNCED";"10/07/2020";"IN-COMPLIANCE";;"10/07/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16619;10003648;"INSPECTION ANNOUNCED";"10/29/2019";"IN-COMPLIANCE";;"10/29/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15446;10003648;"INSPECTION UNANNOUNCED";"05/01/2019";"IN-COMPLIANCE";;"05/01/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13975;10003648;"INSPECTION ANNOUNCED";"09/25/2018";"IN-COMPLIANCE";;"09/25/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12353;10003648;"INSPECTION UNANNOUNCED";"04/11/2018";"IN-COMPLIANCE";;"04/11/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18245;10016638;"INSPECTION UNANNOUNCED";"02/16/2021";"IN-COMPLIANCE";;"02/16/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17644;10016638;"INSPECTION ANNOUNCED";"08/05/2020";"IN-COMPLIANCE";;"08/05/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17494;10016638;"INSPECTION ANNOUNCED";"05/15/2020";"NON-COMPLIANCE";"05/15/2020";"06/08/2020";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17493;10016638;"INSPECTION ANNOUNCED";"05/15/2020";"NON-COMPLIANCE";"05/15/2020";"06/08/2020";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
16847;10016638;"INSPECTION UNANNOUNCED";"12/10/2019";"IN-COMPLIANCE";;"12/10/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15178;10016638;"INSPECTION UNANNOUNCED";"03/13/2019";"NON-COMPLIANCE";"03/13/2019";"03/26/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
15179;10016638;"INSPECTION ANNOUNCED";"06/12/2018";"NON-COMPLIANCE";"06/12/2018";"06/21/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
17849;10003445;"INSPECTION UNANNOUNCED";"09/21/2020";"IN-COMPLIANCE";;"09/21/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17432;10003445;"INSPECTION ANNOUNCED";"03/18/2020";"NON-COMPLIANCE";"03/18/2020";"10/27/2020";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17431;10003445;"INSPECTION ANNOUNCED";"03/18/2020";"NON-COMPLIANCE";"03/18/2020";"10/27/2020";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
16755;10003445;"INSPECTION ANNOUNCED";"10/21/2019";"NON-COMPLIANCE";"10/21/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.560 - NUTRITION"
16754;10003445;"INSPECTION ANNOUNCED";"10/21/2019";"NON-COMPLIANCE";"10/21/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
16753;10003445;"INSPECTION ANNOUNCED";"10/21/2019";"NON-COMPLIANCE";"10/21/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
16752;10003445;"INSPECTION ANNOUNCED";"10/21/2019";"NON-COMPLIANCE";"10/21/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
16751;10003445;"INSPECTION ANNOUNCED";"10/21/2019";"NON-COMPLIANCE";"10/21/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
15389;10003445;"INSPECTION UNANNOUNCED";"05/03/2019";"IN-COMPLIANCE";;"05/03/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14482;10003445;"INSPECTION ANNOUNCED";"12/14/2018";"IN-COMPLIANCE";;"12/14/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12356;10003445;"INSPECTION UNANNOUNCED";"04/10/2018";"IN-COMPLIANCE";;"04/10/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18225;10003566;"INSPECTION UNANNOUNCED";"01/28/2021";"NON-COMPLIANCE";"01/28/2021";"02/12/2021";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
18224;10003566;"INSPECTION UNANNOUNCED";"01/28/2021";"NON-COMPLIANCE";"01/28/2021";"02/12/2021";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
18223;10003566;"INSPECTION UNANNOUNCED";"01/28/2021";"NON-COMPLIANCE";"01/28/2021";"02/12/2021";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
18222;10003566;"INSPECTION UNANNOUNCED";"01/28/2021";"NON-COMPLIANCE";"01/28/2021";"02/12/2021";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
18221;10003566;"INSPECTION UNANNOUNCED";"01/28/2021";"NON-COMPLIANCE";"01/28/2021";"02/12/2021";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17001;10003566;"INSPECTION UNANNOUNCED";"12/17/2019";"NON-COMPLIANCE";"12/17/2019";"01/08/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17000;10003566;"INSPECTION UNANNOUNCED";"12/17/2019";"NON-COMPLIANCE";"12/17/2019";"01/08/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
16999;10003566;"INSPECTION UNANNOUNCED";"12/17/2019";"NON-COMPLIANCE";"12/17/2019";"01/08/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
16998;10003566;"INSPECTION UNANNOUNCED";"12/17/2019";"NON-COMPLIANCE";"12/17/2019";"01/08/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15235;10003566;"INVESTIGATION/PRIORITY 2";"04/08/2019";"NON-COMPLIANCE";"04/08/2019";"04/18/2019";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.230-TRANSPORTATION"
15048;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
15047;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
15046;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
15045;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
15044;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15043;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
15042;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
15041;10003566;"INSPECTION ANNOUNCED";"03/04/2019";"NON-COMPLIANCE";"03/04/2019";"03/19/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
14465;10003566;"INSPECTION UNANNOUNCED";"11/27/2018";"NON-COMPLIANCE";"11/27/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
14464;10003566;"INSPECTION UNANNOUNCED";"11/27/2018";"NON-COMPLIANCE";"11/27/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
14463;10003566;"INSPECTION UNANNOUNCED";"11/27/2018";"NON-COMPLIANCE";"11/27/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14462;10003566;"INSPECTION UNANNOUNCED";"11/27/2018";"NON-COMPLIANCE";"11/27/2018";"12/18/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
