"Facility Type";"Facility Name";"Address";"City";"Zip Code";"County";"Phone";"Provides Transportation";"Infants Accepted";"Full Day Service";"Half Day Service";"Drop In Accepted";"Weekend Service";"Night Service"
"Family Child Care Home";"Daisy Days Childcare";"1098 Jackson Street";"Rock Springs";"82901-";"Sweetwater";"307-431-2217";"Y";"Y";"Y";"Y";;"Y";
"Family Child Care Home";"Dana Loving Care";"199 South 5th East #14";"Green River";"82935-";"Sweetwater";"307-871-5617";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Debi's Daycare";"1805 Montana Way";"Green River";"82935-";"Sweetwater";"307-871-2532";"Y";;"Y";"Y";;;
"Family Child Care Home";"Donna's Day Care";"1230 Elk Mt. Circle";"Green River";"82935-";"Sweetwater";"307-871-9944";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Donna's Daycare";"1109 Clark Street";"Rock Springs";"82901-";"Sweetwater";"307-362-8059";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Family Home Daycare";"210 Agate Street";"Rock Springs";"82901-";"Sweetwater";"307-371-4674";;;"Y";"Y";;;
"Family Child Care Home";"Fits of Laughter Child Care";"116 Chardonnay Lane";"Rock Springs";"82901-";"Sweetwater";"307-871-7789";;;"Y";;;;
"Family Child Care Home";"Joann Lopez";"325 S. Wagon Wheel";"Green River";"82935-";"Sweetwater";"307-871-4735";"Y";;"Y";"Y";;;
"Family Child Care Home";"JULIE ATTEBURY";"2750 ALAMOSA CIRCLE";"Green River";82935;"Sweetwater";"307-875-6975";;;"Y";;;;
"Family Child Care Home";"Kandis Day Care";"2311 Popo - Agie";"Rock Springs";"82901-";"Sweetwater";"307-362-7424";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Lady Bug Day Care";"421 Arrowhead Way";"Rock Springs";"82901-";"Sweetwater";"307-351-4674";"Y";;"Y";"Y";;;
"Family Child Care Home";"Learning Land Pre-School";"1113 Woodhaven Drive";"Rock Springs";"82001-0000";"Sweetwater";"307-382-5353";;;;"Y";;;
"Family Child Care Home";"Learning Safari";"2330 Tennessee Drive";"Green River";"82935-0000";"Sweetwater";"307-875-2353";"Y";"Y";"Y";"Y";;"Y";"Y"
"Family Child Care Home";"Lilliput Childcare";"1775 Alabama Street";"Green River";"82935-";"Sweetwater";"307-871-9761";;;"Y";"Y";;"Y";
"Family Child Care Home";"Little Fox Den Daycare";"2005 Wyoming Drive";"Green River";"82935-0000";"Sweetwater";"307-875-5306";;;;;;;
"Family Child Care Home";"Little Hands Daycare";"1800 Arkansas Drive";"Green River";"82935-";"Sweetwater";"307-875-1870";"Y";;"Y";"Y";;;
"Family Child Care Home";"Panda Bear Day Care";"504 Dana Circle";"Rock Springs";"82901-0000";"Sweetwater";"307-371-8573";;;"Y";;;;
"Family Child Care Home";"Pollywogs Day Care";"304 Taylor Street";"Rock Springs";"82901-";"Sweetwater";"307-349-7381";;"Y";"Y";"Y";;;
"Family Child Care Home";"PRECIOUS CHILDREN";"1313 Red Tail Drive";"Rock Springs";"82901-";"Sweetwater";"307-362-5246";"Y";"Y";;;;;
"Family Child Care Home";"Sunny Side School and Childcare";"1310 Cliff View Drive";"Green River";"82935-";"Sweetwater";"307-399-5545";"Y";;"Y";"Y";;;
"Family Child Care Home";"Super Stars Preschool";"23 Morning Glory Way";"Rock Springs";"82901-";"Sweetwater";"307-371-7270";;;;"Y";;;
"Family Child Care Home";"THERESAS DAYCARE";"2630 MISSOURI CT";"Green River";82935;"Sweetwater";"307-875-6139";;"Y";"Y";"Y";;;
"Family Child Care Home";"Welcome to the Jungle";"2315 Hitching Post Drive";"Green River";"82935-";"Sweetwater";"307-707-6500";;"Y";"Y";"Y";;;
"Family Child Care Home";"Young Ones Preschool";"1740 California Drive";"Green River";"82935-0000";"Sweetwater";"307-875-8811";;;;;;;
"Family Child Care Home";"ZELLAS DAY CARE";"255 CROSSBOW DR.";"Green River";82935;"Sweetwater";"307-875-3216";;"Y";"Y";"Y";;;
"Family Child Care Home";"ABC Kids";"130 Crabtree Lane";"Jackson";"83002-";"Teton";"307-690-0331";;"Y";;;;;
"Family Child Care Home";"CHILDREN FIRST";"555 DOGWOOD DRIVE";"Jackson";83001;"Teton";"307-733-3234";;;;;;;
"Family Child Care Home";"HILLTOP PRESCHOOL";"760 E. SIMPSON AVENUE";"Jackson";"83001-";"Teton";"307-734-9307";;;"Y";"Y";;;
"Family Child Care Home";"JACKSON HOLE LEARN AND PLAY";"3950 W. PONY DRIVE";"Wilson";83014;"Teton";"307-7332248";;;"Y";;;;
"Family Child Care Home";"KID POWER HOME CHILDCARE";"2118 HIDDEN RANCH LANE";"Jackson";83001;"Teton";"307-733-7232";"Y";"Y";;;;;
"Family Child Care Home";"Room To Bloom Home Childcare";"430 East Hansen";"Jackson";"83001-";"Teton";"307-413-9900";;;;;;;
"Family Child Care Home";"Sweet Spirits Child Care L.L.C";"211 B East Kelly";"Jackson";"83001-";"Teton";"307-413-4439";;;;;;;
"Family Child Care Home";"Boehme's  Babies";"111 Sac Fox CT";"Evanston";82930;"Uinta";"307-789-7366";;;;;;;
"Family Child Care Home";"Busy Bees Daycare";"1719 B Ave";"Lyman";"82937-";"Uinta";"307-399-2561";;;;;;"Y";
"Family Child Care Home";"COLEEN'S DAYCARE";"473 TWIN RIDGE AVE.";"Evanston";82930;"Uinta";"307-789-5871";;"Y";"Y";"Y";;;
"Family Child Care Home";"DIANE REX";"117 NAVAJO CIRCLE";"Evanston";82930;"Uinta";"307-789-7536";;"Y";"Y";"Y";;;
"Family Child Care Home";"Freida Blakeman";"117 Colonial Ave";"Evanston";82930;"Uinta";"307-789-4010";;"Y";"Y";"Y";;;
"Family Child Care Home";"Jan's Daycare";"61 Spring Drive";"Fort Bridger";"82933-";"Uinta";"307-782-7414";;;;;;;
"Family Child Care Home";"Julie's Day Care";"312 Hansen Ave";"Evanston";82930;"Uinta";"307-789-2134";;"Y";;;;;
"Family Child Care Home";"Kathy Garn";"1720 B Street";"Lyman";"82937-";"Uinta";"307-786-2154";;;;;;;
"Family Child Care Home";"MARY WITHOUSE";"122 HOPI CT";"Evanston";82930;"Uinta";"307-789-7729";;;;;;;
"Family Child Care Home";"Nana's";"213 Washakie DR";"Evanston";82930;"Uinta";"307-789-7924";;"Y";;;;;
"Family Child Care Home";"Verlynn's Daycare";"1791 HWY 411";"Fort Bridger";"82933-";"Uinta";"307-782-6527";;;;;;"Y";
"Family Child Care Home";"3C'S DAYCARE CENTER";"1209 CHARLES AVE";"Worland";82401;"Washakie";;"Y";;;;;"Y";
"Family Child Care Home";"APPLE ACADEMY";"1700 YELLOWSTONE";"Worland";82401;"Washakie";"307-347-3643";;;"Y";;;;
"Family Child Care Home";"Bear's Kiddo Care";"916 Culbertson Ave";"Worland";"82401-";"Washakie";"307-431-5184";;;;;;;
"Family Child Care Home";"MILLER'S DAYCARE";"1416 Coburn";"Worland";82401;"Washakie";"307-347-8836";;"Y";;;;;
"Family Child Care Home";"My Kids Daycare";"201 Fourth Street";"Ten Sleep";"82442-";"Washakie";"307-366-2441";;"Y";"Y";;;;
"Family Child Care Home";"Tanya's Tots";"608 Obie Sue";"Worland";"82401-000";"Washakie";"307-347-9277";;"Y";;;;;
"Family Child Care Home";"TUNI'S DAYTIME BABIES";"2100 CIRCLE RD";"Worland";82401;"Washakie";"307-347-8425";;"Y";;;;"Y";
"Family Child Care Home";"Jenn's Polka Tots";"1912 Sage Drive";"Upton";"82730-";"Weston";"307-468-2191";;;;;;;
"Family Child Care Home";"SLS Daycare";"205 E Warwick";"Newcastle";"82701-";"Weston";"307-746-2215";;"Y";"Y";"Y";;;
"Multiple Location Family Facility Child Care Center";"SWEETWATER COUNTY CHILD DEVELOPMENT CENTER Shoshon";"25 Shoshone";"Green River";"82935-";"Sweetwater";"307-872-3290";;;;"Y";;;
