"ID";"Type";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Email";"Website";"Capacity";"Operational Information";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Infants (0-12 months)";"Toddler (12-24 months)";"Toddler (24-36 months)";"Pre-School (3-5 years old)";"School-Age (6-12 years old)";"Full Day Care";"Half Day Care";"Weekend Care";"Drop-In Care";"Night Care";"Provides Transportation";"Child and Adult Food Program";"Accepts Subsidies";"Certified Nature Explore Classroom";"Implementing WY ELG/ELF";"Accepts Special Needs";"Pet Free Environment";"Has Cat(s)";"Has Dog(s)";"Has Other Pet(s)"
17179;"FCCC";"Becca's Blessings";"2626 West A St.";"Torrington";"WY";82240;"Goshen";"307-338-0154";"greenr@live.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
16848;"FCCH";"Becky Owens Daycare";"1655 Sage Street";"Newcastle";"WY";82701;"Weston";"307-746-9611";"beckyandty@hotmail.com";;9;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;"Yes";
2496;"FCCH";"Bee A Learner Pre-School";"3317 Sierra Circle";"Rock Springs";"WY";82901;"Sweetwater";"307-389-2572";"beealearner@gmail.com";;10;"Closed Summer : September to May";"Closed";"09:30 AM - 11:30 PM";"09:30 AM - 03:30 PM";"09:30 AM - 11:30 PM";"09:30 AM - 03:30 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;"Yes";
1684;"FCCC";"Benita's Daycare";"323 S. 6th Avenue";"Casper";"WY";82604;"Natrona";"307-266-2664";"bullington55@gmail.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;;;;;;;;;
17308;"FCCH";"Beyond Blessed, LLC";"2215 Hillside Drive";"Laramie";"WY";82070;"Albany";"307-742-2116";"meansfamily5@aol.com";;10;"Regular/Year Round";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";;"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;;
14329;"CCC";"Big Steps Early Learning Center";"751 Avoca";"Sheridan";"WY";82801;"Sheridan";"307-675-1814";"dragonshadow628@gmail.com";;63;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
17048;"FCCH";"Blackmore Academy";"2005 East 15th Street";"Casper";"WY";82601;"Natrona";"307-267-2665";"m.montesdeoca.15@gmail.com";;8;"Regular/Year Round";"Closed";"07:30 AM - 04:00 PM";"07:30 AM - 04:00 PM";"07:30 AM - 04:00 PM";"07:30 AM - 04:00 PM";"07:30 AM - 04:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
1674;"FCCH";"Blessed Beginnings";"55 Ranchette Rd";"Cody";"WY";82414;"Park";"(307)";"ranchette55@gmail.com";;10;"Regular/Year Round";"Closed";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";;;"Yes";"Yes";;;;;"Yes";;;;"Yes";;"Yes";"Yes";"Yes"
17297;"FCCC";"Blue Bear Day Care";"3303 Rock Springs Street";"Cheyenne";"WY";82001;"Laramie";"307-751-0201";"brendamckinzie@gmail.com";;15;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
17208;"FCCC";"Blue Ribbon Academy LLC";"3012 Paintbrush";"Worland";"WY";82401;"Washakie";"307-431-2473";"brittanytidemann@hotmail.com";;10;"Seasonal : August to May";"Closed";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"Closed";;;;;;"Yes";"Yes";;;;;;"Yes";;;;"Yes";;;
16996;"FCCH";"Brenda's Daycare";"809 Sutherland Cove Ln.";"Gillette";"WY";82718;"Campbell";"307-567-0013";"brendagems@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;;
2221;"FCCH";"Bricker Bunch Childcare";"2901 Pheasant Dr.";"Casper";"WY";82604;"Natrona";"307-337-1155";"kjbricker07@hotmail.com";;8;"Closed Summer : August to June";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";"Yes";;;;;;;;
2479;"CCC";"Bridger Valley Child Development Center";"1001 HWY 414 N";"Mountain View";"WY";82939;"Uinta";"307-782-6601";"bvcdc@lucda.org";;86;"Closed Summer : September to May";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 12:00 PM";"Closed";;"Yes";;"Yes";;"Yes";"Yes";;;;"Yes";"Yes";;;;"Yes";"Yes";;;
16971;"FCCC";"Bright Beginnings Child Care Center";"817 Drew Court";"Cheyenne";"WY";82007;"Laramie";"307-635-5503";"purple_taz25@yahoo.com";;15;"Regular/Year Round";"Closed";"06:30 AM - 05:45 PM";"06:30 AM - 05:45 PM";"06:30 AM - 05:45 PM";"06:30 AM - 05:45 PM";"06:30 AM - 05:45 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
1576;"CCC";"BRIGHT BEGINNINGS DAY CARE";"4005 TEEPEE ST.";"Gillette";"WY";82718;"Campbell";"307-686-2495";"bbtepee@yahoo.com";;58;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";;;"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;"Yes";;;"Yes";"Yes";;;
1622;"CCC";"BRIGHT BEGINNINGS II";"1012 4-J Road";"Gillette";"WY";82716;"Campbell";"307-686-6331";"bbtepee@yahoo.com";;60;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";;;"Yes";"Yes";;"Yes";;;;;"Yes";;"Yes";;;;;;;"Yes"
1897;"FCCC";"BRIGHT BEGINNINGS LANDER";"331 MORTIMORE LANE";"Lander";"WY";82520;"Fremont";"307-332-7872";"kimmckinney@wyoming.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 04:30 PM";"07:30 AM - 04:30 PM";"07:30 AM - 04:30 PM";"07:30 AM - 04:30 PM";"07:30 AM - 04:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;"Yes";
1974;"CCC";"Bright Futures Childcare Center";"540 Avoca Ave";"Sheridan";"WY";82801;"Sheridan";"307-672-2956";"brightfutureschildcare@rocketmail.com";;33;"Regular/Year Round";"Closed";"07:00 AM - 03:30 PM";"07:00 AM - 03:30 PM";"07:00 AM - 03:30 PM";"07:00 AM - 03:30 PM";"07:00 AM - 03:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
1692;"CCC";"Bright Minds Childcare and Learning Center";"2501 E. 3rd St.";"Casper";"WY";82609;"Natrona";"307-333-1501";"brightminds2501@gmail.com";;34;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
16992;"CCC";"Bright Minds Infant Center";"2610 East 3rd Street";"Casper";"WY";82609;"Natrona";"307-333-5993";"brightminds2501@gmail.com";;20;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";;;;"Yes";;;;;;;"Yes";;;;;;;
17124;"FCCH";"Bright Stars Preschool";"85 Twin Cliffs RD";"Afton";"WY";83110;"Lincoln";"307-760-4820";"danerica@gmail.com";;10;"Closed Summer : September to May";"Closed";"09:00 AM - 11:00 AM";"09:00 AM - 11:00 AM";"09:00 AM - 11:00 AM";"Closed";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
2415;"FCCH";"Buds to Blossoms";"1120 E. 24th Ave";"Torrington";"WY";82240;"Goshen";"760-920-5520";"budstoblossoms@yahoo.com";;10;"Regular/Year Round";"Closed";"07:00 - 05:30";"07:00 - 05:30";"07:00 - 05:30";"07:00 - 05:30";"07:00 - 05:30";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
2541;"CCC";"BUFFALO CHILDREN'S CENTER, INC";"151 S. KLONDIKE";"Buffalo";"WY";82834;"Johnson";"307-684-5802";"bcc@fiberpipe.net";;84;"Regular/Year Round";"Closed";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;;
16979;"CCC";"Building Blocks Learning Center";"319 4th street";"Rawlins";"WY";82301;"Carbon";"307-324-5170";"Cheryl.Hulme2013@gmail.com";;63;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;"Yes";;;;;;;
2413;"FCCH";"Bullfrogs and Butterflies Childcare";"1755 Riverview Road";"Riverton";"WY";82501;"Fremont";"307-850-5482";"susan.anderson.1993@gmail.com";;10;"Regular/Year Round";"Closed";"07:15 AM - 05:45 PM";"07:15 AM - 05:45 PM";"07:15 AM - 05:45 PM";"07:15 AM - 05:45 PM";"07:15 AM - 05:45 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;"Yes";;;"Yes";;;"Yes";
1906;"FCCC";"Bumble Bees and Bears";"3506 Birch Place";"Cheyenne";"WY";82001;"Laramie";"(307)";"sueerpelding@gmail.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";;;;;;;;
1942;"FCCC";"Burkart's Busy Bods";"7211 Saddle Ct.";"Torrington";"WY";82240;"Goshen";"(307)";"laceyburkart@gmail.com";;15;"Regular/Year Round";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"Yes";"Yes";"Yes";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;
1955;"FCCH";"Busy Bears Preschool";"316 Jefferson Street";"Afton";"WY";83110;"Lincoln";"307-248-8077";"Honeypotbear@yahoo.com";;9;"Closed Summer : September to May";"Closed";"08:00 AM - 12:30 PM";"08:00 AM - 10:00 AM";"08:00 AM - 10:00 AM";"08:00 AM - 10:00 AM";"Closed";"Closed";;;;"Yes";;;;;;;;;;;;;;;;
17236;"FCCH";"Busy Bee's Daycare";"302 W Adams";"Riverton";"WY";82501;"Fremont";"307-840-6277";"arianarieck0@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;"Yes";
17370;"FCCH";"Busy Bee Home Daycare";"2338 Central Ave.";"Cody";"WY";82414;"Park";"715-222-9247";"kayla.busybee@gmail.com";;10;"Regular/Year Round";"Closed";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 AM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;"Yes";
17214;"CCC";"Busy Bee Preschool";"1200 Culbertson";"Worland";"WY";82401;"Washakie";"307-258-8692";"kaylabee28@gmail.com";;22;"Closed Summer";"Closed";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;"Yes";;;;"Yes";;;
918;"CCC";"Busy Bumblebees";"4925 Natrona Ave.";"Mills";"WY";82644;"Natrona";"307-267-4124";"carmen_dyer2000@yahoo.com";;36;"Regular/Year Round";"Closed";"05:45 AM - 05:30 PM";"05:45 AM - 05:30 PM";"05:45 AM - 05:30 PM";"05:45 AM - 05:30 PM";"05:45 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
2387;"CCC";"CARBON COUNTY CHILD DEVELOPMENT CENTER 2";"1705 EDINBURGH";"Rawlins";"WY";82301;"Carbon";"307-324-4951";"mmonson@cccdp.net";;22;"Regular/Year Round";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";"Closed";;;;"Yes";;"Yes";"Yes";;;;"Yes";;;;;;;;;
2149;"CCC";"CARBON COUNTY CHILD DEVELOPMENT PROGRAM";"1801 EDINBURGH";"Rawlins";"WY";82301;"Carbon";"307-324-9571";"mmonson@cccdp.net";;85;"Closed Summer";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;;;;;;;;
1898;"FCCC";"Care A Lot";"595 Madison";"Afton";"WY";83110;"Lincoln";"307-885-1363";"dustiej3@gmail.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
17407;"CCC";"Care Bear Childcare";"2115 Morrie Ave.";"Cheyenne";"WY";82001;"Laramie";"307-365-5044";"Carebearchildcare2022@gmail.com";;31;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;;;;
1917;"FCCH";"CARLA'S DAY CARE";"2842 Olive Drive";"Cheyenne";"WY";82009;"Laramie";"307-640-7014";"carlahardsocg@yahoo.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;;"Yes";;;"Yes";;;"Yes";
1857;"FCCC";"CAROL'S DAY CARE";"630 WEST DEER";"Glenrock";"WY";82637;"Converse";"(307)";"nenersturdevant@hotmail.com";;14;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";;;;;;;;
2189;"CCC";"Casey's Country Child Care";"5 Hutchinson Road";"Riverton";"WY";82501;"Fremont";"307-851-5585";"caseyjoclausen@hotmail.com";;43;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;"Yes";;;
2519;"CCC";"Casper College Early Childhood Learning Center";"125 College Drive";"Casper";"WY";82601;"Natrona";"(307)";"emily.calmes@caspercollege.edu";;62;"Closed Summer : September to May";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;;
2515;"CCC";"CDC (Summit Elementary)";"2230 Waterford St.";"Casper";"WY";82609;"Natrona";"307-253-3098";"mmurray@cdccasper.org";;40;"Closed Summer : September to May";"Closed";"08:30 AM - 03:30 PM";"08:30 AM - 03:30 PM";"08:30 AM - 03:30 PM";"08:30 AM - 03:30 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;"Yes";;;;;;;;
2049;"FCCH";"CHERI'S DAYCARE";"2211 STEVE AVENUE";"Cheyenne";"WY";82007;"Laramie";"307-637-3557";"Tbestmom@bresnan.net";;10;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;"Yes";;;;;;;;
16952;"CCC";"Cheyenne Hills Christian Pre-Academy";"7505 US Hwy 30";"Cheyenne";"WY";82001;"Laramie";"307-778-6431";"moe593@yahoo.com";"https://https://www.cheyennehills.org/christianschool/";39;"Closed Summer : August to May";"Closed";"08:45 AM - 03:00 PM";"08:45 AM - 03:00 PM";"08:45 AM - 03:00 PM";"08:45 AM - 03:00 PM";"08:30 AM - 03:10 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;;;;;"Yes";;;
16831;"FCCH";"Child Care Licensing - test facility 2";"851 Werner Ct. Ste. #200";"Duluth";"GA";30097;0;"307-473-3933";"Stoney.Busch@wyo.gov";"https://dfsweb.wyo.gov";0;"Closed Summer : August to May";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";;;;;;;;;;;;;;;;;;;;
2433;"CCC";"CHILD DEVELOPMENT CENTER OF NATRONA COUNTY #1";"2020 EAST 12TH";"Casper";"WY";82601;"Natrona";"307-235-5097";"lkapeles@cdccasper.org";;266;"Regular/Year Round";"Closed";"08:30 AM - 03:30 PM";"08:30 AM - 03:30 PM";"08:30 AM - 03:30 PM";"08:30 AM - 03:30 PM";"Closed";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";"Yes";;;;;;;;
2131;"CCC";"Child Development Center R2";"1881 S Sheridan Ave";"Sheridan";"WY";82801;"Sheridan";"307-673-2700";"myoung@cdcregion2.org";"https://www.cdcregion2.org";68;"Regular/Year Round : August to May";"Closed";"08:15 AM - 03:15 PM";"08:15 AM - 03:15 PM";"08:15 AM - 03:15 PM";"08:15 AM - 03:15 PM";"08:15 AM - 03:15 PM";"Closed";;;;"Yes";;;"Yes";;;;;"Yes";;;;"Yes";"Yes";;;
1921;"CCC";"CHILD DEVELOPMENT SERVICES OF FREMONT COUNTY";"1205 E Lincoln";"Riverton";"WY";82501;"Fremont";"(307)";"kstantons@cdsfc.org";;72;"Regular/Year Round : September to September";"Closed";"08:30 AM - 03:00 PM";"08:30 AM - 03:00 PM";"08:30 AM - 03:00 PM";"08:30 AM - 03:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;"Yes";;;;;;"Yes";;;
2436;"CCC";"CHILD DEVELOPMENT SERVICES OF FREMONT COUNTY";"100 PUSHROOT CT.";"Lander";"WY";82520;"Fremont";"(307)";"kstanton@cdsfc.org";;69;"Regular/Year Round : September to September";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";;;;"Yes";;;"Yes";;;;"Yes";;;;;;"Yes";;;
17274;"CCC";"Child Development Services of Fremont County";"1202 E Jackson";"Riverton";"WY";82501;"Fremont";"307-856-4337";"kstanton@cdsfc.org";;37;"Seasonal : August to May";"Closed";"08:30 AM - 03:30 PM";"08:30 - 12:00";"08:30 - 12:00";"08:30 - 12:00";"Closed";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;;;;;;;;
2487;"CCC";"CHILDREN'S DEVELOPMENTAL SERVICES OF CAMPBELL CO.";"1801 S. 4 - J ROAD";"Gillette";"WY";82718;"Campbell";"307-682-2392";"tme70@ccgov.net";;453;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;"Yes";"Yes";;;
1673;"CCC";"Children's Discovery Center";"454 E. Hennick St";"Pinedale";"WY";82941;"Sublette";"307-367-6272";"office@pinedalediscoverycenter.org";"https://pinedalediscoverycenter.org";38;"Regular/Year Round";"Closed";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"Closed";;;"Yes";"Yes";;"Yes";;;;;"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes"
16866;"CCC";"Children's Learning Center - Mercill";"145 W Mercill, PO Box 4100";"Jackson";"WY";83001;"Teton";"307-733-1616";"nmontiel@learningcenterwy.org";"https://learningcenterwy.org";118;"Regular/Year Round";"Closed";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;;
2316;"CCC";"Children's Learning Center - Pinedale";"191 S. FRANKLIN";"Pinedale";"WY";82941;"Sublette";"307-367-6306";"bgregory@learningcenterwy.org";;49;"Closed Summer : September to May";"Closed";"08:15 AM - 03:15 PM";"08:15 AM - 03:15 PM";"08:15 AM - 03:15 PM";"08:15 AM - 03:15 PM";"Closed";"Closed";;;"Yes";"Yes";;;"Yes";;;;"Yes";;;;;;;;;
2317;"CCC";"Children's Learning Center Big Piney";"650 Piney Drive";"Big Piney";"WY";83113;"Sublette";"307-276-5415";"oeiden@learningcenterwy.org";;48;"Closed Summer : September to May";"Closed";"08:15 AM - 03:30 PM";"08:15 AM - 03:30 PM";"08:15 AM - 03:30 PM";"08:15 AM - 03:30 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;"Yes";;;;;"Yes";;;;
16873;"CCC";"Children's Learning Center EHS-HS Mercill";"145 W Mercill Ave, PO Box 4100";"Jackson";"WY";83001;"Teton";"307-732-0525";"mmcfarlane@learningcenterwy.org";"https://learningcenterwy.org";47;"Seasonal : August to June";"Closed";"08:00 AM - 02:30 PM";"08:00 AM - 02:30 PM";"08:00 AM - 02:30 PM";"08:00 AM - 02:30 PM";"Closed";"Closed";;;;"Yes";;"Yes";;;;;;;;;;;;;;
1902;"CCC";"Children's Learning Center Rafter J";"1300 Valley Springs Road";"Jackson";"WY";83001;"Teton";"307-733-0333";"ajohnson@learningcenterwy.org";;98;"Regular/Year Round";"Closed";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;"Yes";;;;;;;;;
2443;"CCC";"Children's Learning Foundation";"1021 HWY 414";"Mountain View";"WY";82939;"Uinta";"307-782-7040";"chouskeeper@ecdcwy.org";;142;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";"Yes";"Yes";;;"Yes";"Yes";;;
2047;"CCC";"CHILDREN'S RESOURCE CENTER";"130 HWY 20 South";"Thermopolis";"WY";82443;"Hot Springs";"307-864-9227";"jstrenger@crcwyoming.org";;32;"Regular/Year Round : August to May";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 12:00 PM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;"Yes";"Yes";;;
2123;"CCC";"CHILDREN'S RESOURCE CENTER CODY";"2525 Cougar Ave";"Cody";"WY";82414;"Park";"307-527-7784";"mswanton@crcwyoming.org";"https://crcwyoming.org";30;"Closed Summer : August to May";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";;;;;"Yes";"Yes";;;
1666;"CCC";"CHILDREN'S RESOURCE CENTER LOVELL";"435 E. 5TH.";"Lovell";"WY";82431;"Big Horn";"307-548-6722";"tlundberg@crcwyoming.org";;24;"Closed Summer : September to May";"Closed";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;;;;;;;;
