"id";"name";"street";"city";"state";"zip";"phone";"county";"email";"website";"rating";"ages_served";"schedule";"environment";"special_needs";"languages";"license_id";"care_type";"meals";"financial_assistance";"animals_pets";"transportation";"elementary_schools";"hours_of_operation_monday";"hours_of_operation_tuesday";"hours_of_operation_wednesday";"hours_of_operation_thursday";"hours_of_operation_friday";"hours_of_operation_saturday";"hours_of_operation_sunday";"latitude";"longitude";"alternate_phone"
3317;"RGEC @ Dennis Chavez Elementary * (TEMP CLOSED)";"7500 Barstow St NE";"Albuquerque";"NM";87109;"505-873-6035";"Bernalillo";"mlujan@rgec.org";"www.rgec.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion";"English";156747;"School Age Program";"Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided";"Dennis Chavez Elem. - Albuquerque";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";;;35.1677263;-106.5502128;
3128;"Camp Fire USA @ Dennis Chavez Elementary (TEMP CLOSED)";"7500 Barstow St. NE";"Albuquerque";"NM";87109;"505-842-8787";"Bernalillo";"programming@campfireabq.org";"www.campfireabq.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices";"English";154172;"School Age Program";"Afternoon Snack";"Sibling Discount; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided";"Dennis Chavez Elem. - Albuquerque";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";;;35.1677263;-106.5502128;
3100;"South Mountain Elem. School * (TEMP CLOSED)";"577 Hwy 344";"Edgewood";"NM";87035;"505-873-6035";"Santa Fe";"mlujan@rgec.org";"www.rgec.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion";"English";153197;"School Age Program";"Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided";"South Mountain Elem. - Edgewood";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";;;35.1446526;-106.1930574;
1575;"Cottonwood Montessori School (EMERG OPEN)";"3896 Corrales Road";"Corrales";"NM";87048;"505-897-8375";"Sandoval";"trish@cottonwoodschool.org";"www.cottonwoodschool.org";"2-STAR Basic Licensure";"1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";50961;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Hamsters/Guinea Pigs/Mice; Fish or Amphibian; Bird(s); Barnyard/Farm/Ranch Animals";"Transportation Not Provided";;"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;35.2179828;-106.6206382;
372;"Risen Savior Daily Preschool (EMERG OPEN)";"7701 Wyoming Blvd NE";"Albuquerque";"NM";87109;"505-821-1571 EXT 112";"Bernalillo";"preschool@risensaviorcc.org";"www.risensaviorcc.org";"2-STAR Basic Licensure";"3, 4, 5 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English";73072;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Scholarships; No Child Care Assistance Accepted";"No Pets or Animals";"Near Public Transportation; Transportation Not Provided";;"8:30 AM - 12:00 PM";"8:30 AM - 12:00 PM";"8:30 AM - 12:00 PM";"8:30 AM - 12:00 PM";"8:30 AM - 12:00 PM";;;35.1687378;-106.5608931;
3618;"Children's Choice at Hubert H. Humphrey (EMERG OPEN)";"9801 Academy Hills Dr. NE";"Albuquerque";"NM";87111;"505-296-2880";"Bernalillo";"ashcraft@childrens-choice.org-choice.org";"www.childrens";"5-STAR";"5, 6-12 years old";"Full & Part Time, School Year";"Wheelchair Accessible; Swimming pool fenced & locked; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";162828;"School Age Program";"Morning Snack; Afternoon Snack; Parents must send meals/snacks";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Walking Distance to School";"Hubert H. Humphrey Elem. - Albuquerque";"7:00 PM - 06:00 PM";"7:00 PM - 06:00 PM";"7:00 PM - 06:00 PM";"7:00 PM - 06:00 PM";"7:00 PM - 06:00 PM";;;35.15125;-106.530498;"505-974-8069"
1897;"(FCCH) Kidz Rock LLC (EMERG OPEN)";"Spain & Eubank";"Albuquerque";"NM";87111;"505-296-4210";"Bernalillo";"donnie-bradley@comcast.net";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Faith-based; Outdoor play area fenced; Guns kept locked & inaccessible to children";"No Experience or Training";"English; Spanish; Bilingual";49818;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided; School bus stop is close to Provider";"Hubert H. Humphrey Elem. - Albuquerque";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";"6:45 AM - 06:00 PM";;;35.1451205;-106.5219726;"505-410-3301"
3785;"NMPreK-P Turquoise Trail Charter School";"13 A San Marcos Loop";"Santa Fe";"NM";87508;"505-986-4000";"Santa Fe";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.532549;-106.0545871;
2440;"Turquoise Trail Charter Elementary (TEMP CLOSED)";"13 A San Marcos Loop";"Santa Fe";"NM";87508;"505-986-4051";"Santa Fe";"rcole@ttschool.org";"www.turquiostrialcharterschool.info";"2-STAR Basic Licensure";"5, 6-12 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";137055;"School Age Program";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";;"Walking Distance to School; Transportation Not Provided";"Turquoise Trail Charter School - Santa Fe";"7:45 AM - 05:30 PM";"7:45 AM - 05:30 PM";"7:45 AM - 05:30 PM";"7:45 AM - 05:30 PM";"7:45 AM - 05:30 PM";;;35.532549;-106.0545871;
955;"Hope Christian Preschool (EMERG OPEN)";"6721 Palomas Ave NE";"Albuquerque";"NM";87109;"505-797-4290 EXT 429";"Bernalillo";"rjtaylor@hcsnm.org";"www.hopechristianschool.org";"2-STAR Basic Licensure";"3, 4, 5 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"No Experience or Training";"English";109142;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Scholarships; No Child Care Assistance Accepted";"Hamsters/Guinea Pigs/Mice";"Near Public Transportation; Transportation Not Provided";;"8:15 AM - 06:00 PM";"8:15 AM - 06:00 PM";"8:15 AM - 06:00 PM";"8:15 AM - 06:00 PM";"8:15 AM - 06:00 PM";;;35.1730355;-106.5731625;
632;"Hoffmantown Kids Express (EMERG OPEN)";"8888 Harper Dr NE";"Albuquerque";"NM";87111;"505-858-8602";"Bernalillo";"darleend@hoffmantown.org";"www.hoffmantownchurch.org";"1-STAR Basic Licensure";"2, 3, 4, 5 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"No Experience or Training";"English";54173;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Scholarships; No Child Care Assistance Accepted";"No Pets or Animals";"Near Public Transportation; Transportation Not Provided";;"9:00 AM - 01:00 PM";"9:00 AM - 01:00 PM";"9:00 AM - 01:00 PM";"9:00 AM - 01:00 PM";;;;35.1547475;-106.5446674;"505-858-8613"
4483;"NMPreK-P (APS) Edmund G. Ross Elementary";"6700 Palomas Ave NE";"Albuquerque";"NM";87109;"505-880-3744";"Bernalillo";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.172359;-106.5734355;
3657;"Camp Fire USA @ E. G. Ross Elementary (TEMP CLOSED)";"6700 Palomas Ave. NE";"Albuquerque";"NM";87109;"505-842-8787";"Bernalillo";"programming@campfireabq.org";"www.campfireabq.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices";"English";163772;"School Age Program";"Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided";"Edmund G. Ross Elem. - Albuquerque";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";"2:00 PM - 06:00 PM";;;35.172359;-106.5734355;
509;"Covenant School Del Norte (EMERG OPEN)";"7120 Wyoming NE";"Albuquerque";"NM";87109;"505-856-5493";"Bernalillo";"joy@covenantschools.com";"www.covenantschools.com";"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Sign Language";94687;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sliding scale based on family size/income; No Child Care Assistance Accepted";"Fish or Amphibian";"Transportation Not Provided";;"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;35.1608708;-106.5586597;"505-797-8302"
2795;"Camp Fire USA @ SY Jackson * (TEMP CLOSED)";"4720 Cairo Dr. NE";"Albuquerque";"NM";87111;"505-842-8787";"Bernalillo";"programming@campfireabq.org";"www.campfireabq.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices";"English";144959;"School Age Program";"Morning Snack; Afternoon Snack";"Sibling Discount; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided";"S.Y. Jackson Elem. - Albuquerque";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;35.1346356;-106.5109572;
4659;"New Mexico Early Learning Academy (EMERG OPEN)";"5528 Eubank Blvd NE";"Albuquerque";"NM";87111;"505-237-1080";"Bernalillo";"abqnmela@gmail.com";"http";"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Sign Language";173216;"Child Care Center";"Morning Snack; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Not Provided";;"6:30 AM - 06:30 PM";"6:30 AM - 06:30 PM";"6:30 AM - 06:30 PM";"6:30 AM - 06:30 PM";"6:30 AM - 06:30 PM";;;35.1426598;-106.5310633;
3120;"KidsZone (EMERG OPEN)";"4110 Sabana Grande Blvd";"Rio Rancho";"NM";87124;"505-891-6196";"Sandoval";"jharvey@rrnm.gov";;"2-STAR Basic Licensure";"3, 4, 5 years old";"Part-Time, School Year";"No Swimming Pool; Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English; Bilingual";153986;"Child Care Center";"Parents must send meals/snacks";"No Child Care Assistance Accepted";"No Pets or Animals";"Transportation Not Provided";;"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";;;35.2429072;-106.6541317;"505-220-1187"
370;"Kids Under Construction (EMERG OPEN)";"4601 Juan Tabo Blvd NE";"Albuquerque";"NM";87111;"505-293-4448";"Bernalillo";"kids4448@msn.com";"www.kucipreschool.com";"5-STAR";"2, 3, 4, 5 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"English";62654;"Child Care Center";"Morning Snack; Afternoon Snack; Parents must send meals/snacks";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Near Public Transportation; Transportation Not Provided";;"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";;;35.1339069;-106.5164599;"505-293-2356"
795;"Children of Faith Preschool (TEMP CLOSED)";"10000 Spain NE";"Albuquerque";"NM";87111;"505-323-6400";"Bernalillo";"jcicchini@faithabq.org";"www.cofschool.com";"2-STAR Basic Licensure";"2, 3, 4, 5 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English; Spanish; Bilingual";94670;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Near Public Transportation; Transportation Not Provided";;"8:15 AM - 03:15 PM";"8:15 AM - 03:15 PM";"8:15 AM - 03:15 PM";"8:15 AM - 03:15 PM";"8:15 AM - 03:15 PM";;;35.1386319;-106.5288751;
100;"Watch Me Grow Preschool (EMERG OPEN)";"75 Manzano Expressway";"Belen";"NM";87002;"505-864-6095 EXT 3";"Valencia";"belenumc@live.com";"firstumcbelen.org";"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";94692;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Scholarships; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Not Provided; School bus stop is close to Provider";"La Merced Elem. - Belen";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;34.6593374;-106.6693008;
3841;"NMPreK-C Watch Me Grow Preschool (EMERG OPEN)";"75 Manzano Expressway";"Belen";"NM";87002;"505-864-6095 EXT 3";"Valencia";"walruslover@hotmail.com";;" ";"4 years old";"Part-Time, School Year";;;"English; Spanish";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;34.6558319;-106.7257214;
4046;"RGEC @ La Merced Elementary * (EMERG OPEN)";"301 Alame Loop";"Belen";"NM";87002;"505-873-6035";"Valencia";"mlujan@rgec.org";"www.rgec.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";;"English";166354;"School Age Program";;"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";;"Walking Distance to School; Transportation Not Provided";"La Merced Elem. - Belen";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";;;34.661734;-106.727092;
3675;"RGEC @ Rio Grande Elementary * (EMERG OPEN)";"15 Eastside School Rd";"Belen";"NM";87002;"505-873-6035";"Valencia";"mlujan@rgec.org";"www.rgec.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English";164638;"School Age Program";"Afternoon Snack; Dinner";"Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School";"Rio Grande Elem. - Belen";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";"3:15 PM - 06:00 PM";;;34.6552343;-106.7573415;
3774;"NMPreK-P (Belen PS) Rio Grande Elementary";"15 Eastside School Rd";"Belen";"NM";87002;"505-966-2200";"Valencia";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;34.6552343;-106.7573415;
3352;"Building Blocks Learning Center (EMERG OPEN)";"301 W Reinken Ave";"Belen";"NM";87002;"505-864-6131";"Valencia";"jamie.tlcdc@gmail.com";"www.tlcdevelopmentcenters.org";"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";157415;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; School bus stop is close to Provider";"Jaramillo Elem. - Belen; La Merced Elem. - Belen; Rio Grande Elem. - Belen";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";;;34.6619505;-106.7705428;"505-401-3963"
3894;"NMPreK-C The Wright Choice Daycare (EMERG OPEN)";"901 W. Vivian Dr";"Belen";"NM";87002;"505-864-2530";"Valencia";"wrightchoicelc@comcast.net";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;34.6486722;-106.773788;
1460;"The Wright Choice Daycare (EMERG OPEN)";"901 West Vivian Rd";"Belen";"NM";87002;"505-864-2530";"Valencia";"wrightchoicelc@comcast.net";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";13456;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Near Public Transportation; Transportation Not Provided; School bus stop is close to Provider";"Central Elem. - Belen; Jaramillo Elem. - Belen; La Merced Elem. - Belen; Rio Grande Elem. - Belen; St. Mary's School - Belen";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";;;34.648692;-106.7738218;
3678;"RGEC @ Central Elementary * (TEMP CLOSED)";"600 W. Picard Ave.";"Belen";"NM";87002;"505-873-6035";"Valencia";"mlujan@rgec.org";"www.rgec.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English";164737;"School Age Program";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School";"Central Elem. - Belen";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;34.6647696;-106.7733245;
