"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";
13377;"Eastern Kentucky Child Care Coalition";"P.O. Box 267";"Berea";"KY";40403;"(800) 548-4599";;"(859) 986-0801";"june.widman@ky.gov";;;;;;;;"This is not childcare referral agency"
13390;"4C for Children - Kentucky Regional Office";"525 W. Fifth St., Suite 215";"Covington";"KY";41011;"(859) 781-3511";"(800) 256-1296";"(859) 781-3544";"agency@4cforchildren.org";"http://www.4cforchildren.org/";;"We educate and support the adults who care for young children in Southwest Ohio, the Miami Valley and Kentucky.";"Training and Technical Assistance for Providers; Child Care Program Licensing and Registration; State and Federal Advocacy; Parent Workshops; Provider Recruitment; Spanish Language Services";"Boone, Campbell, Carroll, Gallatin, Grant, Kenton, Owen and Pendleton Counties";"http://www.4cforchildren.org/images/g_4cLogo-retina.gif";"Mon - Fri: 9:00am - 5:00pm";
13403;"Northeast Kentucky Area Development Council, Inc";"21039 W US Highway 60";"Olive Hill";"KY";41164;"(606) 286-4443";"(800) 817-4443";;;"http://www.nkcaa.net";;;;;;;"This is not childcare referral agency"
13416;"Community Coordinated Child Care";"54 First St.";"Elizabethtown";"KY";42701;"(270) 360-9911";;"(270) 360-8877";"kathy-king@4cforkids.com";"http://www.4cforkids.org";"Kathy King";"Community Coordinated Child Care (4-C) is one of the oldest Child Care Resource and Referral agencies in the United States. Established in 1969 as part of a pilot program, the 4-C goal was, and continues to be, to develop a comprehensive approach to coordinating child care services in the local community. For over 40 years, 4-C has supported and enhanced child care and continues its tradition of supporting families by coordinating a vision of  a high quality early childhood care system available to all children and families.";"For Parents: Help searching for child care, Information on choosing child care, Connecting parents to Kentucky’s elected Officials through the Parent Voice; For Child Care Providers:  Reimbursement for meals - Family Child Care Homes, and Child Care Centers, Training opportunities. Resource Library, Assistance in starting a child care home or center; For Employers: Solutions to work/life issues, Needs assessments, Trend Analysis, On site training on work/life issues, Enhanced referral services: For The Community: Child care data, Child care issues and trends, Advocate for children and families on a local, state and national level";"Breckinridge, Grayson, Hardin, Larue, Marion, Meade, Nelson and Washington Counties";;;
13429;"Community Coordinated Child Care (4C)";"1215 S. 3rd St.";"Louisville";"KY";40203;"(502) 636-1358";;"(502) 636-1488";"becky-ritchie@4cforkids.com";"http://www.4cforkids.org";"Becky Ritchie";"Community Coordinated Child Care (4-C) is one of the oldest Child Care Resource and Referral agencies in the United States. Established in 1969 as part of a pilot program, the 4-C goal was, and continues to be, to develop a comprehensive approach to coordinating child care services in the local community. For over 40 years, 4-C has supported and enhanced child care and continues its tradition of supporting families by coordinating a vision of  a high quality early childhood care system available to all children and families.";"For Parents: Help searching for child care, Information on choosing child care, Connecting parents to Kentucky’s elected Officials through the Parent Voice; For Child Care Providers:  Reimbursement for meals - Family Child Care Homes, and Child Care Centers, Training opportunities. Resource Library, Assistance in starting a child care home or center; For Employers: Solutions to work/life issues, Needs assessments, Trend Analysis, On site training on work/life issues, Enhanced referral services: For The Community: Child care data, Child care issues and trends, Advocate for children and families on a local, state and national level";"Bullitt, Henry, Jefferson, Oldham, Shelby, Spencer and Trimble Counties";;"Mon - Fri: 8:30am - 4:30pm";
13442;"Child Care Aware of Green River/Pennyrile";"1800 W. Fourth St";"Owensboro";"KY";42301;"(270) 315-0785";;;"dporter@audubon-area.com";"http://fas.audubon-area.com/";"Donna Porter";"Audubon Area Community Services, Inc. contracts with The Kentucky Partnership for Early Childhood Services, a part of the University of Kentucky, for providing Child Care Resource and Referral (CCR&R) services for the Green River and Pennyrile (ADD).";"Provides training & technical assistance to all licensed centers and certified homes; Offer scholarship information to child care providers through the Kids Now scholarship; Offers a lending library: including toys, books, puppets, videos, resources, and materials for checkout; Provide “How to Start” sessions for individuals interested in opening a licensed center or a certified family childcare home; Educate families regarding quality childcare; Assist business & industry in meeting the childcare needs of employees & the community; Assist Military families with childcare in the Pennyrile area district; Assist families in locating child care to meet the family needs; Assist providers through the STARS for Kids Now Program; Provide “Intro to Resources” for individuals interested in becoming a trainer";"Daviess, Hancock, Henderson, McLean, Ohio, Union, Webster, Caldwell, Christian, Crittenden, Hopkins, Livingston, Lyon, Muhlenberg, Todd and Trigg Counties";;"Mon - Fri: 8:30am - 4:30pm";
13455;"Volunteers of America Partnerships in Child Care";"4521 Jamestown Avenue, Suite 5";"Baton Rouge";"LA";70808;"(225) 926-8005";"(888) 926-8005";"(225) 926-8023";"kpowell@voagbr.org";"https://www.voagbr.org/";;"Since 1996, Volunteers of America's Partnerships in Child Care programs have provided support for child care providers and parents of children from birth to age five. Partnerships in Child Care is the designated Resource and Referral agency for 22 parishes in South Louisiana and works continuously with more than 500 preschools, child care centers, and family child care providers. Partnerships in Child Care provides support for child care providers through training and on-site technical assistance and serves as a referral source for parents looking for local child care services.";"Training and Technical Assistance for Providers; Consumer Education and Referrals";"Acadia, Allen, Avoyelles, Beauregard, Calcasieu, Cameron, East Baton Rouge, East Feliciana, Evangeline, Iberia, Iberville, Jefferson Davis, Livingston, Rapides, St. Helena, St. Landry, St. Martin, St. Mary, Vermilion, Vernon, West Baton Rouge, and West Feliciana Parishes";"https://voa-production.s3.amazonaws.com/uploads/affiliate_site/logo_image_color/17/affiliate-greater-baton-rouge.png";"Mon - Fri: 8:00am - 4:30pm";
13468;"Agenda for Children";"8300 Earhart Blvd, Suite 201";"New Orleans";"LA";70118;"(504) 586-8509";"(800) 486-1712";"(504) 586-8522";"information@agendaforchildren.org";"http://www.agendaforchildren.org/";"JoAnn Clarey";"Agenda for Children was founded to make Louisiana a state in which all children can thrive, by ensuring that the basic needs of children and families are met, that our children are nurtured and well taught, beginning in the early years and continuing through adolescence; that they are protected from harm; and by acting in ways that combat racism and other forms of oppression.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops; Provider Recruitment";"Ascension, Assumption, Jefferson, Lafourche, Orleans, Plaquemines, Saint Bernard, Saint Charles, Saint James, St John the Baptist, Saint Tammany, Tangipahoa, Terrebonne and Washington Parishes";"http://www.agendaforchildren.org/_site/images/logo.png";"Mon - Fri: 9:00am - 5:00pm";
13481;"Northwestern State University Child & Family Network";"1800 Warrington Pl.";"Shreveport";"LA";71101;"(318) 677-3150";"(800) 796-9080";"(318) 677-3169";"nancya@nsula.edu";"http://cfn.nsula.edu/";;"Northwestern State University Child and Family Network is part of the College of Education and provides services in 21 parishes throughout Central and Northwest Louisiana.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Child Care Program Licensing and Registration; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment; Spanish Language Services";"Bienville, Bossier, Caddo, Catahoula, Claiborne, Concordia, De Soto, Grant, Jackson, La Salle, Natchitoches, Red River, Sabine, Webster and Winn Parishes";"http://cfn.nsula.edu/assets/Site-Files/dept-logo.jpg";"Mon - Fri: 8:00am - 4:30pm";
13494;"Child Care Network";"372 North Street";"Hyannis";"MA";"02601";"(508) 778-9470";;"(508) 775-7488";"bethg@caccic.cc";"http://www.childcarenetwork.cc";;"Working Families depend on the availability of high quality, affordable child care. Parents need to know that while they are at work or school, their children are being well cared for. Child Care Network works with parents, child care providers, and community members to ensure that families have access to child care that meets their needs. ";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Literacy Programs; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment";"Communities served: Aquinnha, Barnstable, Bourne, Brewster, Carver, Chatham, Chilmark, Dennis, Duxbury, Eastham, Edgartown, Falmouth, Gay Head, Gosnold, Harwich, Kingston, Mashpee, Nantucket, Oak Bluffs, Orleans, Plymouth, Provincetown, Sandwich, Scituate, Tisbury, Truro, Wellfleet, West Tisbury, Yarmouth, Marshfield";"http://www.childcarenetwork.cc/images/logo1-2-3-1.jpg";"Mon - Fri: 8:00am - 4:00pm";
13507;"Resources for Child Care";"152 N. St., Ste. 230";"Pittsfield";"MA";"01201";"(413) 443-7830";"(877) 443-7830";"(413) 443-7869";"rcc@resourcesforchildcare.net";;;;;;;;"Closed"
13520;"Home Health & Child Care Services, Inc";"185 Main Street ";"Avon";"MA";"02322";"(508) 588-6070";;;;"http://www.hhcc.org";;;;;;;"This is not childcare referral agency"
13533;"P.A.C.E. Child Care Works";"105 William Street, 4th Floor";"New Bedford";"MA";"02740";"(508) 999-9930";"(800) 338-1717";"(508) 984-3559";"jmorel@paceccw.org";"http://paceccw.org/";"Jacqueline Morel";"Since 1985 P.A.C.E., Inc. Child Care Works has been dedicated to helping parents, child care providers, and community members to ensure that  families have access to child care that meets their needs. The program, staffed by bilingual specialist fluent in English, Spanish and Portuguese serves 46 cities and towns in southeastern Massachusetts, including  Abington, Acushnet, Assonet, Attleboro, Berkley, Bridgewater, Brockton, Buzzards Bay, Canton, Dartmouth, Dighton, East Taunton, Fairhaven, Fall River, Freetown, Hanover, Hanson, Hingham, Holbrook, Lakeville, Mansfield, Marion, Mattapoisett, Middleboro, New Bedford, Norton, Norwell, Norwood, Onset, Raynham, Rehoboth, Rochester, Rockland, Scituate, Seekonk, Sharon, Stoughton,  Somerset, Swansea, Taunton, Wareham, Westport and Whitman. P.A.C.E., Inc., Child Care Works is part of the Child Care Resource and Referral Affiliates of Southeastern Massachusetts, administers the Voucher Management Program. Working families who are eligible and those making the transition from welfare to training and education or to work, receive information and referral services and financial assistance to help them pay for their cost of child care.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Child Care Provider Professional Development; Child Care Program Licensing and Registration; Quality Ratings; Literacy Programs; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment";"Communities served: Abington, Acushnet, Assonet, Attleboro, Berkley, Bridgewater, Brockton, Buzzards Bay, Canton, Dartmouth, Dighton, East Taunton, Fairhaven, Fall River, Freetown, Hanover, Hanson, Hingham, Holbrook, Lakeville, Mansfield, Marion, Mattapoisett, Middleboro, New Bedford, Norton, Norwell, Norwood, Onset, Raynham, Rehoboth, Rochester, Rockland, Scituate, Seekonk, Sharon, Stoughton,  Somerset, Swansea, Taunton, Wareham, Westport and Whitman";;"Mon - Fri: 8:00am - 5:00pm";
