"Name";"LegalEntityName";"Type";"StarRating";"Street";"City";"State";"Zip";"Latitude";"Longitude";"Phone";"Fax";"Email";"Website";"Program";"OtherProgramOffered";"ReferralStatus";"MaximumCapacity";"ProvisionalLicense";"RevokedLicense";"CountiesServed";"SchoolDistrict";"Curriculum";"LeadOrganization";"HoursSunday";"HoursMonday";"HoursTuesday";"HoursWednesday";"HoursThursday";"HoursFriday";"HoursSaturday";"CallerLanguage";"HeadStart";"Languages";"GeneralSchedule";"ServiceSchedule";"SpecialAccomodations";"SubsidyStatus";"PaymentOption";"AdditionalFee";"MealOptions";"Discounts";"CertificateNumber";"UID"
"Little People Day Care Family Center";"Little People Day Care Family Center In";"GRP";1;"319 Saint Clair Ave";"Clairton";"PA";15025;40.292509;-79.882611;4122333855;;;;"CCP";"CCP";"ACT";12;"N";"N";;;;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"Yes";"American Sign Language, ";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"CIS, Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Field Trip, Late Payment, Late Pick-up, Meal";"Breakfast, AM Snack, Lunch, PM Snack, Dinner";;"CER-00166479";"2a3baf8cb38b665457b454bc41f67023"
"Holly Hollis Group Day Care Home";"Holly Hollis";"GRP";1;"605 Saint Clair Ave";"Clairton";"PA";15025;40.293417;-79.887594;4124991099;;;;"CCP";"CCP";"ACT";12;"N";"N";;"Clairton City - Escorted to/from school, Clairton City - Pick-Up service to/from school";;;;"7:00 AM - 7:00 PM";"7:00 AM - 7:00 PM";"7:00 AM - 7:00 PM";"7:00 AM - 7:00 PM";"7:00 AM - 7:00 PM";"7:00 AM - 6:00 PM";;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";;"Activity, Art Supplies, Book, Cot, Early School Dismissal, Entertainment, Field Trip, Insurance, Registration, Supplies, Transportation";"Breakfast, AM Snack, Lunch, PM Snack";;"CER-00166235";"e8e8b539d148a604831af27277021669"
"Cheryl Hurt Group Day Care Home";"Cheryl Hurt";"GRP";1;"RT. 51";"CLAIRTON";"PA";15025;0;0;4122333576;;;;"CCP";"CCP";"ACT";12;"N";"N";;"Clarion Area - Walking distance to school";;;"6:30 AM - 3:30 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 3:30 PM";;"Yes";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Drop-In Care";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Field Trip, Late Pick-up";"AM Snack, Lunch, PM Snack, Dinner";;"CER-00163859";"714a7268f6fcda60d6c5c23ed169dffe"
"Clairton Field Office";;;0;"734 Miller Ave";"Clairton";"PA";15025;40.288868;-79.884478;4125923139;;;;"HDS";"HDS";"INA";;"N";"N";"Allegheny";;;"Allegheny Intermediate Unit";;;;;;;;;;;;;;;;;;;;"3b81f4f0ddb6c90a72f3d2174b6bb6e1"
"Clairton City Community Building";;;0;"763 Miller Ave";"Clairton";"PA";15025;40.288385;-79.884726;0;;;;"PKC";"PKC";"INN";;"N";"N";"Allegheny";"Clairton City";"Creative Curriculum, Other";"Allegheny Intermediate Unit";;;;;;;;;;;;;;;;;;;;"557ea57290de5a8c859a9f010b28c96f"
"Raney Day Learning Center";"Raney Day Learning Center Llc";"CTR";1;"879 Freeport Rd";"Creighton";"PA";15030;40.581536;-79.778833;7242243737;;;;"CCP";"CCP";"ACT";58;"N";"N";;;;;;"6:00 AM - 7:00 PM";"6:00 AM - 7:00 PM";"6:00 AM - 7:00 PM";"6:00 AM - 7:00 PM";"6:00 AM - 7:00 PM";;;"No";"American Sign Language, ";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"CIS, Child Care Works/Subsidy Participation";"Activity, Field Trip, Late Payment, Late Pick-up, Registration";"Breakfast, AM Snack, Lunch, PM Snack, Special Dietary Needs";"Employee (10% - 2 nd child), Multi-Child (10% - oldest child 3 day minimum), Early Payment (10% - 1 month in advance full time), Employee (50% - 1st child)";"CER-00162776";"bba4d9b26d7cfb75e7d5c56f78eea089"
"Elizabeth United Methodist Early Learnin";"Elizabeth Methodist Church";"CTR";2;"317 Second St";"Elizabeth";"PA";15037;40.271193;-79.888591;4123848374;;;;"CCP";"CCP";"ACT";;"N";"N";;;;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";;"Early Dismissal School Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"Early Dismissal School Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Field Trip, Late Payment, Registration, Tuition";"PM Snack";"Multi-Child (10% - Apply to oldest child), Multi-Child (5% - For three or more children), Multi-Child (25% - APPLY TO THE YOUNGEST)";"CER-00136128";"70c2de4047143e4cdca82b1b92aecdee"
"Angels Babies Inc";"Angels Babies Inc";"CTR";1;"314 Scenery Dr";"Elizabeth";"PA";15037;40.278402;-79.837115;4128725260;;;;"CCP";"CCP";"ACT";39;"N";"N";;;;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";;"After School, Weekdays";"After School, Weekdays";;"Eligible Subsidy Provider";;"Bounced Check, Field Trip, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, PM Snack";;"CER-00156152";"3cea071f183c2a2f3600bdbde967c7ee"
"Kiddie College Daycare And Learning Center Inc";"Kiddie College Daycare And Learning Center Inc";"CTR";1;"1200 Swiss Way";"Elizabeth";"PA";15037;40.280646;-79.834565;4128725235;;;;"CCP";"CCP";"ACT";;"N";"N";;;;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";;"Before School, After School, School Year Only, Summer Only, Weekend Care";"Before School, After School, School Year Only, Summer Only, Weekend Care";;"Eligible Subsidy Provider";;"Bounced Check, Late Payment, Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack";"Employee (10% - All children to employee)";"CER-00135522";"57a1cb869f22012ba6b6417bbb6c0673"
"Court Time Complex";"The Court Time Foundation Inc";"CTR";1;"95 Enterprise St";"Elizabeth";"PA";15037;40.279418;-79.838527;4128724200;;;;"CCP";"CCP";"ACT";318;"N";"N";;"Elizabeth Forward - Serviced by school bus";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";;"Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Drop-In Care";"Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Drop-In Care";;"Eligible Subsidy Provider";;;"PM Snack";"Multi-Child (20% - APPLY TO YOUNGEST )";"CER-00160669";"b6be76da21256826bfbc6bbfee068408"
"Elizabeth Forward";;;0;"207 Third St";"Elizabeth";"PA";15037;40.271881;-79.886987;0;;;;"HDS";"HDS,PKC";"INA";;"N";"N";"Allegheny";"Elizabeth Forward";;"Allegheny Intermediate Unit";;;;;;;;;;;;;;;;;;;;"26ff80e407317ebf966e0f80fa9de5c3"
"Little Faces Day Care";;"GRP";1;"35 Kaufman Rd";"Gibsonia";"PA";15044;40.637159;-79.881737;0;;;;"CCP";"CCP";"INN";;"N";"N";;;;;;;;;;;;;"No";;;;;"Eligible Subsidy Provider";;;;;"CER-00156622";"720a89463918653439e4ae080d4cba63"
"South Allegheny Glassport";;;0;"509 7th St";"Glassport";"PA";15045;40.324451;-79.889265;4123945798;;;"www.aiu3.net";"PKC";"PKC";"INA";;"N";"N";"Allegheny";"South Allegheny";"Creative Curriculum";"Allegheny Intermediate Unit";;;;;;;;;;;;;;;;;;;;"f8575e673943ae5f6801967ef58f51b3"
"Highlands Sheldon Park";;;0;"240 Park Ave";"Natrona Heights";"PA";15065;40.623433;-79.721423;0;;;;"HDS";"HDS";"INA";;"N";"N";"Allegheny";"Highlands";"Creative Curriculum";"Allegheny Intermediate Unit";;;;;;;;;;;;;;;;;;;;"841040851c1c1a490d58faa2b145bd5f"
"Sunnys Wee Kids Palace";"Sunnys Wee Kids Palace Inc";"CTR";2;"7144 Steubenville Pike";"Oakdale";"PA";15071;40.444105;-80.178669;4127882273;;;;"CCP";"CCP";"ACT";81;"N";"N";;;;;;"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Summer Only, Full Year, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Summer Only, Full Year, Flexible Schedule";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Field Trip, Late Payment, Late Pick-up, Registration, Transportation";"Breakfast, Lunch";"Multi-Child (10% - APPLY TO OLDEST), Early Payment (10% - EARLY PAYMENT)";"CER-00164115";"905eb5803944fae359d2dfbe6009e9da"
"Highlands Family Center";;;0;"415 E 4th Ave";"Tarentum";"PA";15084;40.602522;-79.751634;7242249006;;;;"NFP";"NFP";"INA";;"N";"N";"Allegheny";;;"County Of Allegheny";;;;;;;;;;;;;;;;;;;;"dd99bcf7045ac16f9ef0baa2a92e666c"
"Just For Kids Child Care";"Just For Kids Child Care Inc";"CTR";1;"2022 Saxonburg Blvd";"Tarentum";"PA";15084;40.62588;-79.858341;7242652227;;;;"CCP";"CCP";"ACT";37;"N";"N";;"Deer Lakes - Pick-Up Service to/from home";;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up";"PM Snack";;"CER-00162195";"2546fe5232ec4842f9c4df44a83db3cc"
"Highlands Iii";;;0;"216 W 9th Ave";"Tarentum";"PA";15084;40.601641;-79.762192;4123945798;;;"www.aiu3.net";"HDS";"HDS";"INA";;"N";"N";"Allegheny";"Highlands";"Creative Curriculum";"Allegheny Intermediate Unit";;;;;;;;;;;;;;;;;;;;"5fe491a70d2fcbbbd97329cb1d9f4471"
"Grandview Upper Elementary";;;0;"101 East Nineth Street";"Tarentum";"PA";15084;40.603267;-79.757871;0;;;;"PKC";"PKC";"INA";;"N";"N";"Allegheny";"Highlands";"Creative Curriculum";"Highlands School District";;;;;;;;;;;;;;;;;;;;"ffb664761267ad05f250814b3189b91e"
"Allie Alligator Learning Center Llc";"Allie Alligator Learning Center Llc";"CTR";1;"350 Northgate Dr";"Warrendale";"PA";15086;40.656392;-80.083023;7247998671;;;;"CCP";"CCP";"ACT";107;"N";"N";;;;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";;;;;"Eligible Subsidy Provider";;"Bounced Check, Entertainment, Field Trip, Late Payment, Late Pick-up, Registration, Transportation, Tuition";"Breakfast, PM Snack";;"CER-00159735";"3c3e8e7244fbbff3720a3e241ae34ef6"
"Kindercare Learning Center/Wexford";"Kuehg Corp";"CTR";4;"106 Vip Dr";"Wexford";"PA";15090;40.616986;-80.093438;7249355711;;;;"CCP";"CCP";"ACT";139;"N";"N";;"North Allegheny - Serviced by school bus";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Activity, Field Trip, Late Payment, Late Pick-up, Meal, Registration";"Breakfast, AM Snack, Lunch, PM Snack, Dinner";"Multi-Child (5% - full-time enrollments)";"CER-00166144";"cb13809ecad0a2fe2db3b296134138f3"
"St Pauls Childcare Preschool And Kidz Korner";"St Pauls United Methodist Church";"CTR";4;"1965 Ferguson Rd";"Allison Park";"PA";15101;40.564436;-79.991353;4124864595;;;"www.stpaulsumc.com";"CCP";"CCP";"ACT";255;"N";"N";;;;;;"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";;;"No";"American Sign Language";"School District Holidays, Before School, After School, School Year Only, Summer Only, Weekdays, Drop-In Care";"School District Holidays, Before School, After School, School Year Only, Summer Only, Weekdays, Drop-In Care";;"Eligible Subsidy Provider";"Scholarships/United Way/Sliding Fee Scales";;"AM Snack, Lunch, PM Snack";;"CER-00164145";"99aaacaf35ad77011296a402f4abf0a5"
"Kiddie Tech";"A W Beattie Career Center";"CTR";1;"9600 Babcock Blvd";"Allison Park";"PA";15101;40.580105;-80.005383;4123662800;;;;"CCP";"CCP";"ACT";101;"N";"N";;;;;;"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";;;"No";;"Full Year, Flexible Schedule";"Full Year, Flexible Schedule";;"Eligible Subsidy Provider";;"Bounced Check, Late Payment, Late Pick-up, Registration";"AM Snack, PM Snack";"Multi-Child (10% - Applies to oldest child.)";"CER-00156027";"3a18299f0f80f16ec9b176fa6e18e52c"
"Bethel Park School District";;;0;"301 Church Rd";"Bethel Park";"PA";15102;40.337004;-80.045795;0;;;;"PKC";"PKC";"INA";;"N";"N";"Allegheny";"Bethel Park";;"Bethel Park School District";;;;;;;;;;;;;;;;;;;;"5ca6ea86e60d9604006ca64de6a75fe3"
"William Penn Elementary";;;0;"110 Woodlet Ln";"Bethel Park";"PA";15102;40.298803;-80.044877;4128548522;;;"www.aiu3.net";"PKC";"PKC";"INA";;"N";"N";"Allegheny";"Bethel Park";"Creative Curriculum";"Allegheny Intermediate Unit";;;;;;;;;;;;;;;;;;;;"5d0a06970c6a387cea2139d644b5cfa4"
"Sheryl L Eichenlaub Family Child Care Home";"Sheryl Eichenlaub";"FMY";3;"5500 Kings School Rd";"Bethel Park";"PA";15102;40.312258;-80.018225;4128544211;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Bethel Park - Serviced by school bus";;;"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Weekend Care, Sick Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Weekend Care, Sick Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Late Payment, Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals";;"CER-00164060";"ac7d87db93c45eb025f1e63a540e5bef"
"Lois Johnson Extended Day Care";"2xtrememoms Llc";"CTR";1;"William Penn Elementary";"Bethel Park";"PA";15102;40.298803;-80.044877;4128357324;;;;"CCP";"CCP";"ACT";;"N";"N";;;;;;"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekend Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekend Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Activity, Bounced Check, Early School Dismissal, Field Trip, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, AM Snack, Lunch, PM Snack, Special Dietary Needs";"Multi-Child (25% - 3RD CHILD), Employee (100% - ALL CHILDREN), Multi-Child (15% - 2ND CHILD)";"CER-00145215";"270d64028dacabf7f63e05a3bab417ae"
"Lois Johnson Extended Day Care";"2xtrememoms Llc";"CTR";1;"Benjamin Franklin School";"Bethel Park";"PA";15102;40.32484;-80.031307;4124525553;;;;"CCP";"CCP";"ACT";;"N";"N";;;;;;"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Activity, Bounced Check, Early School Dismissal, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, AM Snack, Lunch, PM Snack, Special Dietary Needs";"Multi-Child (25% - 3RD CHILD), Employee (100% - ALL CHILDREN), Multi-Child (15% - 2ND CHILD)";"CER-00145217";"96a45d8e777377cbbb272e19d6cd0380"
"Lois Johnson Learning & Child Care Center";"2xtrememoms Llc";"CTR";1;"5397 Brightwood Rd";"Bethel Park";"PA";15102;40.325001;-80.030092;4128357324;;;;"CCP";"CCP";"ACT";57;"N";"N";;;;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Activity, Bounced Check, Early School Dismissal, Field Trip, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, AM Snack, Lunch, PM Snack, Special Dietary Needs";"Multi-Child (25% - 3RD CHILD), Employee (100% - ALL CHILDREN), Multi-Child (15% - 2ND CHILD)";"CER-00159880";"dff885df8cb97f031b773c9c27fc01a1"
"Lois Johnson Extended Day Care";"2xtrememoms Llc";"CTR";1;"Memorial Elementary Schoo";"Bethel Parl";"PA";15102;0;0;4124525549;;;;"CCP";"CCP";"ACT";;"N";"N";;;;;;"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";"6:30 AM - 9:00 AM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Activity, Bounced Check, Early School Dismissal, Field Trip, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, AM Snack, Lunch, PM Snack, Special Dietary Needs";"Multi-Child (25% - 3RD CHILD), Employee (100% - ALL CHILDREN), Multi-Child (15% - 2ND CHILD)";"CER-00145218";"e916dd14c352f72c3a72fd6d6cd1d01a"
