"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1172045;"CHAMPIONS PRESCHOOL AT SANTA ROSA";"8655 SANTA ROSA ROAD";"ATASCADERO";"CA";93423;"SAN LUIS OBISPO";"(805) 712-9485";"http://www.discoverchampions.com/";;"Champions has a great solution for busy working families: activities that combine fun and learning, together with the safety and convenience of a high-quality program right inside your school. Champions offers a variety of group and individual activities designed to keep your child exploring and growing. From art, dramatic play, math and science to problem-solving, language, motor skills and more, we help your child continue learning and developing essential life skills – whether school is in session or not.";"http://www.discoverchampions.com/our-locations/atascadero/ca/001117?utm_campaign=Champions_Local&utm_source=L3M_Local&utm_medium=A&utm_content=001117&_google";"https://www.facebook.com/KCEChampions";"http://www.discoverchampions.com/about/careers";"https://connect.klcschoolpartnerships.com/";"https://connect.klcschoolpartnerships.com/";;;"x";"x";"x";;"http://www.discoverchampions.com/";;;;;;;;
1172046;"CHAMPIONS PRESCHOOL HOOVER ELEMENTARY";"2220 SUMMIT DRIVE";"BURLINGAME";"CA";94010;"SAN MATEO";"(408) 348-1610";"http://www.discoverchampions.com/";;"Champions has a great solution for busy working families: activities that combine fun and learning, together with the safety and convenience of a high-quality program right inside your school. Champions offers a variety of group and individual activities designed to keep your child exploring and growing. From art, dramatic play, math and science to problem-solving, language, motor skills and more, we help your child continue learning and developing essential life skills – whether school is in session or not.";"http://www.discoverchampions.com/our-locations/burlingame/ca/000690";"https://www.facebook.com/KCEChampions";"http://www.discoverchampions.com/about/careers";"https://connect.klcschoolpartnerships.com/";"https://connect.klcschoolpartnerships.com/";;;"x";"x";"x";;"http://www.discoverchampions.com/";;;;;;;;
1172048;"CHILDREN'S CHOICE";"8824 COTTONWOOD AVE";"SANTEE";"CA";92071;"SAN DIEGO";"(619) 457-0381";"http://childrenschoicepreschool.com/";;"We offer care for infants through school age, serving the El Cajon and Lakeside areas for more than 20 years.";"http://childrenschoicepreschool.com/santee-cottonwood-ave/3787618";;;"http://childrenschoicepreschool.com/enrollment-forms-and-info/3777565";;"x";"x";"x";"x";"x";;"http://childrenschoicepreschool.com/communities/9/000/001/368/759//images/3718629.png";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1172049;"CHILDREN'S CHOICE ACADEMY";"12464 WOODSIDE AVENUE";"LAKESIDE";"CA";92040;"SAN DIEGO";"(619) 561-8880";;;;;"https://www.facebook.com/Childrens-Choice-Academy-165011010721058/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/21751345_165011090721050_5658138147327589935_n.png?_nc_cat=0&oh=e60621a759df9fd9b5ddff5c34c2395d&oe=5B9767CD";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1172050;"CHILDREN'S COLLECTIVE,INC. 56TH ST CHILD DEV, THE";"5615 S. WESTERN AVENUE";"LOS ANGELES";"CA";90062;"LOS ANGELES";"(323) 789-1873";"http://www.childrenscollective.org/";;"Programs promote age-appropriate skills and behavior in preparation for kindergarten";"http://www.childrenscollective.org/about-us/locations/";;"http://www.childrenscollective.org/careers/";;;"x";"x";"x";"x";"x";;"http://www.childrenscollective.org/wp-content/uploads/2016/03/Picture1-11.png";;;;;;;;
1172051;"CHILDREN'S COLLECT.INC/VERMONT AVE CHILD DEV, THE";"10441 S. VERMONT AVENUE";"LOS ANGELES";"CA";90044;"LOS ANGELES";"(323) 789-1873";"http://www.childrenscollective.org/";;"Programs promote age-appropriate skills and behavior in preparation for kindergarten";"http://www.childrenscollective.org/about-us/locations/";;"http://www.childrenscollective.org/careers/";;;"x";"x";"x";"x";"x";;"http://www.childrenscollective.org/wp-content/uploads/2016/03/Picture1-11.png";;;;;;;;
1172052;"CHILDREN'S PARADISE, INC. - PRESCHOOL";"2017A MISSION AVENUE";"OCEANSIDE";"CA";92058;"SAN DIEGO";"(760) 433-3800";"http://childrensparadise.com/";"jlowen@childrensparadiseinc.com";"Using more than 25 years of experience, our infant, preschool and school-age programs are designed using the latest cutting edge, research-based educational tools and curriculum, all within a warm and home-like atmosphere. Our staff is also involved in on-going training and research in early childhood development to ensure your child is learning and developing using the latest research and techniques. We take pride in the learning program we have designed with the support of the California Department of Education and would enjoy answering any questions that you have about our program.";"http://childrensparadise.com/oceanside-preschool/";"https://www.facebook.com/cpponline/";;"http://childrensparadise.com/enrollment-information/";;;"x";"x";"x";;;"http://childrensparadise.com/wp-content/uploads/2017/09/CPP_Multicolored.png";;;;;;;;
1172053;"CHINATOWN COMMUNITY CHILDREN'S CENTER-NORTH BEACH";"715 CHESTNUT STREET";"SAN FRANCISCO";"CA";94133;"SAN FRANCISCO";"(415) 986-2528";"http://www.childrencenter.org/";"cccc@childrencenter.org";"Our mission is to prepare children for Kindergarten and beyond by promoting educational achievement, ensuring household economic stability and strengthening cultural identity.";"http://www.childrencenter.org/";;;;;;;"x";"x";;;;"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172055;"CLAIRE'S MONTESSORI INTL ACADEMY (PS)";"7224 BEECH AVE";"ORANGEVALE";"CA";95662;"SACRAMENTO";"(916) 812-8744";"http://clairesmontessori.com/";;"We believe that each child is unique and should be treated with respect as an intelligent individual. Our primary goal is to give your child every opportunity to build self-esteem in a successful school environment and acquire a positive attitude towards learning. The Montessori concept of education allows children to experience the joy of learning at an early age and provides an environment in which intellectual, moral, creative, physical and social growth flourish.";"http://clairesmontessori.com/contact.html";;;"http://clairesmontessori.com/pricing-tuition.html";;"x";"x";"x";"x";;;"http://clairesmontessori.com/images/LOGO.jpg";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172056;"CLOVIS CHRISTIAN SCHOOLS, LLC";"3105 LOCAN AVE";"CLOVIS";"CA";93619;"FRESNO";"(559) 291-6302";"http://www.clovischristianschools.com/";"clovischristianpreschool@gmail.com";"Our mission is to partner with parents in the educational journey of their child.  Early learning years are the foundation for building strong connections to the world and those in it.  Our elementary school provides a safe and confident learning environment where children are encouraged to take risks, ask questions and develop strong skills that build upon one another.  Children should and will be given many opportunities to experience learning in a tangible and developmentally appropriate way for their age and developmental stage.  We honor the fact that parents are the first teachers of children and it is through our partnership that your child and family will have a wonderful learning experience.";"http://www.clovischristianschools.com/";"https://www.facebook.com/clovischristianpreschool/";;;;;;"x";"x";;;"http://www.clovischristianschools.com/wp-content/uploads/2016/07/clovis-christian-school-temp-logo.png";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1172057;"COALICION DE LATINOS AMERICANOS, INC.";"3130 W. 139TH STREET";"HAWTHORNE";"CA";90250;"LOS ANGELES";"(562) 279-6330";"http://www.codelapreschool.com/";;"CODELA is a non-profit organization that provides a developmentally appropriate service for preschool age children by encouraging and guiding the children, respecting each child as an individual and stimulating a child’s natural interest in learning. We respect and believe each child is a unique individual with the ability to construct knowledge about themselves, others, and the world around them through creative learning.";"http://www.codelapreschool.com/contact-us/";;;;;;;;;;;"http://www.codelapreschool.com/wp-content/uploads/2017/03/cropped-IMG_20170328_141549.jpg";;;;;;;;
1172059;"COLUSA PRESCHOOL LEARNING CENTER A AM/PM";"723 6TH STREET";"COLUSA";"CA";95932;"COLUSA";"(530) 458-3600";"http://www.ccoe.net/home";;"The Mission of Children's Services is to provide coordinated child care and development services to children, parents, and providers; and to provide resources and collaboration with educational entities, health and human service agencies, and community groups serving children and families in Colusa County.";"http://www.ccoe.net/departments/children_s_services";;;"http://www.ccoe.net/departments/children_s_services";;;;;;;;"http://p9cdn4static.sharpschool.com/UserFiles/Servers/Server_675748/Image/Logo%20-%20Compass%20Rose%20Orange%20Transparent.png";;;;;;;;
1172060;"COMMUNITY OF ALL NATIONS - SUSD HEAD START";"2172 DOCKERY COURT";"STOCKTON";"CA";95206;"SAN JOAQUIN";"(209) 466-0304";"http://www.headstartprogram.us/";;;"http://www.headstartprogram.us/city/ca-stockton";;;;;;;;;;;"http://www.headstartprogram.us/images/logo.png";;;;;;;;
1172061;"COMMUNITY SEEDLINGS PRESCHOOL";"23802 AVE DE LA CARLOTA";"LAGUNA HILLS";"CA";92653;"ORANGE";"(949) 230-8829";"http://www.communityseedlingspreschool.com/";"cfetter@communityrootsacademy.org";" Children’s curiosity and excitement for learning help them learn “real world” connections that are personal and meaningful to them.  This is learned through play, small group projects, dialogue, journaling, reflection, documentation, and exploration the love of learning begins through art, science, math, social studies, literacy, technology and the environments of both the indoor and outdoor classrooms.";"http://www.communityseedlingspreschool.com/";"https://www.facebook.com/communityseedlings/";;"https://www.communityseedlingspreschool.com/admissions/";"https://www.communityseedlingspreschool.com/news/";;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c18.0.200.200/p200x200/994978_1426627074221514_2024932687_n.png?_nc_cat=0&oh=0304d06e1572dd280d52ed36d678a55e&oe=5B95C8A4";"8:30AM – 3PM";"8:30AM – 3PM";"8:30AM – 3PM";"8:30AM – 3PM";"8:30AM – 3PM";"Closed";"Closed";
1172062;"COUNTRY COTTAGE PRESCHOOL";"2075 JOHNSON AVENUE";"SAN LUIS OBISPO";"CA";93401;"SAN LUIS OBISPO";"(805) 235-2153";;"countrycottagepreschool@gmail.com";"We are a small licensed preschool in San Luis Obispo, enrolling children ages 2 to 5 years old. Please call or email to schedule a tour of our program!";;"https://www.facebook.com/countrycottagepreschoolSLO/";;;;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/13776013_1063446310409614_5715886622679653264_n.jpg?_nc_cat=0&oh=d6b43af844024bd396cbbc39b0513a01&oe=5B6717B5";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172064;"CREATIVE CHILD CARE INC @ FOURTH STREET ECLC";"236 W. FOURTH STREET";"STOCKTON";"CA";95206;"SAN JOAQUIN";"(209) 941-9100";"http://www.cccisj.com/";"rfernandez@cccisj.com";"Early care and education services are provided within CCCI center-based programs and within CCCI’s Family Child Care Network of licensed providers who offer high quality, early learning experiences in a home-like environment. ";"http://www.cccisj.com/";"https://www.facebook.com/creativechildcareincstockton/";"http://www.cccisj.com/index.php?page=emplyment-opportunities";;;;;;;;;"http://www.cccisj.com/images/header.jpg";;;;;;;;
1172065;"CREATIVE CHILD CARE INC @ HUTCHINS STREET CDC";"701 S. HUTCHINS STREET";"LODI";"CA";95240;"SAN JOAQUIN";"(209) 941-9100";"http://www.cccisj.com/";"rfernandez@cccisj.com";"Early care and education services are provided within CCCI center-based programs and within CCCI’s Family Child Care Network of licensed providers who offer high quality, early learning experiences in a home-like environment. ";"http://www.cccisj.com/";"https://www.facebook.com/creativechildcareincstockton/";"http://www.cccisj.com/index.php?page=emplyment-opportunities";;;;;;;;;"http://www.cccisj.com/images/header.jpg";;;;;;;;
1172066;"CREATIVE CHILD CARE INC @ WIDMER CDC";"751 STONEBRIDGE LANE";"LATHROP";"CA";95330;"SAN JOAQUIN";"(209) 941-9100";"http://www.cccisj.com/";"rfernandez@cccisj.com";"Early care and education services are provided within CCCI center-based programs and within CCCI’s Family Child Care Network of licensed providers who offer high quality, early learning experiences in a home-like environment. ";"http://www.cccisj.com/";"https://www.facebook.com/creativechildcareincstockton/";"http://www.cccisj.com/index.php?page=emplyment-opportunities";;;;;;;;;"http://www.cccisj.com/images/header.jpg";;;;;;;;
1172069;"CREATIVE MIND LEARNING CENTER";"15089 MESA STREET";"HESPERIA";"CA";92345;"SAN BERNARDINO";"(760) 949-5300";;;;;;;;;;;;;;;;;;;;;;;"Closed"
1172070;"CREC PRESCHOOL IN UNION";"20900 STEVENS CREEK BLVD.";"CUPERTINO";"CA";95014;"SANTA CLARA";"(408) 777-8080";"http://www.earlychildhoodeducationdirectory.com/location/united-states/ca/cupertino/";;;"http://www.earlychildhoodeducationdirectory.com/directory/united-states/ca/cupertino/care-care-centers/crec-preschool-in-union/";;;;;;;;;;;"http://www.earlychildhoodeducationdirectory.com/wp-content/uploads/2018/02/ECED-Logo2.png";;;;;;;;
1172071;"CRESCITA EARLY EDUCATION CENTER";"1494 SCHILLING PLACE";"SALINAS";"CA";93901;"MONTEREY";"(831) 783-1679";"https://www.earlydevelopmentservices.com/";;"Children are encouraged to explore the daily activities that classroom teachers set up. All activities are designed to be developmentally appropriate. Children have the opportunity to spend time observing or they may actively participate. Both are vital to learning and understanding and both are supported by center staff";"https://www.earlydevelopmentservices.com/child-care-locations";"https://www.facebook.com/EDSInc";"https://www.earlydevelopmentservices.com/career-opportunities";"https://www.earlydevelopmentservices.com/enroll-your-child";"https://www.earlydevelopmentservices.com/forms/Parent-handbook-2016.pdf";"x";"x";"x";"x";;;"https://www.earlydevelopmentservices.com/wp-content/uploads/2016/06/EDS-Logo-Revised-Web-e1466998703216.png";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172075;"DANIEL WEBSTER ELEMENTARY";"425 EL DORADO";"DALY CITY";"CA";94015;"SAN MATEO";"(650) 991-1000";"https://www.jsd.k12.ca.us/";;"Through the program PBIS, which stands for Positive Behavior Intervention System, our Daniel Webster community engages in ROAR. These are the positive expectations and behavior that help keep our school a safe and fun place to learn. Students are able to earn Leopard Loot for being Responsible, On Time, Always Safe, and Respectful in the hallways, library, cafeteria, playground, and many more";"https://www.jsd.k12.ca.us/DWebster";;;"https://www.jsd.k12.ca.us/District/Department/596-Enrollment-Information";"https://www.jsd.k12.ca.us/files/user/2761/file/STUDENT%20PARENT%20HANDBOOK-%20ENGLISH%20rev.pdf";;;;"x";;;"https://www.jsd.k12.ca.us/files/user/2761/image/NEW%20LOGO.png";;;;;;;;
1172076;"DAR-UL-MADINAH";"4110 NORTH FREEWAY BLVD";"SACRAMENTO";"CA";95834;"SACRAMENTO";"(916) 779-2109";"http://www.dawateislamiusa.com/";;"In every era, Allah  عزوجل  sent such holy personalities to the Ummah of His beloved and blessed Prophet (May Peace and blessing of Allah be upon him) who excellently fulfilled the responsibility of calling people towards righteousness and preventing them from misdeeds. These righteous saints inculcated in other Muslims the mindset that: I must strive to reform myself and the people of the entire world. One of such great personalities is Shaykh-e-Tariqat Amir-e-Ahl-e-Sunnat ‘Allamah Maulana Abu Bilal Muhammad Ilyas Attar Qadiri Razavi Ziyaee who launched the Madani campaign of Dawat-e-Islami, a global & non-political movement for the preaching of Quran and Sunnah, with the help of some of his companions in Karachi, Pakistan in Zul-Qa’da-tul-Haram 1401 A.H. (September, 1981). He is a symbol of past saints in attributes, like fear of Allah, deep devotion to the beloved Prophet, zeal and determination for following Quran & Sunnah, for reviving Sunnah, piety, forgiveness, perseverance, patience, thankfulness, humility, simplicity, sincerity, asceticism, good manners, absolute disinterest in the world, concern about the protection of faith, ambition to spread religious knowledge and reforming the Muslims.";"http://www.dawateislamiusa.com/faizane-madinah-centers.php";"https://www.facebook.com/faizanemadinahsacramento/";;;;;;;;;;"http://www.dawateislamiusa.com/images/di-logo.png";;;;;;;;
1172077;"DCCNS";"412 C STREET";"DAVIS";"CA";95616;"YOLO";"(530) 758-2940";"http://www.dccns.org/";;"DCCNS is a non-profit, parent co-operative preschool staffed by certified, early childhood teachers who provide a planned, developmentally appropriate, hands-on curriculum. DCCNS offers varied play environments and continuous social experiences as a means of teaching and conveying important skills for school readiness";"http://www.dccns.org/";"https://www.facebook.com/DCCNS-A-Parent-Cooperative-Preschool-338017943548/";"http://www.dccns.org/employment-opportunities/";"http://www.dccns.org/how-to-apply-1/";"http://www.dccns.org/programs/";;"x";"x";"x";;;"http://static1.squarespace.com/static/569ecf57dc5cb40e1bc97755/t/57b79b32ebbd1a60cf6f4998/1524773313082/?format=1500w";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172078;"DELIBERATE CREATIONS CHILD DEV.CTR/HEAVENLYVISION";"255 W. 85TH ST.";"LOS ANGELES";"CA";90003;"LOS ANGELES";"(323) 834-8825";"http://deliberatecreationsinc.business.site/";;"Every child is unique and we believe that success and growth come from encouragement and praise. Our teachers focus on building every child’s self esteem and confidence through positive feedback and rewards. We nurture their natural strengths. A child see’s the world around them with wonder and awe, we believe in encouraging their natural curiosity.";"http://deliberatecreationsinc.business.site/";;"http://www.deliberatecreations.org/";;;;;"x";"x";;;;;;;;;;;
1172080;"DIAMOND COVE II - SUSD HEAD START";"5506 TAM O'SHANTER";"STOCKTON";"CA";95210;"SAN JOAQUIN";"(209) 474-9150";"http://www.headstartprogram.us/";"headstartinfo@sjcoe.net";;"http://www.headstartprogram.us/program/diamond-cove";;;;;;;;;;;"http://www.headstartprogram.us/images/logo.png";;;;;;;;
1172084;"DONG SHIN CHRISTIAN PRESCHOOL";"2505 E. YORBA LINDA BLVD.";"FULLERTON";"CA";92831;"ORANGE";"(714) 680-9556";"http://dspreschool.com/";"dongshinpreschool@gmail.com";;"http://dspreschool.com/";"https://www.facebook.com/dongshinpreschool/";;;;;;"x";"x";"x";"x";"http://dspreschool.com/wp-content/uploads/2016/07/60.png";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172087;"DUCKS NEST - 41ST STREET";"250 - 41ST ST";"OAKLAND";"CA";94611;"ALAMEDA";"(510) 654-3825";"http://ducksnestpreschool.com/";"41stoffice@ducksnest.org";"Our unique preschool environment is designed to support and encourage your child’s natural curiosity and enthusiasm for learning. With locations in Berkeley and Oakland, our schools provide child-sized nooks and crannies integrated into a complex of bright classrooms, play areas, and an oasis of beautiful gardens, flowers, and sandboxes.";"http://ducksnestpreschool.com/Oakland-Campus";"https://www.facebook.com/pages/Ducks-Nest-Preschool/260274117326301";"http://ducksnestpreschool.com/Oakland-Enrollment";;"http://ducksnestpreschool.com/Oakland-Parents-Association";;;;;;;"http://ducksnestpreschool.com/img/pg/logo-dnp-circle.png";;;;;;;;
1172088;"E CENTER HS PGMS - MOSS CENTER";"746 MOSS AVE.";"CHICO";"CA";95926;"BUTTE";"(530) 111-1111";"http://www.ecenter.org/";"ecenter@ecenter.org";"Migrant Seasonal/Migrant Early Head Start provides quality childcare services free of cost to low income families that work in agriculture related work such as; working in produce fields, produce canning, and packing plants.";"http://www.ecenter.org/programs/head-start-child-care-programs/migrant-seasonal-head-start-0-5-years-old";;"http://www.ecenter.org/about/job-opportunities-at-e-center";;"http://www.ecenter.org/programs/head-start-child-care-programs/parent-engagement";"x";"x";"x";"x";;;"http://www.ecenter.org/images/logo.png";;;;;;;;
1172090;"EARLY LEARNING ACADEMY-WINIFRED PIFER";"1350 CRESTON ROAD";"PASO ROBLES";"CA";93446;"SAN LUIS OBISPO";"(805) 769-1100";"https://www.pasoschools.org/";;"he Winifred Pifer staff is skilled and dedicated in meeting the academic and social needs of each student. Your child's education is our top priority. We have nearly 450 enthusiastic students in grades preschool to fifth grade. Each day we look forward to providing all students a meaningful,  motiviating and well-rounded curriculum that ensures your child will have success.";"https://www.pasoschools.org/winifredpifer";"https://www.facebook.com/people/Pifer-Panther/100013890045091";;"https://www.pasoschools.org/domain/242";"https://www.pasoschools.org/domain/376";;;;"x";;;"https://www.pasoschools.org/cms/lib/CA01801048/Centricity/Template/GlobalAssets/images///Logos/Screen%20Shot%202016-04-01%20at%201.28.29%20PM.png";"8AM – 12PM";"8AM – 12PM";"8AM – 12PM";"8AM – 12PM";"8AM – 12PM";"Closed";"Closed";
1172091;"EAST BAY WALDORF SCHOOL";"3800 CLARK RD.";"EL SOBRANTE";"CA";94803;"CONTRA COSTA";"(510) 223-3570";"http://www.eastbaywaldorf.org/";"info@eastbaywaldorf.org";"The Waldorf curriculum offers a true and tested alternative education, especially suited to families who desire a strong intellectual and aesthetic foundation for their children, but who also wish to allow their children the opportunity to fully experience the joys of childhood without premature academic pressures. The East Bay Waldorf School can offer you and your children a community of teachers, parents, and students who strive to build creative lives that are filled with meaning.";"http://www.eastbaywaldorf.org/";"https://www.facebook.com/eastbaywaldorf?ref=hl";;"http://www.eastbaywaldorf.org/admissions-process/";"http://www.eastbaywaldorf.org/admissions/early-childhood/parent-child-online-registration/";"x";"x";"x";"x";"x";"x";"http://www.eastbaywaldorf.org/wp-content/uploads/EBWS_Logo.png";"8AM – 3:30PM";"8AM – 3:30PM";"8AM – 3:30PM";"8AM – 3:30PM";"8AM – 3:30PM";"Closed";"Closed";
1172092;"EDISON LANGUAGE ACADEMY PRESCHOOL";"2402 VIRGINIA AVENUE";"SANTA MONICA";"CA";90404;"LOS ANGELES";"(310) 828-0335";"http://www.edison.smmusd.org/";"promo@smmusd.org";"Edison is a warm and diverse community and focuses on the development of the whole child. We are fortunate to have a supportive and involved parent community with over 200 trained parent volunteers who support our programs and students in many different ways. Please do whatever you can to support your child’s school with your time, talents, and resources! It takes a village to give our children this kind of education and there’s a place where everyone can make a comfortable contribution.";"http://www.edison.smmusd.org/";;;"http://www.edison.smmusd.org/enrollment.html";"http://www.edison.smmusd.org/pdf/ParentHandbook.pdf";;;"x";"x";"x";"x";"http://www.edison.smmusd.org/images-home/home.gif";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"Closed";"Closed";
1172093;"EDNA BEAMAN ELEMENTARY PRESCHOOL";"25541 HIGHWAY 6";"BENTON";"CA";93512;"MONO";"(760) 932-7441";"https://sites.google.com/a/esusd.org/edna-beaman-elementary/";"bzobel@esusd.org";"Edna Beaman Elementary School is a preschool-5th grade school located in a rural, isolated, southeast corner of Mono County on Highway 6.  This year the school has an enrollment of approximately 31 students and is one of four elementary school sites in the Eastern Sierra Unified School District.  With such a small enrollment, Edna Beaman is able to offer a more ""one-on-one"" teacher-student environment than other surrounding schools.";"https://sites.google.com/a/esusd.org/edna-beaman-elementary/";"https://www.facebook.com/Edna-Beaman-Elementary-970731926271553/";"https://sites.google.com/a/esusd.org/edna-beaman-elementary/job-oppertunities";;;;;"x";;;;"https://sites.google.com/a/esusd.org/edna-beaman-elementary/_/rsrc/1338832391476/config/customLogo.gif?revision=2";;;;;;;;
1172094;"EDSPERIENCE CDC, THE";"2411 SLAUSON AVENUE";"LOS ANGELES";"CA";90043;"LOS ANGELES";"(323) 750-5561";"https://www.theedsperience.com/";"theedsperience@gmail.com";"Our goal at The EdSperience is to ensure that every child is taught and gains the most enriching academic experience a center can offer. We focus on the whole child in an effort to promote healthy lifestyles, a safe, loving environment, actively engaged students, a supportive, caring staff, and an academically challenging curriculum. Our school educates children 2-6 years of age. Our goal is to ensure that every student who leaves The EdSperience is working at least one grade level above state standard. Students learn at their own pace and all work is individualized to fit each child’s specific academic needs";"https://www.theedsperience.com/";"https://www.facebook.com/The-EdSperience-A-Child-Development-Center-223023624445853/";;;;;;"x";"x";;;"https://static.wixstatic.com/media/f68b62_11e30f215de74331beb500cbd3ba8d7a.jpg/v1/fill/w_160,h_142,al_c,q_80,usm_0.66_1.00_0.01/f68b62_11e30f215de74331beb500cbd3ba8d7a.webp";"6:45AM – 6PM";"6:45AM – 6PM";"6:45AM – 6PM";"6:45AM – 6PM";"6:45AM – 6PM";"Closed";"Closed";
1172098;"ELM PARK PRESCHOOL";"13604 MIDLAND ROAD";"POWAY";"CA";92064;"SAN DIEGO";"(858) 442-9707";"https://elmparkpreschool.com/";;"Incoming students are observed and/or informally assessed; progress is monitored throughout the year.  Elm Park strives to prepare students for the Poway Unified School District while also encouraging the child's natural love of learning in a warm, nurturing environment.  Children thrive in our small classes geared for kindergarten readiness.";"https://elmparkpreschool.com/";;;"https://img1.wsimg.com/blobby/go/af0916d4-6834-4c73-a55a-3b7b7e7208cc/downloads/1c63j5k98_539885.pdf";"https://img1.wsimg.com/blobby/go/af0916d4-6834-4c73-a55a-3b7b7e7208cc/downloads/1cb8gpuvt_215859.pdf";;;"x";"x";;"x";"https://img1.wsimg.com/isteam/ip/af0916d4-6834-4c73-a55a-3b7b7e7208cc/logo/32fd3a4b-1f32-4bfb-a858-856f0febb369.png/:/rs=h:190";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"Closed";"Closed";
1172099;"EMERALD POINT";"9537 KELLEY DR";"STOCKTON";"CA";95209;"SAN JOAQUIN";"(209) 644-2627";;;;;;;;;;;;;;;;;;;;;;;
1172100;"EMPIRE GARDENS PRESCHOOL";"1060 E. EMPIRE STREET";"SAN JOSE";"CA";95112;"SANTA CLARA";"(408) 535-6221";;;;;;;;;;;;;;;;;;;;;;;
1172101;"EMPRIEL LEARNING ACADEMY";"5825 IMPERIAL AVENUE";"SAN DIEGO";"CA";92114;"SAN DIEGO";"(619) 230-5943";;;"Empriel Learning Academy serves children between the ages of two and five years old. We also provide care for toddlers as young as 18 months and and tutoring for children as old as 12 years of age.";;"https://www.facebook.com/emprielacademy/";;;;;"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/25151916_386703421764384_3960256451941882077_n.png?_nc_cat=0&oh=21db5e8fedee05e9f75cae6ff415f64b&oe=5B98403C";;;;;;;;
1172102;"EVERGREEN MONTESSORI SCHOOL - AR";"3000 ABORN ROAD";"SAN JOSE";"CA";95135;"SANTA CLARA";"(408) 603-5000";;"info@emsmontessori.org";"Our mission is to create an environment for facilitating the unfolding of the human potential. We provide an educational environment that fosters an enthusiasm for learning and encourages children to reach their fullest potential. We strive to provide the highest quality Montessori education available; emphasizing basic academic disciplines and promoting the development of independence, self- respect, and respect for others";;"https://www.facebook.com/Evergreen-Montessori-Preschool-203915672997426/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c12.12.155.155/227797_402939983094993_1178825079_n.jpg?_nc_cat=0&oh=c4597d77e78ceb0994d5e15881c6c1d9&oe=5B947520";;;;;;;;
1172104;"EXPLORING MINDS MONTESSORI HAZELTINE";"5128 HAZELTINE AVE";"SHERMAN OAKS";"CA";91423;"LOS ANGELES";"(818) 465-3216";"https://montessoriminds.com/";"theoffice@montessoriminds.com";"Exploring Minds Montessori Preschool provides a developmentally-based learning environment on the teachings of Dr. Maria Montessori. The Montessori philosophy and materials are designed to support and engage the natural curiosity and growth of the whole child.";"https://montessoriminds.com/";"https://www.facebook.com/Exploring-Minds-Montessori-Preschool-133643846734145/";;"https://montessoriminds.com/register/";"https://montessoriminds.com/parent-portal/";;;"x";"x";;;"https://montessoriminds.com/wp-content/uploads/2016/04/EMM-LOGO.png";"8:30AM – 4PM";"8:30AM – 4PM";"8:30AM – 4PM";"8:30AM – 4PM";"8:30AM – 4PM";"Closed";"Closed";
