"Facility Name";"License Number";"Owner";"Program Type";"Address";"County";"City";"Zip";"License Effective Date";"License Expiration Date";"Facility Status";"Telephone Number";"Maximum Capacity";"recUrl";"ID"
"Koala Cradle Day Care Home";"0062804-012";"Joanne Brinsfield";"Group Day Care Home";"1138 Church St";"Douglas";"Eudora";66025;"05/01/2018";"04/30/2019";"Open";"785-917-3237";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=121431";121431
"Kyli Lynn Wright Day Care Home";"0046856-011";"Kyli Wright";"Group Day Care Home";"46 Colt Ter";"Douglas";"Eudora";66025;"01/01/2018";"12/31/2018";"Open";"785-727-9892";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=90491";90491
"Lauries Day Care";"0058604-014";"Laurie Barnhart";"Licensed Day Care Home";"1030 Cherry St";"Douglas";"Eudora";66025;"10/01/2017";"09/30/2018";"Open";"785-615-5029";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=113031";113031
"Loris Little Angels Daycare";"0047273-015";"Lori Olson";"Licensed Day Care Home";;"Douglas";"Eudora";66025;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=91291";91291
"Misty D Shrum Day Care Home";"0033317-011";"Misty Shrum";"Licensed Day Care Home";;"Douglas";"Eudora";66025;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=64913";64913
"Open Arms";"0075080-003";"Heather Elmer";"Licensed Day Care Home";"923 Maple Street";"Douglas";"Eudora";66025;"09/01/2017";"08/31/2018";"Open";"785-551-0448";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=145983";145983
"Parkwood Day School at EUMC";"0065950-011";"United Methodist Church of Eudora Kansas";"Child Care Center";"2084 N 1300 Rd";"Douglas";"Eudora";66025;"12/01/2017";"11/30/2018";"Open";"785-542-3200";28;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127723";127723
"Pyramid Place Early Education";"0501216-003";"Pyramid Place Early Education LLC";"Child Care Center";"1904 Elm St";"Douglas";"Eudora";66025;"04/01/2018";"03/31/2019";"Open";"785-542-1296";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002435";5E+018
"Rita Kraus Day Care Home";"0063410-009";"Rita Kraus";"Licensed Day Care Home";;"Douglas";"Eudora";66025;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=122643";122643
"Rose R Balluch Day Care Home";"0028580-018";"Rose Balluch";"Licensed Day Care Home";;"Douglas";"Eudora";66025;"07/01/2017";"06/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55577";55577
"Sancta Maria School";"0044538-005";"Sancta Maria School Inc";"Child Care Center";"1623 Elm St";"Douglas";"Eudora";66025;"12/01/2017";"11/30/2018";"Open";"785-843-1762";15;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=86179";86179
"Sheryls Home Daycare";"0057114-010";"Sheryl Han";"Licensed Day Care Home";;"Douglas";"Eudora";66025;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=110051";110051
"Fontana Preschool";"0007213-010";"Church of Christ of Fontana Kansas";"Preschool";;"Miami";"Fontana";66026;"04/01/2018";"03/31/2019";"Open";;20;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13871";13871
"Lady Bugs Day Care";"0056661-010";"Charla Holt";"Licensed Day Care Home";;"Miami";"Fontana";66026;"07/01/2018";"06/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109145";109145
"Adventure Time Child Care";"0501056-003";"Ashleigh Winkler";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002115";5E+018
"Amandas Munchkins Home Daycare";"0066314-010";"Amanda Otte";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=128451";128451
"Angela M Colwill Day Care Home";"0042631-011";"Angela Colwill";"Group Day Care Home";"210 W Mockingbird St";"Johnson";"Gardner";66030;"01/12/2018";"01/31/2019";"Open";"913-884-6257";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=82711";82711
"Angelas Angels";"0064081-011";"Angela Davis";"Licensed Day Care Home";"14615 S Gardner Road";"Johnson";"Gardner";66030;"02/09/2018";"02/28/2019";"Open";"913-488-0583";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=123985";123985
"Angelas Tadpole Academy Day Care Home";"0062176-014";"Angela Adrian";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120175";120175
"Ashleys Little Munchkins LLC";"0067849-010";"Ashleys Little Munchkins LLC";"Group Day Care Home";;"Johnson";"Gardner";66030;"07/01/2017";"06/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131521";131521
"Ashleys Little Ones";"0067756-010";"Ashley Weese";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131335";131335
"Callie Lewis Childcare";"0074704-004";"Callie Lewis";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=145231";145231
"Childrens Lighthouse of Gardner";"0075780-003";"TOAR Management Group LLC";"Child Care Center";"125 N Moonlight Rd";"Johnson";"Gardner";66030;"06/01/2018";"05/31/2019";"Open";"913-884-2498";176;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=147383";147383
"Cuddle Bugs Day Care Home";"0038545-011";"Stephanie Cox";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=75137";75137
"FMD Home Daycare LLC";"0073252-007";"FMD Home Daycare LLC";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=142327";142327
"Gardner Elementary School Age Program";"0055042-016";"Johnson County Park and Recreation District";"School Age Program";"218 East Shawnee Street";"Johnson";"Gardner";66030;"03/01/2018";"02/28/2019";"Open";"913-856-7925";50;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=105909";105909
"Grand Star Elementary School Age Program";"0500098-007";"Johnson County Park and Recreation District";"School Age Program";"401 Grand Street";"Johnson";"Gardner";66030;"10/01/2017";"09/30/2018";"Open";"913-856-7937";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000199";5E+018
"Grandma Anns Daycare";"0061431-012";"Ann Ward";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118685";118685
"Growing Flowers Childcare";"0063601-011";"Meigan Hufft";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"05/01/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=123025";123025
"Heathers Little Ones Childcare Home";"0064635-009";"Heather Montiel";"Group Day Care Home";"581 N Evergreen St";"Johnson";"Gardner";66030;"01/01/2018";"12/31/2018";"Open";"913-490-9335";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=125093";125093
"Jan Miller Day Care";"0005627-016";"Janice Miller";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=10721";10721
"Jenns Day Care";"0074295-004";"Jennifer Clements";"Licensed Day Care Home";"221 W Skylark St";"Johnson";"Gardner";66030;"02/01/2018";"01/31/2019";"Open";"913-235-4043";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=144413";144413
"Karenas Day Care Home";"0064658-015";"Karena Shaw";"Group Day Care Home";;"Johnson";"Gardner";66030;"06/01/2018";"05/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=125139";125139
"Katherines Kids";"0501464-002";"Katherine O Toole";"Licensed Day Care Home";"532 East Apache Street";"Johnson";"Gardner";66030;"09/08/2017";"09/30/2018";"Open";"913-558-4832";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002931";5E+018
"Katie Stroman Day Care Home";"0501648-001";"Katie Stroman";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"04/26/2018";"07/25/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003299";5E+018
"Kendras Home Daycare";"0068986-012";"Kendra Stuteville";"Licensed Day Care Home";"32016 W 172nd St";"Johnson";"Gardner";66030;"04/01/2018";"03/31/2019";"Open";"913-956-1930";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=133795";133795
"Kiddie Corner";"0057018-014";"Kiddie Corner Inc";"Child Care Center";"936 B East Santa Fe";"Johnson";"Gardner";66030;"02/01/2018";"01/31/2019";"Open";"913-856-2161";59;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109859";109859
"Kristen N Schultz Day Care Home";"0046734-012";"Kristen Schultz";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=90261";90261
"Krystals Kiddie Clubhouse";"0061842-004";"Krystal Wells";"Group Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=119507";119507
"LEAD South";"0500346-005";"Johnson County Park and Recreation District";"School Age Program";"318 East Washington St";"Johnson";"Gardner";66030;"06/30/2017";"06/30/2018";"Open";"913-831-3355";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000695";5E+018
"Lemonade And Lollipops Daycare";"0500358-005";"Stacey Kochis";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000719";5E+018
"Little Britches N Bows Daycare";"0065693-011";"Jamie Hackler";"Licensed Day Care Home";"28901 W 186th St";"Johnson";"Gardner";66030;"08/01/2017";"07/31/2018";"Open";"913-901-6258";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127209";127209
"Little Bug Daycare";"0501231-003";"Ashlee Bouknight";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002465";5E+018
"Little Building Blocks Day Care LLC";"0057302-015";"Little Building Blocks Day Care LLC";"Child Care Center";"813 E Lincoln Lane";"Johnson";"Gardner";66030;"12/01/2017";"11/30/2018";"Open";"913-856-5633";95;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=110427";110427
"Little Jewels";"0501486-002";"Little Jewels LLC";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"09/15/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002975";5E+018
"Little Steps Big Dreams";"0500365-006";"Alyssa Gemsky";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"02/16/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000733";5E+018
"Little Sunshines Daycare";"0501329-002";"Rachelle Meyer";"Licensed Day Care Home";"18490 S Cherry St";"Johnson";"Gardner";66030;"06/02/2017";"06/30/2018";"Open";"816-716-4060";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002661";5E+018
"Madison Elementary Ost Program";"0057019-018";"Johnson County Park and Recreation District";"School Age Program";"800 W Madison Street";"Johnson";"Gardner";66030;"09/01/2017";"08/31/2018";"Open";"913-856-5275";100;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109861";109861
"Maryjean Shipley Day Care Home";"0070808-007";"Maryjean Shipley";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"12/11/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=137439";137439
"Melissas Little Miracles";"0500694-005";"Melissa Boyd";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"01/12/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001391";5E+018
"Michelles Daycare";"0061425-009";"Clysta Rhoades";"Group Day Care Home";"675 S. Evergreen";"Johnson";"Gardner";66030;"04/01/2018";"03/31/2019";"Open";"785-727-5717";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118673";118673
"Mistys Child Care";"0501684-001";"Misty Schilmoeller";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"05/04/2018";"08/02/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003371";5E+018
"Moonlight Elementary OST Program";"0056914-016";"Johnson County Park and Recreation District";"School Age Program";"17960 Moonlight Road";"Johnson";"Gardner";66030;"09/01/2017";"08/31/2018";"Open";"913-856-4204";120;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109651";109651
"Morris Little Bears Day Care";"0068618-010";"Morris Little Bears Day Care LLC";"Group Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=133059";133059
"Mrs Teras Daycare";"0500617-007";"Tera Ziegler";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"07/01/2018";"06/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001237";5E+018
"Nike Elementary School Age Care Program";"0061262-009";"Johnson County Park and Recreation District";"School Age Program";"19500 South Gardner Road";"Johnson";"Gardner";66030;"10/01/2017";"09/30/2018";"Open";"913-856-0170";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118347";118347
"Patrice C Blankenship Daycare Home";"0054772-010";"Patrice Blankenship";"Licensed Day Care Home";"647 Colleen Dr";"Johnson";"Gardner";66030;"10/01/2017";"09/30/2018";"Open";"913-856-8351";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=105381";105381
"Patricia Tadlock Day Care Home";"0064920-010";"Patricia Tadlock";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=125663";125663
"Precious Gifts Daycare";"0060219-012";"Alisa Mohney";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=116261";116261
"Rae Of Sunshine";"0501077-004";"Hannah Lawrence";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002157";5E+018
"Rebecca Ann Groefsema Day Care Home";"0063172-011";"Rebecca Groefsema";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"03/27/2018";"06/25/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=122167";122167
"Sams Daycare";"0041809-014";"Samantha Brant";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=81205";81205
"Sara Armstrong Day Care Home";"0067171-010";"Sara Armstrong";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"07/01/2018";"06/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=130165";130165
"Sarahs Sunshine Spot";"0038539-002";"Sarah Bays";"Group Day Care Home";;"Johnson";"Gardner";66030;"05/04/2018";"08/02/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=75125";75125
"Schnichels Family Daycare";"0500540-006";"Lindsay Schnichels";"Group Day Care Home";;"Johnson";"Gardner";66030;"06/08/2018";"09/06/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001083";5E+018
"Sheilas Blessings Home Daycare";"0042147-015";"Sheila Thompson";"Licensed Day Care Home";"948 Pumpkin Ridge";"Johnson";"Gardner";66030;"06/01/2018";"05/31/2019";"Open";"913-856-8871";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=81843";81843
"Shelly Renee Bovitz Day Care Home";"0007838-015";"Shelly Bovitz";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=15095";15095
"Stephs Little Ladybugs";"0055820-012";"Stephanie Oehm";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=107463";107463
"Sunflower Elementary School Age Care Program";"0056913-011";"Johnson County Park and Recreation District";"School Age Program";"775 North Center";"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";"913-856-6208";100;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109649";109649
"Suzys Daycare";"0500455-005";"Suzanne Dennison";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000913";5E+018
"Teresa A Wheeler Day Care Home";"0041497-009";"Teresa Wheeler";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=80621";80621
"Tiffanys Tiny Tots";"0052173-019";"Tiffany Gomez";"Licensed Day Care Home";"18508 Juniper St";"Johnson";"Gardner";66030;"12/30/2017";"12/31/2018";"Open";"913-593-4255";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=100395";100395
"Traceys Family Childcare";"0033740-014";"Tracey Fifer";"Group Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=65743";65743
"Tractors And Tulips";"0500726-004";"Melissa Berends";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001455";5E+018
"Wendy S Eaton Day Care Home";"0042208-015";"Wendy Eaton";"Licensed Day Care Home";;"Johnson";"Gardner";66030;"07/01/2018";"06/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=81921";81921
"Anderson County Head Start";"0042082-010";"East Central Kansas Economic Opportunity Corp";"Head Start Child Care Center";"707 Queens Highway";"Anderson";"Garnett";66032;"01/01/2018";"12/31/2018";"Open";"785-448-2815";20;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=81719";81719
"Dawns Daycare";"0500873-006";"Dawn Good";"Group Day Care Home";"27485 Hwy 59 N";"Anderson";"Garnett";66032;"02/09/2018";"02/28/2019";"Open";"785-304-1454";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001749";5E+018
"Desirees Daycare";"0501605-002";"Desiree Donovan";"Group Day Care Home";;"Anderson";"Garnett";66032;"03/29/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003213";5E+018
"Happy Hearts Day Care";"0007890-005";"Karen Brinkmeyer";"Licensed Day Care Home";;"Anderson";"Garnett";66032;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=15199";15199
"Janis L Dennison Day Care Home";"0004084-010";"Janis Dennison";"Licensed Day Care Home";;"Anderson";"Garnett";66032;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7659";7659
"Jodis Day Care";"0011713-016";"Jodi Alley";"Licensed Day Care Home";"324 W 5th Ave";"Anderson";"Garnett";66032;"11/01/2017";"10/31/2018";"Open";"785-204-1322";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=22763";22763
"K Care";"0501687-001";"Kiersten Roberts";"Licensed Day Care Home";;"Anderson";"Garnett";66032;"05/04/2018";"08/02/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003377";5E+018
"Karens Kids";"0011550-017";"Karen Wilson";"Licensed Day Care Home";;"Anderson";"Garnett";66032;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=22457";22457
"Katherine J Waring Day Care Home";"0028231-015";"Katherine Waring";"Licensed Day Care Home";;"Anderson";"Garnett";66032;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=54883";54883
"Kiddie Cove Daycare";"0500306-005";"Raeann Richardson";"Licensed Day Care Home";;"Anderson";"Garnett";66032;"07/01/2017";"06/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000615";5E+018
