"Program Type";"Number";"Program Name";"Address";"City";"State";"Zip";"Program Status";"Administrator(s)";"County";"License Begin Date";"License Expiration Date";"SUTQ Rating";"Phone";"Type";"Accreditations";"Meals";"Before School Care";"Evening Care";"Special Needs";"Transportation";"After School Care";"Overnight Care";"Field Trips";"Early Childhood Education Grant";"Head Start";"Private Kindergarten";"Publicly Funded Child Care";"Liability Insurance";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday"
"Ohio Department of Education Licensed Preschool";1000020682;"ST ROSE";"523 N WEST ST";"LIMA";"OH";45801;"CONTINUOUS LICENSE";;"ALLEN";"August 13, 2015";"Continuous";4;"419-223-6361";"P";;;;;;;;;;;;;;;"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 02:00 PM";"08:00 AM to 03:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";503234;"ST. MATTHEW HEAD START";"5050 SAINT MATTHEWS DRIVE";"LIMA";"OH";45806;"CONTINUOUS LICENSE";"Megan Williams";"ALLEN";"September 25, 2003";"Continuous";4;"419-999-9924";"C";;"+";;;;;;;"+";;"+";;;;"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2190019881;"ST.MARY'S CHRISTIAN PRESCHOOL";"160 N SPRING ST.";"BLUFFTON";"OH";45817;"CONTINUOUS LICENSE";"Katherine Hohenbrink";"ALLEN";"September 4, 2019";"Continuous";;"419-358-8631";"C";;;;;;;;;;;;;;;"08:15 AM to 03:15 PM";"CLOSED";"08:15 AM to 03:15 PM";"CLOSED";"08:15 AM to 03:15 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";2200022153;"STEPPING STARS LEARNING PLACE LLC";"342 GARFIELD";"LIMA";"OH";45805;"CONTINUOUS LICENSE";;"ALLEN";"September 11, 2020";"Continuous";2;"567-825-2040";"A";;;;;;;;;;;;;"+";;"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";2210024822;"STRIVE 4 SMILES";"766 HOLLY ST.";"LIMA";"OH";45804;"PROVISIONAL LICENSE";;"ALLEN";"October 21, 2021";"October 20, 2022";;"567-712-7576";"A";;;;;;;;;;;;;"+";;"CLOSED";"CLOSED";"CLOSED";"CLOSED";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM"
"Ohio Department of Education Licensed Preschool";1000018885;"TEMPLE CHRISTIAN SCHOOL";"982 BROWER RD";"LIMA";"OH";45801;"CONTINUOUS LICENSE";;"ALLEN";"September 24, 2011";"Continuous";;"419-227-1644";"P";;;;;;;;;;;;;"+";;"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";500275;"TENDER TIMES CHILD DEVELOPMENT CENTER";"702 AMBROSE DR";"DELPHOS";"OH";45833;"CONTINUOUS LICENSE";"Emilee Ricker";"ALLEN";"September 20, 2010";"Continuous";;"567-765-0502";"C";;;;;;;;;;;;;;;"05:45 AM to 05:45 PM";"05:45 AM to 05:45 PM";"05:45 AM to 05:45 PM";"05:45 AM to 05:45 PM";"05:45 AM to 05:45 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";500251;"THE CHILDREN'S PLACE";"1101 SERIFF RD";"LIMA";"OH";45805;"CONTINUOUS LICENSE";"VIVIAN KELLEY";"ALLEN";"June 25, 2014";"Continuous";2;"567-289-5212";"A";;"+";"+";"+";;;;;;;;;"+";;"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";500150;"THE PRESCHOOL AT ALLENTOWN";"4900 ALLENTOWN RD";"LIMA";"OH";45807;"CONTINUOUS LICENSE";"CRYSTAL COPPLER";"ALLEN";"September 18, 2012";"Continuous";;"419-516-7249";"C";;;;;;;;;"+";;;;;;"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 11:30 AM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";930323552;"THE SKY IS THE LIMIT CHILD CARE CENTER";"1626 WHITEHALL DRIVE";"LIMA";"OH";45805;"CONTINUOUS LICENSE";;"ALLEN";"December 21, 2016";"Continuous";2;"567-204-3351";"B";;"+";"+";"+";;"+";"+";;"+";;"+";;"+";"+";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED"
"Licensed Child Care Center";2200021583;"TINY TECH UNIVERSITY, INC";"4400 SPENCERVILLE RD";"LIMA";"OH";45805;"CONTINUOUS LICENSE";"Sarah Smith, Danielle Roeder, Terri Edwards";"ALLEN";"September 23, 2020";"Continuous";;"567-289-6711";"C";;;;;;;;;;;;;;;"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";401850;"TRINITY UM CHURCH CENTER FOR CREATIVE CHILD CARE";"301 W MARKET ST";"LIMA";"OH";45801;"CONTINUOUS LICENSE";"CHRISTINA VORHES";"ALLEN";"September 29, 1982";"Continuous";;"419-224-2909";"C";;;;;;;;;;;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";2190020679;"TYS DAYCARE";"531 S PINE ST";"LIMA";"OH";45804;"CONTINUOUS LICENSE";"Tywona Bevis";"ALLEN";"February 11, 2020";"Continuous";;"419-231-3158";"A";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";;"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM"
"Licensed Child Care Center";2170016604;"UNITY EARLY HEAD START";"925 E. THIRD ST.";"LIMA";"OH";45804;"CONTINUOUS LICENSE";"Monica Glenn";"ALLEN";"February 3, 2018";"Continuous";4;"419-996-3517";"C";;"+";;;;;;;;;"+";;;;"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000020293;"UNITY ELEMENTARY SCHOOL";"925 E 3RD ST";"LIMA";"OH";45804;"CONTINUOUS LICENSE";;"ALLEN";"January 30, 2014";"Continuous";4;"419-996-3300";"P";;;;;;;;;;;;;;;"09:15 AM to 02:15 PM";"09:15 AM to 02:15 PM";"09:15 AM to 02:15 PM";"09:15 AM to 02:15 PM";"09:15 AM to 02:15 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";947336581;"UPSHAW, LINDA";"2901 W. HIGH ST.";"LIMA";"OH";45807;"CONTINUOUS LICENSE";;"ALLEN";"January 1, 2014";"Continuous";;"419-991-7050";"B";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";"+";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";2200022116;"WE CARE TOO";"734 N. MAIN ST.";"LIMA";"OH";45801;"CONTINUOUS LICENSE";;"ALLEN";"October 2, 2020";"Continuous";;"419-516-1136";"A";;"+";"+";"+";;;"+";"+";;;;;"+";"+";"MIDNIGHT to 10:00 PM";"MIDNIGHT to 10:00 PM";"MIDNIGHT to 10:00 PM";"MIDNIGHT to 10:00 PM";"MIDNIGHT to 10:00 PM";"CLOSED";"MIDNIGHT to 10:00 PM"
"Licensed Child Care Center";2170014187;"XJFS TEST CENTER";"TEST UPDATE";"LIMA";"OH";45804;"CONTINUOUS LICENSE";"Emily Hawley";"ALLEN";"January 16, 2017";"Continuous";4;"111-111-1111";"C";;;;;;;;;;;;;;;"01:45 AM to 05:00 AM";"01:45 AM to 05:00 AM";"01:45 AM to 05:00 AM";"01:45 AM to 05:00 AM";"01:45 AM to 05:00 AM";"CLOSED";"CLOSED"
"Licensed Child Care Center";500703;"ZION LUTHERAN CHILDCARE";"1300 EDGEWOOD DRIVE";"LIMA";"OH";45805;"CONTINUOUS LICENSE";"LESA BROWN";"ALLEN";"April 12, 1979";"Continuous";;"419-224-7719";"C";;"+";"+";;;;"+";;"+";;;;"+";;"06:15 AM to 06:00 PM";"06:15 AM to 06:00 PM";"06:15 AM to 06:00 PM";"06:15 AM to 06:00 PM";"06:15 AM to 06:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018646;"ASHLAND CHRISTIAN";"1144 W MAIN ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";;"ASHLAND";"September 24, 2011";"Continuous";;"419-289-6617";"P";;;;;;;;;;;;;;;"08:00 AM to 11:00 AM";"08:00 AM to 11:00 AM";"08:00 AM to 11:00 AM";"08:00 AM to 11:00 AM";"08:00 AM to 11:00 AM";"CLOSED";"CLOSED"
"Licensed Child Care Center";104860;"ASHLAND FAMILY YMCA";"207 MILLER ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"CHRISTIE KRUMLAW";"ASHLAND";"February 4, 1999";"Continuous";2;"419-289-0626";"C";;;"+";;;;"+";;"+";;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";411049;"ASHLAND HEAD START CENTER";"527 E. LIBERTY ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"DONNA SWARTZ";"ASHLAND";"August 28, 2009";"Continuous";;"419-281-8001";"C";;"+";;;;;;;"+";;"+";;;;"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";409507;"ASHLAND MONTESSORI SCHOOL";"1515 MIFFLIN AVENUE";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"LINA M. ETZWILER";"ASHLAND";"August 19, 2005";"Continuous";;"419-289-5699";"C";;;;;;;;;;;;;;;"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED";"NOT REPORTED"
"Licensed Child Care Center";103654;"ASHLAND TRAINING CENTER";"228 MAPLE ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"SHANNON RICHTER";"ASHLAND";"August 4, 1994";"Continuous";;"419-281-2767";"C";;;;;;;;;;;;;"+";;"05:30 AM to 07:00 PM";"05:30 AM to 07:00 PM";"05:30 AM to 07:00 PM";"05:30 AM to 07:00 PM";"05:30 AM to 07:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2190020961;"ASHLAND WEST HEAD START";"1797 SEDDON COURT";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"DENISE SWARTZ";"ASHLAND";"January 13, 2020";"Continuous";;"419-496-0466";"C";;"+";;;;;;;;;"+";;;;"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000017750;"ASHLAND-W HOLMES CAREER CENTER";"1783 STATE ROUTE 60";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";;"ASHLAND";"September 24, 2011";"Continuous";;"419-289-3313";"P";;;;;;;;;;;;;;;"CLOSED";"09:00 AM to 02:15 PM";"09:00 AM to 02:15 PM";"09:00 AM to 02:15 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000020512;"BLACK RIVER EDUCATION CENTER ELEMENTARY SCHOOL";"257 COUNTY ROAD 40";"SULLIVAN";"OH";44880;"CONTINUOUS LICENSE";;"ASHLAND";"December 15, 2014";"Continuous";4;"419-736-2161";"P";;;;;;;;;;;;;;;"08:45 AM to 03:30 PM";"08:45 AM to 03:30 PM";"08:45 AM to 03:30 PM";"08:45 AM to 03:30 PM";"08:45 AM to 03:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2210024116;"BRETHREN CARE DAY CARE";"2130 CENTER STREET";"ASHLAND";"OH";44805;"PROVISIONAL LICENSE";"Megan Langhurst";"ASHLAND";"January 5, 2022";"January 4, 2023";;"419-289-1585";"C";;"+";"+";"+";;;"+";"+";"+";;;;;;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1220025961;"CRESTVIEW ELEMENTARY SCHOOL";"1575 STATE ROUTE 96";"ASHLAND";"OH";44805;"PROVISIONAL LICENSE";;"ASHLAND";"August 8, 2022";"August 7, 2023";;;"P";;;;;;"+";;;;;;;;;"08:00 AM to 02:45 PM";"08:00 AM to 02:45 PM";"08:00 AM to 02:45 PM";"08:00 AM to 02:45 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000020503;"HILLSDALE SCHOOL";"W MAIN ST";"HAYESVILLE";"OH";44838;"CONTINUOUS LICENSE";;"ASHLAND";"September 17, 2014";"Continuous";4;"330-345-6771";"P";;;;;;;;;;;;;;;"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";410333;"LOUDONVILLE HEAD START";"615 ST. RT 39 W";"LOUDONVILLE";"OH";44842;"CONTINUOUS LICENSE";"KATHIE CRONEBACH";"ASHLAND";"April 2, 2008";"Continuous";4;"419-994-3258";"C";;"+";"+";;;;"+";;"+";;"+";;;;"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000019914;"MAPLETON ELEMENTARY SCHOOL";"2 MOUNTIE DR";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";;"ASHLAND";"August 29, 2011";"Continuous";;"419-945-2188";"P";;;;;;;;;;;;;;;"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018769;"MAPLETON SCHOOL";"2 MOUNTIE DR";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";;"ASHLAND";"September 24, 2011";"Continuous";4;"419-945-2188";"P";;;;;;;;;;;;;;;"CLOSED";"CLOSED";"CLOSED";"CLOSED";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000017821;"MCMULLEN SCHOOL";"224 E BUSTLE ST";"LOUDONVILLE";"OH";44842;"CONTINUOUS LICENSE";;"ASHLAND";"September 24, 2011";"Continuous";4;"330-345-6771";"P";;;;;;;;;;;;;;;"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";2170014328;"MILESTONES LEARNING CENTER ASHLAND INC";"1489 MIFFLIN AVE";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"Samantha Barrick";"ASHLAND";"April 4, 2017";"Continuous";4;"419-281-7440";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";101791;"MONTESSORI GOOD SHEPHERD PRESCHOOL AT TRINITY LUTHERAN CHURCH";"508 CENTER ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"Cindy Duffey";"ASHLAND";"December 20, 1985";"Continuous";;"419-289-2126";"C";;;;;;;;;;;;;;;"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";409905;"NEW BEGINNINGS CHRISTIAN PRESCHOOL";"637 N. MARKET STREET";"LOUDONVILLE";"OH";44842;"CONTINUOUS LICENSE";"Tiffany Wilson";"ASHLAND";"February 11, 2008";"Continuous";;"419-994-1112";"C";;;;;;;;;"+";;;;;;"08:15 AM to 03:15 PM";"08:15 AM to 03:15 PM";"08:15 AM to 03:15 PM";"08:15 AM to 03:15 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";300860;"OLIVE TREE CARE";"637 NORTH MARKET STREET";"LOUDONVILLE";"OH";44842;"CONTINUOUS LICENSE";"KRISTY SPRENG";"ASHLAND";"August 15, 2016";"Continuous";;"419-994-2080";"C";;;;;;;;;;;;;;;"03:15 PM to 06:00 PM";"03:15 PM to 06:00 PM";"03:15 PM to 06:00 PM";"03:15 PM to 06:00 PM";"03:15 PM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";103224;"PARK STREET BRETHREN CHURCH PRESCHOOL";"619 PARK ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"Jill Woods, Mackenzie Howell";"ASHLAND";"August 27, 1992";"Continuous";;"419-289-6128";"C";;;;;;;;;;;;;;;"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000020795;"REAGAN ELEMENTARY SCHOOL";"850 JACKSON DR";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";;"ASHLAND";"September 3, 2015";"Continuous";4;"419-289-7964";"P";;;;;;;;;;;;;;;"CLOSED";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"09:00 AM to 03:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000019474;"ST EDWARD";"433 COTTAGE ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";;"ASHLAND";"September 24, 2011";"Continuous";;"419-289-7456";"P";;;;;;;;;;;;;;;"08:30 AM to 02:45 PM";"08:30 AM to 02:45 PM";"08:30 AM to 02:45 PM";"08:30 AM to 02:45 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";408263;"SULLIVAN HEAD START";"241 TOWNSHIP ROAD 481";"SULLIVAN";"OH";44880;"CONTINUOUS LICENSE";"Victoria Vanata";"ASHLAND";"September 26, 2004";"Continuous";3;"419-736-2787";"C";;;;;;;;;;;;;;;"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"08:00 AM to 03:30 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";2190020378;"THE SALVATION ARMY RAY & JOAN KROC CORPS COMMUNITY CENTER LEARNING ZONE";"527 E LIBERTY ST";"ASHLAND";"OH";44805;"CONTINUOUS LICENSE";"Laura Neff";"ASHLAND";"November 11, 2019";"Continuous";2;"419-281-8001";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";409739;"VALLEY VIEW CHRISTIAN PRESCHOOL";"807 VALLEY VIEW DRIVE";"LOUDONVILLE";"OH";44842;"CONTINUOUS LICENSE";"Jill Book";"ASHLAND";"September 18, 2006";"Continuous";;"567-203-1457";"C";;;;;;;;;;;;;;;"08:30 AM to 11:00 AM";"08:30 AM to 11:00 AM";"08:30 AM to 11:00 AM";"08:30 AM to 11:00 AM";"08:30 AM to 11:00 AM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2190019520;"A KIDS ONLY EARLY LEARNING CENTER INC. 4";"2505 SOUTH RIDGE EAST";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"Jolene Roberts, Trisha Cusano";"ASHTABULA";"June 3, 2019";"Continuous";4;"440-335-1540";"C";;"+";"+";;;;"+";;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";307578;"A KIDS ONLY EARLY LEARNING CT INC";"2621 STATE ROAD";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"Tamera McTrusty";"ASHTABULA";"July 9, 2007";"Continuous";4;"440-998-5553";"C";;"+";"+";;;;"+";;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";305428;"A.B.C. CHILD CARE AND LEARNING CENTER";"2012 W 11TH STREET";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"JODI VAN'T VEER, LARINA SPRING";"ASHTABULA";"July 10, 2000";"Continuous";3;"440-964-8799";"C";;"+";"+";;;;"+";;;;;;"+";;"05:45 AM to 06:30 PM";"05:45 AM to 06:30 PM";"05:45 AM to 06:30 PM";"05:45 AM to 06:30 PM";"05:45 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300723;"ACCAA EDGEWOOD HEAD START";"2428 BLAKE ROAD";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"Linda Painter, Jessica Hehmeyer";"ASHTABULA";"August 19, 2015";"Continuous";4;"440-228-4865";"C";;"+";;;;;;;;;"+";;;;"07:30 AM to 03:30 PM";"07:30 AM to 03:30 PM";"07:30 AM to 03:30 PM";"07:30 AM to 03:30 PM";"07:30 AM to 03:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300836;"ACCAA HEAD START - GRAND VALLEY";"111 GRAND VALLEY AVENUE";"ORWELL";"OH";44076;"CONTINUOUS LICENSE";"Crystal Johnson";"ASHTABULA";"January 28, 2013";"Continuous";4;"440-437-6260";"C";;"+";;;;;;;;;"+";;;;"08:45 AM to 03:15 AM";"08:45 AM to 03:15 AM";"08:45 AM to 03:15 AM";"08:45 AM to 03:15 AM";"08:45 AM to 03:15 AM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300457;"ACCAA HEAD START CORK ELEMENTARY SCHOOL";"341 STATE ROUTE 534";"GENEVA";"OH";44041;"CONTINUOUS LICENSE";"Crystal Johnson";"ASHTABULA";"August 12, 2013";"Continuous";4;"440-466-4831";"C";;"+";;;;;;;;;"+";;;;"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300466;"ACCAA ONTARIO PRIMARY SCHOOL HEAD START";"2302 WADE AVENUE";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"Tranika Cruz";"ASHTABULA";"August 27, 2013";"Continuous";4;"440-992-1257";"C";;"+";;;;;;;;;"+";;;;"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"08:00 AM to 03:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300837;"ACCAA/ACHST A-TECH-JEFFERSON";"1565 STATE ROUTE 167, B BLDG.";"JEFFERSON";"OH";44047;"CONTINUOUS LICENSE";"Patricia Loomis, Ashley Church";"ASHTABULA";"September 2, 2014";"Continuous";4;"440-992-1257";"C";;"+";;;;;;;;;"+";;;;"08:15 AM to 02:15 PM";"08:15 AM to 02:15 PM";"08:15 AM to 02:15 PM";"08:15 AM to 02:15 PM";"08:15 AM to 02:15 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";300611;"ACCAA/ACHST/EHS-COLLINS";"104 W. 45TH STREET";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"Tranika Cruz";"ASHTABULA";"September 2, 2014";"Continuous";4;"440-993-7716";"C";;"+";;;;"+";;;;;"+";;;;"08:30 AM to 03:30 PM";"08:30 AM to 03:30 PM";"08:30 AM to 03:30 PM";"08:30 AM to 03:30 PM";"08:30 AM to 03:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1180018180;"ACESC PRESCHOOL";"2428 BLAKE RD";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";;"ASHTABULA";"August 30, 2018";"Continuous";4;;"P";;"+";;;;"+";;;;;;;;;"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"08:30 AM to 03:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";301860;"AMBOY UNITED METHODIST PRESCHOOL";"550 W MAIN RD";"CONNEAUT";"OH";44030;"CONTINUOUS LICENSE";"ANN FERL";"ASHTABULA";"June 22, 1981";"Continuous";;"440-593-5901";"C";;;;;;;;;;;;;;;"CLOSED";"09:00 AM to 03:00 PM";"09:00 AM to 12:00 PM";"09:00 AM to 03:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";300765;"ASD COVE - HURON PRIMARY";"2300 WADE AVENUE";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"Kristyna Keenan";"ASHTABULA";"February 8, 2016";"Continuous";;"440-993-1060";"C";;;"+";;;;"+";;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";304140;"ASHTABULA COUNTY FAMILY Y CHILD CARE";"263 PROSPECT RD";"ASHTABULA";"OH";44004;"CONTINUOUS LICENSE";"ANNETTE GRIFFINS";"ASHTABULA";"September 10, 1993";"Continuous";3;"440-997-5321";"C";;;;;;;;;;;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2220026396;"ASHTABULA COUNTY FAMILY YMCA @ GENEVA AREA CITY SCHOOLS/AUSTINBURG ELEMENTARY";"3030 SR-307";"AUSTINBURG";"OH";44010;"PROVISIONAL LICENSE";"Amanda Krempel, Annette Griffin";"ASHTABULA";"August 29, 2022";"August 28, 2023";;"440-997-5321";"C";;;"+";;;;"+";;;;;;"+";;"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"CLOSED";"CLOSED"
