"FacilityID";"InspectionID";"Inspection Date";"Violation Summary";"Code Sub Section";"Violation Category";"Violation Status"
"BronxDC374";"140fd37b268f2846e5fb407d2a4dea42";" 12/9/21";"At time of inspection it was determined that child care service failed to maintain children's daily attendance records.";"47.27(a)";"Minor violations (General Violations)";"OPEN"
"BronxDC374";"140fd37b268f2846e5fb407d2a4dea42";" 12/9/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"BronxDC23175";"4833db33e9edc6092cc03ce7016f0685";" 12/14/21";"Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection";"47.19(c)(2)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"BronxDC23175";"4833db33e9edc6092cc03ce7016f0685";" 12/14/21";"Qualified Group Teacher Not designated to cover for Education Director. Permittee failed to Notify Department of separation from service of Education Director";"47.13(c)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC23175";"4833db33e9edc6092cc03ce7016f0685";" 12/14/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC23175";"4833db33e9edc6092cc03ce7016f0685";" 12/14/21";"Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.";"47.13(f)";"Minor violations (General Violations)";"OPEN"
"BronxDC23175";"4833db33e9edc6092cc03ce7016f0685";" 12/14/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"BronxDC23175";"4833db33e9edc6092cc03ce7016f0685";" 12/14/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"BronxDC11641";"d387946460fa052c74a847f184c01bf6";" 8/4/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC1829";"7cb9f045e374c116631269e05a6736c8";" 5/11/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC36659";"c406487cbd4b441d3e03f948add83a25";" 9/15/20";"Epi auto injector Not provided, Not maintained or expired.";"47.29(c)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC36662";"3b673d7b0bef75f7fd3eda233522c3c8";" 9/15/20";"Epi auto injector Not provided, Not maintained or expired.";"47.29(c)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC36662";"3b673d7b0bef75f7fd3eda233522c3c8";" 9/15/20";"At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.";"47.45(b)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC36653";"22a036240922f7d721d31baea373a889";" 12/9/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC32531";"7ff8a9e560026d01443f5e647a7f01ce";" 12/1/21";"Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated";"43.24(a)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC19535";"af71fc6e393da38ee3eb793654cafb15";" 12/7/21";"All exits have clear legible and illuminated exit signs where required by DOB";"43.22(a)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC19535";"af71fc6e393da38ee3eb793654cafb15";" 12/7/21";"Approved fire extinguishers provided in good working order and inspected";"43.22(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC19535";"af71fc6e393da38ee3eb793654cafb15";" 12/7/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC19535";"af71fc6e393da38ee3eb793654cafb15";" 12/7/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC19535";"af71fc6e393da38ee3eb793654cafb15";" 12/7/21";"Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire";"43.14(a)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC1757";"aad8d68ddfe823f5c55f7a106c3df73c";" 9/24/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC1757";"aad8d68ddfe823f5c55f7a106c3df73c";" 9/24/21";"Staff submitted immunization record. File maintained confidential. File including electronic available for inspection on site";"43.11(c)(2)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC32750";"b3861378e905f5658a30f48a3a7b8a26";" 8/5/21";"Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection";"47.19(c)(2)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"BronxDC37619";"c92a9881330fdf4b16db74bde9d2f238";" 12/10/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"BronxDC37619";"c92a9881330fdf4b16db74bde9d2f238";" 12/10/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"BronxDC34865";"a43f360cb09e7334d093eff3cc427adc";" 12/3/21";"Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated";"43.24(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BronxDC34865";"a43f360cb09e7334d093eff3cc427adc";" 12/3/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"BronxDC34865";"a43f360cb09e7334d093eff3cc427adc";" 12/3/21";"Staff submitted immunization record. File maintained confidential. File including electronic available for inspection on site";"43.11(c)(2)";"Minor violations (General Violations)";"OPEN"
"BronxDC21811";"4b324345225434741fe6744155bae171";" 12/16/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC246";"440128a2d49ab9aa9ac804856e0deaea";" 5/27/21";"Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.";"47.13(f)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC246";"440128a2d49ab9aa9ac804856e0deaea";" 5/27/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC246";"440128a2d49ab9aa9ac804856e0deaea";" 5/27/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC32836";"6785e25f431903ceafccaec8e42c0330";" 1/10/22";"A corrective action plan was Not submitted by the permittee to DOHMH for approval";"47.21(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BronxDC32836";"6785e25f431903ceafccaec8e42c0330";" 1/10/22";"Lead paint or paint of unknown lead content shall be abated or remediated immediately upon discovery. Work shall be done in accordance with HC 173.13";"47.63(a)(2)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"BronxDC26164";"26237a679c88493a760b2116ae5d1799";" 11/15/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC38296";"b6237bb147a8d43ac8b80e26a1156882";" 9/30/21";"At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.";"47.57(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC1603";"fda3e77ad1a974519dcb743bd211a29e";" 1/12/22";"Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated";"43.24(a)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"BronxDC1603";"fda3e77ad1a974519dcb743bd211a29e";" 1/12/22";"Written Safety Plan contains provisions for the operation, maintenance and testing of fire alarm and detection systems";"43.07(b)(3)(D)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC1603";"fda3e77ad1a974519dcb743bd211a29e";" 1/12/22";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC1603";"fda3e77ad1a974519dcb743bd211a29e";" 1/12/22";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC1603";"fda3e77ad1a974519dcb743bd211a29e";" 1/12/22";"Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire";"43.14(a)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC873";"6fbe38809866f946f9a972dde468adcf";" 9/30/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"BronxDC248";"9ecc10f67762f7f5236fa81df1c8d568";" 5/25/21";"Teacher to child ratios and group size maintained in Group Child Care program";"47.23(f)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"BronxDC1836";"4cf1eeda40ffdf7c765ecc1446adc595";" 5/5/21";"At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.";"47.49(c)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
