"ID";"Program Name";"Permit Holder";"Address";"Borough";"Zip Code";"Phone";"Permit Number";"Permit Expiration Date";"Permit Status";"Age Range";"Maximum Capacity";"Certified to Administer Medication";"Site Type";"Program Type";"Years in Operation";"Last Inspection Date";"Last Inspection Result";"% of Annual Inspections w/Violations";"Number of Educational Staff";"Educational Staff Turnove"
"BronxDC31876";"CIDITTY KIDDIE CORPORATION";"CIDITTY KIDDIE CORPORATION";"1700 SEWARD AVENUE";"Bronx";10473;"917-801-4710";96577;"09/08/2023";"Permitted";"2 - 5";55;"No";"Private";"Child Care - Pre School";7;" 9/23/21";;"N/A";7;
"BronxDC809";"CITY OF FAITH CHRISTIAN ACADEMY";"CITY OF FAITH CHURCH OF GOD, INC.";"3453 WHITEPLAINS ROAD";"Bronx";10467;"718-798-3052";6416;"08/30/2023";"Permitted";"2 - 5";29;"No";"Private";"Child Care - Pre School";"19 or more";" 7/8/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"BronxDC17107";"CITY OF FAITH CHRISTIAN ACADEMY I I";"CITY OF FAITH COMMUNITY DEVELOPMENT CORP.";"3445 WHITE PLAINS RD.";"Bronx";10467;"718-798-3052";7831;"10/15/2023";"Permitted";"2 - 5";35;"No";"Private";"Child Care - Pre School";15;" 10/13/21";;"N/A";6;
"BronxDC36736";"CITY PRO GROUP";"CITY PRO GROUP INC.";"2075 JEROME AVENUE";"Bronx";10457;"646-457-7246";104455;"06/25/2022";"Permitted";"2 - 5";58;"No";"Corporate";"Child Care - Pre School";4;" 9/21/21";;"40 %";6;
"BronxDC40526";"CLAIRE HEUREUSE COMMUNITY CENTER, INC.";"CLAIRE HEUREUSE COMMUNITY CENTER, INC.";"575 Soundview Avenue";"Bronx";10473;"917-416-4307";105556;"12/03/2023";"Permitted";"2 - 5";100;"No";"Private";"Child Care - Pre School";1;;;"N/A";1;
"BronxDC34819";"CMCS/ANNA LEFKOWITZ CHILD DEVELOPMENT CENTER";"Cardinal McCloskey School & Home For Children";"690 WESTCHESTER AVENUE";"Bronx";10453;"718-402-7189";104123;"07/03/2023";"Permitted";"2 - 5";55;"No";"ACS Dual";"Child Care - Pre School";5;" 12/13/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"100 %";11;
"BronxDC17811";"CONCOURSE HOUSE DAY CARE CENTER";"CONCOURSE HOUSE HOUSING DEVELOPMENT FUND COMPANY, INC.";"2348 WEBSTER AVENUE";"Bronx";10458;"917-801-2515";70357;"07/23/2022";"Permitted";"2 - 5";105;"No";"DOE CBO";"Child Care - Pre School";8;" 12/15/21";;"100 %";11;
"BronxDC40244";"CONCOURSE HOUSE DAY CARE CENTER";"CONCOURSE HOUSE HOUSING DEVELOPMENT FUND COMPANY, INC.";"2885 MARION AVE";"Bronx";10458;"347-213-9128";105543;"11/16/2023";"Permitted";"2 - 5";97;"No";"DOE CBO";"Child Care - Pre School";1;;;"N/A";3;
"BronxDC36827";"CONGREGATION LUMINOUS, INC.";"LUMINOUS MORRIS LLC";"655 MORRIS AVENUE";"Bronx";10451;"718-288-8146";104552;"08/08/2022";"Permitted";"0 - 2";68;"No";"Private";"Child Care - Infants/Toddlers";4;" 11/30/21";;"60 %";3;
"BronxDC36829";"CONGREGATION LUMINOUS, INC.";"LUMINOUS MORRIS LLC";"655 MORRIS AVENUE";"Bronx";10451;"718-288-8146";104542;"07/30/2022";"Permitted";"2 - 5";126;"No";"Private";"Child Care - Pre School";4;" 11/30/21";;"25 %";11;
"BronxDC34932";"CREATIVE MINDS";"CREATIVE MINDS DAYCARE OF NYC CORPORATION";"900 East 233 Street";"Bronx";10466;"917-999-8961";105004;"08/16/2023";"Permitted";"0 - 2";19;"No";"Private";"Child Care - Infants/Toddlers";3;" 11/3/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"75 %";5;
"BronxDC33510";"CREATIVE MINDS";"Creative Minds Daycare of NYC Corporation";"900 EAST 233RD STREET";"Bronx";10466;"929-304-0588";103835;"10/18/2022";"Permitted";;67;"No";"Private";"Child Care - Pre School";6;" 10/14/21";" Initial Annual Inspection - Passed inspection with no violations";"83 %";7;
"BronxDC18943";"EAST BRONX DAY CARE CENTER";"TREMONT CROTONA DAY CARE CENTER INC.";"1113 COLGATE AVENUE";"Bronx";10472;"718-617-2900";7942;"09/12/2022";"Permitted";"2 - 5";62;"No";"DOE CBO";"Child Care - Pre School";14;" 3/3/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"50 %";5;
"BronxDC181";"EAST SIDE HOUSE SETTLEMENT HEAD START/DAY CARE";"EAST SIDE HOUSE SETTLEMENT";"201 ST. ANN'S AVENUE";"Bronx";10454;"718-993-4854";4636;"07/17/2020";"In-Renewal";"2 - 5";27;"No";"ACS Head Start";"Child Care - Pre School";42;" 12/28/21";" Compliance Inspection of Open Violations - Previously cited violations corrected";"60 %";4;
"BronxDC182";"EAST SIDE HOUSE SETTLEMENT HEAD START/DAY CARE";"EAST SIDE HOUSE SETTLEMENT";"375 EAST 143RD STREET";"Bronx";10454;"718-292-5335";2094;"11/10/2020";"In-Renewal";"2 - 5";80;"No";"ACS Head Start";"Child Care - Pre School";"18 or more";" 7/8/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"60 %";10;
"BronxDC14111";"EAST SIDE SETTLEMENT HOUSE HEAD START/ DAY CARE";"EAST SIDE HOUSE SETTLEMENT";"414 MORRIS AVENUE";"Bronx";10451;"718-401-4242";7400;"06/28/2021";"In-Renewal";"2 - 5";60;"No";"ACS Head Start";"Child Care - Pre School";17;" 12/3/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"100 %";7;
"BronxDC1643";"EAST TREMONT CHILD CARE AND DEVELOPMENT CENTER";"EAST TREMONT CHILD CARE AND DEVELOPMENT CENTER";"1811 CROTONA AVENUE";"Bronx";10457;"718-731-4166";1956;"08/17/2022";"Permitted";"2 - 5";56;"No";"DOE CBO";"Child Care - Pre School";"18 or more";" 10/27/21";;"N/A";7;
"BronxDC17787";"EASTER SEALS CHILD DEVELOPMENT CENTER";"EASTER SEALS NEW YORK, INC.";"2433 EAST TREMONT AVENUE";"Bronx";10461;"718-409-4227";7815;"10/15/2023";"Permitted";"2 - 5";133;"Yes";"Corporate";"Child Care - Pre School";15;" 8/26/21";" Initial Annual Inspection - Passed inspection with no violations";"40 %";28;
"BronxDC39916";"EASTER SEALS NEW YORK, INC.";"EASTER SEALS NEW YORK, INC.";"1520 STORY AVE";"Bronx";10473;"914-263-2384";105499;"09/07/2023";"Permitted";"2 - 5";76;"No";"Private";"Child Care - Pre School";1;;;"N/A";1;
"BronxDC39209";"EASTER SEALS NEW YORK, INC.";"EASTER SEALS NEW YORK, INC.";"1530 STORY AVENUE";"Bronx";10473;"914-263-2384";105500;"09/08/2023";"Permitted";"2 - 5";70;"No";"Corporate";"Child Care - Pre School";1;;;"N/A";1;
"BronxDC37279";"ECFS";"Fieldston Lower";"3901 FIELDSTON RD";"Bronx";10471;"718-329-7590";"N/A";"01/01/1900";"Active";;;"No";"Private";"School Based Child Care";;" 1/14/22";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"0 %";8;
"BronxDC24845";"FABIANA DAY CARE ACADEMY INC.";"FABIANA DAY CARE ACADEMY INC.";"937 TELLER AVENUE";"Bronx";10451;"718-588-4545";73182;"09/10/2022";"Permitted";"2 - 5";24;"No";"Private";"Child Care - Pre School";8;" 2/1/22";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"40 %";1;
"BronxDC1814";"FAITH CHRISTIAN ACADEMY";"1137 E. 223RD STREET CORPORATION";"1137 EAST 223 STREET";"Bronx";10466;"718-881-1085";6514;"09/29/2019";"In-Renewal";"2 - 5";18;"No";"Private";"Child Care - Pre School";"17 or more";" 9/25/20";" Compliance Inspection of Open Violations - Previously cited violations corrected";"75 %";0;
"BronxDC32173";"FIDELIS EARLY CHILDHOOD CENTER LLC";"FIDELIS EARLY CHILDHOOD CENTER LLC";"890 PROSPECT AVENUE";"Bronx";10459;"718-991-4570";103942;"02/21/2023";"Permitted";"0 - 2";28;"No";"Private";"Child Care - Infants/Toddlers";5;" 12/1/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";4;
"BronxDC32160";"FIDELIS EARLY CHILDHOOD CENTER LLC";"FIDELIS EARLY CHILDHOOD CENTER LLC";"890 PROSPECT AVENUE";"Bronx";10459;"718-991-4570";103941;"02/15/2023";"Permitted";"2 - 5";43;"No";"Private";"Child Care - Pre School";5;" 10/5/21";;"25 %";10;
"BronxDC1648";"FIVE STAR DAY CARE CENTER";"SOUTHEAST BRONX NEIGHBORHOOD CENTERS, INC.";"3261 3 AVENUE";"Bronx";10456;"718-292-4774";4663;"05/18/2023";"Permitted";"2 - 5";100;"No";"DOE CBO";"Child Care - Pre School";"17 or more";" 5/14/21";;"100 %";10;
"BronxDC32212";"FORT GEORGE COMMUNITY SERVICES, INC";"FORT GEORGE COMMUNITY SERVICES, INC.";"489 ST. PAULS PLACE";"Bronx";10456;"917-801-0565";71597;"08/07/2022";"Permitted";"2 - 5";40;"No";"Private";"Child Care - Pre School";8;" 1/13/22";" Initial Annual Inspection - Reinspection Required; Fines pending";"80 %";6;
"BronxDC1588";"GKO GROUP, INC.";"GKO GROUP, INC.";"4020 EAST TREMONT AVENUE";"Bronx";10465;"718-239-5275";7528;"08/28/2023";"Permitted";"0 - 2";28;"No";"Private";"Child Care - Infants/Toddlers";17;" 7/29/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"BronxDC14269";"GKO GROUP, INC.";"GKO GROUP, INC.";"4020 EAST TREMONT AVENUE";"Bronx";10465;"718-239-5275";6790;"08/31/2022";"Permitted";"2 - 5";190;"No";"DOE CBO";"Child Care - Pre School";"18 or more";" 9/13/21";;"100 %";19;
"BronxDC2001";"GWENDOLYN B. BLAND DAY CARE CENTER";"SOUTHEAST BRONX NEIGHBORHOOD CENTERS, INC.";"749 EAST 163RD STREET";"Bronx";10456;"718-991-1050";3095;"03/18/2023";"Permitted";"2 - 5";100;"No";"DOE CBO";"Child Care - Pre School";"17 or more";" 7/12/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"25 %";9;
"BronxDC21622";"HABITOT";"HABITOT E S L L C";"3480 THIRD AVENUE";"Bronx";10456;"718-484-8778";8389;"10/11/2023";"Permitted";"0 - 2";44;"No";"Private";"Child Care - Infants/Toddlers";11;" 11/22/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"50 %";4;
"BronxDC21623";"HABITOT";"HABITOT ES LLC";"3480 THIRD AVENUE";"Bronx";10456;"718-484-8778";8390;"10/11/2023";"Permitted";"2 - 5";132;"No";"Private";"Child Care - Pre School";11;" 11/22/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"N/A";9;
"BronxDC32837";"HAPPY DAYS AT RIVERDALE";"RENANIM MANHATTAN, INC.";"2975 INDEPENDENCE AVENUE";"Bronx";10463;"718-601-1300";87978;"05/13/2023";"Permitted";;45;"No";"DOE CBO";"Child Care - Pre School";7;" 9/28/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"80 %";4;
"BronxDC39960";"HEAVEN'S TINY TOTS EAST TREMONT CHILD DEVELOPMENT CENTER, INC.";"HEAVEN'S TINY TOTS EAST TREMONT CHILD DEVELOPMENT CENTER, INC.";"1932 BRYANT AVE";"Bronx";10460;"718-684-5512";105469;"08/17/2023";"Permitted";"2 - 5";73;"No";"Corporate";"Child Care - Pre School";1;;;"N/A";1;
"BronxDC1616";"HERBERT G. BIRCH EARLY CHILDHOOD CENTER";"BIRCH FAMILY SERVICES";"475 WEST 250 STREET";"Bronx";10471;"718-549-4753";5194;"10/17/2022";"Permitted";"2 - 5";75;"No";"Private";"Child Care - Pre School";36;" 5/5/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";16;
"BronxDC1842";"HIGHBRIDGE ADVISORY COUNCIL EARLY CHILDHOOD CENTER # 1";"HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES, INC.";"1594 TOWNSEND AVENUE";"Bronx";10452;"718-299-3917";6047;"07/09/2023";"Permitted";"2 - 5";134;"Yes";"ACS Contracted Preschools";"Child Care - Pre School";"17 or more";" 9/22/21";" Compliance Inspection of Open Violations - Previously cited violations corrected";"66 %";19;
"BronxDC1463";"HIGHBRIDGE ADVISORY COUNCIL DORIS E. STONE CHILD CARE CENTER";"HIGHBRIDGE ADVISORY COUNCIL, INC.";"1165 UNIVERSITY AVENUE";"Bronx";10452;"718-293-5000";7583;"11/15/2022";"Permitted";"2 - 5";55;"No";"DOE CBO";"Child Care - Pre School";18;" 2/1/22";;"50 %";5;
"BronxDC844";"HIGHBRIDGE ADVISORY COUNCIL ECC # 3";"HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES INC.";"1399 OGDEN AVENUE";"Bronx";10452;"718-293-9196";6683;"12/02/2023";"Permitted";"2 - 5";132;"Yes";"DOE CBO";"Child Care - Pre School";"19 or more";" 1/25/22";" Compliance Inspection of Open Violations - Reinspection Not Required";"0 %";18;
"BronxDC965";"HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES, INC.";"HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES, INC.";"1181 NELSON AVENUE";"Bronx";10452;"917-398-5541";5937;"11/30/2022";"Permitted";"2 - 5";204;"No";"DOE CBO";"Child Care - Pre School";"19 or more";" 12/3/20";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection";"60 %";23;
"BronxDC11540";"HIGHBRIDGE ADVISORY COUNCIL HEAD START";"HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES, INC.";"880 RIVER AVENUE";"Bronx";10452;"917-398-5518";7473;"09/26/2023";"Permitted";"2 - 5";80;"No";"DOE CBO";"Child Care - Pre School";"17 or more";" 9/9/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";10;
"BronxDC2034";"HIGHBRIDGE ADVISORY COUNCIL MARSHALL ENGLAND EARLY LEARNING CENTER";"HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES INC.";"800 CONCOURSE VILLAGE EAST";"Bronx";10451;"718-742-2370";7381;"06/29/2023";"Permitted";"2 - 5";185;"No";"DOE CBO";"Child Care - Pre School";"18 or more";" 12/8/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"100 %";14;
"BronxDC1748";"HOLY CROSS SCHOOL";"HOLY CROSS SCHOOL";"1846 RANDALL AVENUE";"Bronx";10473;"718-842-4492";"N/A";"04/20/2116";"Active";;49;"No";"Corporate";"School Based Child Care";;" 12/22/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";18;
"BronxDC1749";"HOLY FAMILY SCHOOL";"HOLY FAMILY SCHOOL";"2169 BLACKROCK AVENUE";"Bronx";10472;"718-863-7280";"N/A";"12/14/2115";"Active";;;"No";"Corporate";"School Based Child Care";;" 1/19/22";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"50 %";22;
"BronxDC1750";"HOLY ROSARY SCHOOL";"ARCHDIOCESE OF NEW YORK HOLY ROSARY SCHOOL";"1500 ARNOW AVENUE";"Bronx";10469;"718-652-1838";"N/A";"12/14/2115";"Active";"2 - 5";58;"No";"Corporate";"School Based Child Care";;" 12/2/21";" Initial Annual Inspection - Reinspection Not Required";"50 %";36;
"BronxDC39383";"HOMES FOR THE HOMELESS";"HOMES FOR THE HOMELESS";"1600 RANDALL AVENUE";"Bronx";10473;"929-955-4624";105365;"06/04/2023";"Permitted";"2 - 5";20;"No";"Private";"Child Care - Pre School";1;;;"N/A";0;
"BronxDC1618";"HORACE MANN BARNARD KINDERGARTEN";"HORACE MANN LOWER DIVISION";"4440 TIBBETT AVENUE";"Bronx";10471;"718-432-3300";"N/A";"01/23/2115";"Active";;21;"No";"Private";"School Based Child Care";;" 1/12/22";" Initial Annual Inspection - Reinspection Not Required";"0 %";5;
"BronxDC16735";"HORACE MANN KINDERGARTEN";"HORACE MANN LOWER DIVISION";"4430 TIBBETT AVE";"Bronx";10471;"718-432-3300";"N/A";"01/23/2115";"Active";;;"No";"Private";"School Based Child Care";;" 1/12/22";" Initial Annual Inspection - Reinspection Not Required";"0 %";2;
"BronxDC1619";"HOSTOS COMMUNITY COLLEGE CHILDREN'S CENTER, INC.";"HOSTOS COMMUNITY COLLEGE CHILDREN'S CENTER, INC.";"475 GRAND CONCOURSE";"Bronx";10451;"718-518-4176";5826;"08/17/2021";"In-Renewal";"2 - 5";103;"No";"Private";"Child Care - Pre School";36;" 1/27/22";;"100 %";4;
"BronxDC1837";"IMMACULATE CONCEPTION 151ST PRESCHOOL";"IMMACULATE CONCEPTION 151st STREET PRESCHOOL";"378 EAST 151 STREET";"Bronx";10455;"718-585-4843";"N/A";"01/23/2115";"Active";;;"No";"Corporate";"School Based Child Care";;" 11/15/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"100 %";12;
"BronxDC19532";"IMMACULATE CONCEPTION SCHOOL";"IMMACULATE CONCEPTION SCHOOL";"760 EAST GUNHILL ROAD";"Bronx";10467;"718-547-3346";"N/A";"01/17/2116";"Active";;;"No";"Corporate";"School Based Child Care";;" 12/21/21";" Compliance Inspection of Open Violations - Reinspection Required";"N/A";26;
"BronxDC37811";"INNOVATION GARDEN";"INNOVATION GARDEN LLC";"950 BAYCHESTER AVENUE";"Bronx";10475;"718-320-3902";104968;"07/26/2023";"Permitted";"2 - 5";30;"No";"Corporate";"Child Care - Pre School";3;" 12/10/21";" Compliance Inspection of Open Violations - Reinspection Required; Fines pending";"100 %";3;
"BronxDC14236";"J.A.D.E. MULTI FAMILY CIRCLE CENTER, INC.";"J.A.D.E. MULTI FAMILY CIRCLE CENTER,INC.";"3471 FENTON AVENUE";"Bronx";10469;"718-655-5361";5232;"10/09/2021";"In-Renewal";"2 - 5";38;"No";"Private";"Child Care - Pre School";"17 or more";" 1/5/22";;"50 %";5;
"BronxDC16961";"Jasmin Educational Enterprises, Inc";"JASMIN EDUCATIONAL ENTERPRISES, INC.'";"5705 MOSHOLU AVE";"Bronx";10471;"718-543-4884";8259;"02/17/2023";"Permitted";"2 - 5";54;"No";"Private";"Child Care - Pre School";11;" 3/23/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";5;
"BronxDC32498";"JUST 4 KIDS SOUNDVIEW CENTER, INC.";"JUST 4 KIDS SOUNDVIEW CENTER INC.";"955 Hutchinson River Parkway";"Bronx";10465;"917-217-1781";72957;"09/05/2022";"Permitted";"2 - 5";28;"No";"Private";"Child Care - Pre School";8;" 4/19/21";" Initial Annual Inspection - Reinspection Required";"100 %";3;
"BronxDC10529";"KENNEDY CHILDREN'S CENTER";"KENNEDY CHILDREN'S CENTER, INC.";"1028 EAST 179 STREET";"Bronx";10460;"718-842-0200";5354;"04/12/2022";"Permitted";"2 - 5";247;"No";"Private";"Child Care - Pre School";23;" 1/19/22";;"20 %";48;
"BronxDC1983";"KINGSBRIDGE HEIGHTS COMMUNITY CENTER, INC.";"KINGSBRIDGE HEIGHTS COMMUNITY CENTER, INC.";"3101 KINGSBRIDGE TERRACE";"Bronx";10463;"718-884-0700";4727;"08/16/2023";"Permitted";"2 - 5";64;"No";"ACS Dual";"Child Care - Pre School";"19 or more";" 1/27/22";;"100 %";13;
"BronxDC22832";"KINGSBRIDGE HEIGHTS COMMUNITY CENTER";"KINGSBRIDGE HEIGHTS COMMUNITY CENTER, INC.";"295 WEST 231ST STREET";"Bronx";10463;"718-690-9466";51679;"09/06/2023";"Permitted";"2 - 5";120;"No";"DOE CBO";"Child Care - Pre School";9;" 12/6/21";;"N/A";13;
"BronxDC40002";"KINGSBRIDGE MONTESSORI SCHOOL";"JASMINE EDUCATIONAL ENTERPRISES INC.";"2519 CRESTON AVE";"Bronx";10468;"718-304-5393";105513;"09/27/2023";"Permitted";"2 - 5";56;"No";"Private";"Child Care - Pre School";1;;;"N/A";1;
"BronxDC15136";"LA CASITA I I I PRESCHOOL";"UNITED BRONX PARENTS, INC.";"607 PROSPECT AVENUE";"Bronx";10455;"718-742-0082";7603;"06/10/2022";"Permitted";"2 - 5";28;"No";"Private";"Child Care - Pre School";"16 or more";" 1/27/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";3;
"BronxDC32877";"LA ESCUELITA DE SOFIA DAYCARE";"LA ESCUELITA DE SOFIA";"5720 MOSHOLU AVENUE";"Bronx";10471;"917-952-5872";103603;"04/05/2022";"Permitted";"2 - 5";21;"No";"Corporate";"Child Care - Pre School";6;" 1/27/22";" Initial Annual Inspection - Reinspection Required; Fines pending";"66 %";4;
"BronxDC981";"LA PENINSULA COMMUNITY ORGANIZATION HEAD START PROGRAM 2";"LA PENINSULA COMMUNITY ORGANIZATION, INC.";"1054 INTERVALE AVENUE";"Bronx";10459;"718-893-5074";4780;"06/08/2023";"Permitted";"2 - 5";110;"No";"DOE CBO";"Child Care - Pre School";"19 or more";" 3/24/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"50 %";10;
"BronxDC817";"LA PENINSULA HEAD START";"LA PENINSULA COMMUNITY ORGANIZATION, INC.";"711 MANIDA STREET";"Bronx";10474;"718-542-7590";3018;"01/19/2023";"Permitted";"2 - 5";137;"No";"DOE CBO";"Child Care - Pre School";"18 or more";" 11/8/21";;"75 %";12;
"BronxDC188";"LA PENINSULA HEAD START";"LA PENINSULA COMMUNITY ORGANIZATION, INC.";"1717 FULTON AVENUE";"Bronx";10457;"718-215-2020";7253;"07/19/2022";"Permitted";"2 - 5";113;"No";"ACS Head Start";"Child Care - Pre School";"18 or more";" 7/12/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"33 %";18;
"BronxDC336";"LABOR BATHGATE COMMUNITY CHILD CARE CENTER";"LABOR BATHGATE COMMUNITY CHILD CARE,INC.";"1638 ANTHONY AVENUE";"Bronx";10457;"718-583-3850";4127;"06/17/2023";"Permitted";"2 - 5";57;"No";"DOE CBO";"Child Care - Pre School";"17 or more";" 5/21/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";6;
"BronxDC21654";"LACONIA DAYCARE CENTER & INFANT CARE INC.";"LACONIA DAYCARE CENTER & INFANT CARE INC.";"3950 LACONIA AVENUE";"Bronx";10466;"718-547-0000";14837;"04/13/2022";"Permitted";"0 - 2";28;"No";"Private";"Child Care - Infants/Toddlers";10;" 9/15/20";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"75 %";7;
"BronxDC20108";"LACONIA DAYCARE CENTER AND INFANT CARE INC";"LACONIA DAYCARE CENTER AND INFANT CARE INC";"3950 LACONIA AVENUE";"Bronx";10466;"718-547-0000";14817;"04/13/2022";"Permitted";"2 - 5";120;"No";"Private";"Child Care - Pre School";10;" 11/17/21";;"50 %";18;
"BronxDC2087";"LAVELLE SCHOOL FOR THE BLIND";"LAVELLE SCHOOL FOR THE BLIND";"3830 PAULDING AVENUE";"Bronx";10469;"718-882-1212";7139;"06/26/2023";"Permitted";"2 - 5";48;"No";"Private";"Child Care - Pre School";"19 or more";" 1/26/22";;"N/A";16;
"BronxDC33401";"LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS, INC";"LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS, INC";"816 CLARENCE AVE";"Bronx";10465;"718-459-1252";99718;"11/10/2023";"Permitted";"2 - 5";39;"No";"Corporate";"Child Care - Pre School";7;" 10/7/21";" Initial Annual Inspection - Reinspection Not Required";"0 %";13;
"BronxDC39903";"LIFE SKILLS PRESCHOOL";"LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS, INC.";"25 Westchester Square";"Bronx";10461;"718-897-4797";105328;"05/07/2023";"Permitted";;;"No";"Private";"Child Care - Pre School";1;" 12/17/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"100 %";8;
"BronxDC14770";"LIGHT AND BRIGHT EARLY LEARNING CENTER";"LIGHT AND BRIGHT EARLY LEARNING CENTER";"1185 EAST 223RD STREET";"Bronx";10466;"646-662-4708";7640;"09/20/2022";"Permitted";"2 - 5";28;"No";"Private";"Child Care - Pre School";16;" 10/13/21";;"100 %";1;
"BronxDC32403";"LIL INVENTORS";"2260 LITTLE SHEPHERDS LLC";"2260 ANDREWS AVENUE";"Bronx";10468;"718-295-2740";94477;"08/06/2023";"Permitted";;17;"No";"Private";"Child Care - Pre School";7;" 11/23/21";" Initial Annual Inspection - Reinspection Not Required";"0 %";3;
"BronxDC32511";"LIL INVENTOR'S CHILD CARE";"2260 LITTLE SHEPHERDS LLC";"75 WEST 190TH STREET";"Bronx";10468;"718-975-7225";96397;"09/04/2023";"Permitted";"2 - 5";87;"Yes";"Private";"Child Care - Pre School";7;" 5/26/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"50 %";8;
