"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"Restoration United Methodist Church";"5145 Dickerson Road";22911;"Charlottesville";"Albemarle";"VA";"(434) 973-9077";"Religious Exempt Child Day Center";"Exempt";"March 27, 2021";"Ms. Marion Hight";"8:30am - 12:00pm";"Monday - Friday";40;"1 year - 5 years 11 months";"Michelle W. Argenbright: (540) 848-4123";41834;"No";;;;1105813;
"Scottsville United Methodist Church";"158 East Main Street";24590;"Scottsville";"Albemarle";"VA";"(434) 286-4736";"Religious Exempt Child Day Center";"Exempt";"Jan. 27, 2021";"Ms. Laura Mowbray";"9:00 AM - 12:00 PM";"Monday";13;"3 years - 5 years 11 months";"Michelle W. Argenbright: (540) 848-4123";45845;"No";;;;1105983;
"Shakeela Khaterzai";"1214 Agnese Street";22901;"Charlottesville";"Albemarle";"VA";"(434) 242-1446";"Voluntary Registration";;"May 19, 2021";;"7:30 a.m. - 5:30 p.m.";"Monday - Friday";4;;"Cynthia Carneal: (804) 726-7140";45155;"No";;;;5489;"Two Year"
"Trinity Presbyterian Church";"3101 Fontaine Avenue Extended";22903;"Charlottesville";"Albemarle";"VA";"(434) 977-3700";"Religious Exempt Child Day Center";"Exempt";"May 4, 2021";"Ms. Laurie Mitchell";"9:00 a.m. - 12:00 p.m.";"Monday - Thursday";60;"2 years 11 months - 6 years 11 months";"Michelle W. Argenbright: (540) 848-4123";18225;"No";;;;916580;
"Abracadabra Child Care & Developement center";"700 Commonwealth Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 548-7796";"Child Day Center";"Two Year";"Jan. 28, 2022";"Ms. Michele Lamberson";"7:30am - 6:00pm";"Monday - Friday";76;"20 months - 8 years 11 months";"Nancy Radcliffe";8712;"No";;1;;48852;
"Alexandria Academy of Fine Arts and Science";"425 S. Washington Street";22314;"Alexandria";"Alexandria";"VA";"(703) 447-0763";"Child Day Center";"Two Year";"May 11, 2021";"Ms. Anne Craner";"9:00 A.M. - 5:00 P.M.";"Monday - Friday";13;"1 year 6 months - 12 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";39305;"No";;;;1107225;
"Alexandria Country Day School";"2400 Russell Road";22301;"Alexandria";"Alexandria";"VA";"(703) 548-4804";"Child Day Center";"Two Year";"May 25, 2022";"Hilda Danshaw";"7:00-8:00am - 3:00-6:00pm";"Monday - Friday";100;"5 years - 12 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";16640;"No";;;;862389;
"American Day School #1";"917 Princess Street";22314;"Alexandria";"Alexandria";"VA";"(703) 837-0237";"Child Day Center";"Two Year";"Feb. 26, 2022";"Ms. Maria P Bustinza";"7 am - 6 pm";"Monday - Friday";99;"1 year 4 months - 6 years 11 months";"Lisa L Hudson: (571) 389-2459";33720;"No";;1;;1106021;
"American Day School #2";"501 N. Henry Street";22314;"Alexandria";"Alexandria";"VA";"(703) 837-0237";"Child Day Center";"Two Year";"Aug. 25, 2021";"Ms. Maria P Bustinza";"7am - 6pm";"Monday - Friday";28;"2 months - 18 months";"Lisa L Hudson: (571) 389-2459";35687;"No";;1;;1106427;
"American Day School #3";"1108 Oronoco Street";22314;"Alexandria";"Alexandria";"VA";"(703) 837-0099";"Child Day Center";"Two Year";"Oct. 12, 2022";"Christine Quick";"7 am - 6 pm";"Monday - Friday";62;"16 months - 6 years 11 months";"Lisa L Hudson: (571) 389-2459";38885;"No";;1;;1107106;
"Blanca Contreras";"5831 Quantrell Ave";22312;"Alexandria";"Alexandria";"VA";"(703) 270-9054";"Family Day Home";"Two Year";"Dec. 6, 2021";;"6:00 AM - 10:00 PM";"Monday - Sunday";5;"1 month - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";41873;"Yes";" # 210";3;;1109093;
"Blessed Sacrament School Extended Day Program & EC Center";"1417 West Braddock Road";22302;"Alexandria";"Alexandria";"VA";"(703) 998-4170 (26)";"Child Day Center";"Two Year";"May 15, 2022";"Ms Cesarina Berrigan";"8:30 a.m. - 1:30 p.m.";"Monday - Friday";100;"3 years - 12 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";9885;"No";;;;396681;
"Blue Bird of Alexandria";"346 Commerce Street";22314;"Alexandria";"Alexandria";"VA";"(703) 683-2701";"Child Day Center";"Two Year";"Nov. 22, 2021";"Jerry Pnevmatikatos";"7:00 AM - 6:00 PM";"Monday - Friday";145;"1 month - 12 years 11 months";"Mahrukh Aziz: (571) 835-4718";38100;"No";;;;1106947;
"Blue Bird of Alexandria II";"1400,  1412 and 1416 Duke Street";22314;"Alexandria";"Alexandria";"VA";"(703) 548-1268";"Child Day Center";"Two Year";"June 12, 2022";"Jerry Pnevmatikatos";"7:00 am - 6:00 pm";"Monday - Friday";492;"1 month - 12 years 11 months";"Margaret Allworth: (703) 209-3521";45462;"No";;;;1108631;
"Bright Horizons at Old Town Alexandria";"411 John Carlyle Street";22314;"Alexandria";"Alexandria";"VA";"(703) 519-1840";"Child Day Center";"Two Year";"July 18, 2022";"Ms. Kerri Turner";"7:00am - 6:00pm";"Monday - Friday";165;"1 month - 5 years 11 months";"Jessica Willis: (571) 352-1453";41241;"No";;;;1107756;
"Bright Mind Preschool";"322 N. Alfred Street";22314;"Alexandria";"Alexandria";"VA";"(703) 928-0591";"Child Day Center";"Two Year";"Nov. 4, 2021";"Herdowit Balcha";"7:00am - 6:00pm";"Monday - Friday";32;"2 years 6 months - 8 years 11 months";"Stephanie Salvatori: (571) 389-0980";42444;"Yes";;;;1108131;
"Bright Start Learning Center";"4920 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8414";"Child Day Center";"Two Year";"Aug. 13, 2021";"Kerri Chase";"7:00am - 6:30pm";"Monday - Friday";135;"1 month - 12 years";"Stephanie Salvatori: (571) 389-0980";30603;"No";;1;;1105519;
"Bright Start Preschool I";"4910 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8414";"Child Day Center";"Two Year";"Feb. 19, 2021";"Ms. Vanita Williams";"7:00 AM - 6:30 PM";"Monday - Friday";33;"2 years 6 months - 6 years 11 months";"Stephanie Salvatori: (571) 389-0980";39068;"No";;;;1107142;
"Bright Start Preschool II";"4915 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 461-0457";"Child Day Center";"Two Year";"March 6, 2021";"Kerri Chase";"7:00 AM - 6:30 PM";"Monday - Friday";32;"2 years 6 months - 12 years 11 months";"Stephanie Salvatori: (571) 389-0980";37556;"No";;;;1106818;
"Bright Start Preschool III";"4901 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8414";"Child Day Center";"Two Year";"April 2, 2021";"Beth Chase";"7:00am - 6:30pm";"Monday - Wednesday";33;;"Stephanie Salvatori: (571) 389-0980";44464;"No";;;;1108370;
"Butterfly House";"3800 & 3810 Butterfly Lane";22304;"Alexandria";"Alexandria";"VA";"(703) 461-1786";"Child Day Center";"Two Year";"Oct. 22, 2022";"Ms. Kerry Hual";"7:30a.m. - 6:00p.m.";"Monday - Friday";80;"1 month - 6 years 11 months";"Mahrukh Aziz: (571) 835-4718";11755;"No";;;;607195;
"Campagna Center - St. James";"5140 Filmore Avenue";22311;"Alexandria";"Alexandria";"VA";"(571) 982-3924";"Child Day Center";"Two Year";"Feb. 20, 2021";"Tammy Mann";"7:00am - 6:00pm";"Monday - Friday";58;"2 years 6 months - 5 years 11 months";"Cynthia Ford: (703) 479-4679";44596;"Yes";;;"Program Located in a Public School";1108395;
"Campagna Ctr - Alex. Head Start - John Adams";"5651 Rayburn Avenue";22311;"Alexandria";"Alexandria";"VA";"(703) 931-7541";"Child Day Center";"Two Year";"March 24, 2021";"Cidney Brunson";"8:30am - 3:00 pm";"Monday - Friday";144;"3 years - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";9116;"Yes";;3;;241358;
"Campagna Ctr - Alex.Head Start-Cora Kelly";"3600 Commonwealth Avenue";22305;"Alexandria";"Alexandria";"VA";"(703) 549-2097";"Child Day Center";"Two Year";"Oct. 1, 2020";"Cidney Brunson";"8:00 am - 3:00 pm";"Monday - Friday";36;"3 years - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";20931;"No";;;;1000288;
"Campagna Ctr - Alex.Head Start-George Washington";"1005 Mount Vernon Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 684-3983";"Child Day Center";"Two Year";"April 18, 2021";"Cidney Starr Brunson";"8:30 AM - 3:00 PM";"Monday - Friday";60;"1 month - 5 years 11 months";"Cynthia Ford: (703) 479-4679";11800;"Yes";;3;;611800;
"Campagna Ctr - Alex.Head Start-St. Paul's";"228 South Pitt Street";22314;"Alexandria";"Alexandria";"VA";"(703) 224-0417";"Child Day Center";"Two Year";"May 17, 2021";"Ms. Cidney Brunson";"8:30am - 3:00pm";"Monday - Friday";18;"3 years - 5 years 11 months";"Cynthia Ford: (703) 479-4679";37503;"No";;3;;1106803;
"Campagna Ctr - Alexandria Head Start - FUMC";"3900 King Street";22302;"Alexandria";"Alexandria";"VA";"(703) 778-0882";"Child Day Center";"Two Year";"March 2, 2022";"Rozalind Ferguson";"8:30am - 3:00pm";"Monday - Friday";20;"3 years - 5 years 11 months";"Cynthia Ford: (703) 479-4679";39881;"No";;;;1107387;
"Campagna Ctr - Alexandria Head Start - Jefferson Houston";"1501 Cameron Street";22314;"Alexandria";"Alexandria";"VA";"(703) 836-5774";"Child Day Center";"Two Year";"March 1, 2020";"Ms. Cidney Brunson";"7:30am - 3:30pm";"Monday - Friday";80;"3 years - 5 years 11 months";"Sharlene Sawyer: (571) 835-5505";9153;"Yes";;3;;256339;
"Campagna Ctr-Alexandria Head Start - Jackson Crossing";"120 E. Reed Street";22305;"Alexandria";"Alexandria";"VA";"(571) 527-0539";"Child Day Center";"Two Year";"April 13, 2021";". Cidney Brunson";"8:30am - 3:00pm";"Monday - Friday";19;"3 years - 5 years 11 months";"Cynthia Ford: (703) 479-4679";42281;"No";;3;;1108097;
"Campagna Kids - Douglas MacArthur";"1101 Janneys Lane";22302;"Alexandria";"Alexandria";"VA";"(703) 461-0471";"Child Day Center";"Two Year";"March 7, 2022";"Ms. Randy Gore";"1:30 pm; 6:30 am - 6:30 pm; 6:30 pm";"Monday - Friday";100;"3 years - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";10111;"Yes";;;"Program Located in a Public School";429851;
"Campagna Kids - George Mason";"2601 Cameron Mills Road";22302;"Alexandria";"Alexandria";"VA";"(703) 683-2515";"Child Day Center";"Two Year";"Oct. 1, 2020";"Mr. Randy Gore";"1:30pm - 6:30pm";"Monday - Friday";196;"5 years - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";10483;"Yes";;;"Program Located in a Public School";478452;
"Campagna Kids - Maury";"600 Russell Road";22305;"Alexandria";"Alexandria";"VA";"(703) 683-0054";"Child Day Center";"Two Year";"Sept. 26, 2021";"Mr. Randy Gore";"1:30 p.m. - 6:30 p.m.";"Monday - Friday";143;"4 years 9 months - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";10484;"Yes";;;"Program Located in a Public School";478461;
"Campagna Kids - Mount Vernon";"2601 Commonwealth Avenue";22305;"Alexandria";"Alexandria";"VA";"(703) 683-4468";"Child Day Center";"Two Year";"March 21, 2022";"Mr. Randy Gore";"1:30 pm - 6:30 p.m.";"Monday - Friday";75;"3 years - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";8726;"Yes";;;"Program Located in a Public School";63738;
"Campagna Kids - William Ramsay";"5700 Sanger Avenue";22311;"Alexandria";"Alexandria";"VA";"(703) 379-8429";"Child Day Center";"Two Year";"April 14, 2022";"Mr. Randy Gore";"1:30 pm - 6:30 pm";"Monday - Friday";71;"3 years - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";9122;"Yes";;;"Program Located in a Public School";243440;
"Campagna Kids-James Polk";"5000 Polk Avenue";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8845";"Child Day Center";"Two Year";"April 3, 2022";"Mr. Randy Gore";"1:30 p.m. - 6:30 p.m.";"Monday - Friday";120;"3 years - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";8654;"Yes";;;"Program Located in a Public School";27600;
"Campagna Kids-Jefferson Houston";"1501 Cameron Street";22314;"Alexandria";"Alexandria";"VA";"(703) 836-0544";"Child Day Center";"Two Year";"Oct. 9, 2020";"Mr. Randy Gore";"1:30pm. - 6:30pm.";"Monday - Friday";69;"5 years - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";38835;"Yes";;;"Program Located in a Public School";1107095;
"Campagna Kids-John Adams";"5651 Rayburn Avenue";22311;"Alexandria";"Alexandria";"VA";"(703) 379-8332";"Child Day Center";"Two Year";"Oct. 11, 2020";"Mr. Randy Gore";"1:30 pm - 6:30 pm";"Monday - Friday";376;"3 years - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";38834;"Yes";;;"Program Located in a Public School";1107094;
"Campagna Kids-Lyles Crouch";"530 S. St. Asaph Street";22314;"Alexandria";"Alexandria";"VA";"(703) 836-3696";"Child Day Center";"Two Year";"July 18, 2020";"Mr. Randy Gore";"- 1:30 PM - 6:30 PM";"Monday - Friday";180;"3 years - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";23047;"Yes";;;"Program Located in a Public School";1054680;
"Campagna Kids-Patrick Henry";"4643 Taney Avenue";22304;"Alexandria";"Alexandria";"VA";"(703) 370-4931";"Child Day Center";"Two Year";"March 20, 2022";"Mr. Randy Gore";"1:30 PM - 6:30 PM";"Monday - Friday";164;"3 years - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";9115;"Yes";;;"Program Located in a Public School";241340;
"Campagna Kids-Samuel Tucker";"435 Ferdinand Day Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 683-2515";"Child Day Center";"Two Year";"March 24, 2021";"Mr. Randy Gore";"7:00 am - 8:15am - 2:30 pm - 6:00 pm";"Monday - Friday";250;"3 years - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";24089;"Yes";;;"Program Located in a Public School";1072530;
"Campagna Tiny Titans Child Development Center";"3330 King Street";22302;"Alexandria";"Alexandria";"VA";"(703) 824-6800";"Child Day Center";"Two Year";"March 31, 2022";"Ms. Chrystal Starr - Brown";"7:30 a.m. - 6:00 p.m.";"Monday - Friday";36;"1 month - 3 years 11 months";"Cynthia Ford: (703) 479-4679";34251;"Yes";;3;;1106121;
"ChildSpace Learning Center";"2721 Mt. Vernon Ave.";22301;"Alexandria";"Alexandria";"VA";"(571) 429-3082";"Child Day Center";"Two Year";"July 15, 2022";"Valiantsina Kizchanka";"8:00am - 6:00pm";"Monday - Friday";27;"2 years 6 months - 12 years 11 months";"Stacy Doyle: (571) 835-0386";41101;"No";;;;1107721;
"Children's International-Alexandria";"25 South Quaker Lane";22314;"Alexandria";"Alexandria";"VA";"(703) 751-7266";"Child Day Center";"Two Year";"May 25, 2021";"Ms. Beatrice Tierney";"7:00 am - 6:00 pm";"Monday - Friday";63;"2 years - 12 years";"Stephanie Salvatori: (571) 389-0980";13499;"No";;;;681166;
"Creative Play School I";"845 N. Howard Street";22304;"Alexandria";"Alexandria";"VA";"(703) 751-3388";"Child Day Center";"Two Year";"Nov. 20, 2020";"Ms. Diane H. Smalley";"7:30am - 5:00 p.m.";"monday to friday";90;"Birth - 6 years 11 months";"Stacy Doyle: (571) 835-0386";8249;"Yes";;3;;10847;
"Creative Play School II";"100 E. Windsor Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 836-7090";"Child Day Center";"Two Year";"March 5, 2022";"Ms. Kris Solberg";"7:30 AM - 5:00PM";"Monday - Friday";112;"1 year 4 months - 12 years 11 months";"Stacy Doyle: (571) 835-0386";8821;"Yes";;3;;131907;
"Creative World Learning Center - Landmark";"241 South Reynolds Street";22304;"Alexandria";"Alexandria";"VA";"(703) 212-2024";"Child Day Center";"Two Year";"Oct. 13, 2021";"Ms. Michele Tyler";"6:30 am - 6 pm";"Monday - Friday";70;"Birth - 12 years 11 months";"Jessica Willis: (571) 352-1453";29678;"Yes";;;;1105381;
"Danielle Rothrock";"34 South Gordon Street";22304;"Alexandria";"Alexandria";"VA";"(703) 395-6953";"Family Day Home";"Two Year";"March 31, 2022";;"7:00 - 5:30";"Monday - Friday";8;"Birth - 12 years 11 months";"Sharlene Sawyer: (571) 835-5505";39233;"No";;;;1108566;
"Discovery Time Learning Academy";"420 Hume Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 930-9043";"Child Day Center";"Two Year";"March 16, 2021";"Stephanie Harris";"7:00am - 6:00pm";"Monday - Friday";104;"1 month - 12 years 11 months";"Margaret Allworth: (703) 209-3521";44686;"No";;;;1108429;
"Discovery Time Learning Center";"1509 Leslie Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 930-9043";"Child Day Center";"Two Year";"Oct. 21, 2022";"Stephanie Harris";"7:00am - 6:00pm";"Monday - Friday";104;"1 month - 12 years 11 months";"Karen Dickens: (571) 423-6978";40258;"No";;;;1107494;
"Diuris Quant";"3011 King Street";22302;"Alexandria";"Alexandria";"VA";"(417) 619-5962";"Family Day Home";"Two Year";"June 12, 2021";;"7:30am - 5:30pm";"Monday - Friday";9;"Birth - 12 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";42358;"No";;;;1109259;
"Ely Delgado";"5683 Derby Court #11";22311;"Alexandria";"Alexandria";"VA";"(571) 257-8302";"Family Day Home";"Two Year";"April 16, 2021";;"6:00 AM - 6:00PM";"Monday - Friday";5;"Birth - 12 years 11 months";"Eureka Nance: (703) 638-5968";42343;"Yes";;;;1109251;
"Fairlington Preschool";"3900 King Street";22302;"Alexandria";"Alexandria";"VA";"(703) 671-3939";"Child Day Center";"Two Year";"April 26, 2021";"Ms. Carol Keller";"9:00 am - 12:00 pm";"Monday - Friday";110;"2 years - 5 years 11 months";"Cynthia Ford: (703) 479-4679";17660;"No";" Fairlington UMC";;;895457;
"Fontanelle Academy of Early Learning, LLC";"20 South Dove Street";22314;"Alexandria";"Alexandria";"VA";"(703) 424-9731";"Child Day Center";"Conditional";"Jan. 21, 2021";"Cynthia Cole";"7:00 am - 6:30 pm";"Monday - Friday";115;"1 month - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";45902;"Yes";;;;1108727;
"Fouezia Hossain";"3511 Leesburg Ct #203";22302;"Alexandria";"Alexandria";"VA";"(703) 401-8484";"Family Day Home";"One Year";"Sept. 17, 2021";;"7:30 am - 6:30 pm";"Monday - Friday";5;"1 month - 7 years 11 months";"Charles Perkins: (703) 309-3963";45901;"No";;;;1109960;
"Frishta Mulhim";"5001 Seminary Road";22311;"Alexandria";"Alexandria";"VA";"(703) 894-7290";"Family Day Home";"One Year";"Feb. 11, 2021";;"8:00am - 5:00pm";"Monday - Saturday";4;"Birth - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";45447;"No";" Apt 1520";;;1109903;
"Great Beginnings Early Learning Center";"618 N. Washington Street";22314;"Alexandria";"Alexandria";"VA";"(703) 224-2599";"Child Day Center";"Two Year";"May 28, 2022";"Cortinzia Witcher";"7:00 a.m. - 6:00 p.m. monday - friday";"Monday - Friday";93;"1 month - 6 years 11 months";"Sharlene Sawyer: (571) 835-5505";36030;"Yes";;;;1106474;
"Guadalupe Burgoa";"823 N. Van Dorn Street";22304;"Alexandria";"Alexandria";"VA";"(703) 751-8714";"Family Day Home";"Two Year";"May 6, 2022";;"7:00AM - 5:00PM";"Monday - Friday";5;"3 months - 7 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";42329;"No";;3;;1109248;
"Guidepost Montessori at West Alex";"3475 N. Beauregard St.";22302;"Alexandria";"Alexandria";"VA";"(949) 354-2259";"Child Day Center";"Conditional";"March 2, 2021";"Courtenay O'Connor";"7:00 AM - 6:00 PM";"Monday - Friday";179;"1 year 6 months - 2 years 11 months";"Sarah Marbert: (703) 479-4678";46449;"No";" Suite 301";;;1108840;
"Happy Home Christian Leadership Academy for Early Learners Inc";"5001 Seminary Road";22311;"Alexandria";"Alexandria";"VA";"(703) 931-1051";"Child Day Center";"Two Year";"March 4, 2021";"Ms. Deborah Tillman";"7:00 am - 6:00 pm";"Monday - Saturday";53;"1 year - 10 years 11 months";"Jessica Willis: (571) 352-1453";15982;"Yes";" Suite 109";3;;838879;
"Headfirst Learning LLC";"1200 N. Quaker Lane";22302;"Alexandria";"Alexandria";"VA";"(202) 625-1921";"Short Term Child Day Center";"Conditional";"April 6, 2021";"Katherine Bernert";"8:15am - 6:00pm";"Monday - Friday";50;"4 years - 12 years 11 months";"Anansa Archer-Hicks: (703) 268-3295";46628;"No";;;;1098116;
"Hopkins House - Helen Day Preschool Academy";"1224 Princess Street";22314;"Alexandria";"Alexandria";"VA";"(571) 480-4081";"Child Day Center";"Two Year";"May 10, 2021";"Ms. Michelle Feh";"7:00 am - 6:00 pm";"Monday - Friday";75;"1 month - 8 years 11 months";"Karen Dickens: (571) 423-6978";10229;"Yes";;3;;443900;
"Imelda Majano";"601 Four Mile Road";22305;"Alexandria";"Alexandria";"VA";"(571) 447-2455";"Family Day Home";"Two Year";"Sept. 29, 2022";;"7:00am - 5:00pm";"Monday - Friday";5;"1 month - 6 years 11 months";"Eureka Nance: (703) 638-5968";44401;"Yes";" #103";;;1109610;
"Innovation Station Child Development Center";"500 Dulany Street";22314;"Alexandria";"Alexandria";"VA";"(571) 272-2880";"Child Day Center";"Two Year";"Oct. 4, 2022";"Jacinta Nickson";"7:00 AM - 6:00 PM";"Monday - Friday";138;"1 month - 6 years 11 months";"Margaret Allworth: (703) 209-3521";28975;"No";" Jefferson Building Suite 1";;;1105279;
"JCCNV-Beth El Hebrew Congregation";"3830 Seminary Road";22304;"Alexandria";"Alexandria";"VA";"(703) 537-3084";"Child Day Center";"Two Year";"July 13, 2022";"Ms. Dina Backer";"7:30am - 6:00pm";"Monday - Friday";108;"1 year 4 months - 5 years 11 months";"Pamela Sneed: (703) 479-4704";34385;"No";;;;1106152;
"Julie Alvarado";"134 Jasper Place";22304;"Alexandria";"Alexandria";"VA";"(571) 241-1144";"Family Day Home";"Two Year";"Jan. 15, 2022";;"7am - 6pm";"Monday - Friday";9;"3 months - 12 years 11 months";"Stephanie Salvatori: (571) 389-0980";44700;"No";;;;1109680;
"Kalsoom Akhtar";"511 Four Mile Road";22305;"Alexandria";"Alexandria";"VA";"(703) 567-8533";"Family Day Home";"Two Year";"Feb. 16, 2022";;"6:00 AM - 6:00 AM";"Monday - Sunday";5;"Birth - 12 years 11 months";"Nancy Radcliffe";42166;"Yes";" Apt. 106";;;1109206;
