"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"Alexia Acho";"121 E Mapple Street";22301;"Alexandria";"Alexandria";"VA";"(571) 478-6965";"Family Day Home";"Conditional";"Feb. 10, 2024";;"7:30 am - 5:30 pm";"Monday - Friday";9;"3 months - 5 years 11 months";"Ann Dramstad: (703) 314-0860";49644;"No";;;;1110551;
"American Day School #1";"917 Princess Street";22314;"Alexandria";"Alexandria";"VA";"(703) 837-0237";"Child Day Center";"Two Year";"Feb. 26, 2024";"Ms. Maria P Bustinza";"7 am - 6 pm";"Monday - Friday";99;"1 year 4 months - 6 years 11 months";"Kimberly Sawyer: (571) 835-0599";33720;"No";;;;1106021;
"American Day School #2";"501 N. Henry Street";22314;"Alexandria";"Alexandria";"VA";"(703) 837-0237";"Child Day Center";"Two Year";"Aug. 25, 2023";"Ms. Maria P Bustinza";"7:30am - 6pm";"Monday - Friday";28;"2 months - 1 year 6 months";"Kimberly Sawyer: (571) 835-0599";35687;"No";;;;1106427;
"American Day School #3";"1108 Oronoco Street";22314;"Alexandria";"Alexandria";"VA";"(703) 837-0099";"Child Day Center";"Two Year";"Oct. 12, 2024";"Christine Quick";"7:30 am - 6 pm";"Monday - Friday";62;"1 year 4 months - 6 years 11 months";"Kimberly Sawyer: (571) 835-0599";38885;"No";;;;1107106;
"Anila Naz";"5612 Harding Avenue";22311;"Alexandria";"Alexandria";"VA";"(571) 236-9075";"Family Day Home";"One Year";"Jan. 10, 2024";;"8:00am - 5:00pm";"Monday - Friday";9;"3 months - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";47723;"Yes";;;;1110279;
"Avis Walker";"814 Wilkes Street";22314;"Alexandria";"Alexandria";"VA";"(703) 299-3039";"Family Day Home";"One Year";"Jan. 5, 2024";;"12:00am - 11:59pm";"Sunday - Saturday";9;"1 month - 9 years 11 months";"Whitney Mcgrath: (571) 835-4717";47929;"No";;;;1110324;
"Blessed Sacrament School Early Childhood Ctr & Ext Day Program";"1417 West Braddock Road";22302;"Alexandria";"Alexandria";"VA";"(703) 998-4170 (26)";"Child Day Center";"Two Year";"May 15, 2024";"Ms Joelle Huston";"8:30 a.m. - 1:30 p.m.";"Monday - Friday";100;"3 years - 12 years 11 months";"Stacy Doyle: (571) 835-0386";9885;"No";;;;396681;
"Blue Bird of Alexandria";"346 Commerce Street";22314;"Alexandria";"Alexandria";"VA";"(703) 683-2701";"Child Day Center";"Two Year";"Nov. 22, 2023";"Jerry Pnevmatikatos";"7:00 AM - 6:00 PM";"Monday - Friday";145;"1 month - 12 years 11 months";"Charles Perkins: (703) 309-3963";38100;"No";;;;1106947;
"Blue Bird of Alexandria II";1400;22314;"Alexandria";"Alexandria";"VA";"(703) 548-1268";"Child Day Center";"Two Year";"June 12, 2024";"Jerry Pnevmatikatos";"7:00 am - 6:00 pm";"Monday - Friday";492;"1 month - 12 years 11 months";"Margaret Allworth: (703) 209-3521";45462;"No";" 1412 and 1416 Duke Street";;;1108631;
"Bright Horizons at Old Town Alexandria";"411 John Carlyle Street";22314;"Alexandria";"Alexandria";"VA";"(703) 519-1840";"Child Day Center";"Two Year";"July 18, 2024";"Ms. Tracey Hebert";"7:30am - 6:00pm";"Monday - Friday";165;"1 month - 5 years 11 months";"Jessica Willis: (571) 352-1453";41241;"No";;;;1107756;
"Bright Mind Preschool";"322 N. Alfred Street";22314;"Alexandria";"Alexandria";"VA";"(703) 928-0591";"Child Day Center";"Two Year";"Nov. 4, 2023";"Herdowit Balcha";"7:00am - 6:00pm";"Monday - Friday";50;"2 years 6 months - 8 years 11 months";"Stephanie Salvatori: (571) 389-0980";42444;"Yes";;;;1108131;
"Bright Start Learning Center";"4920 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8414";"Child Day Center";"Two Year";"Aug. 13, 2025";"Kerri Chase";"7:30am - 6:00pm";"Monday - Friday";135;"1 month - 12 years 11 months";"Stephanie Salvatori: (571) 389-0980";30603;"Yes";;;;1105519;
"Bright Start Preschool I";"4910 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8414";"Child Day Center";"Two Year";"Feb. 19, 2025";"Ms. Vanita Williams";"7:30 AM - 6:00 PM";"Monday - Friday";33;"2 years 6 months - 12 years 11 months";"Stephanie Salvatori: (571) 389-0980";39068;"Yes";;;;1107142;
"Bright Start Preschool II";"4915 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 461-0457";"Child Day Center";"Two Year";"March 6, 2025";"Kerri Chase";"7:30 AM - 6:00 PM";"Monday - Friday";32;"2 years 6 months - 12 years 11 months";"Stephanie Salvatori: (571) 389-0980";37556;"Yes";;;;1106818;
"Bright Start Preschool III";"4901 Brenman Park Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8414";"Child Day Center";"Two Year";"April 2, 2025";"Beth Chase";"7:00am - 6:00pm";"Monday - Friday";33;"2 years 6 months - 12 years 11 months";"Stephanie Salvatori: (571) 389-0980";44464;"Yes";;;;1108370;
"Campagna Center - Alexandria Head Start - FUMC";"3900 King Street";22302;"Alexandria";"Alexandria";"VA";"(703) 778-0882";"Child Day Center";"Two Year";"March 2, 2024";"Rozalind Ferguson";"8:30am - 3:00pm";"Monday - Friday";20;"3 years - 5 years 11 months";"Ann Dramstad: (703) 314-0860";39881;"No";;;;1107387;
"Campagna Center - Alexandria Head Start - Jefferson Houston";"1501 Cameron Street";22314;"Alexandria";"Alexandria";"VA";"(703) 836-5774";"Child Day Center";"Two Year";"March 1, 2024";"Rozalind Ferguson";"8:30am - 3:00pm";"Monday - Friday";80;"3 years - 5 years 11 months";"Jessica Willis: (571) 352-1453";9153;"Yes";;;;256339;
"Campagna Ctr - Alex.Head Start-Cora Kelly";"3600 Commonwealth Avenue";22305;"Alexandria";"Alexandria";"VA";"(703) 703-4420";"Child Day Center";"Two Year";"Oct. 1, 2024";"Rozalind Ferguson";"8:00 am - 3:00 pm";"Monday - Friday";36;"3 years - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";20931;"No";;;;1000288;
"Campagna Kids - Douglas MacArthur";"4643 Taney Ave";22304;"Alexandria";"Alexandria";"VA";"(703) 461-0471";"Child Day Center";"Two Year";"March 7, 2024";"Ms. Randy Gore";"7:00 am; 1:30 pm - 8:00 am; 6:30 pm";"Monday - Friday";100;"3 years 6 months - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";10111;"Yes";;;"Program Located in a Public School";429851;
"Campagna Kids - George Mason";"2601 Cameron Mills Road";22302;"Alexandria";"Alexandria";"VA";"(703) 683-2515";"Child Day Center";"Two Year";"Oct. 1, 2024";"Mr. Randy Gore";"1:30pm - 6:30pm";"Monday - Friday";196;"3 years 6 months - 12 years 11 months";"Mahrukh Aziz: (571) 835-4718";10483;"Yes";;;"Program Located in a Public School";478452;
"Campagna Kids - James Polk";"500 Polk Avenue";22304;"Alexandria";"Alexandria";"VA";"(703) 370-8845";"Child Day Center";"Two Year";"April 3, 2024";"Mr. Randy Gore";"6:45 am; 1:30 p.m. - 8:00 am; 6:30 p.m.";"Monday - Friday";120;"3 years 6 months - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";8654;"Yes";;;"Program Located in a Public School";27600;
"Campagna Kids - John Adams";"5651 Rayburn Avenue";22311;"Alexandria";"Alexandria";"VA";"(703) 379-8332";"Child Day Center";"Two Year";"Oct. 11, 2024";"Mr. Randy Gore";"1:30 pm - 6:30 pm";"Monday - Friday";232;"3 years 6 months - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";38834;"Yes";;;"Program Located in a Public School";1107094;
"Campagna Kids - Lyles Crouch";"530 S. St. Asaph Street";22314;"Alexandria";"Alexandria";"VA";"(703) 836-3696";"Child Day Center";"Two Year";"July 18, 2024";"Mr. Randy Gore";"- 1:30 PM - 6:30 PM";"Monday - Friday";180;"3 years - 12 years 11 months";"Mahrukh Aziz: (571) 835-4718";23047;"Yes";;;"Program Located in a Public School";1054680;
"Campagna Kids - Mount Vernon";"2601 Commonwealth Avenue";22305;"Alexandria";"Alexandria";"VA";"(703) 683-4468";"Child Day Center";"Two Year";"March 21, 2024";"Mr. Randy Gore";"1:30 pm - 6:30 p.m.";"Monday - Friday";75;"3 years 6 months - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";8726;"Yes";;;"Program Located in a Public School";63738;
"Campagna Kids - Patrick Henry";"4643 Taney Avenue";22304;"Alexandria";"Alexandria";"VA";"(703) 370-4931";"Child Day Center";"Two Year";"March 20, 2024";"Mr. Randy Gore";"1:30 PM - 6:30 PM";"Monday - Friday";164;"3 years 6 months - 12 years 11 months";"Jessica Willis: (571) 352-1453";9115;"Yes";;;"Program Located in a Public School";241340;
"Campagna Kids - William Ramsay";"5700 Sanger Avenue";22311;"Alexandria";"Alexandria";"VA";"(703) 379-8429";"Child Day Center";"Two Year";"April 14, 2024";"Mr. Randy Gore";"1:30 pm - 6:30 pm";"Monday - Friday";71;"3 years 6 months - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";9122;"Yes";;;"Program Located in a Public School";243440;
"Campagna Kids-Jefferson Houston";"1501 Cameron Street";22314;"Alexandria";"Alexandria";"VA";"(703) 836-0544";"Child Day Center";"Two Year";"Oct. 10, 2023";"Mr. Randy Gore";"1:30pm. - 6:30pm.";"Monday - Friday";149;"3 years 6 months - 12 years 11 months";"Jessica Willis: (571) 352-1453";38835;"Yes";;;"Program Located in a Public School";1107095;
"Campagna Tiny Titans Child Development Center";"3330 King Street";22302;"Alexandria";"Alexandria";"VA";"(703) 824-6800";"Child Day Center";"Two Year";"March 31, 2024";"Reynard Anderson";"8:30 a.m. - 3:00 p.m.";"Monday - Friday";36;"1 month - 3 years 11 months";"Jessica Willis: (571) 352-1453";34251;"Yes";;;;1106121;
"Celebree School of Alexandria";"2450 Mill Road";22314;"Alexandria";"Alexandria";"VA";"(703) 349-3998";"Child Day Center";"Conditional";"Oct. 25, 2023";"Mohammad Ali";"6:30am - 6:30 pm";"Monday - Friday";195;"Birth - 7 years 11 months";"Shahana Green: (571) 423-6735";49133;"Yes";;;;1109434;
"ChildSpace Learning Center";"2721 Mt. Vernon Ave.";22301;"Alexandria";"Alexandria";"VA";"(571) 429-3082";"Child Day Center";"Two Year";"July 15, 2024";"Valiantsina Kizchanka";"8:00am - 6:00pm";"Monday - Friday";27;"2 years 6 months - 12 years 11 months";"Stacy Doyle: (571) 835-0386";41101;"No";;;;1107721;
"Children's Int'l School -Alexandria";"25 South Quaker Lane";22314;"Alexandria";"Alexandria";"VA";"(703) 751-7266";"Child Day Center";"Two Year";"May 25, 2025";"Ms. Beatrice Tierney";"7:00 am - 5:30 pm";"Monday - Friday";63;"2 years - 12 years 11 months";"Sheila F Nelson: (804) 629-7489";13499;"No";;;;681166;
"Cora Kelly 1 - The Child and Family Network Centers";"25 West Reed Avenue";22305;"Alexandria";"Alexandria";"VA";"(703) 836-0214";"Child Day Center";"Two Year";"Nov. 22, 2023";"Ms. Jennifer Reynolds";"8:30am - 3:00pm";"Monday - Friday";18;"3 years - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";16526;"Yes";;;;858675;
"Creative Play School I";"845 N. Howard Street";22304;"Alexandria";"Alexandria";"VA";"(703) 751-3388";"Child Day Center";"Two Year";"Nov. 20, 2024";"Ms. Diane H. Smalley";"7:30am - 6:00 p.m.";"monday to friday";90;"1 year 4 months - 6 years 11 months";"Ariel Hayes: (804) 629-7124";8249;"Yes";;;;10847;
"Creative Play School II";"100 E. Windsor Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 836-7090";"Child Day Center";"Two Year";"March 5, 2024";"Ms. Kris Solberg";"7:30 AM - 6:00PM";"Monday - Friday";130;"1 year 4 months - 12 years 11 months";"Ariel Hayes: (804) 629-7124";8821;"Yes";;;;131907;
"Creative World Learning Center - Landmark";"241 South Reynolds Street";22304;"Alexandria";"Alexandria";"VA";"(703) 212-2024";"Child Day Center";"Two Year";"Oct. 13, 2025";"Ms. Michele Tyler";"6:30 am - 6 pm";"Monday - Friday";70;"Birth - 12 years 11 months";"Sarah Marbert: (703) 479-4678";29678;"Yes";;;;1105381;
"Discovery Time Learning Academy";"420 Hume Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 930-9043";"Child Day Center";"Two Year";"March 16, 2025";"Stephanie Harris";"7:00am - 6:00pm";"Monday - Friday";104;"1 month - 12 years 11 months";"Ariel Hayes: (804) 629-7124";44686;"Yes";;;;1108429;
"Discovery Time Learning Center";"1509 Leslie Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 930-9043";"Child Day Center";"Two Year";"Oct. 21, 2024";"Stephanie Harris";"7:00am - 6:00pm";"Monday - Friday";104;"1 month - 12 years 11 months";"Ariel Hayes: (804) 629-7124";40258;"Yes";;;;1107494;
"Ely Delgado";"5683 Derby Court #11";22311;"Alexandria";"Alexandria";"VA";"(571) 257-8302";"Family Day Home";"Two Year";"April 16, 2025";;"6:00 AM - 6:00PM";"Monday - Sunday";5;"Birth - 12 years 11 months";"Mark Davis: (804) 629-7103";42343;"Yes";;;;1109251;
"Erika Gutierrez";"5505 Holmes Run Parkway";22304;"Alexandria";"Alexandria";"VA";"(703) 582-7083";"Family Day Home";"Two Year";"Sept. 9, 2025";;"7:30 - 5:30 pm";"Monday - Friday";5;"Birth - 12 years 11 months";"Pernille Brandt: (703) 203-8659";47829;"Yes";;;;1110298;
"Esau Merino";"704 Four Mile Drive";22305;"Alexandria";"Alexandria";"VA";"(703) 520-4862";"Family Day Home";"One Year";"June 22, 2024";;"7:00am - 5:00pm";"Monday - Friday";9;"1 month - 6 years 11 months";"Derek Acosta: (703) 554-4995";47057;"No";;;;1110154;
"Excel Preparatory Preschool Academy";"2418 Grist Mill Place";22314;"Alexandria";"Alexandria";"VA";"(703) 317-1389";"Child Day Center";"Two Year";"March 15, 2024";"Helen M Homes";"7:30 am - 6:00 pm";"Monday - Friday";105;"Birth - 12 years 11 months";"Margaret Allworth: (703) 209-3521";45581;"Yes";;;;1108666;
"Fairlington Preschool";"3900 King Street";22302;"Alexandria";"Alexandria";"VA";"(703) 671-3939";"Child Day Center";"Two Year";"April 26, 2025";"Ms. Carol Keller";"9:00 am - 2:00 pm";"Monday - Friday";110;"2 years - 6 years 11 months";"Kimberly Sawyer: (571) 835-0599";17660;"Yes";" Fairlington UMC";;;895457;
"Fauzia Hasan Malik";"1001 N. Vail Street";22304;"Alexandria";"Alexandria";"VA";"(202) 704-2538";"Family Day Home";"One Year";"Jan. 27, 2024";;"7:30am - 5:30Pm";"Monday - Friday";9;"3 months - 5 years 11 months";"Leah Pagala: (703) 537-6757";48382;"Yes";;;;1110378;
"Feathers Bilingual Academy LLC";"3846 King Street";22302;"Alexandria";"Alexandria";"VA";"(703) 531-9360";"Child Day Center";"Two Year";"April 17, 2025";"Maria Celeste Stillo";"8:00 - 6:00";"Monday - Friday";52;"1 year 4 months - 5 years 11 months";"Maria Soto: (571) 835-5058";48865;"Yes";;;;1109372;
"Fontanelle Academy of Early Learning, LLC";"20 South Dove Street";22314;"Alexandria";"Alexandria";"VA";"(703) 424-9731";"Child Day Center";"Two Year";"Jan. 21, 2025";"Cynthia Cole";"7:00 am - 6:00 pm";"Monday - Friday";115;"1 month - 12 years 11 months";"Kimberly Sawyer: (571) 835-0599";45902;"Yes";;;;1108727;
"Great Beginnings Early Learning Center";"618 N. Washington Street";22314;"Alexandria";"Alexandria";"VA";"(703) 520-9966";"Child Day Center";"Two Year";"May 28, 2024";"Cortinzia Witcher";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";93;"1 month - 6 years 11 months";"Tameika King: (804) 629-7486";36030;"Yes";;;;1106474;
"Guadalupe Burgoa";"823 N. Van Dorn Street";22304;"Alexandria";"Alexandria";"VA";"(703) 751-8714";"Family Day Home";"Two Year";"May 6, 2024";;"7:00AM - 5:00PM";"Monday - Friday";5;"3 months - 5 years 11 months";"Lisa Hudson: (571) 389-2459";42329;"Yes";;;;1109248;
"Guidepost Montessori at West Alexandria";"3475 N. Beauregard St.";22302;"Alexandria";"Alexandria";"VA";"(571) 206-1687";"Child Day Center";"Two Year";"Sept. 2, 2025";"Tiffany Hanson";"7:00 AM - 6:00 PM";"Monday - Friday";179;"1 year 3 months - 12 years 11 months";"Sarah Marbert: (703) 479-4678";46449;"No";" Suite 301";;;1108840;
"Happy Home Christian Leadership Academy for Early Learners, Inc.";"5001 Seminary Road";22311;"Alexandria";"Alexandria";"VA";"(703) 931-1051";"Child Day Center";"Two Year";"March 4, 2025";"Ms. Deborah Tillman";"7:00 am - 5:30 pm";"Monday - Saturday";53;"1 month - 12 years 11 months";"Ariel Hayes: (804) 629-7124";15982;"Yes";" Suite 109";;;838879;
"Hopkins House - Helen Day Preschool Academy";"1224 Princess Street";22314;"Alexandria";"Alexandria";"VA";"(571) 480-4087";"Child Day Center";"Two Year";"May 10, 2025";"Ms. Cheryl Butler";"7:00 am - 5:30 pm";"Monday - Friday";75;"1 month - 8 years 11 months";"Karen Dickens: (571) 423-6978";10229;"Yes";;;;443900;
"Imelda Majano";"601 Four Mile Road";22305;"Alexandria";"Alexandria";"VA";"(571) 447-2455";"Family Day Home";"Two Year";"Sept. 30, 2024";;"7:00am - 5:00pm";"Monday - Friday";5;"1 month - 6 years 11 months";"Mark Davis: (804) 629-7103";44401;"Yes";" #103";;;1109610;
"Innovation Station Child Development Center";"500 Dulany Street";22314;"Alexandria";"Alexandria";"VA";"(571) 272-2880";"Child Day Center";"Two Year";"Oct. 4, 2024";"Jacinta Nickson";"7:00 AM - 6:00 PM";"Monday - Friday";138;"1 month - 6 years 11 months";"Sarah Marbert: (703) 479-4678";28975;"No";" Jefferson Building Suite 1";;;1105279;
"Jamila Shah";"5353 Truman Avenue";22304;"Alexandria";"Alexandria";"VA";"(703) 678-5079";"Family Day Home";"One Year";"May 17, 2024";;"7 am - 5 pm";"Monday - Friday";6;"1 month - 5 years 11 months";"Charles Perkins: (703) 309-3963";48294;"No";;;;1110376;
"Judith Paredes";"1118 N Pegram Street";22304;"Alexandria";"Alexandria";"VA";"(703) 302-9770";"Family Day Home";"Conditional";"Dec. 19, 2023";;"7:00 am - 5:00 pm";"Monday - Friday";9;"1 month - 12 years 11 months";"Kristy Atanackovic: (804) 629-5032";49470;"Yes";;;;1110535;
"Kalsoom Akhtar";"109 Browns Mill Drive";22304;"Alexandria";"Alexandria";"VA";"(703) 567-8533";"Family Day Home";"Two Year";"Feb. 16, 2024";;"6:00 AM - 6:00 AM";"Monday - Sunday";5;"Birth - 12 years 11 months";"Sheila F Nelson: (804) 629-7489";42166;"Yes";;;;1109206;
"Kenia Velasco Nava";"2331 Sibley St";22311;"Alexandria";"Alexandria";"VA";"(703) 880-5459";"Family Day Home";"Two Year";"May 27, 2025";;"7:00am - 7:00pm";"Monday - Friday";9;"2 months - 8 years 11 months";"Leah Pagala: (703) 537-6757";46794;"Yes";;;;1110103;
"Kiddie Academy of Alexandria";"1000 Bernard Street";22314;"Alexandria";"Alexandria";"VA";"(703) 497-2500";"Child Day Center";"Two Year";"April 22, 2024";"Erin Satchel";"7:00am - 6:00pm";"Monday - Friday";204;"1 month - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";44026;"No";" #102";;;1108307;
"KinderCare Learning Centers- Eisenhower East";"2472 Mandeville Lane";22332;"Alexandria";"Alexandria";"VA";"(703) 508-2816";"Child Day Center";"Two Year";"June 8, 2025";"Danielle Blake";"6:30AM - 6:30PM";"Monday - Friday";166;"1 month - 6 years 11 months";"Stephanie Salvatori: (571) 389-0980";48878;"No";;;;1109377;
"Laila Hussain";"5800 Quantrell Avenue";22312;"Alexandria";"Alexandria";"VA";"(703) 999-1860";"Family Day Home";"Two Year";"Dec. 31, 2023";;"6:00 am - 7:00 pm";"Monday - Friday";5;"Birth - 5 years 11 months";"Ann Dramstad: (703) 314-0860";41932;"Yes";" Apt. 408";;;1109120;
"Leibin Oliva";"517 Four Mile Road";22305;"Alexandria";"Alexandria";"VA";"(703) 419-5196";"Family Day Home";"One Year";"July 5, 2024";;"6 am - 6 pm";"Monday - Friday";5;"Birth - 10 years 11 months";"Kimberly Sawyer: (571) 835-0599";48740;"Yes";" Apt. 103";;;1110392;
"Lilia Crisostomo-Vazquez";"411 S. Van Dorn St.";22304;"Alexandria";"Alexandria";"VA";"(703) 823-1869";"Family Day Home";"One Year";"Sept. 11, 2023";;"7:30 am - 4:00 pm";"Monday - Friday";5;"1 year - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";45995;"No";" Apt. T1";;;1109975;
"Little Rising Stars Daycare Center 2";"2500 N Van Dorn Street";22302;"Alexandria";"Alexandria";"VA";"(703) 349-3240";"Child Day Center";"Conditional";"Nov. 25, 2023";"Liz Villa";"6:00am - 6:00pm";"Monday - Friday";29;"3 months - 5 years 11 months";"Whitney Mcgrath: (571) 835-4717";49216;"Yes";" SUITE 100";;;1109445;
"Lourdes Blanco";"5158 Echols Avenue";22311;"Alexandria";"Alexandria";"VA";"(703) 671-6425";"Family Day Home";"Two Year";"Feb. 11, 2024";;"7:30 a.m. - 5:30 p.m.";"Monday - Friday";9;"Birth - 4 years 11 months";"Kristy Atanackovic: (804) 629-5032";16260;"No";;;;850569;
"Madison Day School";"722 North Henry Street";22314;"Alexandria";"Alexandria";"VA";"(703) 299-9800";"Child Day Center";"Two Year";"Oct. 31, 2023";"Mr. Abderrahim Moussaif";"7:00 am - 6:00 pm";"Monday - Friday";126;"1 month - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";39613;"No";" 1106 Madison Street";;;1107311;
"Madison Day School";"203 East Custis Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 299-9800";"Child Day Center";"Two Year";"Feb. 11, 2025";"Mr. Abderrahim Moussaif";"7:00am - 6:00pm";"Monday - Friday";92;"1 month - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";41977;"No";;;;1107958;
"Madison Day School III";"2107 Mount Vernon Ave";22301;"Alexandria";"Alexandria";"VA";"(703) 299-4200";"Child Day Center";"Two Year";"March 13, 2025";"Abderrahim Moussaif";"7:00 am - 6:00 pm";"Monday - Friday";95;"1 month - 5 years 11 months";"Kimberly Sawyer: (571) 835-0599";46460;"No";;;;1108843;
"Marco Quino";"108 Mount Vernon Avenue";22301;"Alexandria";"Alexandria";"VA";"(703) 475-3674";"Family Day Home";"One Year";"Jan. 18, 2024";;"8:00 AM - 5:00 PM";"Monday - Friday";9;"7 months - 5 years 11 months";"Shahana Green: (571) 423-6735";44207;"No";;;;1109554;
