"Provider Name";"Address 1";"Address 2";"City";"State";"ZIP";"Mail Address 1";"Mail Address 2";"Mail City";"Mail State";"Mail ZIP";"Phone";"Fax Number";"Director/Owner";"Status";"License/Registration Issue Date";"Provider Type";"Approved to Accept Child Care Assistance?";"QRS Level";"Current Vacancies";"Capacity";"Monday hours";"Tuesday hours";"Wednesday hours";"Thursday hours";"Friday hours";"Saturday hours";"Sunday hours";"Rates";"County";"URL";"License Expiration Date";"Visit Report"
"Mary Verthein";"913 2nd ST NW";;"Waukon";"IA";52172;"PO Box 325";;"Waukon";"IA";52172;"(563) 794-0370";;"Verthein, Mary";"Active";"4/27/2020";"Registered Child Development Home A";"Yes";1;;8;" 5:30AM - 11:00PM";" 5:30AM - 11:00PM";" 5:30AM - 11:00PM";" 5:30AM - 11:00PM";" 5:30AM - 11:00PM";" 5:30AM - 11:00PM";" 5:30AM - 11:00PM";"Infant (up to 24 months)  Hourly/2.60| Infant (up to 24 months)  Hourly/2.60| Infant (up to 36 months)  Hourly/2.60| Infant (up to 36 months)  Hourly/2.60| Preschool (24 to Kindergarten)  Hourly/2.60| Preschool (24 to Kindergarten)  Hourly/2.60| Preschool (36 to Kindergarten)  Hourly/2.60| Preschool (36 to Kindergarten)  Hourly/2.60| School Age (K and up)  Hourly/2.60| School Age (K and up)  Hourly/2.60";"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=50938";"3/31/2022";
"NEICAC-Postville Head Start and CDC";"210 S Ogden";;"Postville";"IA";52162;"PO Box 487";;"Decorah";"IA";52101;"(563) 864-7642";;", ";"Active";"10/1/2019";"Licensed Center";"No";;;50;" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";;;;"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=18175";"9/30/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/18175"
"NEICAC-Waukon Head Start";"953 3rd Ave NW";;"Waukon";"IA";52172;"PO box 487";;"Decorah";"IA";52101;"(563) 568-3603";;", ";"Active";"5/1/2020";"Licensed Center";"No";;;59;" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";;;;"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=18174";"4/30/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/18174"
"New Albin Elementary (The Rainbow Room)";"401 Locust St.";"Box 26";"New Albin";"IA";52160;;;;" ";" ";"(563) 568-2170";;", ";"Active";"7/10/2012";"Exempt from Licensing";"No";;;;;;;;;;;;"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=39116";"7/9/2014";
"Postville Childcare Services Inc";"210 S Ogden ST";;"Postville";"IA";52162;"PO Box 402";;"Postville";"IA";52162;"(563) 864-7669";;", ";"Active";"8/1/2019";"Licensed Center";"Yes";3;;75;" 5:15AM -  6:00PM";" 5:15AM -  6:00PM";" 5:15AM -  6:00PM";" 5:15AM -  6:00PM";" 5:15AM -  6:00PM";;;"Infant (up to 24 months)  Half-Day/23.00| Infant (up to 24 months)  Half-Day/23.00| Infant (up to 36 months)  Half-Day/23.00| Infant (up to 36 months)  Half-Day/23.00| Preschool (24 to Kindergarten)  Half-Day/23.00| Preschool (24 to Kindergarten)  Half-Day/23.00| Preschool (36 to Kindergarten)  Half-Day/23.00| Preschool (36 to Kindergarten)  Half-Day/23.00| School Age (K and up)  Half-Day/23.00| School Age (K and up)  Half-Day/23.00";"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=18341";"7/31/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/18341"
"Robin Kjosa";"248 E Green ST";;"Postville";"IA";52162;"PO Box 644";;"Postville";"IA";52162;"(563) 864-3560";;"Kjosa, Robin";"Active";"2/1/2019";"Registered Child Development Home B";"Yes";;"Infant/Toddler: 4+Preschool: 4+School Age: 4";12;" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";"Infant (up to 24 months)  Hourly/2.75| Infant (up to 24 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| School Age (K and up)  Hourly/2.75| School Age (K and up)  Hourly/2.75";"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=18339";"1/31/2021";
"Sarah Flores";"12482 HWY 18";;"Postville";"IA";52162;"12482 HWY 18";;"Postville";"IA";52162;"(563) 379-8942";;"Flores, Sarah";"Active";"8/1/2020";"Registered Child Development Home B";"Yes";2;;12;" 3:00AM -  8:45PM";" 3:00AM -  8:45PM";" 3:00AM -  6:00PM";" 3:00AM -  6:00PM";" 3:00AM -  6:00PM";;" 3:00AM -  6:00PM";"Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50";"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=47675";"7/31/2022";
"St Patricks Clover Patch Preschool";"200 2nd St Sw";;"Waukon";"IA";52172;"200 2nd St SW";;"Waukon";"IA";52172;"(563) 568-2170";;", ";"Active";"10/1/2018";"Licensed Center";"No";4;;50;" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";;;"Preschool (24 to Kindergarten)  Half-Day/11.00| Preschool (24 to Kindergarten)  Half-Day/11.00| Preschool (36 to Kindergarten)  Half-Day/11.00| Preschool (36 to Kindergarten)  Half-Day/11.00";"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=43822";"9/30/2020";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/43822"
"St. Patrick School-Junior Kindergarten";"200 2nd Street, SW";;"Waukon";"IA";52172;;;;" ";" ";"(563) 568-2170";;", ";"Active";"8/22/2011";"Exempt from Licensing";"No";;;;;;;;;;;;"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=36302";"8/21/2013";
"Susan Guyer";"810 2nd AVE SW";;"Waukon";"IA";52172;"810 2nd AVE SW";;"Waukon";"IA";52172;"(563) 568-9840";;"Guyer, Susan";"Active";"5/24/2019";"Registered Child Development Home A";"Yes";1;;8;" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";;;"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Allamakee";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=50571";"4/30/2021";
"Appanoose County Head Start";"722 N 1st St";;"Centerville";"IA";52544;"SIEDA";"PO Box 658";"Ottumwa";"IA";52501;"(641) 856-6089";;", ";"Active";"10/1/2020";"Licensed Center";"No";;;40;" 8:00AM -  4:30PM";" 8:00AM -  4:30PM";" 8:00AM -  4:30PM";" 8:00AM -  4:30PM";;;;;"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=25165";"9/30/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/25165"
"Centerville CSD-Mrs. Kasters Pre-K";"838 South 18th Street";;"Centerville";"IA";52544;;;;" ";" ";"(641) 895-4471";;", ";"Active";"8/22/2011";"Exempt from Licensing";"No";;;;;;;;;;;;"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=36303";"8/21/2013";
"Diana Dhamers";"514 N Main ST";;"Centerville";"IA";52544;"514 N Main ST";;"Centerville";"IA";52544;"(641) 895-7509";;"Dhamers, Diana";"Active";"4/1/2019";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/2.60| Infant (up to 24 months)  Hourly/2.60| Infant (up to 24 months)  Hourly/2.60| Infant (up to 36 months)  Hourly/2.60| Infant (up to 36 months)  Hourly/2.60| Infant (up to 36 months)  Hourly/2.60| Preschool (24 to Kindergarten)  Hourly/2.60| Preschool (24 to Kindergarten)  Hourly/2.60| Preschool (24 to Kindergarten)  Hourly/2.60| Preschool (36 to Kindergarten)  Hourly/2.60| Preschool (36 to Kindergarten)  Hourly/2.60| Preschool (36 to Kindergarten)  Hourly/2.60| School Age (K and up)  Hourly/2.60| School Age (K and up)  Hourly/2.60| School Age (K and up)  Hourly/2.60";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=23056";"3/31/2021";
"Kassandra Feist";"812 High AVE E";;"Oaskaloosa";"IA";52571;"812 High AVE E";;"Oskaloosa";"IA";52571;"(641) 295-2605";;"Feist, Kassandra";"Active";"2/5/2020";"Registered Child Development Home A";"Yes";;;8;" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM - 12:00PM";;;"Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=50902";"1/31/2022";
"Kathleen Ewing and Lacey Ewing";"512 E Merion ST";;"Centerville";"IA";52544;"PO Box 142";;"Centerville";"IA";52544;"(641) 895-0357";;"Ewing, Kathleen";"Active";"11/1/2019";"Registered Child Development Home C";"Yes";;;16;" 5:30AM -  8:30PM";" 5:30AM -  8:30PM";" 5:30AM -  8:30PM";" 5:30AM -  8:30PM";" 5:30AM -  8:30PM";" 5:30AM -  8:30PM";;"Infant (up to 24 months)  Hourly/2.75| Infant (up to 24 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| School Age (K and up)  Hourly/2.75| School Age (K and up)  Hourly/2.75";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=37154";"10/31/2021";
"Kids World Day Care and Preschool";"722 N First St";;"Centerville";"IA";52544;"722 N First St";;"Centerville";"IA";52544;"(641) 437-1500";;", ";"Active";"7/1/2019";"Licensed Center";"Yes";4;;82;" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";;;"Infant (up to 24 months)  Hourly/2.95| Infant (up to 24 months)  Hourly/2.95| Infant (up to 36 months)  Hourly/2.95| Infant (up to 36 months)  Hourly/2.95| Preschool (24 to Kindergarten)  Hourly/2.95| Preschool (24 to Kindergarten)  Hourly/2.95| Preschool (36 to Kindergarten)  Hourly/2.95| Preschool (36 to Kindergarten)  Hourly/2.95| School Age (K and up)  Hourly/2.95| School Age (K and up)  Hourly/2.95";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=16034";"6/30/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/16034"
"Kimberly McMahon";"604 W Washington ST ";;"Centerville";"IA";52544;"604 W Washington ST";;"Centerville";"IA";52544;"(641) 216-3660";;"McMahon, Kimberly";"Active";"7/1/2019";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/2.25| Infant (up to 24 months)  Hourly/2.25| Infant (up to 36 months)  Hourly/2.25| Infant (up to 36 months)  Hourly/2.25| Preschool (24 to Kindergarten)  Hourly/2.25| Preschool (24 to Kindergarten)  Hourly/2.25| Preschool (36 to Kindergarten)  Hourly/2.25| Preschool (36 to Kindergarten)  Hourly/2.25| School Age (K and up)  Hourly/2.25| School Age (K and up)  Hourly/2.25";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=41054";"6/30/2021";
"Mary DeVore";"715 N 11th ST";;"Centerville";"IA";52544;"715 N 11th ST";;"Centerville";"IA";52544;"(641) 856-3435";;"Devore, Mary C";"Active";"5/1/2019";"Registered Child Development Home B";"Yes";;"Infant/Toddler: 0+Preschool: 0+School Age: 0";12;" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";"Infant (up to 24 months)  Hourly/2.50| Infant (up to 24 months)  Hourly/2.50| Infant (up to 24 months)  Hourly/2.50| Infant (up to 24 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| School Age (K and up)  Hourly/2.50| School Age (K and up)  Hourly/2.50| School Age (K and up)  Hourly/2.50| School Age (K and up)  Hourly/2.50";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=23025";"4/30/2021";
"Michelle Schmell";"915 Woodland DR";;"Centerville";"IA";52544;"915 Woodland DR";;"Centerville";"IA";52544;"(641) 436-0897";;"Schmell, Michelle";"Active";"9/1/2020";"Registered Child Development Home B";"Yes";;;12;" 5:30AM - 10:30PM";" 5:30AM - 10:30PM";" 5:30AM - 10:30PM";" 5:30AM - 10:30PM";" 5:30AM - 10:30PM";;;"Infant (up to 24 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=23041";"8/31/2022";
"Moravia Elementary After School Program";"507 N Trussell Ave";;"Moravia";"IA";52571;"507 N Trussell Ave";;"Moravia";"IA";52571;"(641) 724-3311";;", ";"Active";"1/1/2020";"Licensed Center";"No";;;20;" 3:20PM -  6:00PM";" 3:20PM -  6:00PM";" 3:20PM -  6:00PM";" 3:20PM -  6:00PM";" 3:20PM -  6:00PM";;;;"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=40778";"12/31/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/40778"
"Mrs Brookes Curious Kids Program";"505 E. Walsh";;"Centerville";"IA";52544;"505 E Walsh";;"Centerville";"IA";52544;"(641) 895-7488";;"Brooke, Michelle";"Active";"11/1/2019";"Licensed Center";"Yes";4;;94;" 6:00AM -  7:30PM";" 6:00AM -  7:30PM";" 6:00AM -  7:30PM";" 6:00AM -  7:30PM";" 6:00AM -  7:30PM";;;"Infant (up to 24 months)  Half-Day/18.75| Infant (up to 24 months)  Half-Day/18.75| Infant (up to 36 months)  Half-Day/18.75| Infant (up to 36 months)  Half-Day/18.75| Preschool (24 to Kindergarten)  Half-Day/18.75| Preschool (24 to Kindergarten)  Half-Day/18.75| Preschool (36 to Kindergarten)  Half-Day/18.75| Preschool (36 to Kindergarten)  Half-Day/18.75| School Age (K and up)  Half-Day/18.75| School Age (K and up)  Half-Day/18.75";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=25166";"5/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/25166"
"Rebecca Morgan";"24870 HWY 2";;"Centerville";"IA";52544;"24870 HWY 2";;"Centerville";"IA";52544;"(641) 895-5064";;"Morgan, Rebecca";"Active";"5/1/2019";"Registered Child Development Home B";"Yes";;;12;" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";;;"Infant (up to 24 months)  Hourly/2.50| Infant (up to 24 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| School Age (K and up)  Hourly/2.50| School Age (K and up)  Hourly/2.50";"Appanoose";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=23063";"4/30/2021";
"Ann Guild";"1000 Broadway ST";;"Audubon";"IA";50025;"1000 Broadway ST";;"Audubon";"IA";50025;"(712) 563-2127";;"Guild, Ann";"Active";"1/1/2019";"Registered Child Development Home B";"Yes";;;12;" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";" 5:30AM -  5:30PM";;;"Infant (up to 24 months)  Hourly/2.75| Infant (up to 24 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| School Age (K and up)  Hourly/2.75| School Age (K and up)  Hourly/2.75";"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=7663";"12/31/2020";
"Brandice Fiebelkorn";"206 S Fairview ST";;"Exira";"IA";50076;"206 S Fairview ST";" ";"Exira";"IA";50076;"(712) 304-1581";;"Fiebelkorn, Brandice";"Active";"8/1/2019";"Registered Child Development Home B";"Yes";;;12;" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";" 5:00AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50";"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=7660";"7/31/2021";
"Carrie Rugaard-Jensen and Susan Rugaard";"1109 E. Broadway ST";;"Audubon";"IA";50025;"1109 E Broadway ST";" ";"Audubon";"IA";50025;"(712) 304-0354";;"Rugaard-Jensen, Carrie";"Active";"11/1/2019";"Registered Child Development Home C";"Yes";;;16;" 5:45AM -  5:30PM";" 5:45AM -  5:30PM";" 5:45AM -  5:30PM";" 5:45AM -  5:30PM";" 5:45AM -  5:30PM";" 5:45AM -  5:30PM";" 5:45AM -  5:30PM";"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=15989";"10/31/2021";
"Childs Connection Day Care";"1048 4th Ave";;"Audubon";"IA";50025;"1048 4th Ave";" ";"Audubon";"IA";50025;"(712) 304-0371";;"Sporrer, Leslie";"Active";"6/16/2020";"Registered Child Development Home B";"Yes";;;12;" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";;;"Infant (up to 24 months)  Hourly/2.75| Infant (up to 24 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| School Age (K and up)  Hourly/2.75| School Age (K and up)  Hourly/2.75";"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=7662";"12/31/2020";
"Dawn Bruhn";"1101 Lynn ST";;"Audubon";"IA";50025;"1101 Lynn ST";" ";"Audubon ";"IA";50025;"(712) 563-4438";;"Bruhn, Dawn";"Active";"10/1/2019";"Registered Child Development Home A";"Yes";;;8;" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";"Infant (up to 24 months)  Hourly/1.75| Infant (up to 24 months)  Hourly/1.75| Infant (up to 36 months)  Hourly/1.75| Infant (up to 36 months)  Hourly/1.75| Preschool (24 to Kindergarten)  Hourly/1.75| Preschool (24 to Kindergarten)  Hourly/1.75| Preschool (36 to Kindergarten)  Hourly/1.75| Preschool (36 to Kindergarten)  Hourly/1.75| School Age (K and up)  Hourly/1.75| School Age (K and up)  Hourly/1.75";"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=7657";"9/30/2021";
"Exira Community Preschool - Exira-EHK CSD";"105 E. School Street";;"Exira";"IA";50076;;;;" ";" ";"(712) 268-5318";;", ";"Active";"1/6/2016";"Exempt from Licensing";"No";4;;;;;;;;;;;"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=46563";"1/1/2018";
"Julia Madsen";"211 3rd AVE";;"Audubon";"IA";50025;"211 3rd AVE";" ";"Audubon";"IA";50025;"(712) 304-0746";;"Madsen, Julia";"Active";"1/1/2019";"Registered Child Development Home A";"No";;;8;" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";;;;"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=7658";"12/31/2020";
"Mary Coffman";"1004 Grandview DR ";;"Audubon";"IA";50025;"1004 Grandview DR ";;"Audubon";"IA";50025;"(515) 360-7218";;"Coffman, Mary";"Active";"2/1/2020";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00";"Audubon";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=42848";"1/31/2022";
